doc_id,domain,entity,text_len
deal_BIRDYS,DEAL,BIRDYS,232
deal_BLISSGVS,DEAL,BLISSGVS,234
deal_BLSE,DEAL,BLSE,230
deal_BLUEWATER,DEAL,BLUEWATER,235
deal_BMLL,DEAL,BMLL,230
deal_BTML,DEAL,BTML,230
deal_C2C,DEAL,C2C,229
deal_CAMPUS,DEAL,CAMPUS,232
deal_CAPILLARY,DEAL,CAPILLARY,235
deal_CAPITALSFB,DEAL,CAPITALSFB,236
deal_CCAVENUE,DEAL,CCAVENUE,234
deal_CEDAAR,DEAL,CEDAAR,232
deal_CENTENKA,DEAL,CENTENKA,234
deal_CGCL,DEAL,CGCL,230
deal_CHAVDA,DEAL,CHAVDA,232
deal_CKKRETAIL,DEAL,CKKRETAIL,235
deal_CMRSL,DEAL,CMRSL,231
deal_BANDHANBNK,DEAL,BANDHANBNK,236
deal_COMSYN,DEAL,COMSYN,232
deal_COUNCODOS,DEAL,COUNCODOS,235
deal_CRAMC,DEAL,CRAMC,231
deal_CREATIVEYE,DEAL,CREATIVEYE,236
deal_CSM,DEAL,CSM,229
deal_CYIENTDLM,DEAL,CYIENTDLM,235
deal_DALMIASUG,DEAL,DALMIASUG,235
deal_DAVANGERE,DEAL,DAVANGERE,235
deal_DBL,DEAL,DBL,229
deal_DBSTOCKBRO,DEAL,DBSTOCKBRO,236
deal_DELTAMAGNT,DEAL,DELTAMAGNT,236
deal_DIGIKORE,DEAL,DIGIKORE,234
deal_DIGITIDE,DEAL,DIGITIDE,234
deal_DIGJAMLMTD,DEAL,DIGJAMLMTD,236
deal_DJML,DEAL,DJML,230
deal_BLUESTONE,DEAL,BLUESTONE,235
deal_EEPL,DEAL,EEPL,230
deal_ELIN,DEAL,ELIN,230
deal_EXIMROUTES,DEAL,EXIMROUTES,236
deal_FEDDERSHOL,DEAL,FEDDERSHOL,236
deal_FERMENTA,DEAL,FERMENTA,234
deal_FINOPB,DEAL,FINOPB,232
deal_FOCE,DEAL,FOCE,230
deal_FWSTC,DEAL,FWSTC,231
deal_GANESHBE,DEAL,GANESHBE,234
deal_GANGAFO-RE,DEAL,GANGAFO-RE,236
deal_GANGAFORGE,DEAL,GANGAFORGE,236
deal_GATECH,DEAL,GATECH,232
deal_GATECHDVR,DEAL,GATECHDVR,235
deal_CNL,DEAL,CNL,229
deal_GEMAROMA,DEAL,GEMAROMA,234
deal_GHCLTEXTIL,DEAL,GHCLTEXTIL,236
deal_GNA,DEAL,GNA,229
deal_GSMFOILS,DEAL,GSMFOILS,234
deal_GSPCROP,DEAL,GSPCROP,233
deal_GULPOLY,DEAL,GULPOLY,233
deal_HAPPY,DEAL,HAPPY,231
deal_HARIOMPIPE,DEAL,HARIOMPIPE,236
deal_HEADSUP,DEAL,HEADSUP,233
deal_HEXAGON,DEAL,HEXAGON,233
deal_HIRECT,DEAL,HIRECT,232
deal_HUHTAMAKI,DEAL,HUHTAMAKI,235
deal_ICELCO,DEAL,ICELCO,232
deal_IDENTICAL,DEAL,IDENTICAL,235
deal_DYCL,DEAL,DYCL,230
deal_IKIO,DEAL,IKIO,230
deal_INA,DEAL,INA,229
deal_INDIANHUME,DEAL,INDIANHUME,236
deal_INDOBORAX,DEAL,INDOBORAX,235
deal_INDOTHAI,DEAL,INDOTHAI,234
deal_INNOMET,DEAL,INNOMET,233
deal_INTEGRITY,DEAL,INTEGRITY,235
deal_INTENTECH,DEAL,INTENTECH,235
deal_IOLCP,DEAL,IOLCP,231
deal_IPHL,DEAL,IPHL,230
deal_ISHAN,DEAL,ISHAN,231
deal_ITDC,DEAL,ITDC,230
deal_IVP,DEAL,IVP,229
deal_IWARE,DEAL,IWARE,231
deal_JAGSNPHARM,DEAL,JAGSNPHARM,236
deal_GCSL,DEAL,GCSL,230
deal_JALAN,DEAL,JALAN,231
deal_JETFREIGHT,DEAL,JETFREIGHT,236
deal_JINDRILL,DEAL,JINDRILL,234
deal_JINDWORLD,DEAL,JINDWORLD,235
deal_JSFB,DEAL,JSFB,230
deal_JUSTDIAL,DEAL,JUSTDIAL,234
deal_KALYANKJIL,DEAL,KALYANKJIL,236
deal_KARNIKA,DEAL,KARNIKA,233
deal_KARURVYSYA,DEAL,KARURVYSYA,236
deal_KAUSHALYA,DEAL,KAUSHALYA,235
deal_KAYNES,DEAL,KAYNES,232
deal_KCK,DEAL,KCK,229
deal_KFINTECH,DEAL,KFINTECH,234
deal_KODYTECH,DEAL,KODYTECH,234
deal_IIFL,DEAL,IIFL,230
deal_KPITTECH,DEAL,KPITTECH,234
deal_KRISHPP,DEAL,KRISHPP,233
deal_KROSS,DEAL,KROSS,231
deal_KSOLVES,DEAL,KSOLVES,233
deal_KUSUMGAR,DEAL,KUSUMGAR,234
deal_LAMOSAIC,DEAL,LAMOSAIC,234
deal_LCL,DEAL,LCL,229
deal_LOTUSDEV,DEAL,LOTUSDEV,234
deal_MACOBSTECH,DEAL,MACOBSTECH,236
deal_MAGSON,DEAL,MAGSON,232
deal_MANAKCOAT,DEAL,MANAKCOAT,235
deal_MANBA,DEAL,MANBA,231
deal_MANCREDIT,DEAL,MANCREDIT,235
deal_JAIPURKURT,DEAL,JAIPURKURT,236
deal_MARKOLINES,DEAL,MARKOLINES,236
deal_MASON,DEAL,MASON,231
deal_MASTERTR,DEAL,MASTERTR,234
deal_MDL,DEAL,MDL,229
deal_METALIC,DEAL,METALIC,233
deal_MHLXMIRU,DEAL,MHLXMIRU,234
deal_MILTON,DEAL,MILTON,232
deal_MOBIKWIK,DEAL,MOBIKWIK,234
deal_MODIS,DEAL,MODIS,231
deal_MOIL,DEAL,MOIL,230
deal_MOS,DEAL,MOS,229
deal_MOTISONS,DEAL,MOTISONS,234
deal_MPEL,DEAL,MPEL,230
deal_MRIL,DEAL,MRIL,230
deal_MRPL,DEAL,MRPL,230
deal_KONSTELEC,DEAL,KONSTELEC,235
deal_MUNISH,DEAL,MUNISH,232
deal_MUNJALAU,DEAL,MUNJALAU,234
deal_MYMUDRA,DEAL,MYMUDRA,233
deal_NARMADA,DEAL,NARMADA,233
deal_NATCAPSUQ,DEAL,NATCAPSUQ,235
deal_NATIONSTD,DEAL,NATIONSTD,235
deal_NBIFIN,DEAL,NBIFIN,232
deal_NDTV,DEAL,NDTV,230
deal_NELCO,DEAL,NELCO,231
deal_NEWGEN,DEAL,NEWGEN,232
deal_NILKAMAL,DEAL,NILKAMAL,234
deal_NIRMAN,DEAL,NIRMAN,232
deal_NRVANDANA,DEAL,NRVANDANA,235
deal_NUVOCO,DEAL,NUVOCO,232
deal_OFSS,DEAL,OFSS,230
deal_OMAXE,DEAL,OMAXE,231
deal_OMFURN,DEAL,OMFURN,232
deal_ONWARDTEC,DEAL,ONWARDTEC,235
deal_ONYX,DEAL,ONYX,230
deal_OPTIVALUE,DEAL,OPTIVALUE,235
deal_ORCHASP,DEAL,ORCHASP,233
deal_ORIENTLTD,DEAL,ORIENTLTD,235
deal_ORIENTTECH,DEAL,ORIENTTECH,236
deal_ORTINGLOBE,DEAL,ORTINGLOBE,236
deal_OSWALPUMPS,DEAL,OSWALPUMPS,236
deal_PAISALO,DEAL,PAISALO,233
deal_PANSARI,DEAL,PANSARI,233
deal_PARADEEP,DEAL,PARADEEP,234
deal_PATANJALI,DEAL,PATANJALI,235
deal_PATELRMART,DEAL,PATELRMART,236
deal_PCBL,DEAL,PCBL,230
deal_PCJEWELLER,DEAL,PCJEWELLER,236
deal_ZENSARTECH,DEAL,ZENSARTECH,236
deal_PNC,DEAL,PNC,229
deal_PNGSREVA,DEAL,PNGSREVA,234
deal_PPAP,DEAL,PPAP,230
deal_PPSL,DEAL,PPSL,230
deal_PRANIK,DEAL,PRANIK,232
deal_PROPSHOP,DEAL,PROPSHOP,234
deal_PURPLEUTED,DEAL,PURPLEUTED,236
deal_PYRAMID,DEAL,PYRAMID,233
deal_QUESS,DEAL,QUESS,231
deal_QUESTLAB,DEAL,QUESTLAB,234
deal_RADHIKAJWE,DEAL,RADHIKAJWE,236
deal_RADIOWALLA,DEAL,RADIOWALLA,236
deal_RAMCOSYS,DEAL,RAMCOSYS,234
deal_RAPPID,DEAL,RAPPID,232
deal_RATNAVEER,DEAL,RATNAVEER,235
deal_RCDL,DEAL,RCDL,230
deal_REDINGTON,DEAL,REDINGTON,235
deal_RELAXO,DEAL,RELAXO,232
deal_RFBL,DEAL,RFBL,230
deal_RICHA,DEAL,RICHA,231
deal_RIIT,DEAL,RIIT,230
deal_RITCO,DEAL,RITCO,231
deal_RITES,DEAL,RITES,231
deal_RKFORGE,DEAL,RKFORGE,233
deal_ROUTE,DEAL,ROUTE,231
deal_RTL,DEAL,RTL,229
deal_SABEVENTS,DEAL,SABEVENTS,235
deal_SADHAV,DEAL,SADHAV,232
deal_SAHANA,DEAL,SAHANA,232
deal_SAJHOTELS,DEAL,SAJHOTELS,235
deal_SAKSOFT,DEAL,SAKSOFT,233
deal_SANGINITA,DEAL,SANGINITA,235
deal_SATKARTAR,DEAL,SATKARTAR,235
deal_SAWALIYA,DEAL,SAWALIYA,234
deal_SCANSTL,DEAL,SCANSTL,233
deal_SDBL,DEAL,SDBL,230
deal_SEITINVIT,DEAL,SEITINVIT,235
deal_SEL,DEAL,SEL,229
deal_SELLOWRAP,DEAL,SELLOWRAP,235
deal_SENCO,DEAL,SENCO,231
deal_SGFIN,DEAL,SGFIN,231
deal_SHADOWFAX,DEAL,SHADOWFAX,235
deal_SHAH,DEAL,SHAH,230
deal_SHAKTIPUMP,DEAL,SHAKTIPUMP,236
deal_SHANKARA,DEAL,SHANKARA,234
deal_SHANTHALA,DEAL,SHANTHALA,235
deal_SHANTI,DEAL,SHANTI,232
deal_SHANTIGOLD,DEAL,SHANTIGOLD,236
deal_SHAREINDIA,DEAL,SHAREINDIA,236
deal_SHIVAUM,DEAL,SHIVAUM,233
deal_SHK,DEAL,SHK,229
deal_SHREEDHAR,DEAL,SHREEDHAR,235
deal_SILKY,DEAL,SILKY,231
deal_SINTERCOM,DEAL,SINTERCOM,235
deal_SKMEGGPROD,DEAL,SKMEGGPROD,236
deal_SMLMAH,DEAL,SMLMAH,232
deal_SOLARA,DEAL,SOLARA,232
deal_SOLARWORLD,DEAL,SOLARWORLD,236
deal_SONATSOFTW,DEAL,SONATSOFTW,236
deal_SSWL,DEAL,SSWL,230
deal_STALLION,DEAL,STALLION,234
deal_63MOONS,DEAL,63MOONS,233
deal_SUMEET-RE,DEAL,SUMEET-RE,235
deal_ADVENTHTL,DEAL,ADVENTHTL,235
deal_UNICHEMLAB,DEAL,UNICHEMLAB,236
deal_URAVIDEF,DEAL,URAVIDEF,234
deal_URBAN,DEAL,URBAN,231
deal_UTKAL,DEAL,UTKAL,231
deal_VIMTALABS,DEAL,VIMTALABS,235
deal_VIPULLTD,DEAL,VIPULLTD,234
deal_VMOBILE,DEAL,VMOBILE,233
deal_WAKEFIT,DEAL,WAKEFIT,233
deal_WANBURY,DEAL,WANBURY,233
deal_WINNY,DEAL,WINNY,231
deal_WOMANCART,DEAL,WOMANCART,235
deal_XTRANET,DEAL,XTRANET,233
deal_YATHARTH,DEAL,YATHARTH,234
deal_ZEEL,DEAL,ZEEL,230
deal_UFLEX,DEAL,UFLEX,231
deal_BALUFORGE,DEAL,BALUFORGE,235
deal_AGARWALTUF,DEAL,AGARWALTUF,236
deal_AGIIL,DEAL,AGIIL,231
deal_AISL,DEAL,AISL,230
deal_ALPINETEX,DEAL,ALPINETEX,235
deal_AMBAAUTO,DEAL,AMBAAUTO,234
deal_AQYLON,DEAL,AQYLON,232
deal_ARENTERP,DEAL,ARENTERP,234
deal_ARHAM,DEAL,ARHAM,231
deal_ASHIKAG,DEAL,ASHIKAG,233
deal_ASIANTILES,DEAL,ASIANTILES,236
deal_ATALREAL,DEAL,ATALREAL,234
deal_AVIENCE,DEAL,AVIENCE,233
deal_BAJAJHCARE,DEAL,BAJAJHCARE,236
deal_BALPHARMA,DEAL,BALPHARMA,235
deal_AGARIND,DEAL,AGARIND,233
deal_MTARTECH,DEAL,MTARTECH,237
corp_ECLERX,CORPORATE,ECLERX,251
corp_LALPATHLAB,CORPORATE,LALPATHLAB,255
corp_FCL,CORPORATE,FCL,248
corp_IRB,CORPORATE,IRB,248
corp_FAIRCHEMOR,CORPORATE,FAIRCHEMOR,255
corp_INFY,CORPORATE,INFY,249
corp_KAJARIACER,CORPORATE,KAJARIACER,255
corp_ROLEXRINGS,CORPORATE,ROLEXRINGS,255
corp_CYBERTECH,CORPORATE,CYBERTECH,254
corp_WIPRO,CORPORATE,WIPRO,250
corp_RMDRIP,CORPORATE,RMDRIP,251
corp_CMSINFO,CORPORATE,CMSINFO,252
corp_MATRIMONY,CORPORATE,MATRIMONY,254
corp_CYIENT,CORPORATE,CYIENT,251
corp_BAJAJ-AUTO,CORPORATE,BAJAJ-AUTO,255
corp_DHANUKA,CORPORATE,DHANUKA,252
corp_JAGSNPHARM,CORPORATE,JAGSNPHARM,255
corp_GARFIBRES,CORPORATE,GARFIBRES,254
corp_ZYDUSLIFE,CORPORATE,ZYDUSLIFE,254
corp_ONWARDTEC,CORPORATE,ONWARDTEC,254
corp_VLSFINANCE,CORPORATE,VLSFINANCE,255
corp_BHARATRAS,CORPORATE,BHARATRAS,254
corp_SARLAPOLY,CORPORATE,SARLAPOLY,254
corp_PATANJALI,CORPORATE,PATANJALI,254
corp_BESTAGRO,CORPORATE,BESTAGRO,253
corp_PATINTLOG,CORPORATE,PATINTLOG,254
corp_GHCL,CORPORATE,GHCL,249
corp_WINDLAS,CORPORATE,WINDLAS,252
corp_WELSPUNLIV,CORPORATE,WELSPUNLIV,255
corp_AUROPHARMA,CORPORATE,AUROPHARMA,255
corp_METROPOLIS,CORPORATE,METROPOLIS,255
corp_NECLIFE,CORPORATE,NECLIFE,252
corp_NAZARA,CORPORATE,NAZARA,251
corp_SIKKO,CORPORATE,SIKKO,250
corp_SILVERTUC,CORPORATE,SILVERTUC,254
corp_TRENT,CORPORATE,TRENT,250
corp_THYROCARE,CORPORATE,THYROCARE,254
corp_ANANDRATHI,CORPORATE,ANANDRATHI,255
corp_TEAMLEASE,CORPORATE,TEAMLEASE,254
corp_BAJAJCON,CORPORATE,BAJAJCON,253
corp_GOCOLORS,CORPORATE,GOCOLORS,253
corp_AHCL,CORPORATE,AHCL,249
corp_GOLDIAM,CORPORATE,GOLDIAM,252
corp_SMCGLOBAL,CORPORATE,SMCGLOBAL,254
corp_RNBDENIMS,CORPORATE,RNBDENIMS,254
corp_ORBTEXP,CORPORATE,ORBTEXP,252
corp_NURECA,CORPORATE,NURECA,251
corp_GODFRYPHLP,CORPORATE,GODFRYPHLP,255
corp_RAMRAT,CORPORATE,RAMRAT,251
corp_BEML,CORPORATE,BEML,249
corp_CAMS,CORPORATE,CAMS,249
corp_BEPL,CORPORATE,BEPL,249
corp_SANDUMA,CORPORATE,SANDUMA,252
corp_SHILPAMED,CORPORATE,SHILPAMED,254
corp_HDFCAMC,CORPORATE,HDFCAMC,252
corp_DELPHIFX,CORPORATE,DELPHIFX,253
corp_HUDCO,CORPORATE,HUDCO,250
corp_TIMETECHNO,CORPORATE,TIMETECHNO,255
corp_ZFCVINDIA,CORPORATE,ZFCVINDIA,254
corp_PIDILITIND,CORPORATE,PIDILITIND,255
corp_LICI,CORPORATE,LICI,249
corp_CUB,CORPORATE,CUB,248
corp_HIRECT,CORPORATE,HIRECT,251
corp_ANGELONE,CORPORATE,ANGELONE,253
corp_BRIGADE,CORPORATE,BRIGADE,252
corp_AIIL,CORPORATE,AIIL,249
corp_GRMOVER,CORPORATE,GRMOVER,252
corp_HARDWYN,CORPORATE,HARDWYN,252
corp_UEL,CORPORATE,UEL,248
corp_HCLTECH,CORPORATE,HCLTECH,252
corp_UNIVASTU,CORPORATE,UNIVASTU,253
corp_AXITA,CORPORATE,AXITA,250
corp_MONEYBOXX,CORPORATE,MONEYBOXX,254
corp_PFC,CORPORATE,PFC,248
corp_OBEROIRLTY,CORPORATE,OBEROIRLTY,255
corp_ORIENTTECH,CORPORATE,ORIENTTECH,255
corp_BECTORFOOD,CORPORATE,BECTORFOOD,255
corp_NATIONALUM,CORPORATE,NATIONALUM,255
corp_NUVAMA,CORPORATE,NUVAMA,251
corp_NRBBEARING,CORPORATE,NRBBEARING,255
corp_SIYSIL,CORPORATE,SIYSIL,251
corp_STEELCITY,CORPORATE,STEELCITY,254
corp_CRISIL,CORPORATE,CRISIL,251
corp_KILITCH,CORPORATE,KILITCH,252
corp_KOTYARK,CORPORATE,KOTYARK,252
corp_TCS,CORPORATE,TCS,248
corp_INFOBEAN,CORPORATE,INFOBEAN,253
corp_KAPSTON,CORPORATE,KAPSTON,252
corp_BALKRISIND,CORPORATE,BALKRISIND,255
corp_LGHL,CORPORATE,LGHL,249
corp_CUPID,CORPORATE,CUPID,250
corp_RECLTD,CORPORATE,RECLTD,251
corp_SHAREINDIA,CORPORATE,SHAREINDIA,255
corp_FISCHER,CORPORATE,FISCHER,252
corp_GODREJCP,CORPORATE,GODREJCP,253
corp_ABINFRA,CORPORATE,ABINFRA,252
corp_AJMERA,CORPORATE,AJMERA,251
corp_TRIVENI,CORPORATE,TRIVENI,252
corp_GRSE,CORPORATE,GRSE,249
corp_GEEKAYWIRE,CORPORATE,GEEKAYWIRE,255
corp_GOPAL,CORPORATE,GOPAL,250
corp_ZYDUSWELL,CORPORATE,ZYDUSWELL,254
corp_STEELCAS,CORPORATE,STEELCAS,253
corp_TATAINVEST,CORPORATE,TATAINVEST,255
corp_SYMPHONY,CORPORATE,SYMPHONY,253
corp_JLHL,CORPORATE,JLHL,249
corp_KOTAKBANK,CORPORATE,KOTAKBANK,254
corp_KPIGREEN,CORPORATE,KPIGREEN,253
corp_ESABINDIA,CORPORATE,ESABINDIA,254
corp_TEMBO,CORPORATE,TEMBO,250
corp_AMRUTANJAN,CORPORATE,AMRUTANJAN,255
corp_KRISHANA,CORPORATE,KRISHANA,253
corp_KPEL,CORPORATE,KPEL,249
corp_SOMANYCERA,CORPORATE,SOMANYCERA,255
corp_SONATSOFTW,CORPORATE,SONATSOFTW,255
corp_DCMSHRIRAM,CORPORATE,DCMSHRIRAM,255
corp_DBEIL,CORPORATE,DBEIL,250
corp_MANBA,CORPORATE,MANBA,250
corp_KSOLVES,CORPORATE,KSOLVES,252
corp_CONCOR,CORPORATE,CONCOR,251
corp_COFORGE,CORPORATE,COFORGE,252
corp_COCHINSHIP,CORPORATE,COCHINSHIP,255
corp_COALINDIA,CORPORATE,COALINDIA,254
corp_MBAPL,CORPORATE,MBAPL,250
corp_MAZDOCK,CORPORATE,MAZDOCK,252
corp_SIGMA,CORPORATE,SIGMA,250
corp_MANAPPURAM,CORPORATE,MANAPPURAM,255
corp_SUNTV,CORPORATE,SUNTV,250
corp_SCI,CORPORATE,SCI,248
corp_MOIL,CORPORATE,MOIL,249
corp_MRF,CORPORATE,MRF,248
corp_BAJAJHLDNG,CORPORATE,BAJAJHLDNG,255
corp_MODISONLTD,CORPORATE,MODISONLTD,255
corp_NAUKRI,CORPORATE,NAUKRI,251
corp_RITES,CORPORATE,RITES,250
corp_NTPC,CORPORATE,NTPC,249
corp_CENTRALBK,CORPORATE,CENTRALBK,254
corp_NESTLEIND,CORPORATE,NESTLEIND,254
corp_NAVNETEDUL,CORPORATE,NAVNETEDUL,255
corp_ROUTE,CORPORATE,ROUTE,250
corp_MWL,CORPORATE,MWL,248
corp_OIL,CORPORATE,OIL,248
corp_PRECWIRE,CORPORATE,PRECWIRE,253
corp_PAGEIND,CORPORATE,PAGEIND,252
corp_PASHUPATI,CORPORATE,PASHUPATI,254
corp_ONGC,CORPORATE,ONGC,249
corp_POCL,CORPORATE,POCL,249
corp_VAIBHAVGBL,CORPORATE,VAIBHAVGBL,255
corp_GESHIP,CORPORATE,GESHIP,251
corp_VEEDOL,CORPORATE,VEEDOL,251
corp_VBL,CORPORATE,VBL,248
corp_WEBELSOLAR,CORPORATE,WEBELSOLAR,255
corp_WEALTH,CORPORATE,WEALTH,251
corp_ADVANIHOTR,CORPORATE,ADVANIHOTR,255
corp_ADFFOODS,CORPORATE,ADFFOODS,253
corp_ADANIPOWER,CORPORATE,ADANIPOWER,255
corp_VINDHYATEL,CORPORATE,VINDHYATEL,255
corp_VIDHIING,CORPORATE,VIDHIING,253
corp_VGL,CORPORATE,VGL,248
corp_VENUSPIPES,CORPORATE,VENUSPIPES,255
corp_V2RETAIL,CORPORATE,V2RETAIL,253
corp_UNOMINDA,CORPORATE,UNOMINDA,253
corp_GLOBAL,CORPORATE,GLOBAL,251
corp_GLENMARK,CORPORATE,GLENMARK,253
corp_GILLETTE,CORPORATE,GILLETTE,253
corp_ZENSARTECH,CORPORATE,ZENSARTECH,255
corp_YASHO,CORPORATE,YASHO,250
corp_WHEELS,CORPORATE,WHEELS,251
corp_WENDT,CORPORATE,WENDT,250
corp_WEL,CORPORATE,WEL,248
corp_WEIZMANIND,CORPORATE,WEIZMANIND,255
corp_ACCELYA,CORPORATE,ACCELYA,252
corp_360ONE,CORPORATE,360ONE,251
corp_POLYPLEX,CORPORATE,POLYPLEX,253
corp_POKARNA,CORPORATE,POKARNA,252
corp_PIIND,CORPORATE,PIIND,250
corp_BLSE,CORPORATE,BLSE,249
corp_BLS,CORPORATE,BLS,248
corp_BLISSGVS,CORPORATE,BLISSGVS,253
corp_BIRLACORPN,CORPORATE,BIRLACORPN,255
corp_PGIL,CORPORATE,PGIL,249
corp_PGHL,CORPORATE,PGHL,249
corp_PETRONET,CORPORATE,PETRONET,253
corp_PERSISTENT,CORPORATE,PERSISTENT,255
corp_PDSL,CORPORATE,PDSL,249
corp_PCBL,CORPORATE,PCBL,249
corp_PAVNAIND,CORPORATE,PAVNAIND,253
corp_CAPLIPOINT,CORPORATE,CAPLIPOINT,255
corp_CANFINHOME,CORPORATE,CANFINHOME,255
corp_CAMPUS,CORPORATE,CAMPUS,251
corp_BUILDPRO,CORPORATE,BUILDPRO,253
corp_BSOFT,CORPORATE,BSOFT,250
corp_BPCL,CORPORATE,BPCL,249
corp_ORIENTELEC,CORPORATE,ORIENTELEC,255
corp_RATNAMANI,CORPORATE,RATNAMANI,254
corp_RAMAPHO,CORPORATE,RAMAPHO,252
corp_BHARATFORG,CORPORATE,BHARATFORG,255
corp_BDL,CORPORATE,BDL,248
corp_RAILTEL,CORPORATE,RAILTEL,252
corp_QUESS,CORPORATE,QUESS,250
