ISIN,COMPANY_NAME_NSE,COMPANY_NAME_BSE,NSE_SYMBOL,NSE_SERIES,BSE_CODE,BSE_SYMBOL,MATCH_METHOD,MATCH_CONFIDENCE,LISTED_NSE,LISTED_BSE,LAST_UPDATED
INE02ZQ01018,CORONA Remedies Limited,Corona Remedies Limited,CORONA,EQ,544644,CORONA,SYMBOL,100,True,True,2026-06-08
INE757A01017,COSMO FIRST LIMITED,Cosmo First Limited,COSMOFIRST,EQ,508814,COSMOFIRST,SYMBOL,100,True,True,2026-06-08
INE695B01025,Country Condo's Limited,COUNTRY CONDOS LTD.,COUNCODOS,EQ,531624,COUNCODOS,SYMBOL,100,True,True,2026-06-08
INE521J01018,CP Capital Limited,CP CAPITAL LIMITED,CPCAP,BE,533260,CPCAP,SYMBOL,100,True,True,2026-06-08
INE0P6P01016,Career Point Edutech Limited,Career Point Edutech Limited,CPEDU,EQ,544499,CPEDU,SYMBOL,100,True,True,2026-06-08
INE819V01029,Aditya Infotech Limited,Aditya Infotech Limited,CPPLUS,EQ,544466,CPPLUS,SYMBOL,100,True,True,2026-06-08
INE00LO01017,Craftsman Automation Limited,Craftsman Automation Limited,CRAFTSMAN,EQ,543276,CRAFTSMAN,SYMBOL,100,True,True,2026-06-08
INE218I01013,Canara Robeco Asset Management Company Limited,Canara Robeco Asset Management,CRAMC,EQ,544580,CRAMC,SYMBOL,100,True,True,2026-06-08
INE230B01021,Creative Eye Limited,CREATIVE EYE LTD.,CREATIVEYE,EQ,532392,CREATIVEYE,SYMBOL,100,True,True,2026-06-08
INE741K01010,CREDITACCESS GRAMEEN LIMITED,CreditAccess Grameen Ltd.,CREDITACC,EQ,541770,CREDITACC,SYMBOL,100,True,True,2026-06-08
INE559D01011,Crest Ventures Limited,CREST,CREST,EQ,511413,CREST,SYMBOL,100,True,True,2026-06-08
INE007A01025,CRISIL Limited,CRISIL LTD.,CRISIL,EQ,500092,CRISIL,SYMBOL,100,True,True,2026-06-08
INE0S4R01014,Crizac Limited,CRIZAC LIMITED,CRIZAC,EQ,544439,CRIZAC,SYMBOL,100,True,True,2026-06-08
INE299U01018,Crompton Greaves Consumer Electricals Limited,Crompton Greaves Consumer Elec,CROMPTON,EQ,539876,CROMPTON,SYMBOL,100,True,True,2026-06-08
,Crown Lifters Limited,,CROWN,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE679A01013,CSB Bank Limited,CSB Bank Limited,CSBBANK,EQ,542867,CSBBANK,SYMBOL,100,True,True,2026-06-08
INE718F01018,CSL Finance Limited,CSL Finance Limited,CSLFINANCE,EQ,530067,CSLFINANCE,SYMBOL,100,True,True,2026-06-08
INE627H01017,Cambridge Technology Enterprises Limited,CAMBRIDGE TECHNOLOGY ENTERPRIS,CTE,EQ,532801,CTE,SYMBOL,100,True,True,2026-06-08
INE491A01021,City Union Bank Limited,CITY UNION BANK LTD.,CUB,EQ,532210,CUB,SYMBOL,100,True,True,2026-06-08
INE144D01012,Cubex Tubings Limited,CUBEX TUBINGS LTD.,CUBEXTUB,EQ,526027,CUBEXTUB,SYMBOL,100,True,True,2026-06-08
INE298A01020,Cummins India Limited,CUMMINS INDIA LTD.,CUMMINSIND,EQ,500480,CUMMINSIND,SYMBOL,100,True,True,2026-06-08
INE509F01029,Cupid Limited,CUPID LTD.,CUPID,EQ,530843,CUPID,SYMBOL,100,True,True,2026-06-08
,Cura Technologies Limited,,CURAA,BE,,,UNMATCHED,0,True,False,2026-06-08
INE278G01037,Cyber Media (India) Limited,CYBER MEDIA (INDIA) LTD.,CYBERMEDIA,BE,532640,CYBERMEDIA,SYMBOL,100,True,True,2026-06-08
INE214A01019,Cybertech Systems And Software Limited,CYBERTECH SYSTEMS AND SOFTWARE,CYBERTECH,EQ,532173,CYBERTECH,SYMBOL,100,True,True,2026-06-08
INE136B01020,Cyient Limited,CYIENT LIMITED,CYIENT,EQ,532175,CYIENT,SYMBOL,100,True,True,2026-06-08
INE055S01018,Cyient DLM Limited,Cyient DLM Limited,CYIENTDLM,EQ,543933,CYIENTDLM,SYMBOL,100,True,True,2026-06-08
INE016A01026,Dabur India Limited,DABUR INDIA LTD.,DABUR,EQ,500096,DABUR,SYMBOL,100,True,True,2026-06-08
INE928C01010,Dai-Ichi Karkaria Limited,DAI-ICHI KARKARIA LTD.,DAICHI,EQ,526821,DAICHI,SYMBOL,100,True,True,2026-06-08
INE00R701025,Dalmia Bharat Limited,DALMIA BHARAT LIMITED,DALBHARAT,EQ,542216,DALBHARAT,SYMBOL,100,True,True,2026-06-08
INE495A01022,Dalmia Bharat Sugar and Industries Limited,DALMIA BHARAT SUGAR AND INDUST,DALMIASUG,EQ,500097,DALMIASUG,SYMBOL,100,True,True,2026-06-08
INE284H01025,Dam Capital Advisors Limited,DAM Capital Advisors Limited,DAMCAPITAL,EQ,544316,DAMCAPITAL,SYMBOL,100,True,True,2026-06-08
INE497D01022,Damodar Industries Limited,DAMODAR INDUSTRIES LTD.,DAMODARIND,EQ,521220,DAMODARIND,SYMBOL,100,True,True,2026-06-08
,Dangee Dums Limited,,DANGEE,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE365B01017,Datamatics Global Services Limited,DATAMATICS GLOBAL SERVICES LTD,DATAMATICS,EQ,532528,DATAMATICS,SYMBOL,100,True,True,2026-06-08
INE0IX101010,Data Patterns (India) Limited,Data Patterns (India) Limited,DATAPATTNS,EQ,543428,DATAPATTNS,SYMBOL,100,True,True,2026-06-08
INE179G01029,Davangere Sugar Company Limited,Davangere Sugar Company Limite,DAVANGERE,EQ,543267,DAVANGERE,SYMBOL,100,True,True,2026-06-08
INE950I01011,D.B.Corp Limited,D B CORP LTD,DBCORP,EQ,533151,DBCORP,SYMBOL,100,True,True,2026-06-08
INE0OPA01019,Deepak Builders & Engineers India Limited,Deepak Builders and Engineers,DBEIL,BE,544276,DBEIL,SYMBOL,100,True,True,2026-06-08
INE917M01012,Dilip Buildcon Limited,Dilip Buildcon Limited,DBL,EQ,540047,DBL,SYMBOL,100,True,True,2026-06-08
INE0I3401014,Dhampur Bio Organics Limited,Dhampur Bio Organics Limited,DBOL,BE,543593,DBOL,SYMBOL,100,True,True,2026-06-08
INE879I01012,Valor Estate Limited,VALOR ESTATE LIMITED,DBREALTY,BE,533160,DBREALTY,SYMBOL,100,True,True,2026-06-08
INE921B01025,DB (International) Stock Brokers Limited,DB (INTERNATIONAL) STOCK BROKE,DBSTOCKBRO,EQ,530393,DBSTOCKBRO,SYMBOL,100,True,True,2026-06-08
INE385W01011,Dishman Carbogen Amcis Limited,Dishman Carbogen Amcis Limited,DCAL,EQ,540701,DCAL,SYMBOL,100,True,True,2026-06-08
INE503A01015,DCB Bank Limited,DCB BANK LIMITED,DCBBANK,EQ,532772,DCBBANK,SYMBOL,100,True,True,2026-06-08
INE0A1101019,Dc Infotech And Communication Limited,Dc Infotech and Communication,DCI,BE,543636,DCI,SYMBOL,100,True,True,2026-06-08
INE498A01018,DCM  Limited,DCM LTD.,DCM,EQ,502820,DCM,SYMBOL,100,True,True,2026-06-08
INE891B01012,DCM Financial Services Limited,DCM FINANCIAL SERVICES LTD.,DCMFINSERV,BE,511611,DCMFINSERV,SYMBOL,100,True,True,2026-06-08
INE08KP01019,DCM Nouvelle Limited,DCM NOUVELLE LIMITED,DCMNVL,BE,542729,DCMNVL,SYMBOL,100,True,True,2026-06-08
INE499A01024,DCM Shriram Limited,DCM SHRIRAM LIMITED,DCMSHRIRAM,EQ,523367,DCMSHRIRAM,SYMBOL,100,True,True,2026-06-08
INE0OU201013,DCM Shriram International Limited,DCM SHRIRAM INTERNATIONAL LIMI,DCMSIL,BE,544702,DCMSIL,SYMBOL,100,True,True,2026-06-08
INE843D01027,DCM Shriram Industries Limited,DCM SHRIRAM INDUSTRIES LTD.,DCMSRIND,EQ,523369,DCMSRIND,SYMBOL,100,True,True,2026-06-08
INE500A01029,DCW Limited,DCW LTD.,DCW,EQ,500117,DCW,SYMBOL,100,True,True,2026-06-08
INE0KL801015,DCX Systems Limited,DCX Systems Limited,DCXINDIA,EQ,543650,DCXINDIA,SYMBOL,100,True,True,2026-06-08
INE0HR601026,Ddev Plastiks Industries Limited,DDEV PLASTIKS INDUSTRIES LIMIT,DDEVPLSTIK,EQ,543547,DDEVPLSTIK,SYMBOL,100,True,True,2026-06-08
INE583C01021,Deccan Cements Limited,DECCAN CEMENTS LTD.,DECCANCE,EQ,502137,DECCANCE,SYMBOL,100,True,True,2026-06-08
INE945F01025,Deccan Gold Mines Limited,DECCAN GOLD MINES LTD.,DECNGOLD,EQ,512068,DECNGOLD,SYMBOL,100,True,True,2026-06-08
INE841L01016,DEE Development Engineers Limited,DEE DEVELOPMENT ENGINEERS LIMI,DEEDEV,BE,544198,DEEDEV,SYMBOL,100,True,True,2026-06-08
INE501A01019,Deepak Fertilizers and Petrochemicals Corporation Limited,DEEPAK FERTILISERS & PETROCHEM,DEEPAKFERT,EQ,500645,DEEPAKFERT,SYMBOL,100,True,True,2026-06-08
INE288B01029,Deepak Nitrite Limited,DEEPAK NITRITE LTD.,DEEPAKNTR,EQ,506401,DEEPAKNTR,SYMBOL,100,True,True,2026-06-08
INE0FHS01024,Deep Industries Limited,Deep Industries Limited,DEEPINDS,EQ,543288,DEEPINDS,SYMBOL,100,True,True,2026-06-08
INE148O01028,Delhivery Limited,Delhivery Limited,DELHIVERY,EQ,543529,DELHIVERY,SYMBOL,100,True,True,2026-06-08
INE726L01027,DELPHI WORLD MONEY LIMITED,DELPHI WORLD MONEY LIMITED,DELPHIFX,EQ,533452,DELPHIFX,SYMBOL,100,True,True,2026-06-08
INE124G01033,Delta Corp Limited,DELTA CORP LTD.,DELTACORP,EQ,532848,DELTACORP,SYMBOL,100,True,True,2026-06-08
INE393A01011,Delta Manufacturing Limited,DELTA MANUFACTURING LIMITED,DELTAMAGNT,EQ,504286,DELTAMAGNT,SYMBOL,100,True,True,2026-06-08
INE947J01015,Den Networks Limited,DEN NETWORKS LTD,DEN,EQ,533137,DEN,SYMBOL,100,True,True,2026-06-08
INE244A01016,De Nora India Limited,DE NORA INDIA LTD.,DENORA,EQ,590031,DENORA,SYMBOL,100,True,True,2026-06-08
INE0R4L01018,Denta Water and Infra Solutions Limited,Denta Water and Infra Solution,DENTA,EQ,544345,DENTA,SYMBOL,100,True,True,2026-06-08
INE060X01034,Dev Information Technology Limited,DEV INFORMATION TECHNOLOGY LIM,DEVIT,EQ,543462,DEVIT,SYMBOL,100,True,True,2026-06-08
INE0VOV01021,Dev Accelerator Limited,Dev Accelerator Limited,DEVX,EQ,544513,DEVX,SYMBOL,100,True,True,2026-06-08
INE872J01023,Devyani International Limited,Devyani International Limited,DEVYANI,EQ,543330,DEVYANI,SYMBOL,100,True,True,2026-06-08
,Digicontent Limited,,DGCONTENT,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE041A01016,Dhampur Sugar Mills Limited,DHAMPUR SUGAR MILLS LTD.,DHAMPURSUG,EQ,500119,DHAMPURSUG,SYMBOL,100,True,True,2026-06-08
INE680A01011,Dhanlaxmi Bank Limited,DHANLAXMI BANK LIMITED,DHANBANK,EQ,532180,DHANBANK,SYMBOL,100,True,True,2026-06-08
INE435G01025,Dhanuka Agritech Limited,DHANUKA AGRITECH LTD.,DHANUKA,EQ,507717,DHANUKA,SYMBOL,100,True,True,2026-06-08
INE278R01034,DHARAN INFRA-EPC LIMITED,DHARAN INFRA-EPC LIMITED,DHARAN,BZ,541161,DHARAN,SYMBOL,100,True,True,2026-06-08
INE00OQ01016,Dharmaj Crop Guard Limited,Dharmaj Crop Guard Limited,DHARMAJ,EQ,543687,DHARMAJ,SYMBOL,100,True,True,2026-06-08
INE506Z01015,Dhruv Consultancy Services Limited,Dhruv Consultancy Services Lim,DHRUV,BE,541302,DHRUV,SYMBOL,100,True,True,2026-06-08
INE320L01011,Dhunseri Investments Limited,DHUNSERI INVESTMENTS LTD.,DHUNINV,EQ,533336,DHUNINV,SYMBOL,100,True,True,2026-06-08
INE989C01038,Diamond Power Infrastructure Limited,DIAMOND POWER INFRASTRUCTURE L,DIACABS,EQ,522163,DIACABS,SYMBOL,100,True,True,2026-06-08
INE591D01014,Diamines & Chemicals Limited,DIAMINES & CHEMICALS LTD.,DIAMINESQ,EQ,500120,DIAMINESQ,SYMBOL,100,True,True,2026-06-08
INE393P01035,Prataap Snacks Limited,Prataap Snacks Limited,DIAMONDYD,EQ,540724,DIAMONDYD,SYMBOL,100,True,True,2026-06-08
INE303A01010,DIC India Limited,DIC INDIA LTD.,DICIND,EQ,500089,DICIND,SYMBOL,100,True,True,2026-06-08
INE184O01015,Diffusion Engineers Limited,Diffusion Engineers Limited,DIFFNKG,EQ,544264,DIFFNKG,SYMBOL,100,True,True,2026-06-08
INE0PSC01024,Digidrive Distributors Limited,DIGIDRIVE DISTRIBUTORS LIMITED,DIGIDRIVE,EQ,544079,DIGIDRIVE,SYMBOL,100,True,True,2026-06-08
INE927C01020,DiGiSPICE Technologies Limited,DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,BE,517214,DIGISPICE,SYMBOL,100,True,True,2026-06-08
INE0U4701011,Digitide Solutions Limited,Digitide Solutions Limited,DIGITIDE,EQ,544413,DIGITIDE,SYMBOL,100,True,True,2026-06-08
INE731U01028,Digjam Limited,DIGJAM LIMITED,DIGJAMLMTD,EQ,539979,DIGJAMLMTD,SYMBOL,100,True,True,2026-06-08
INE131C01011,Disa India Limited,DISA INDIA LTD.,DISAQ,EQ,500068,DISAQ,SYMBOL,100,True,True,2026-06-08
INE836F01026,Dish TV India Limited,DISH TV INDIA LTD.,DISHTV,BE,532839,DISHTV,SYMBOL,100,True,True,2026-06-08
INE753U01022,Divgi Torqtransfer Systems Limited,DIVGI TORQTRANSFER SYSTEMS LIM,DIVGIITTS,EQ,543812,DIVGIITTS,SYMBOL,100,True,True,2026-06-08
INE361B01024,Divi's Laboratories Limited,DIVIS LABORATORIES LTD.,DIVISLAB,EQ,532488,DIVISLAB,SYMBOL,100,True,True,2026-06-08
INE935N01020,Dixon Technologies (India) Limited,Dixon Technologies (India) Lim,DIXON,EQ,540699,DIXON,SYMBOL,100,True,True,2026-06-08
INE0B1K01014,DJ Mediaprint & Logistics Limited,DJ Mediaprint & Logistics Limi,DJML,EQ,543193,DJML,SYMBOL,100,True,True,2026-06-08
INE271C01023,DLF Limited,DLF LTD.,DLF,EQ,532868,DLF,SYMBOL,100,True,True,2026-06-08
INE250K01012,D-Link (India) Limited,D-LINK (INDIA) LTD,DLINKINDIA,EQ,533146,DLINKINDIA,SYMBOL,100,True,True,2026-06-08
INE192R01011,Avenue Supermarts Limited,Avenue Supermarts Limited,DMART,EQ,540376,DMART,SYMBOL,100,True,True,2026-06-08
INE505A01010,DMCC SPECIALITY CHEMICALS LIMITED,DMCC SPECIALITY CHEMICALS LIMI,DMCC,EQ,506405,DMCC,SYMBOL,100,True,True,2026-06-08
INE016M01021,Diligent Media Corporation Limited,Diligent Media Corporation Lim,DNAMEDIA,EQ,540789,DNAMEDIA,SYMBOL,100,True,True,2026-06-08
INE021O01019,Dodla Dairy Limited,Dodla Dairy Limited,DODLA,EQ,543306,DODLA,SYMBOL,100,True,True,2026-06-08
INE966A01022,Dolat Algotech Limited,DOLAT ALGOTECH LIMITED,DOLATALGO,EQ,505526,DOLATALGO,SYMBOL,100,True,True,2026-06-08
INE325C01035,Dollar Industries Limited,Dollar Industries Limited,DOLLAR,EQ,541403,DOLLAR,SYMBOL,100,True,True,2026-06-08
INE920A01037,Dolphin Offshore Enterprises (India) Limited,DOLPHIN OFFSHORE ENTERPRISES (,DOLPHIN,EQ,522261,DOLPHIN,SYMBOL,100,True,True,2026-06-08
INE321T01012,DOMS Industries Limited,DOMS Industries Limited,DOMS,EQ,544045,DOMS,SYMBOL,100,True,True,2026-06-08
INE668D01028,Donear Industries Limited,DONEAR INDUSTRIES LTD.,DONEAR,EQ,512519,DONEAR,SYMBOL,100,True,True,2026-06-08
INE266Y01019,D. P. Abhushan Limited,D P ABHUSHAN LIMITED,DPABHUSHAN,EQ,544161,DPABHUSHAN,SYMBOL,100,True,True,2026-06-08
,DPSC Limited,,DPSCLTD,BE,,,UNMATCHED,0,True,False,2026-06-08
INE864X01013,D P Wires Limited,D.P. WIRES LIMITED,DPWIRES,EQ,543962,DPWIRES,SYMBOL,100,True,True,2026-06-08
INE934C01018,Dr Agarwals Eye Hospital Limited,DR.AGARWALS EYE HOSPITAL LTD.,DRAGARWQ,EQ,526783,DRAGARWQ,SYMBOL,100,True,True,2026-06-08
INE03RS01027,DRC Systems India Limited,DRC Systems India Limited,DRCSYSTEMS,EQ,543268,DRCSYSTEMS,SYMBOL,100,True,True,2026-06-08
INE0JS101016,Dreamfolks Services Limited,DREAMFOLKS SERVICES LIMITED,DREAMFOLKS,EQ,543591,DREAMFOLKS,SYMBOL,100,True,True,2026-06-08
INE506A01018,Dredging Corporation of India Limited,DREDGING CORPORATION OF INDIA,DREDGECORP,EQ,523618,DREDGECORP,SYMBOL,100,True,True,2026-06-08
INE089A01031,Dr. Reddy's Laboratories Limited,DR.REDDYS LABORATORIES LTD.,DRREDDY,EQ,500124,DRREDDY,SYMBOL,100,True,True,2026-06-08
INE0OFM01015,DCM Shriram Fine Chemicals Limited,DCM SHRIRAM FINE CHEMICALS LIM,DSFCL,EQ,544703,DSFCL,SYMBOL,100,True,True,2026-06-08
INE417B01040,Dynacons Systems & Solutions Limited,DYNACONS SYSTEMS & SOLUTIONS L,DSSL,EQ,532365,DSSL,SYMBOL,100,True,True,2026-06-08
INE341R01014,Dhunseri Tea & Industries Limited,Dhunseri Tea & Industries Ltd,DTIL,EQ,538902,DTIL,SYMBOL,100,True,True,2026-06-08
INE741L01018,Ducon Infratechnologies Limited,Ducon Infratechnologies Ltd,DUCON,BE,534674,DUCON,SYMBOL,100,True,True,2026-06-08
INE477B01010,Dhunseri Ventures Limited,Dhunseri Ventures Limited,DVL,EQ,523736,DVL,SYMBOL,100,True,True,2026-06-08
INE366A01041,Dwarikesh Sugar Industries Limited,DWARIKESH SUGAR INDUSTRIES LTD,DWARKESH,EQ,532610,DWARKESH,SYMBOL,100,True,True,2026-06-08
INE600Y01019,Dynamic Cables Limited,Dynamic Cables Limited,DYCL,EQ,540795,DYCL,SYMBOL,100,True,True,2026-06-08
INE221B01012,Dynamatic Technologies Limited,DYNAMATIC TECHNOLOGIES LTD.,DYNAMATECH,EQ,505242,DYNAMATECH,SYMBOL,100,True,True,2026-06-08
INE256H01015,Dynemic Products Limited,DYNEMIC PRODUCTS LTD.,DYNPRO,EQ,532707,DYNPRO,SYMBOL,100,True,True,2026-06-08
,E2E Networks Limited,,E2E,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE07O001026,Easy Trip Planners Limited,Easy Trip Planners Limited,EASEMYTRIP,EQ,543272,EASEMYTRIP,SYMBOL,100,True,True,2026-06-08
INE962C01035,Eastern Silk Industries Limited,EASTERN SILK INDUSTRIES LTD.,EASTSILK,BE,590022,EASTSILK,SYMBOL,100,True,True,2026-06-08
INE18JU01028,GNG Electronics Limited,GNG Electronics Limited,EBGNG,EQ,544455,EBGNG,SYMBOL,100,True,True,2026-06-08
INE738I01010,eClerx Services Limited,ECLERX SERVICES LTD.,ECLERX,EQ,532927,ECLERX,SYMBOL,100,True,True,2026-06-08
INE06HJ01020,Ecos (India) Mobility & Hospitality Limited,ECOS (India) Mobility & Hospit,ECOSMOBLTY,BE,544239,ECOSMOBLTY,SYMBOL,100,True,True,2026-06-08
INE532F01054,Edelweiss Financial Services Limited,EDELWEISS FINANCIAL SERVICES L,EDELWEISS,EQ,532922,EDELWEISS,SYMBOL,100,True,True,2026-06-08
INE886D01026,EFC (I) Limited,EFC (I) LIMITED,EFCIL,EQ,512008,EFCIL,SYMBOL,100,True,True,2026-06-08
INE066A01021,Eicher Motors Limited,EICHER MOTORS LTD.,EICHERMOT,EQ,505200,EICHERMOT,SYMBOL,100,True,True,2026-06-08
INE126A01031,EID Parry India Limited,E.I.D.-PARRY (INDIA) LTD.,EIDPARRY,EQ,500125,EIDPARRY,SYMBOL,100,True,True,2026-06-08
INE0LLY01014,Enviro Infra Engineers Limited,ENVIRO INFRA ENGINEERS LIMITED,EIEL,EQ,544290,EIEL,SYMBOL,100,True,True,2026-06-08
,Euro India Fresh Foods Limited,,EIFFL,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE276C01014,EIH Associated Hotels Limited,EIH ASSOCIATED HOTELS LTD.,EIHAHOTELS,EQ,523127,EIHAHOTELS,SYMBOL,100,True,True,2026-06-08
INE230A01023,EIH Limited,EIH LTD.,EIHOTEL,EQ,500840,EIHOTEL,SYMBOL,100,True,True,2026-06-08
INE158B01016,Eimco Elecon (India) Limited,EIMCO ELECON (INDIA) LTD.,EIMCOELECO,EQ,523708,EIMCOELECO,SYMBOL,100,True,True,2026-06-08
INE184H01027,Everest Kanto Cylinder Limited,EVEREST KANTO CYLINDER LTD.,EKC,EQ,532684,EKC,SYMBOL,100,True,True,2026-06-08
INE280B01018,Elantas Beck India Limited,ELANTAS BECK INDIA LTD.,ELANTAS,EQ,500123,ELANTAS,SYMBOL,100,True,True,2026-06-08
INE927X01018,EL CID Investments Limited,ELCID INVESTMENTS LTD.,ELCIDIN,EQ,503681,ELCIDIN,SYMBOL,100,True,True,2026-06-08
INE668G01021,Eldeco Housing And Industries Limited,ELDECO HOUSING & INDUSTRIES LT,ELDEHSG,EQ,523329,ELDEHSG,SYMBOL,100,True,True,2026-06-08
INE205B01031,Elecon Engineering Company Limited,ELECON ENGINEERING CO.LTD.,ELECON,EQ,505700,ELECON,SYMBOL,100,True,True,2026-06-08
INE086A01029,Electrosteel Castings Limited,ELECTROSTEEL CASTINGS LTD.,ELECTCAST,EQ,500128,ELECTCAST,SYMBOL,100,True,True,2026-06-08
INE822G01016,Electrotherm (India) Limited,ELECTROTHERM (INDIA) LTD.,ELECTHERM,EQ,526608,ELECTHERM,SYMBOL,100,True,True,2026-06-08
INE285A01027,Elgi Equipments Limited,ELGI EQUIPMENTS LTD.,ELGIEQUIP,EQ,522074,ELGIEQUIP,SYMBOL,100,True,True,2026-06-08
,Elgi Rubber Company Limited,,ELGIRUBCO,EQ,,,UNMATCHED,0,True,False,2026-06-08
INE050401020,Elin Electronics Limited,Elin Electronics Limited,ELIN,EQ,543725,ELIN,SYMBOL,100,True,True,2026-06-08
INE669R01026,Elitecon International Limited,ELITECON INTERNATIONAL LIMITED,ELITECON,EQ,539533,ELITECON,SYMBOL,100,True,True,2026-06-08
INE236E01022,Ellenbarrie Industrial Gases Limited,ELLENBARRIE INDUSTRIAL GASES L,ELLEN,EQ,544421,ELLEN,SYMBOL,100,True,True,2026-06-08
INE579B01039,Elpro International Limited,ELPRO INTERNATIONAL LTD.,ELPROINTL,EQ,504000,ELPROINTL,SYMBOL,100,True,True,2026-06-08
INE548C01032,Emami Limited,EMAMI LTD.,EMAMILTD,EQ,531162,EMAMILTD,SYMBOL,100,True,True,2026-06-08
INE830C01026,Emami Paper Mills Limited,EMAMI PAPER MILLS LTD.,EMAMIPAP,EQ,533208,EMAMIPAP,SYMBOL,100,True,True,2026-06-08
INE778K01012,Emami Realty Limited,EMAMI REALTY LIMITED,EMAMIREAL,BE,533218,EMAMIREAL,SYMBOL,100,True,True,2026-06-08
INE069I01010,Embassy Developments Limited,EMBASSY DEVELOPMENTS LIMITED,EMBDL,EQ,532832,EMBDL,SYMBOL,100,True,True,2026-06-08
INE168P01015,Emcure Pharmaceuticals Limited,Emcure Pharmaceuticals Limited,EMCURE,EQ,544210,EMCURE,SYMBOL,100,True,True,2026-06-08
INE02YR01019,Electronics Mart India Limited,Electronics Mart India Limited,EMIL,EQ,543626,EMIL,SYMBOL,100,True,True,2026-06-08
INE296H01011,Emkay Global Financial Services Limited,EMKAY GLOBAL FINANCIAL SERVICE,EMKAY,EQ,532737,EMKAY,SYMBOL,100,True,True,2026-06-08
INE753K01015,Emmbi Industries Limited,EMMBI INDUSTRIES LTD,EMMBI,EQ,533161,EMMBI,SYMBOL,100,True,True,2026-06-08
INE1C6T01020,Emmvee Photovoltaic Power Limited,Emmvee Photovoltaic Power Limi,EMMVEE,EQ,544608,EMMVEE,SYMBOL,100,True,True,2026-06-08
INE507F01023,Empower India Limited,EMPOWER INDIA LTD.,EMPOWER,BE,504351,EMPOWER,SYMBOL,100,True,True,2026-06-08
INE0OV601013,EMS Limited,EMS LIMITED,EMSLIMITED,EQ,543983,EMSLIMITED,SYMBOL,100,True,True,2026-06-08
INE01QM01018,eMudhra Limited,eMudhra Limited,EMUDHRA,EQ,543533,EMUDHRA,SYMBOL,100,True,True,2026-06-08
INE913H01037,Endurance Technologies Limited,Endurance Technologies Limited,ENDURANCE,EQ,540153,ENDURANCE,SYMBOL,100,True,True,2026-06-08
INE306C01019,Energy Development Company Limited,ENERGY DEVELOPMENT COMPANY LTD,ENERGYDEV,EQ,532219,ENERGYDEV,SYMBOL,100,True,True,2026-06-08
INE510A01028,Engineers India Limited,ENGINEERS INDIA LTD.,ENGINERSIN,EQ,532178,ENGINERSIN,SYMBOL,100,True,True,2026-06-08
INE265F01028,Entertainment Network (India) Limited,ENTERTAINMENT NETWORK (INDIA),ENIL,EQ,532700,ENIL,SYMBOL,100,True,True,2026-06-08
INE1NPP01017,Siemens Energy India Limited,Siemens Energy India Limited,ENRIN,EQ,544390,ENRIN,SYMBOL,100,True,True,2026-06-08
INE010601016,Entero Healthcare Solutions Limited,Entero Healthcare Solutions Li,ENTERO,EQ,544122,ENTERO,SYMBOL,100,True,True,2026-06-08
INE0G5901015,EPACK Durable Limited,EPACK Durable Limited,EPACK,EQ,544095,EPACK,SYMBOL,100,True,True,2026-06-08
INE0MLS01022,EPack Prefab Technologies Limited,Epack Prefab Technologies Limi,EPACKPEB,EQ,544540,EPACKPEB,SYMBOL,100,True,True,2026-06-08
INE071N01016,Epigral Limited,Epigral Limited,EPIGRAL,EQ,543332,EPIGRAL,SYMBOL,100,True,True,2026-06-08
INE255A01020,EPL Limited,EPL LIMITED,EPL,EQ,500135,EPL,SYMBOL,100,True,True,2026-06-08
INE217G01035,Equippp Social Impact Technologies Limited,EQUIPPP SOCIAL IMPACT TECHNOLO,EQUIPPP,BE,590057,EQUIPPP,SYMBOL,100,True,True,2026-06-08
INE063P01018,Equitas Small Finance Bank Limited,Equitas Small Finance Bank Lim,EQUITASBNK,EQ,543243,EQUITASBNK,SYMBOL,100,True,True,2026-06-08
INE406M01024,Eris Lifesciences Limited,Eris Lifesciences Limited,ERIS,EQ,540596,ERIS,SYMBOL,100,True,True,2026-06-08
INE284A01012,Esab India Limited,ESAB INDIA LTD.,ESABINDIA,EQ,500133,ESABINDIA,SYMBOL,100,True,True,2026-06-08
INE818W01011,ESAF Small Finance Bank Limited,ESAF Small Finance Bank Ltd,ESAFSFB,EQ,544020,ESAFSFB,SYMBOL,100,True,True,2026-06-08
INE042A01014,Escorts Kubota Limited,Escorts Kubota Limited,ESCORTS,EQ,500495,ESCORTS,SYMBOL,100,True,True,2026-06-08
INE122M01019,Essar Shipping Limited,ESSAR SHIPPING LTD.,ESSARSHPNG,EQ,533704,ESSARSHPNG,SYMBOL,100,True,True,2026-06-08
INE418N20043,Integra Essentia Limited-RE,Integra Essentia Limited,ESSEN-RE3,BE,751118,ESSEN-RE3,SYMBOL,100,True,True,2026-06-08
INE418N01035,Integra Essentia Limited,Integra Essentia Limited,ESSENTIA,BE,535958,ESSENTIA,SYMBOL,100,True,True,2026-06-08
INE778B01029,Ester Industries Limited,ESTER INDUSTRIES LTD.,ESTER,EQ,500136,ESTER,SYMBOL,100,True,True,2026-06-08
