ISIN,COMPANY_NAME_NSE,COMPANY_NAME_BSE,NSE_SYMBOL,NSE_SERIES,BSE_CODE,BSE_SYMBOL,LISTED_NSE,LISTED_BSE,SYMBOL_MATCH_FLAG,NAME_MATCH_FLAG,LAST_UPDATED
INE778K01012,Emami Realty Limited,EMAMI REALTY LIMITED,EMAMIREAL,BE,533218,EMAMIREAL,True,True,EXACT,EXACT,2026-06-07
INE069I01010,Embassy Developments Limited,EMBASSY DEVELOPMENTS LIMITED,EMBDL,EQ,532832,EMBDL,True,True,EXACT,EXACT,2026-06-07
INE168P01015,Emcure Pharmaceuticals Limited,Emcure Pharmaceuticals Limited,EMCURE,EQ,544210,EMCURE,True,True,EXACT,EXACT,2026-06-07
INE02YR01019,Electronics Mart India Limited,Electronics Mart India Limited,EMIL,EQ,543626,EMIL,True,True,EXACT,EXACT,2026-06-07
INE296H01011,Emkay Global Financial Services Limited,EMKAY GLOBAL FINANCIAL SERVICE,EMKAY,EQ,532737,EMKAY,True,True,EXACT,EXACT,2026-06-07
INE753K01015,Emmbi Industries Limited,EMMBI INDUSTRIES LTD,EMMBI,EQ,533161,EMMBI,True,True,EXACT,EXACT,2026-06-07
INE1C6T01020,Emmvee Photovoltaic Power Limited,Emmvee Photovoltaic Power Limi,EMMVEE,EQ,544608,EMMVEE,True,True,EXACT,HIGH,2026-06-07
INE507F01023,Empower India Limited,EMPOWER INDIA LTD.,EMPOWER,BE,504351,EMPOWER,True,True,EXACT,EXACT,2026-06-07
INE0OV601013,EMS Limited,EMS LIMITED,EMSLIMITED,EQ,543983,EMSLIMITED,True,True,EXACT,EXACT,2026-06-07
INE01QM01018,eMudhra Limited,eMudhra Limited,EMUDHRA,EQ,543533,EMUDHRA,True,True,EXACT,EXACT,2026-06-07
INE913H01037,Endurance Technologies Limited,Endurance Technologies Limited,ENDURANCE,EQ,540153,ENDURANCE,True,True,EXACT,EXACT,2026-06-07
INE306C01019,Energy Development Company Limited,ENERGY DEVELOPMENT COMPANY LTD,ENERGYDEV,EQ,532219,ENERGYDEV,True,True,EXACT,EXACT,2026-06-07
INE510A01028,Engineers India Limited,ENGINEERS INDIA LTD.,ENGINERSIN,EQ,532178,ENGINERSIN,True,True,EXACT,EXACT,2026-06-07
INE265F01028,Entertainment Network (India) Limited,ENTERTAINMENT NETWORK (INDIA),ENIL,EQ,532700,ENIL,True,True,EXACT,EXACT,2026-06-07
INE1NPP01017,Siemens Energy India Limited,Siemens Energy India Limited,ENRIN,EQ,544390,ENRIN,True,True,EXACT,EXACT,2026-06-07
INE010601016,Entero Healthcare Solutions Limited,Entero Healthcare Solutions Li,ENTERO,EQ,544122,ENTERO,True,True,EXACT,HIGH,2026-06-07
INE0G5901015,EPACK Durable Limited,EPACK Durable Limited,EPACK,EQ,544095,EPACK,True,True,EXACT,EXACT,2026-06-07
INE0MLS01022,EPack Prefab Technologies Limited,Epack Prefab Technologies Limi,EPACKPEB,EQ,544540,EPACKPEB,True,True,EXACT,HIGH,2026-06-07
INE071N01016,Epigral Limited,Epigral Limited,EPIGRAL,EQ,543332,EPIGRAL,True,True,EXACT,EXACT,2026-06-07
INE255A01020,EPL Limited,EPL LIMITED,EPL,EQ,500135,EPL,True,True,EXACT,EXACT,2026-06-07
INE217G01035,Equippp Social Impact Technologies Limited,EQUIPPP SOCIAL IMPACT TECHNOLO,EQUIPPP,BE,590057,EQUIPPP,True,True,EXACT,HIGH,2026-06-07
INE063P01018,Equitas Small Finance Bank Limited,Equitas Small Finance Bank Lim,EQUITASBNK,EQ,543243,EQUITASBNK,True,True,EXACT,HIGH,2026-06-07
INE406M01024,Eris Lifesciences Limited,Eris Lifesciences Limited,ERIS,EQ,540596,ERIS,True,True,EXACT,EXACT,2026-06-07
INE284A01012,Esab India Limited,ESAB INDIA LTD.,ESABINDIA,EQ,500133,ESABINDIA,True,True,EXACT,EXACT,2026-06-07
INE818W01011,ESAF Small Finance Bank Limited,ESAF Small Finance Bank Ltd,ESAFSFB,EQ,544020,ESAFSFB,True,True,EXACT,EXACT,2026-06-07
INE042A01014,Escorts Kubota Limited,Escorts Kubota Limited,ESCORTS,EQ,500495,ESCORTS,True,True,EXACT,EXACT,2026-06-07
INE122M01019,Essar Shipping Limited,ESSAR SHIPPING LTD.,ESSARSHPNG,EQ,533704,ESSARSHPNG,True,True,EXACT,EXACT,2026-06-07
INE418N20043,Integra Essentia Limited-RE,Integra Essentia Limited,ESSEN-RE3,BE,751118,ESSEN-RE3,True,True,EXACT,HIGH,2026-06-07
INE418N01035,Integra Essentia Limited,Integra Essentia Limited,ESSENTIA,BE,535958,ESSENTIA,True,True,EXACT,EXACT,2026-06-07
INE778B01029,Ester Industries Limited,ESTER INDUSTRIES LTD.,ESTER,EQ,500136,ESTER,True,True,EXACT,EXACT,2026-06-07
INE758T01015,ETERNAL LIMITED,Eternal Limited,ETERNAL,EQ,543320,ETERNAL,True,True,EXACT,EXACT,2026-06-07
INE04TZ01018,Ethos Limited,ETHOS LIMITED,ETHOSLTD,EQ,543532,ETHOSLTD,True,True,EXACT,EXACT,2026-06-07
INE0KCE01017,Eureka Forbes Limited,Eureka Forbes Limited,EUREKAFORB,EQ,543482,EUREKAFORB,True,True,EXACT,EXACT,2026-06-07
INE505V01016,Euro Panel Products Limited,Euro Panel Products Limited,EUROBOND,EQ,544461,EUROBOND,True,True,EXACT,EXACT,2026-06-07
INE198501012,Euro Pratik Sales Limited,EURO PRATIK SALES LIMITED,EUROPRATIK,EQ,544519,EUROPRATIK,True,True,EXACT,EXACT,2026-06-07
INE022C01012,Eurotex Industries and Exports Limited,EUROTEX INDUSTRIES & EXPORTS L,EUROTEXIND,EQ,521014,EUROTEXIND,True,True,EXACT,HIGH,2026-06-07
INE128A01029,Eveready Industries India Limited,EVEREADY INDUSTRIES INDIA LTD.,EVEREADY,EQ,531508,EVEREADY,True,True,EXACT,EXACT,2026-06-07
INE295A01018,Everest Industries Limited,EVEREST INDUSTRIES LTD.,EVERESTIND,EQ,508906,EVERESTIND,True,True,EXACT,EXACT,2026-06-07
INE369A01029,Excel Industries Limited,EXCEL INDUSTRIES LTD.,EXCELINDUS,EQ,500650,EXCELINDUS,True,True,EXACT,EXACT,2026-06-07
INE606N01019,Excelsoft Technologies Limited,Excelsoft Technologies Limited,EXCELSOFT,EQ,544617,EXCELSOFT,True,True,EXACT,EXACT,2026-06-07
INE777F01014,Exicom Tele-Systems Limited,EXICOM TELE-SYSTEMS LIMITED,EXICOM,EQ,544133,EXICOM,True,True,EXACT,EXACT,2026-06-07
INE302A01020,Exide Industries Limited,EXIDE INDUSTRIES LTD.,EXIDEIND,EQ,500086,EXIDEIND,True,True,EXACT,EXACT,2026-06-07
INE201K01015,Expleo Solutions Limited,EXPLEO SOLUTIONS LIMITED,EXPLEOSOL,EQ,533121,EXPLEOSOL,True,True,EXACT,EXACT,2026-06-07
INE0GFE01026,Exxaro Tiles Limited,Exxaro Tiles Limited,EXXARO,EQ,543327,EXXARO,True,True,EXACT,EXACT,2026-06-07
INE0HF201011,Fabtech Technologies Limited,Fabtech Technologies Limited,FABTECH,EQ,544558,FABTECH,True,True,EXACT,EXACT,2026-06-07
INE188A01015,Fertilizers and Chemicals Travancore Limited,FERTILIZERS & CHEMICALS TRAVAN,FACT,EQ,590024,FACT,True,True,EXACT,HIGH,2026-06-07
INE0DNW01011,Fairchem Organics Limited,Fairchem Organics Limited,FAIRCHEMOR,EQ,543252,FAIRCHEMOR,True,True,EXACT,EXACT,2026-06-07
INE963C01033,Faze Three Limited,FAZE THREE LTD.,FAZE3Q,EQ,530079,FAZE3Q,True,True,EXACT,EXACT,2026-06-07
INE045J01034,Fineotex Chemical Limited,FINEOTEX CHEMICAL LTD.,FCL,EQ,533333,FCL,True,True,EXACT,EXACT,2026-06-07
INE512B01022,FCS Software Solutions Limited,FCS SOFTWARE SOLUTIONS LTD.,FCSSOFT,BE,532666,FCSSOFT,True,True,EXACT,EXACT,2026-06-07
INE258B01022,FDC Limited,FDC LTD.,FDC,EQ,531599,FDC,True,True,EXACT,EXACT,2026-06-07
INE417D01020,Fedders Holding Limited,FEDDERS HOLDING LIMITED,FEDDERSHOL,EQ,511628,FEDDERSHOL,True,True,EXACT,EXACT,2026-06-07
INE171A01029,The Federal Bank  Limited,FEDERAL BANK LTD.,FEDERALBNK,EQ,500469,FEDERALBNK,True,True,EXACT,HIGH,2026-06-07
INE007N01010,Fedbank Financial Services Limited,Fedbank Financial Services Lim,FEDFINA,EQ,544027,FEDFINA,True,True,EXACT,HIGH,2026-06-07
INE623B01027,Future Enterprises Limited,Future Enterprises Limited,FEL,BZ,523574,FEL,True,True,EXACT,EXACT,2026-06-07
IN9623B01058,Future Enterprises Limited,Future Enterprises Limited,FELDVR,BZ,570002,FELDVR,True,True,EXACT,EXACT,2026-06-07
INE225B01021,Fermenta Biotech Limited,FERMENTA BIOTECH LIMITED,FERMENTA,EQ,506414,FERMENTA,True,True,EXACT,EXACT,2026-06-07
INE296C01020,Fiberweb (India) Limited,FIBERWEB (INDIA) LTD.,FIBERWEB,EQ,507910,FIBERWEB,True,True,EXACT,EXACT,2026-06-07
INE737H01014,Fiem Industries Limited,FIEM INDUSTRIES LTD.,FIEMIND,EQ,532768,FIEMIND,True,True,EXACT,EXACT,2026-06-07
INE816B01035,Filatex India Limited,FILATEX INDIA LTD.,FILATEX,EQ,526227,FILATEX,True,True,EXACT,EXACT,2026-06-07
INE185E01021,Filatex Fashions Limited,FILATEX FASHIONS LTD.,FILATFASH,BE,532022,FILATFASH,True,True,EXACT,EXACT,2026-06-07
INE235A01022,Finolex Cables Limited,FINOLEX CABLES LTD.,FINCABLES,EQ,500144,FINCABLES,True,True,EXACT,EXACT,2026-06-07
INE686Y01026,Fine Organic Industries Limited,Fine Organic Industries Limite,FINEORG,EQ,541557,FINEORG,True,True,EXACT,PARTIAL,2026-06-07
INE734I01027,Finkurve Financial Services Limited,FINKURVE FINANCIAL SERVICES LT,FINKURVE,EQ,508954,FINKURVE,True,True,EXACT,HIGH,2026-06-07
INE02NC01014,Fino Payments Bank Limited,Fino Payments Bank Limited,FINOPB,EQ,543386,FINOPB,True,True,EXACT,EXACT,2026-06-07
INE183A01024,Finolex Industries Limited,FINOLEX INDUSTRIES LTD.,FINPIPE,EQ,500940,FINPIPE,True,True,EXACT,EXACT,2026-06-07
INE02RE01045,Brainbees Solutions Limited,Brainbees Solutions Limited,FIRSTCRY,EQ,544226,FIRSTCRY,True,True,EXACT,EXACT,2026-06-07
INE771F01041,Fischer Medical Ventures Limited,FISCHER MEDICAL VENTURES LIMIT,FISCHER,EQ,524743,FISCHER,True,True,EXACT,HIGH,2026-06-07
INE128S01021,Five-Star Business Finance Limited,Five-Star Business Finance Ltd,FIVESTAR,EQ,543663,FIVESTAR,True,True,EXACT,EXACT,2026-06-07
INE00Y201027,Flair Writing Industries Limited,Flair Writing Industries Limit,FLAIR,EQ,544030,FLAIR,True,True,EXACT,HIGH,2026-06-07
INE060J01017,Flexituff Ventures International Limited,FLEXITUFF VENTURES INTERNATION,FLEXITUFF,EQ,533638,FLEXITUFF,True,True,EXACT,EXACT,2026-06-07
INE452O01016,Future Lifestyle Fashions Limited,FUTURE LIFESTYLE FASHIONS LTD,FLFL,BZ,536507,FLFL,True,True,EXACT,EXACT,2026-06-07
INE09N301011,Gujarat Fluorochemicals Limited,Gujarat Fluorochemicals Limite,FLUOROCHEM,EQ,542812,FLUOROCHEM,True,True,EXACT,HIGH,2026-06-07
INE529A01010,Federal-Mogul Goetze (India) Limited.,FEDERAL-MOGUL GOETZE (INDIA) L,FMGOETZE,EQ,505744,FMGOETZE,True,True,EXACT,EXACT,2026-06-07
INE360L01017,Future Market Networks Limited,FUTURE MARKET NETWORKS LTD.,FMNL,BE,533296,FMNL,True,True,EXACT,EXACT,2026-06-07
,Focus Lighting and Fixtures Limited,,FOCUS,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE976E01023,Foods & Inns Limited,FOODS & INNS LTD.,FOODSIN,EQ,507552,FOODSIN,True,True,EXACT,EXACT,2026-06-07
INE451A01017,FORCE MOTORS LTD,FORCE MOTORS LTD.,FORCEMOT,EQ,500033,FORCEMOT,True,True,EXACT,EXACT,2026-06-07
INE061F01013,Fortis Healthcare Limited,FORTIS HEALTHCARE LTD.,FORTIS,EQ,532843,FORTIS,True,True,EXACT,EXACT,2026-06-07
INE519A01011,Foseco India Limited,FOSECO INDIA LTD.,FOSECOIND,EQ,500150,FOSECOIND,True,True,EXACT,EXACT,2026-06-07
INE212S01015,Fractal Analytics Limited,Fractal Analytics Limited,FRACTAL,EQ,544700,FRACTAL,True,True,EXACT,EXACT,2026-06-07
INE572D01014,Frontier Springs Limited,FRONTIER SPRINGS LTD.,FRONTSP,EQ,522195,FRONTSP,True,True,EXACT,EXACT,2026-06-07
INE684F01012,Firstsource Solutions Limited,FIRSTSOURCE SOLUTIONS LTD.,FSL,EQ,532809,FSL,True,True,EXACT,EXACT,2026-06-07
INE139R01012,Fusion Finance Limited,FUSION FINANCE LIMITED,FUSION,EQ,543652,FUSION,True,True,EXACT,EXACT,2026-06-07
INE524A01029,Gabriel India Limited,GABRIEL INDIA LTD.,GABRIEL,EQ,505714,GABRIEL,True,True,EXACT,EXACT,2026-06-07
INE036B01030,Gujarat Ambuja Exports Limited,GUJARAT AMBUJA EXPORTS LTD.,GAEL,EQ,524226,GAEL,True,True,EXACT,EXACT,2026-06-07
INE129A01019,GAIL (India) Limited,GAIL (INDIA) LTD.,GAIL,EQ,532155,GAIL,True,True,EXACT,EXACT,2026-06-07
INE0RE001014,Gala Precision Engineering Limited,Gala Precision Engineering Lim,GALAPREC,EQ,544244,GALAPREC,True,True,EXACT,HIGH,2026-06-07
INE600K01018,Galaxy Surfactants Limited,Galaxy Surfactants Limited,GALAXYSURF,EQ,540935,GALAXYSURF,True,True,EXACT,EXACT,2026-06-07
INE297H01019,Gallantt Ispat Limited,GALLANTT ISPAT LIMITED,GALLANTT,EQ,532726,GALLANTT,True,True,EXACT,EXACT,2026-06-07
INE717W01049,Gandhar Oil Refinery (India) Limited,Gandhar Oil Refinery (India) L,GANDHAR,EQ,544029,GANDHAR,True,True,EXACT,EXACT,2026-06-07
INE524B01027,Gandhi Special Tubes Limited,GANDHI SPECIAL TUBES LTD.,GANDHITUBE,EQ,513108,GANDHITUBE,True,True,EXACT,EXACT,2026-06-07
INE845D01014,Ganesha Ecosphere Limited,GANESHA ECOSPHERE LTD.,GANECOS,EQ,514167,GANECOS,True,True,EXACT,EXACT,2026-06-07
INE388A01029,Ganesh Benzoplast Limited,GANESH BENZOPLAST LTD.,GANESHBE,EQ,500153,GANESHBE,True,True,EXACT,EXACT,2026-06-07
INE652V01016,Ganesh Consumer Products Limited,Ganesh Consumer Products Limit,GANESHCP,EQ,544528,GANESHCP,True,True,EXACT,HIGH,2026-06-07
INE460C01014,GANESH HOUSING LIMITED,GANESH HOUSING LIMITED,GANESHHOU,EQ,526367,GANESHHOU,True,True,EXACT,EXACT,2026-06-07
,Ganga Forging Limited,,GANGAFORGE,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE335W01016,Ganges Securities Limited,Ganges Securities Ltd.,GANGESSECU,EQ,540647,GANGESSECU,True,True,EXACT,EXACT,2026-06-07
INE276A01018,Garware Technical Fibres Limited,GARWARE TECHNICAL FIBRES LIMIT,GARFIBRES,EQ,509557,GARFIBRES,True,True,EXACT,HIGH,2026-06-07
INE0JVO01026,Garuda Construction and Engineering Limited,Garuda Construction and Engine,GARUDA,EQ,544271,GARUDA,True,True,EXACT,HIGH,2026-06-07
INE224E01028,GACM Technologies Limited,GACM Technologies Limited,GATECH,EQ,531723,GATECH,True,True,EXACT,EXACT,2026-06-07
INE224E01036,GACM Technologies Limited,GACM Technologies Limited - DV,GATECHDVR,EQ,570005,GATECHDVR,True,True,EXACT,PARTIAL,2026-06-07
INE079J01017,Gateway Distriparks Limited,Gateway Distriparks Limited,GATEWAY,EQ,543489,GATEWAY,True,True,EXACT,EXACT,2026-06-07
INE0P8B01020,Gaudium IVF and Women Health Limited,Gaudium IVF and Women Health L,GAUDIUMIVF,BE,544709,GAUDIUMIVF,True,True,EXACT,EXACT,2026-06-07
INE287Z01012,Gayatri Highways Limited,GAYATRI HIGHWAYS LTD,GAYAHWS,EQ,541546,GAYAHWS,True,True,EXACT,EXACT,2026-06-07
INE336H01023,Gayatri Projects Limited,GAYATRI PROJECTS LTD.,GAYAPROJ,BE,532767,GAYAPROJ,True,True,EXACT,EXACT,2026-06-07
INE199P01028,Gretex Corporate Services Limited,Gretex Corporate Services Limi,GCSL,EQ,543324,GCSL,True,True,EXACT,HIGH,2026-06-07
INE916G01016,GeeCee Ventures Limited,GEECEE VENTURES LIMITED,GEECEE,EQ,532764,GEECEE,True,True,EXACT,EXACT,2026-06-07
,Geekay Wires Limited,,GEEKAYWIRE,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE06XZ01023,Gem Aromatics Limited,Gem Aromatics Limited,GEMAROMA,BE,544491,GEMAROMA,True,True,EXACT,EXACT,2026-06-07
INE854S01022,Generic Engineering Construction and Projects Limited,Generic Engineering Constructi,GENCON,EQ,539407,GENCON,True,True,EXACT,HIGH,2026-06-07
INE727B01026,Genesys International Corporation Limited,GENESYS INTERNATIONAL CORPORAT,GENESYS,EQ,506109,GENESYS,True,True,EXACT,HIGH,2026-06-07
INE06H201014,Gensol Engineering Limited,Gensol Engineering Limited,GENSOL,BZ,542851,GENSOL,True,True,EXACT,EXACT,2026-06-07
INE949P01018,Genus Paper & Boards Limited,GENUS PAPER & BOARDS LIMITED,GENUSPAPER,EQ,538961,GENUSPAPER,True,True,EXACT,EXACT,2026-06-07
INE955D01029,Genus Power Infrastructures Limited,GENUS POWER INFRASTRUCTURES LT,GENUSPOWER,EQ,530343,GENUSPOWER,True,True,EXACT,HIGH,2026-06-07
INE007B01023,Geojit Financial Services Limited,Geojit Financial Services Limi,GEOJITFSL,EQ,532285,GEOJITFSL,True,True,EXACT,HIGH,2026-06-07
INE017A01032,The Great Eastern Shipping Company Limited,GREAT EASTERN SHIPPING CO.LTD.,GESHIP,EQ,500620,GESHIP,True,True,EXACT,HIGH,2026-06-07
INE538A01037,GFL Limited,GFL LIMITED,GFLLIMITED,EQ,500173,GFLLIMITED,True,True,EXACT,EXACT,2026-06-07
INE539A01019,GHCL Limited,GHCL LTD.,GHCL,EQ,500171,GHCL,True,True,EXACT,EXACT,2026-06-07
INE0PA801013,GHCL Textiles Limited,GHCL Textiles Limited,GHCLTEXTIL,EQ,543918,GHCLTEXTIL,True,True,EXACT,EXACT,2026-06-07
INE289B01019,GIC Housing Finance Limited,GIC HOUSING FINANCE LTD.,GICHSGFIN,EQ,511676,GICHSGFIN,True,True,EXACT,EXACT,2026-06-07
,Globe International Carriers Limited,,GICL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE481Y01014,General Insurance Corporation of India,General Insurance Corporation,GICRE,EQ,540755,GICRE,True,True,EXACT,HIGH,2026-06-07
INE047B01011,Gillanders Arbuthnot & Company Limited,GILLANDERS ARBUTHNOT & CO.LTD.,GILLANDERS,EQ,532716,GILLANDERS,True,True,EXACT,HIGH,2026-06-07
INE322A01010,Gillette India Limited,GILLETTE INDIA LTD.,GILLETTE,EQ,507815,GILLETTE,True,True,EXACT,EXACT,2026-06-07
INE424C01010,Ginni Filaments Limited,GINNI FILAMENTS LTD.,GINNIFILA,EQ,590025,GINNIFILA,True,True,EXACT,EXACT,2026-06-07
INE162A01010,Gujarat Industries Power Company Limited,GUJARAT INDUSTRIES POWER CO.LT,GIPCL,EQ,517300,GIPCL,True,True,EXACT,HIGH,2026-06-07
INE1AG301022,GK Energy Limited,GK ENERGY LIMITED,GKENERGY,EQ,544525,GKENERGY,True,True,EXACT,EXACT,2026-06-07
INE0V0W01025,Gujarat Kidney And Super Speciality Limited,GUJARAT KIDNEY AND SUPER SPECI,GKSL,EQ,544666,GKSL,True,True,EXACT,HIGH,2026-06-07
,GKW Limited,,GKWLIMITED,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE068V01023,Gland Pharma Limited,Gland Pharma Limited,GLAND,EQ,543245,GLAND,True,True,EXACT,EXACT,2026-06-07
INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,GLAXOSMITHKLINE PHARMACEUTICAL,GLAXO,EQ,500660,GLAXO,True,True,EXACT,EXACT,2026-06-07
INE935A01035,Glenmark Pharmaceuticals Limited,GLENMARK PHARMACEUTICALS LTD.,GLENMARK,EQ,532296,GLENMARK,True,True,EXACT,EXACT,2026-06-07
,Gujarat Lease Financing Limited,,GLFL,BE,,,True,False,MISSING,MISSING,2026-06-07
,Global Education Limited,,GLOBAL,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE0URU01010,Globale Tessile Limited,Globale Tessile Limited,GLOBALE,BE,544234,GLOBALE,True,True,EXACT,EXACT,2026-06-07
INE792H01019,Global Vectra Helicorp Limited,GLOBAL VECTRA HELICORP LTD.,GLOBALVECT,EQ,532773,GLOBALVECT,True,True,EXACT,EXACT,2026-06-07
,GLOBE ENTERPRISES (INDIA) LIMITED,,GLOBE,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE0V3U01015,Globe Civil Projects Limited,GLOBE CIVIL PROJECTS LIMITED,GLOBECIVIL,BE,544424,GLOBECIVIL,True,True,EXACT,EXACT,2026-06-07
INE615I01010,Globus Spirits Limited,GLOBUS SPIRITS LTD.,GLOBUSSPR,EQ,533104,GLOBUSSPR,True,True,EXACT,EXACT,2026-06-07
INE350Z01018,Gloster Limited,Gloster Ltd,GLOSTERLTD,EQ,542351,GLOSTERLTD,True,True,EXACT,EXACT,2026-06-07
INE0TQE01026,Glottis Limited,Glottis Limited,GLOTTIS,BE,544557,GLOTTIS,True,True,EXACT,EXACT,2026-06-07
INE075D01018,GM Breweries Limited,G.M.BREWERIES LTD.,GMBREW,EQ,507488,GMBREW,True,True,EXACT,EXACT,2026-06-07
INE131A01031,Gujarat Mineral Development Corporation Limited,GUJARAT MINERAL DEVELOPMENT CO,GMDCLTD,EQ,532181,GMDCLTD,True,True,EXACT,HIGH,2026-06-07
INE541A01023,GMM Pfaudler Limited,GMM PFAUDLER LTD.,GMMPFAUDLR,EQ,505255,GMMPFAUDLR,True,True,EXACT,EXACT,2026-06-07
INE776C01039,GMR AIRPORTS LIMITED,GMR Airports Limited,GMRAIRPORT,EQ,532754,GMRAIRPORT,True,True,EXACT,EXACT,2026-06-07
INE0CU601026,GMR Power and Urban Infra Limited,GMR Power and Urban Infra Limi,GMRP&UI,EQ,543490,GMRP&UI,True,True,EXACT,HIGH,2026-06-07
INE934S01014,GNA Axles Limited,G N A Axles Limited,GNA,EQ,540124,GNA,True,True,EXACT,HIGH,2026-06-07
INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,GUJARAT NARMADA VALLEY FERTILI,GNFC,EQ,500670,GNFC,True,True,EXACT,PARTIAL,2026-06-07
INE207H01018,Gujarat Natural Resources Limited,GUJARAT NATURAL RESOURCES LIMI,GNRL,EQ,513536,GNRL,True,True,EXACT,HIGH,2026-06-07
INE426D01013,Goa Carbon Limited,GOA CARBON LTD.,GOACARBON,EQ,509567,GOACARBON,True,True,EXACT,EXACT,2026-06-07
INE077F01035,GOCL Corporation Limited,GOCL Corporation Limited,GOCLCORP,EQ,506480,GOCLCORP,True,True,EXACT,EXACT,2026-06-07
INE0BJS01011,Go Fashion (India) Limited,Go Fashion (India) Limited,GOCOLORS,EQ,543401,GOCOLORS,True,True,EXACT,EXACT,2026-06-07
INE497S01012,Godavari Biorefineries Limited,Godavari Biorefineries Limited,GODAVARIB,EQ,544279,GODAVARIB,True,True,EXACT,EXACT,2026-06-07
INE260B01028,Godfrey Phillips India Limited,GODFREY PHILLIPS INDIA LTD.,GODFRYPHLP,EQ,500163,GODFRYPHLP,True,True,EXACT,EXACT,2026-06-07
INE03JT01014,Go Digit General Insurance Limited,Go Digit General Insurance Lim,GODIGIT,EQ,544179,GODIGIT,True,True,EXACT,HIGH,2026-06-07
INE850D01014,Godrej Agrovet Limited,Godrej Agrovet Limited,GODREJAGRO,EQ,540743,GODREJAGRO,True,True,EXACT,EXACT,2026-06-07
INE102D01028,Godrej Consumer Products Limited,GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,EQ,532424,GODREJCP,True,True,EXACT,EXACT,2026-06-07
INE233A01035,Godrej Industries Limited,GODREJ INDUSTRIES LTD.,GODREJIND,EQ,500164,GODREJIND,True,True,EXACT,EXACT,2026-06-07
INE484J01027,Godrej Properties Limited,GODREJ PROPERTIES LTD,GODREJPROP,EQ,533150,GODREJPROP,True,True,EXACT,EXACT,2026-06-07
INE887G01027,Gokaldas Exports Limited,GOKALDAS EXPORTS LTD.,GOKEX,EQ,532630,GOKEX,True,True,EXACT,EXACT,2026-06-07
INE020J01029,Gokul Refoils and Solvent Limited,GOKUL REFOILS & SOLVENT LTD.,GOKUL,EQ,532980,GOKUL,True,True,EXACT,HIGH,2026-06-07
INE314T01033,Gokul Agro Resources Limited,Gokul Agro Resources Ltd,GOKULAGRO,EQ,539725,GOKULAGRO,True,True,EXACT,EXACT,2026-06-07
INE973A01010,Golden Tobacco Limited,GOLDEN TOBACCO LTD.,GOLDENTOBC,BZ,500151,GOLDENTOBC,True,True,EXACT,EXACT,2026-06-07
INE025B01025,Goldiam International Limited,GOLDIAM INTERNATIONAL LTD.,GOLDIAM,EQ,526729,GOLDIAM,True,True,EXACT,EXACT,2026-06-07
INE805A01014,AION-TECH SOLUTIONS LIMITED,AION-TECH SOLUTIONS LIMITED,GOLDTECH,EQ,531439,GOLDTECH,True,True,EXACT,EXACT,2026-06-07
INE127I01024,Goodluck India Limited,Goodluck India Limited,GOODLUCK,EQ,530655,GOODLUCK,True,True,EXACT,EXACT,2026-06-07
INE533A01012,Goodyear India Limited,GOODYEAR INDIA LTD.,GOODYEAR,EQ,500168,GOODYEAR,True,True,EXACT,EXACT,2026-06-07
INE0L9R01028,Gopal Snacks Limited,Gopal Snacks Limited,GOPAL,EQ,544140,GOPAL,True,True,EXACT,EXACT,2026-06-07
INE705X01026,Goyal Aluminiums Limited,GOYAL ALUMINIUMS LIMITED,GOYALALUM,EQ,541152,GOYALALUM,True,True,EXACT,EXACT,2026-06-07
INE177H01039,Godawari Power And Ispat limited,GODAWARI POWER & ISPAT LTD.,GPIL,EQ,532734,GPIL,True,True,EXACT,HIGH,2026-06-07
INE517F01014,Gujarat Pipavav Port Limited,GUJARAT PIPAVAV PORT LTD.,GPPL,EQ,533248,GPPL,True,True,EXACT,EXACT,2026-06-07
INE486R01017,GPT Healthcare Limited,GPT Healthcare Limited,GPTHEALTH,EQ,544131,GPTHEALTH,True,True,EXACT,EXACT,2026-06-07
INE390G01014,GPT Infraprojects Limited,GPT INFRAPROJECTS LTD.,GPTINFRA,EQ,533761,GPTINFRA,True,True,EXACT,EXACT,2026-06-07
,Gradiente Infotainment Limited,,GRADIENTE,EQ,,,True,False,MISSING,MISSING,2026-06-07
INE926B01016,Grand Oak Canyons Distillery Limited,GRAND OAK CANYONS DISTILLERY L,GRANDOAK,EQ,523862,GRANDOAK,True,True,EXACT,EXACT,2026-06-07
INE101D01020,Granules India Limited,GRANULES INDIA LTD.,GRANULES,EQ,532482,GRANULES,True,True,EXACT,EXACT,2026-06-07
INE371A01025,Graphite India Limited,GRAPHITE INDIA LTD.,GRAPHITE,EQ,509488,GRAPHITE,True,True,EXACT,EXACT,2026-06-07
INE047A01021,Grasim Industries Limited,GRASIM INDUSTRIES LTD.,GRASIM,EQ,500300,GRASIM,True,True,EXACT,EXACT,2026-06-07
