ISIN,SYMBOL,COMPANY_NAME_NSE,COMPANY_NAME_SCREENER,MATCH_SCORE,MATCH_STATUS,LAST_UPDATED
,EFCIL,EFC (I) Limited,EFC (I),100.0,EXACT,2026-06-07
,EICHERMOT,Eicher Motors Limited,Eicher Motors,100.0,EXACT,2026-06-07
,EIDPARRY,EID Parry India Limited,EID Parry,75.0,REVIEW,2026-06-07
,EIEL,Enviro Infra Engineers Limited,Nitiraj Engineer,73.68,UNMATCHED,2026-06-07
,EIFFL,Euro India Fresh Foods Limited,Euro India Fresh,84.21,REVIEW,2026-06-07
,EIHAHOTELS,EIH Associated Hotels Limited,EIH Assoc.Hotels,86.49,HIGH_CONFIDENCE,2026-06-07
,EIHOTEL,EIH Limited,EIH,100.0,EXACT,2026-06-07
,EIMCOELECO,Eimco Elecon (India) Limited,Eimco Elecon(I),87.5,HIGH_CONFIDENCE,2026-06-07
,EKC,Everest Kanto Cylinder Limited,Everest Kanto,74.29,UNMATCHED,2026-06-07
,ELANTAS,Elantas Beck India Limited,Elantas Beck,80.0,REVIEW,2026-06-07
,ELCIDIN,EL CID Investments Limited,Elcid Investment,82.35,REVIEW,2026-06-07
,ELDEHSG,Eldeco Housing And Industries Limited,Addi Industries,68.18,UNMATCHED,2026-06-07
,ELECON,Elecon Engineering Company Limited,AIA Engineering,72.73,UNMATCHED,2026-06-07
,ELECTCAST,Electrosteel Castings Limited,Electrost.Cast.,80.0,REVIEW,2026-06-07
,ELECTHERM,Electrotherm (India) Limited,Electrotherm(I),87.5,HIGH_CONFIDENCE,2026-06-07
,ELGIEQUIP,Elgi Equipments Limited,Elgi Equipments,100.0,EXACT,2026-06-07
,ELGIRUBCO,Elgi Rubber Company Limited,Elgi Rubber Co,88.0,HIGH_CONFIDENCE,2026-06-07
,ELIN,Elin Electronics Limited,Elin Electronics,100.0,EXACT,2026-06-07
,ELITECON,Elitecon International Limited,International Ge,78.95,REVIEW,2026-06-07
,ELLEN,Ellenbarrie Industrial Gases Limited,Belrise Industri,68.18,UNMATCHED,2026-06-07
,ELPROINTL,Elpro International Limited,Elpro Internatio,91.43,HIGH_CONFIDENCE,2026-06-07
,EMAMILTD,Emami Limited,Emami,100.0,EXACT,2026-06-07
,EMAMIPAP,Emami Paper Mills Limited,S I Paper Mills,81.25,REVIEW,2026-06-07
,EMAMIREAL,Emami Realty Limited,Emami Realty Ltd,100.0,EXACT,2026-06-07
,EMBDL,Embassy Developments Limited,Embassy Develop,85.71,HIGH_CONFIDENCE,2026-06-07
,EMCURE,Emcure Pharmaceuticals Limited,Emcure Pharma,74.29,UNMATCHED,2026-06-07
,EMIL,Electronics Mart India Limited,Electronics Mart,84.21,REVIEW,2026-06-07
,EMKAY,Emkay Global Financial Services Limited,Emk.Global Fin.,62.22,UNMATCHED,2026-06-07
,EMMBI,Emmbi Industries Limited,Emmbi Industries,100.0,EXACT,2026-06-07
,EMMVEE,Emmvee Photovoltaic Power Limited,Emmvee Photovol.,75.0,REVIEW,2026-06-07
,EMPOWER,Empower India Limited,Empower India,100.0,EXACT,2026-06-07
,EMSLIMITED,EMS Limited,EMS,100.0,EXACT,2026-06-07
,EMUDHRA,eMudhra Limited,eMudhra,100.0,EXACT,2026-06-07
,ENDURANCE,Endurance Technologies Limited,Emiac Technologies,80.0,REVIEW,2026-06-07
,ENERGYDEV,Energy Development Company Limited,Energy Devl.Co.,68.75,UNMATCHED,2026-06-07
,ENGINERSIN,Engineers India Limited,Engineers India,100.0,EXACT,2026-06-07
,ENIL,Entertainment Network (India) Limited,Zee Entertainmen,65.12,UNMATCHED,2026-06-07
,ENRIN,Siemens Energy India Limited,Siemens Ener.Ind,88.89,HIGH_CONFIDENCE,2026-06-07
,ENTERO,Entero Healthcare Solutions Limited,Entero Healthcar,74.42,UNMATCHED,2026-06-07
,EPACK,EPACK Durable Limited,Epack Durable,100.0,EXACT,2026-06-07
,EPACKPEB,EPack Prefab Technologies Limited,EPack PrefabTech,78.05,REVIEW,2026-06-07
,EPIGRAL,Epigral Limited,Epigral,100.0,EXACT,2026-06-07
,EPL,EPL Limited,EPL Ltd,100.0,EXACT,2026-06-07
,EQUIPPP,Equippp Social Impact Technologies Limited,Emiac Technologies,65.38,UNMATCHED,2026-06-07
,EQUITASBNK,Equitas Small Finance Bank Limited,AU Small Finance,76.19,REVIEW,2026-06-07
,ERIS,Eris Lifesciences Limited,ERIS Lifescience,96.97,EXACT,2026-06-07
,ESABINDIA,Esab India Limited,Esab India,100.0,EXACT,2026-06-07
,ESAFSFB,ESAF Small Finance Bank Limited,AU Small Finance,76.92,REVIEW,2026-06-07
,ESCORTS,Escorts Kubota Limited,Escorts Kubota,100.0,EXACT,2026-06-07
,ESSARSHPNG,Essar Shipping Limited,Essar Shipping,100.0,EXACT,2026-06-07
,ESSEN-RE3,Integra Essentia Limited-RE,Integra Essentia,91.43,HIGH_CONFIDENCE,2026-06-07
,ESSENTIA,Integra Essentia Limited,Integra Essentia,100.0,EXACT,2026-06-07
,ESTER,Ester Industries Limited,Ester Industries,100.0,EXACT,2026-06-07
,ETERNAL,ETERNAL LIMITED,Eternal,100.0,EXACT,2026-06-07
,ETHOSLTD,Ethos Limited,Ethos,100.0,EXACT,2026-06-07
,EUREKAFORB,Eureka Forbes Limited,Eureka Forbes,100.0,EXACT,2026-06-07
,EUROBOND,Euro Panel Products Limited,Euro Panel,68.97,UNMATCHED,2026-06-07
,EUROPRATIK,Euro Pratik Sales Limited,Euro Pratik Sale,96.97,EXACT,2026-06-07
,EUROTEXIND,Eurotex Industries and Exports Limited,Eurotex Industri,69.57,UNMATCHED,2026-06-07
,EVEREADY,Eveready Industries India Limited,Addi Industries,75.0,REVIEW,2026-06-07
,EVERESTIND,Everest Industries Limited,Ceeta Industries,82.35,REVIEW,2026-06-07
,EXCELINDUS,Excel Industries Limited,Excel Industries,100.0,EXACT,2026-06-07
,EXCELSOFT,Excelsoft Technologies Limited,Exato Technologies,80.0,REVIEW,2026-06-07
,EXICOM,Exicom Tele-Systems Limited,Exicom Tele-Sys.,88.24,HIGH_CONFIDENCE,2026-06-07
,EXIDEIND,Exide Industries Limited,Excel Industries,87.5,HIGH_CONFIDENCE,2026-06-07
,EXPLEOSOL,Expleo Solutions Limited,Expleo Solutions,100.0,EXACT,2026-06-07
,EXXARO,Exxaro Tiles Limited,Exxaro Tiles,100.0,EXACT,2026-06-07
,FABTECH,Fabtech Technologies Limited,Emiac Technologies,78.95,REVIEW,2026-06-07
,FACT,Fertilizers and Chemicals Travancore Limited,Tata Chemicals,52.0,UNMATCHED,2026-06-07
,FAIRCHEMOR,Fairchem Organics Limited,Fairchem Organic,96.97,EXACT,2026-06-07
,FAZE3Q,Faze Three Limited,Faze Three,100.0,EXACT,2026-06-07
,FCL,Fineotex Chemical Limited,Fineotex Chem,86.67,HIGH_CONFIDENCE,2026-06-07
,FCSSOFT,FCS Software Solutions Limited,FCS Software,70.59,UNMATCHED,2026-06-07
,FDC,FDC Limited,FDC,100.0,EXACT,2026-06-07
,FEDDERSHOL,Fedders Holding Limited,Fedders Holding,100.0,EXACT,2026-06-07
,FEDERALBNK,The Federal Bank  Limited,Federal Bank,85.71,HIGH_CONFIDENCE,2026-06-07
,FEDFINA,Fedbank Financial Services Limited,Fedbank Financi.,73.17,UNMATCHED,2026-06-07
,FEL,Future Enterprises Limited,Future Enterp.,83.87,REVIEW,2026-06-07
,FELDVR,Future Enterprises Limited,Future Enterp.,83.87,REVIEW,2026-06-07
,FERMENTA,Fermenta Biotech Limited,Fermenta Biotec.,96.77,EXACT,2026-06-07
,FIBERWEB,Fiberweb (India) Limited,Fiberweb (India),100.0,EXACT,2026-06-07
,FIEMIND,Fiem Industries Limited,Fiem Industries,100.0,EXACT,2026-06-07
,FILATEX,Filatex India Limited,Filatex India,100.0,EXACT,2026-06-07
,FILATFASH,Filatex Fashions Limited,Filatex Fash.,85.71,HIGH_CONFIDENCE,2026-06-07
,FINCABLES,Finolex Cables Limited,Finolex Cables,100.0,EXACT,2026-06-07
,FINEORG,Fine Organic Industries Limited,Rain Industries,73.68,UNMATCHED,2026-06-07
,FINKURVE,Finkurve Financial Services Limited,Finbud Financial,65.12,UNMATCHED,2026-06-07
,FINOPB,Fino Payments Bank Limited,Fino Payments,83.87,REVIEW,2026-06-07
,FINPIPE,Finolex Industries Limited,Fiem Industries,84.85,REVIEW,2026-06-07
,FIRSTCRY,Brainbees Solutions Limited,Brainbees Solut.,88.24,HIGH_CONFIDENCE,2026-06-07
,FISCHER,Fischer Medical Ventures Limited,Fischer Medical,76.92,REVIEW,2026-06-07
,FIVESTAR,Five-Star Business Finance Limited,Five-Star Bus.Fi,76.19,REVIEW,2026-06-07
,FLAIR,Flair Writing Industries Limited,Kriti Industries,75.0,REVIEW,2026-06-07
,FLEXITUFF,Flexituff Ventures International Limited,Fruition Venture,62.5,UNMATCHED,2026-06-07
,FLFL,Future Lifestyle Fashions Limited,Future Lifestyle,78.05,REVIEW,2026-06-07
,FLUOROCHEM,Gujarat Fluorochemicals Limited,Gujarat Fluoroch,82.05,REVIEW,2026-06-07
,FMGOETZE,Federal-Mogul Goetze (India) Limited.,Federal-Mogul Go,76.19,REVIEW,2026-06-07
,FMNL,Future Market Networks Limited,Future Market,74.29,UNMATCHED,2026-06-07
,FOCUS,Focus Lighting and Fixtures Limited,Focus Lighting,68.29,UNMATCHED,2026-06-07
,FOODSIN,Foods & Inns Limited,Foods & Inns,100.0,EXACT,2026-06-07
,FORCEMOT,FORCE MOTORS LTD,Force Motors,100.0,EXACT,2026-06-07
,FORTIS,Fortis Healthcare Limited,Fortis Health.,86.67,HIGH_CONFIDENCE,2026-06-07
,FOSECOIND,Foseco India Limited,Foseco India,100.0,EXACT,2026-06-07
,FRACTAL,Fractal Analytics Limited,Fractal Analyt.,90.32,HIGH_CONFIDENCE,2026-06-07
,FRONTSP,Frontier Springs Limited,Frontier Springs,100.0,EXACT,2026-06-07
,FSL,Firstsource Solutions Limited,Firstsour.Solu.,80.0,REVIEW,2026-06-07
,FUSION,Fusion Finance Limited,Fusion Finance,100.0,EXACT,2026-06-07
,GABRIEL,Gabriel India Limited,Gabriel India,100.0,EXACT,2026-06-07
,GAEL,Gujarat Ambuja Exports Limited,Guj. Ambuja Exp,77.78,REVIEW,2026-06-07
,GAIL,GAIL (India) Limited,GAIL (India),100.0,EXACT,2026-06-07
,GALAPREC,Gala Precision Engineering Limited,Gala Precis. Eng,73.17,UNMATCHED,2026-06-07
,GALAXYSURF,Galaxy Surfactants Limited,Galaxy Surfact.,87.5,HIGH_CONFIDENCE,2026-06-07
,GALLANTT,Gallantt Ispat Limited,Gallantt Ispat L,93.33,HIGH_CONFIDENCE,2026-06-07
,GANDHAR,Gandhar Oil Refinery (India) Limited,Gandhar Oil Ref.,73.17,UNMATCHED,2026-06-07
,GANDHITUBE,Gandhi Special Tubes Limited,Gandhi Spl. Tube,85.71,HIGH_CONFIDENCE,2026-06-07
,GANECOS,Ganesha Ecosphere Limited,Ganesha Ecosphe.,93.75,HIGH_CONFIDENCE,2026-06-07
,GANESHBE,Ganesh Benzoplast Limited,Ganesh Benzopl.,90.32,HIGH_CONFIDENCE,2026-06-07
,GANESHCP,Ganesh Consumer Products Limited,Ganesh Consumer,76.92,REVIEW,2026-06-07
,GANESHHOU,GANESH HOUSING LIMITED,Ganesh Housing,100.0,EXACT,2026-06-07
,GANGAFORGE,Ganga Forging Limited,Ganga Forging,100.0,EXACT,2026-06-07
,GANGESSECU,Ganges Securities Limited,Ganges Securitie,96.97,EXACT,2026-06-07
,GARFIBRES,Garware Technical Fibres Limited,Garware Tech.,66.67,UNMATCHED,2026-06-07
,GARUDA,Garuda Construction and Engineering Limited,AIA Engineering,56.0,UNMATCHED,2026-06-07
,GATECH,GACM Technologies Limited,ASM Technologies,90.91,HIGH_CONFIDENCE,2026-06-07
,GATECHDVR,GACM Technologies Limited,ASM Technologies,90.91,HIGH_CONFIDENCE,2026-06-07
,GATEWAY,Gateway Distriparks Limited,Gateway Distri,84.85,REVIEW,2026-06-07
,GAUDIUMIVF,Gaudium IVF and Women Health Limited,Gaudium IVF,56.41,UNMATCHED,2026-06-07
,GAYAHWS,Gayatri Highways Limited,Gayatri Highways,100.0,EXACT,2026-06-07
,GAYAPROJ,Gayatri Projects Limited,Gayatri Projects,100.0,EXACT,2026-06-07
,GCSL,Gretex Corporate Services Limited,Gretex Corporate,72.73,UNMATCHED,2026-06-07
,GEECEE,GeeCee Ventures Limited,GeeCee Vent.,84.62,REVIEW,2026-06-07
,GEEKAYWIRE,Geekay Wires Limited,Geekay Wires,100.0,EXACT,2026-06-07
,GEMAROMA,Gem Aromatics Limited,Gem Aromatics,100.0,EXACT,2026-06-07
,GENCON,Generic Engineering Construction and Projects Limited,Generic Engineer,52.46,UNMATCHED,2026-06-07
,GENESYS,Genesys International Corporation Limited,International Ge,86.49,HIGH_CONFIDENCE,2026-06-07
,GENSOL,Gensol Engineering Limited,Gensol Engineer.,90.91,HIGH_CONFIDENCE,2026-06-07
,GENUSPAPER,Genus Paper & Boards Limited,Genus Paper & Bo,87.5,HIGH_CONFIDENCE,2026-06-07
,GENUSPOWER,Genus Power Infrastructures Limited,GVK Power Infra.,61.9,UNMATCHED,2026-06-07
,GEOJITFSL,Geojit Financial Services Limited,Geojit Fin. Ser.,71.79,UNMATCHED,2026-06-07
,GESHIP,The Great Eastern Shipping Company Limited,Eastern Treads,60.0,UNMATCHED,2026-06-07
,GFLLIMITED,GFL Limited,GFL,100.0,EXACT,2026-06-07
,GHCL,GHCL Limited,GHCL,100.0,EXACT,2026-06-07
,GHCLTEXTIL,GHCL Textiles Limited,GHCL Textiles,100.0,EXACT,2026-06-07
,GICHSGFIN,GIC Housing Finance Limited,GIC Housing Fin,88.24,HIGH_CONFIDENCE,2026-06-07
,GICL,Globe International Carriers Limited,International Ge,72.73,UNMATCHED,2026-06-07
,GICRE,General Insurance Corporation of India,General Insuranc,76.19,REVIEW,2026-06-07
,GILLANDERS,Gillanders Arbuthnot & Company Limited,Gillanders Arbut,88.89,HIGH_CONFIDENCE,2026-06-07
,GILLETTE,Gillette India Limited,Gillette India,100.0,EXACT,2026-06-07
,GINNIFILA,Ginni Filaments Limited,Ginni Filaments,100.0,EXACT,2026-06-07
,GIPCL,Gujarat Industries Power Company Limited,Guj Inds. Power,73.68,UNMATCHED,2026-06-07
,GKENERGY,GK Energy Limited,GK Energy,100.0,EXACT,2026-06-07
,GKSL,Gujarat Kidney And Super Speciality Limited,Gujarat Kidney,57.14,UNMATCHED,2026-06-07
,GKWLIMITED,GKW Limited,GKW,100.0,EXACT,2026-06-07
,GLAND,Gland Pharma Limited,Gland Pharma,100.0,EXACT,2026-06-07
,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Goldline Pharmaceutical,77.78,REVIEW,2026-06-07
,GLENMARK,Glenmark Pharmaceuticals Limited,Glenmark Pharma.,76.92,REVIEW,2026-06-07
,GLFL,Gujarat Lease Financing Limited,Guj. Lease Fin.,72.22,UNMATCHED,2026-06-07
,GLOBAL,Global Education Limited,Global Education,100.0,EXACT,2026-06-07
,GLOBALE,Globale Tessile Limited,Globale Tessile,100.0,EXACT,2026-06-07
,GLOBALVECT,Global Vectra Helicorp Limited,Global Vectra,74.29,UNMATCHED,2026-06-07
,GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,Globe Enterprises,85.0,HIGH_CONFIDENCE,2026-06-07
,GLOBECIVIL,Globe Civil Projects Limited,IITL Projects,72.73,UNMATCHED,2026-06-07
,GLOBUSSPR,Globus Spirits Limited,Globus Spirits,100.0,EXACT,2026-06-07
,GLOSTERLTD,Gloster Limited,Gloster Ltd,100.0,EXACT,2026-06-07
,GLOTTIS,Glottis Limited,Glottis,100.0,EXACT,2026-06-07
,GMBREW,GM Breweries Limited,G M Breweries,96.0,EXACT,2026-06-07
,GMDCLTD,Gujarat Mineral Development Corporation Limited,Gyan Developers,57.14,UNMATCHED,2026-06-07
,GMMPFAUDLR,GMM Pfaudler Limited,GMM Pfaudler,100.0,EXACT,2026-06-07
,GMRAIRPORT,GMR AIRPORTS LIMITED,GMR Airports,100.0,EXACT,2026-06-07
,GMRP&UI,GMR Power and Urban Infra Limited,GVK Power Infra.,65.0,UNMATCHED,2026-06-07
,GNA,GNA Axles Limited,GNA Axles,100.0,EXACT,2026-06-07
,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,DCM Shriram Fine Chemicals,45.95,UNMATCHED,2026-06-07
,GNRL,Gujarat Natural Resources Limited,Guj.Nat.Resour.,71.79,UNMATCHED,2026-06-07
,GOACARBON,Goa Carbon Limited,Goa Carbon,100.0,EXACT,2026-06-07
,GOCLCORP,GOCL Corporation Limited,GOCL Corpn.,80.0,REVIEW,2026-06-07
,GOCOLORS,Go Fashion (India) Limited,Go Fashion (I),85.71,HIGH_CONFIDENCE,2026-06-07
,GODAVARIB,Godavari Biorefineries Limited,Godavari Bioref.,81.08,REVIEW,2026-06-07
,GODFRYPHLP,Godfrey Phillips India Limited,Godfrey Phillips,84.21,REVIEW,2026-06-07
,GODIGIT,Go Digit General Insurance Limited,General Insuranc,76.19,REVIEW,2026-06-07
,GODREJAGRO,Godrej Agrovet Limited,Godrej Agrovet,100.0,EXACT,2026-06-07
,GODREJCP,Godrej Consumer Products Limited,Godrej Consumer,76.92,REVIEW,2026-06-07
,GODREJIND,Godrej Industries Limited,Godrej Industrie,96.97,EXACT,2026-06-07
,GODREJPROP,Godrej Properties Limited,Godrej Propert.,90.32,HIGH_CONFIDENCE,2026-06-07
,GOKEX,Gokaldas Exports Limited,Gokaldas Exports,100.0,EXACT,2026-06-07
,GOKUL,Gokul Refoils and Solvent Limited,Gokul Refoils,68.42,UNMATCHED,2026-06-07
,GOKULAGRO,Gokul Agro Resources Limited,KN Agri Resource,77.78,REVIEW,2026-06-07
,GOLDENTOBC,Golden Tobacco Limited,Golden Tobacco,100.0,EXACT,2026-06-07
,GOLDIAM,Goldiam International Limited,International Ge,81.08,REVIEW,2026-06-07
,GOLDTECH,AION-TECH SOLUTIONS LIMITED,Aion-Tech Soluti,91.43,HIGH_CONFIDENCE,2026-06-07
,GOODLUCK,Goodluck India Limited,Goodluck India,100.0,EXACT,2026-06-07
,GOODYEAR,Goodyear India Limited,Goodyear India,100.0,EXACT,2026-06-07
,GOPAL,Gopal Snacks Limited,Gopal Snacks,100.0,EXACT,2026-06-07
,GOYALALUM,Goyal Aluminiums Limited,Goyal Aluminiums,100.0,EXACT,2026-06-07
,GPIL,Godawari Power And Ispat limited,Godawari Power,73.68,UNMATCHED,2026-06-07
,GPPL,Gujarat Pipavav Port Limited,Guj Pipavav Port,88.89,HIGH_CONFIDENCE,2026-06-07
,GPTHEALTH,GPT Healthcare Limited,GPT Healthcare,100.0,EXACT,2026-06-07
,GPTINFRA,GPT Infraprojects Limited,GPT Infraproject,96.97,EXACT,2026-06-07
,GRADIENTE,Gradiente Infotainment Limited,Gradiente Info.,77.78,REVIEW,2026-06-07
,GRANDOAK,Grand Oak Canyons Distillery Limited,Grand Oak Canyon,72.73,UNMATCHED,2026-06-07
,GRANULES,Granules India Limited,Granules India,100.0,EXACT,2026-06-07
,GRAPHITE,Graphite India Limited,Graphite India,100.0,EXACT,2026-06-07
,GRASIM,Grasim Industries Limited,Asi Industries,90.32,HIGH_CONFIDENCE,2026-06-07
,GRAUWEIL,Grauer & Weil India Limited,Grauer & Weil,78.57,REVIEW,2026-06-07
,GRAVISSHO,Graviss Hospitality Limited,Graviss Hospital,91.43,HIGH_CONFIDENCE,2026-06-07
,GRAVITA,Gravita India Limited,Gravita India,100.0,EXACT,2026-06-07
,GREAVESCOT,Greaves Cotton Limited,Greaves Cotton,100.0,EXACT,2026-06-07
,GREENLAM,Greenlam Industries Limited,Greenlam Industr,91.43,HIGH_CONFIDENCE,2026-06-07
,GREENPANEL,Greenpanel Industries Limited,Greenpanel Inds.,83.33,REVIEW,2026-06-07
,GREENPLY,Greenply Industries Limited,Greenply Industr,91.43,HIGH_CONFIDENCE,2026-06-07
,GREENPOWER,Orient Green Power Company Limited,Orient Green,80.0,REVIEW,2026-06-07
,GRINDWELL,Grindwell Norton Limited,Grindwell Norton,100.0,EXACT,2026-06-07
,GRINFRA,G R Infraprojects Limited,G R Infraproject,96.97,EXACT,2026-06-07
,GRMOVER,GRM Overseas Limited,GRM Overseas,100.0,EXACT,2026-06-07
,GROBTEA,The Grob Tea Company Limited,Grob Tea Co,69.57,UNMATCHED,2026-06-07
,GROWW,Billionbrains Garage Ventures Limited,Billionbrains,61.9,UNMATCHED,2026-06-07
,GRPLTD,GRP Limited,GRP,100.0,EXACT,2026-06-07
,GRSE,Garden Reach Shipbuilders & Engineers Limited,Garden Reach Sh.,60.0,UNMATCHED,2026-06-07
,GRWRHITECH,Garware Hi-Tech Films Limited,Garware Hi Tech,83.33,REVIEW,2026-06-07
,GSFC,Gujarat State Fertilizers & Chemicals Limited,Tata Chemicals,57.14,UNMATCHED,2026-06-07
,GSLSU,Global Surfaces Limited,Global Surfaces,100.0,EXACT,2026-06-07
,GSPCROP,GSP Crop Science Limited,GSP Crop Science,100.0,EXACT,2026-06-07
,GSS,GSS Infotech Limited,GSS Infotech,100.0,EXACT,2026-06-07
,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,IEC Education,76.47,REVIEW,2026-06-07
,GTL,GTL Limited,GTL,100.0,EXACT,2026-06-07
,GTLINFRA,GTL Infrastructure Limited,Anna Infrastruct,70.59,UNMATCHED,2026-06-07
,GTPL,GTPL Hathway Limited,GTPL Hathway,100.0,EXACT,2026-06-07
,GUFICBIO,Gufic Biosciences Limited,Gufic BioScience,96.97,EXACT,2026-06-07
,GUJALKALI,Gujarat Alkalies and Chemicals Limited,Gujarat Alkalies,69.57,UNMATCHED,2026-06-07
,GUJAPOLLO,Gujarat Apollo Industries Limited,Guj Apollo Inds,75.0,REVIEW,2026-06-07
,GUJGASLTD,Gujarat Gas Limited,Gujarat Gas,100.0,EXACT,2026-06-07
,GUJRAFFIA,Gujarat Raffia Industries Limited,Guj. Raffia Inds,75.0,REVIEW,2026-06-07
,GUJTHEM,Gujarat Themis Biosyn Limited,Guj. Themis Bio.,80.0,REVIEW,2026-06-07
,GULFOILLUB,Gulf Oil Lubricants India Limited,Gulf Oil Lubric.,75.0,REVIEW,2026-06-07
,GULFPETRO,GP Petroleums Limited,GP Petroleums,100.0,EXACT,2026-06-07
,GULPOLY,Gulshan Polyols Limited,Gulshan Polyols,100.0,EXACT,2026-06-07
,GVKPIL,GVK Power & Infrastructure Limited,GVK Power Infra.,76.92,REVIEW,2026-06-07
,GVPIL,GE Power India Limited,India Power Corp,88.0,HIGH_CONFIDENCE,2026-06-07
,GVPTECH,GVP Infotech Limited,GVP Infotech,100.0,EXACT,2026-06-07
,GVT&D,GE Vernova T&D India Limited,GE Vernova T&D,82.35,REVIEW,2026-06-07
,HAL,Hindustan Aeronautics Limited,Hind.Aeronautics,86.49,HIGH_CONFIDENCE,2026-06-07
,HALDER,Halder Venture Limited,Halder Venture,100.0,EXACT,2026-06-07
,HALDYNGL,Haldyn Glass Limited,Haldyn Glass,100.0,EXACT,2026-06-07
,HALEOSLABS,HALEOS LABS LIMITED,Haleos Labs Limited,100.0,EXACT,2026-06-07
,HAPPSTMNDS,Happiest Minds Technologies Limited,ASM Technologies,74.42,UNMATCHED,2026-06-07
,HAPPYFORGE,Happy Forgings Limited,Happy Forgings,100.0,EXACT,2026-06-07
,HARDWYN,Hardwyn India Limited,Hardwyn India,100.0,EXACT,2026-06-07
,HARIOMPIPE,Hariom Pipe Industries Limited,P I Industries,77.78,REVIEW,2026-06-07
,HARRMALAYA,Harrisons  Malayalam Limited,Harri. Malayalam,88.24,HIGH_CONFIDENCE,2026-06-07
,HARSHA,Harsha Engineers International Limited,International Ge,69.57,UNMATCHED,2026-06-07
,HATHWAY,Hathway Cable & Datacom Limited,Hathway Cable,76.47,REVIEW,2026-06-07
,HATSUN,Hatsun Agro Product Limited,Hatsun Agro,73.33,UNMATCHED,2026-06-07
,HAVELLS,Havells India Limited,Havells India,100.0,EXACT,2026-06-07
,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,Anna Infrastruct,51.72,UNMATCHED,2026-06-07
,HAWKINCOOK,Hawkins Cookers Limited,Hawkins Cookers,100.0,EXACT,2026-06-07
,HBESD,HB Estate Developers Limited,HB Estate Devel.,85.71,HIGH_CONFIDENCE,2026-06-07
,HBLENGINE,HBL Engineering Limited,HBL Engineering,100.0,EXACT,2026-06-07
,HBSL,HB Stockholdings Limited,HB Stockholdings,100.0,EXACT,2026-06-07
,HCC,Hindustan Construction Company Limited,Hind.Construct.,77.78,REVIEW,2026-06-07
,HCG,Healthcare Global Enterprises Limited,Globe Enterprises,73.91,UNMATCHED,2026-06-07
,HCL-INSYS,HCL Infosystems Limited,HCL Infosystems,100.0,EXACT,2026-06-07
,HCLTECH,HCL Technologies Limited,HCL Technologies,100.0,EXACT,2026-06-07
,HDBFS,HDB Financial Services Limited,HDB FINANC SER,77.78,REVIEW,2026-06-07
,HDFCAMC,HDFC Asset Management Company Limited,Vedant Asset,60.61,UNMATCHED,2026-06-07
,HDFCBANK,HDFC Bank Limited,HDFC Bank,100.0,EXACT,2026-06-07
,HDFCLIFE,HDFC Life Insurance Company Limited,HDFC Life Insur.,88.24,HIGH_CONFIDENCE,2026-06-07
,HDIL,Housing Development and Infrastructure Limited,Anna Infrastruct,55.56,UNMATCHED,2026-06-07
,HEADSUP,Heads UP Ventures Limited,Heads UP Venture,96.97,EXACT,2026-06-07
,HEALTHX,Health X Platform Limited,Health X Platform,100.0,EXACT,2026-06-07
,HECPROJECT,HEC Infra Projects Limited,HEC Infra Proj.,87.5,HIGH_CONFIDENCE,2026-06-07
,HEG,HEG Limited,HEG,100.0,EXACT,2026-06-07
,HEIDELBERG,HeidelbergCement India Limited,India Cements,68.57,UNMATCHED,2026-06-07
,HEMIPROP,Hemisphere Properties India Limited,Hemisphere Prop,71.43,UNMATCHED,2026-06-07
,HERANBA,Heranba Industries Limited,Bohra Industries,82.35,REVIEW,2026-06-07
,HERITGFOOD,Heritage Foods Limited,Heritage Foods,100.0,EXACT,2026-06-07
,HEROMOTOCO,Hero MotoCorp Limited,Hero Motocorp,100.0,EXACT,2026-06-07
,HESTERBIO,Hester Biosciences Limited,Hester Bios,75.86,REVIEW,2026-06-07
,HEXATRADEX,Hexa Tradex Limited,Hexa Tradex,100.0,EXACT,2026-06-07
,HEXT,Hexaware Technologies Limited,Exato Technologies,82.05,REVIEW,2026-06-07
,HFCL,HFCL Limited,HFCL,100.0,EXACT,2026-06-07
,HGINFRA,H.G. Infra Engineering Limited,H.G. Infra Engg.,80.0,REVIEW,2026-06-07
,HGM,HandsOn Global Management (HGM) Limited,Handson Global,65.12,UNMATCHED,2026-06-07
,HGS,Hinduja Global Solutions Limited,Hinduja Global,73.68,UNMATCHED,2026-06-07
,HIKAL,Hikal Limited,Hikal,100.0,EXACT,2026-06-07
,HILINFRA,Highway Infrastructure Limited,Highway Infra,74.29,UNMATCHED,2026-06-07
,HILTON,Hilton Metal Forging Limited,Hilton Met.Forg.,85.71,HIGH_CONFIDENCE,2026-06-07
,HIMATSEIDE,Himatsingka Seide Limited,Himatsing. Seide,93.75,HIGH_CONFIDENCE,2026-06-07
,HINDALCO,Hindalco Industries Limited,Alok Industries,82.35,REVIEW,2026-06-07
,HINDCOMPOS,Hindustan Composites Limited,Hind.Composites,85.71,HIGH_CONFIDENCE,2026-06-07
,HINDCON,Hindcon Chemicals Limited,Hindcon Chemical,96.97,EXACT,2026-06-07
