symbol,date_start,date_end,quarter_label,window_label,filing_date,revenue_cr,net_profit_cr,eps,rounding,standalone_or_consolidated,source
DRCSYSTEMS,2023-07-01,2023-09-30,Half yearly,Q2FY24,20-Oct-202,9.025,1.079,0.25,Lakhs,Standalone,nselib_xbrl
DRCSYSTEMS,2023-10-01,2023-12-31,Third quarter,Q3FY24,18-Jan-202,13.561,5.103,1.16,Lakhs,Consolidated,nselib_xbrl
DRCSYSTEMS,2024-01-01,2024-03-31,Yearly,Q4FY24,21-May-202,17.124,3.956,0.3,Lakhs,Consolidated,nselib_xbrl
DRCSYSTEMS,2024-04-01,2024-06-30,First quarter,Q4FY24,11-Jul-202,10.045,0.854,0.06,Lakhs,Standalone,nselib_xbrl
DRCSYSTEMS,2024-07-01,2024-09-30,Half yearly,Q2FY25,14-Nov-202,16.141,3.27,0.25,Lakhs,Consolidated,nselib_xbrl
DRCSYSTEMS,2024-10-01,2024-12-31,Third quarter,Q3FY25,07-Feb-202,16.951,3.547,0.27,Lakhs,Consolidated,nselib_xbrl
DREAMFOLKS,2022-07-01,2022-09-30,Half yearly,Q2FY23,07-Nov-202,171.24,14.817,2.84,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2022-10-01,2022-12-31,Third quarter,Q3FY23,08-Feb-202,204.0,18.977,3.63,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2023-01-01,2023-03-31,Yearly,Q4FY23,24-May-202,237.752,25.299,4.84,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2023-04-01,2023-06-30,First quarter,Q1FY24,10-Aug-202,266.321,12.962,2.45,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2023-07-01,2023-09-30,Half yearly,Q2FY24,26-Oct-202,282.492,17.668,3.37,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2023-10-01,2023-12-31,Third quarter,Q3FY24,07-Feb-202,305.063,20.03,3.8,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2024-01-01,2024-03-31,Yearly,Q4FY24,28-May-202,281.136,17.977,3.4,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2024-04-01,2024-06-30,First quarter,Q1FY25,08-Aug-202,320.8,17.152,3.24,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2024-07-01,2024-09-30,Half yearly,Q2FY25,08-Nov-202,316.855,16.026,3.04,Millions,Consolidated,nselib_xbrl
DREAMFOLKS,2024-10-01,2024-12-31,Third quarter,Q3FY25,07-Feb-202,340.066,16.941,3.24,Millions,Consolidated,nselib_xbrl
DREDGECORP,2020-07-01,2020-09-30,Half yearly,Q2FY21,09-Nov-202,125.3882,-47.4512,-16.95,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2020-10-01,2020-12-31,Third quarter,Q3FY21,12-Feb-202,259.04,-25.6069,-9.15,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2021-01-01,2021-03-31,Yearly,Q4FY21,30-Jun-202,211.8809,-110.81,-38.04,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,118.9776,-22.717,-8.11,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2021-07-01,2021-09-30,Half yearly,Q2FY22,11-Nov-202,150.9822,-3.983,-1.42,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2021-10-01,2021-12-31,Third quarter,Q3FY22,14-Feb-202,240.041,29.0585,10.38,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2022-01-01,2022-03-31,Yearly,Q4FY22,09-Jun-202,289.0903,1.0637,1.0,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2022-04-01,2022-06-30,First quarter,Q1FY23,08-Aug-202,217.5321,-15.7114,-5.61,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2022-07-01,2022-09-30,Half yearly,Q2FY23,10-Nov-202,238.7288,28.6137,10.22,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2022-10-01,2022-12-31,Third quarter,Q3FY23,10-Feb-202,371.3151,13.8359,4.94,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2023-01-01,2023-03-31,Yearly,Q4FY23,25-May-202,337.222,-14.1803,4.13,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,204.4198,15.1515,5.41,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2023-07-01,2023-09-30,Half yearly,Q2FY24,07-Nov-202,197.7739,16.7745,5.99,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2023-10-01,2023-12-31,Third quarter,Q3FY24,13-Feb-202,265.4176,27.2256,9.72,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2024-01-01,2024-03-31,Yearly,Q4FY24,29-May-202,277.8895,-23.469,-8.85,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2024-04-01,2024-06-30,First quarter,Q1FY25,09-Aug-202,150.7961,-31.4049,-11.22,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2024-07-01,2024-09-30,Half yearly,Q2FY25,13-Nov-202,204.4967,-33.5059,-11.97,Lakhs,Standalone,nselib_xbrl
DREDGECORP,2024-10-01,2024-12-31,Third quarter,Q3FY25,03-Feb-202,324.439,16.0567,5.73,Lakhs,Standalone,nselib_xbrl
DRREDDY,2020-07-01,2020-09-30,Half yearly,Q2FY21,28-Oct-202,4910.9,771.8,46.54,Millions,Consolidated,nselib_xbrl
DRREDDY,2020-10-01,2020-12-31,Third quarter,Q3FY21,29-Jan-202,4941.9,27.9,1.68,Millions,Consolidated,nselib_xbrl
DRREDDY,2021-01-01,2021-03-31,Yearly,Q4FY21,14-May-202,4768.2,557.3,33.61,Millions,Consolidated,nselib_xbrl
DRREDDY,2021-04-01,2021-06-30,First quarter,Q4FY21,27-Jul-202,4945.1,380.4,22.95,Millions,Consolidated,nselib_xbrl
DRREDDY,2021-07-01,2021-09-30,Half yearly,Q2FY22,29-Oct-202,5786.9,995.8,60.03,Millions,Consolidated,nselib_xbrl
DRREDDY,2021-10-01,2021-12-31,Third quarter,Q3FY22,28-Jan-202,5338.3,709.3,42.75,Millions,Consolidated,nselib_xbrl
DRREDDY,2022-01-01,2022-03-31,Yearly,Q4FY22,19-May-202,5474.9,97.0,5.84,Millions,Consolidated,nselib_xbrl
DRREDDY,2022-04-01,2022-06-30,First quarter,Q4FY22,28-Jul-202,3630.6,499.5,30.1,Millions,Standalone,nselib_xbrl
DRREDDY,2022-07-01,2022-09-30,Half yearly,Q2FY23,29-Oct-202,4880.3,1116.3,67.25,Millions,Standalone,nselib_xbrl
DRREDDY,2022-10-01,2022-12-31,Third quarter,Q3FY23,25-Jan-202,6789.8,1243.9,74.91,Millions,Consolidated,nselib_xbrl
DRREDDY,2023-01-01,2023-03-31,Yearly,Q4FY23,10-May-202,6315.2,960.1,57.79,Millions,Consolidated,nselib_xbrl
DRREDDY,2023-04-01,2023-06-30,First quarter,Q4FY23,26-Jul-202,5437.3,1639.4,98.66,Millions,Standalone,nselib_xbrl
DRREDDY,2023-07-01,2023-09-30,Half yearly,Q2FY24,27-Oct-202,6902.6,1482.2,89.09,Millions,Consolidated,nselib_xbrl
DRREDDY,2023-10-01,2023-12-31,Third quarter,Q3FY24,30-Jan-202,7236.8,1380.9,82.94,Millions,Consolidated,nselib_xbrl
DRREDDY,2024-01-01,2024-03-31,Yearly,Q4FY24,07-May-202,5104.8,1034.8,62.14,Millions,Standalone,nselib_xbrl
DRREDDY,2024-04-01,2024-06-30,First quarter,Q4FY24,27-Jul-202,7696.1,1392.4,83.61,Millions,Consolidated,nselib_xbrl
DRREDDY,2024-07-01,2024-09-30,Half yearly,Q2FY25,05-Nov-202,8038.2,1341.9,15.08,Millions,Consolidated,nselib_xbrl
DRREDDY,2024-10-01,2024-12-31,Third quarter,Q3FY25,24-Jan-202,5015.0,849.4,10.2,Millions,Standalone,nselib_xbrl
DSKULKARNI,2020-10-01,2020-12-31,Third quarter,Q3FY21,16-Feb-202,0.0,-5.2355,0.0,Actual,Standalone,nselib_xbrl
DSKULKARNI,2021-01-01,2021-03-31,Yearly,Q4FY21,01-Jul-202,0.0,2.0313,0.79,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2021-04-01,2021-06-30,First quarter,Q1FY22,12-Aug-202,0.0,-0.5132,-0.2,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2021-07-01,2021-09-30,Half yearly,Q2FY22,12-Nov-202,0.0,-0.5173,-0.2,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,0.0,-0.4954,-0.19,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2022-01-01,2022-03-31,Yearly,Q4FY22,25-May-202,0.0,-0.9997,-0.39,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2022-04-01,2022-06-30,First quarter,Q1FY23,12-Aug-202,0.0,-0.4431,-0.17,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2022-07-01,2022-09-30,Half yearly,Q2FY23,15-Nov-202,0.0,-0.5476,-0.21,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2022-10-01,2022-12-31,Third quarter,Q3FY23,15-Feb-202,0.0,-0.961,-0.37,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2023-01-01,2023-03-31,Yearly,Q4FY23,30-May-202,0.0,-46.7222,-18.11,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2023-04-01,2023-06-30,First quarter,Q1FY24,14-Aug-202,0.0,-0.8764,0.34,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2023-07-01,2023-09-30,Half yearly,Q2FY24,13-Nov-202,0.0,-5.4505,-5.45,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2023-10-01,2023-12-31,Third quarter,Q3FY24,15-Feb-202,0.0,-2.1389,-2.14,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2024-01-01,2024-03-31,Yearly,Q4FY24,31-May-202,0.0,-0.0382,-0.04,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2024-04-01,2024-06-30,First quarter,Q1FY25,15-Aug-202,0.0,2.1845,2.18,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2024-07-01,2024-09-30,Half yearly,Q2FY25,15-Nov-202,0.0,0.9051,0.91,Lakhs,Standalone,nselib_xbrl
DSKULKARNI,2024-10-01,2024-12-31,Third quarter,Q3FY25,15-Feb-202,0.0,1.4315,1.43,Lakhs,Standalone,nselib_xbrl
DSSL,2020-07-01,2020-09-30,Half yearly,Q2FY21,13-Nov-202,93.2098,1.3856,1.51,Lakhs,Consolidated,nselib_xbrl
DSSL,2020-10-01,2020-12-31,Third quarter,Q3FY21,13-Feb-202,153.828,2.7337,2.98,Lakhs,Consolidated,nselib_xbrl
DSSL,2021-01-01,2021-03-31,Yearly,Q4FY21,01-Jul-202,130.8702,2.9982,3.3,Lakhs,Consolidated,nselib_xbrl
DSSL,2021-04-01,2021-06-30,First quarter,Q1FY22,13-Aug-202,146.1789,3.2403,3.2,Lakhs,Consolidated,nselib_xbrl
DSSL,2021-07-01,2021-09-30,Half yearly,Q2FY22,02-Nov-202,139.0629,3.326,3.28,Lakhs,Consolidated,nselib_xbrl
DSSL,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,159.5142,3.4392,3.06,Lakhs,Consolidated,nselib_xbrl
DSSL,2022-01-01,2022-03-31,Yearly,Q4FY22,31-May-202,209.2201,6.449,6.36,Lakhs,Standalone,nselib_xbrl
DSSL,2022-04-01,2022-06-30,First quarter,Q1FY23,11-Aug-202,159.6849,4.5275,4.014,Lakhs,Consolidated,nselib_xbrl
DSSL,2022-07-01,2022-09-30,Half yearly,Q2FY23,05-Nov-202,246.1708,9.1177,9.919,Lakhs,Standalone,nselib_xbrl
DSSL,2022-10-01,2022-12-31,Third quarter,Q3FY23,15-Feb-202,171.959,7.525,5.93,Lakhs,Consolidated,nselib_xbrl
DSSL,2023-01-01,2023-03-31,Yearly,Q4FY23,27-May-202,226.654,12.3159,9.7,Lakhs,Consolidated,nselib_xbrl
DSSL,2023-04-01,2023-06-30,First quarter,Q1FY24,14-Aug-202,295.5849,14.037,11.06,Lakhs,Standalone,nselib_xbrl
DSSL,2023-07-01,2023-09-30,Half yearly,Q2FY24,01-Nov-202,219.8602,12.5727,9.91,Lakhs,Consolidated,nselib_xbrl
DSSL,2023-10-01,2023-12-31,Third quarter,Q3FY24,09-Feb-202,226.857,13.1527,10.36,Lakhs,Consolidated,nselib_xbrl
DSSL,2024-01-01,2024-03-31,Yearly,Q4FY24,31-May-202,282.1617,14.0878,11.11,Lakhs,Consolidated,nselib_xbrl
DSSL,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Aug-202,320.9663,17.605,13.85,Lakhs,Consolidated,nselib_xbrl
DSSL,2024-07-01,2024-09-30,Half yearly,Q2FY25,09-Nov-202,306.3312,18.2314,14.34,Lakhs,Consolidated,nselib_xbrl
DSSL,2024-10-01,2024-12-31,Third quarter,Q3FY25,01-Feb-202,311.0175,18.4514,14.43,Lakhs,Consolidated,nselib_xbrl
DTIL,2020-07-01,2020-09-30,Half yearly,Q2FY21,10-Nov-202,147.9474,24.7844,35.38,Lakhs,Consolidated,nselib_xbrl
DTIL,2020-10-01,2020-12-31,Third quarter,Q3FY21,11-Feb-202,113.8128,24.0628,34.35,Lakhs,Consolidated,nselib_xbrl
DTIL,2021-01-01,2021-03-31,Yearly,Q4FY21,24-Jun-202,52.1708,-24.6422,-35.18,Lakhs,Consolidated,nselib_xbrl
DTIL,2021-04-01,2021-06-30,First quarter,Q1FY22,12-Aug-202,81.683,26.0009,37.12,Lakhs,Consolidated,nselib_xbrl
DTIL,2021-07-01,2021-09-30,Half yearly,Q2FY22,11-Nov-202,133.4594,26.7542,25.46,Lakhs,Consolidated,nselib_xbrl
DTIL,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,91.6094,1.6706,1.59,Lakhs,Consolidated,nselib_xbrl
DTIL,2022-01-01,2022-03-31,Yearly,Q4FY22,27-May-202,42.2558,-148.6607,-141.48,Lakhs,Consolidated,nselib_xbrl
DTIL,2022-04-01,2022-06-30,First quarter,Q1FY23,05-Aug-202,43.5321,-8.8024,-8.38,Lakhs,Standalone,nselib_xbrl
DTIL,2022-07-01,2022-09-30,Half yearly,Q2FY23,11-Nov-202,125.5029,18.1476,17.27,Lakhs,Consolidated,nselib_xbrl
DTIL,2022-10-01,2022-12-31,Third quarter,Q3FY23,04-Feb-202,91.0903,9.5028,9.04,Lakhs,Consolidated,nselib_xbrl
DTIL,2023-01-01,2023-03-31,Yearly,Q4FY23,29-May-202,41.1635,-42.7155,-40.65,Lakhs,Consolidated,nselib_xbrl
DTIL,2023-04-01,2023-06-30,First quarter,Q1FY24,10-Aug-202,91.6658,-9.4781,-9.02,Lakhs,Consolidated,nselib_xbrl
DTIL,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,106.4361,13.4088,12.76,Lakhs,Standalone,nselib_xbrl
DTIL,2023-10-01,2023-12-31,Third quarter,Q3FY24,09-Feb-202,94.6488,-23.8092,-22.66,Lakhs,Standalone,nselib_xbrl
DTIL,2024-01-01,2024-03-31,Yearly,Q4FY24,28-May-202,45.639,-83.4688,-79.44,Lakhs,Consolidated,nselib_xbrl
DTIL,2024-04-01,2024-06-30,First quarter,Q1FY25,13-Aug-202,97.9211,-2.9515,-2.8,Lakhs,Consolidated,nselib_xbrl
DTIL,2024-07-01,2024-09-30,Half yearly,Q3FY25,22-Jan-202,167.5673,25.9937,24.74,Lakhs,Consolidated,nselib_xbrl
DTIL,2024-10-01,2024-12-31,Third quarter,Q3FY25,13-Feb-202,122.4495,-0.9646,-0.92,Lakhs,Consolidated,nselib_xbrl
DUCON,2020-07-01,2020-09-30,Half yearly,Q2FY21,13-Nov-202,91.0509,0.2272,0.02,Lakhs,Standalone,nselib_xbrl
DUCON,2020-10-01,2020-12-31,Third quarter,Q3FY21,13-Feb-202,102.0379,0.7816,0.07,Lakhs,Standalone,nselib_xbrl
DUCON,2021-01-01,2021-03-31,Yearly,Q4FY21,01-Jul-202,100.124,-0.5947,-0.03,Lakhs,Standalone,nselib_xbrl
DUCON,2021-04-01,2021-06-30,First quarter,Q1FY22,15-Aug-202,94.0816,-0.8003,-0.05,Lakhs,Consolidated,nselib_xbrl
DUCON,2021-07-01,2021-09-30,Half yearly,Q2FY22,13-Nov-202,96.0817,1.4122,0.08,Lakhs,Consolidated,nselib_xbrl
DUCON,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,98.017,2.1469,0.09,Lakhs,Consolidated,nselib_xbrl
DUCON,2022-01-01,2022-03-31,Yearly,Q4FY22,31-May-202,96.1799,1.6738,0.08,Lakhs,Consolidated,nselib_xbrl
DUCON,2022-04-01,2022-06-30,First quarter,Q1FY23,10-Aug-202,81.3653,0.8158,0.03,Lakhs,Consolidated,nselib_xbrl
DUCON,2022-07-01,2022-09-30,Half yearly,Q2FY23,21-Nov-202,99.3698,0.7925,0.03,Lakhs,Consolidated,nselib_xbrl
DUCON,2022-10-01,2022-12-31,Third quarter,Q3FY23,23-Jan-202,111.4404,2.3232,0.09,Lakhs,Consolidated,nselib_xbrl
DUCON,2023-01-01,2023-03-31,Yearly,Q4FY23,30-May-202,103.4187,0.167,0.01,Lakhs,Consolidated,nselib_xbrl
DUCON,2023-04-01,2023-06-30,First quarter,Q1FY24,11-Aug-202,91.0601,0.6079,0.02,Lakhs,Consolidated,nselib_xbrl
DUCON,2023-07-01,2023-09-30,Half yearly,Q2FY24,11-Nov-202,108.6764,0.7983,0.03,Lakhs,Consolidated,nselib_xbrl
DUCON,2023-10-01,2023-12-31,Third quarter,Q3FY24,06-Feb-202,89.0169,3.0112,0.12,Lakhs,Standalone,nselib_xbrl
DUCON,2024-01-01,2024-03-31,Yearly,Q4FY24,30-May-202,106.8355,3.112,0.12,Lakhs,Consolidated,nselib_xbrl
DUCON,2024-04-01,2024-06-30,First quarter,Q1FY25,14-Aug-202,109.431,3.0741,0.04,Lakhs,Consolidated,nselib_xbrl
DUCON,2024-07-01,2024-09-30,Half yearly,Q2FY25,14-Nov-202,110.5654,3.4591,0.11,Lakhs,Consolidated,nselib_xbrl
DUCON,2024-10-01,2024-12-31,Third quarter,Q3FY25,10-Feb-202,112.0083,3.4079,0.1,Lakhs,Consolidated,nselib_xbrl
DVL,2020-07-01,2020-09-30,Half yearly,Q2FY21,12-Nov-202,26.9628,49.7188,14.12,Lakhs,Consolidated,nselib_xbrl
DVL,2020-10-01,2020-12-31,Third quarter,Q3FY21,10-Feb-202,60.3365,62.997,17.83,Lakhs,Consolidated,nselib_xbrl
DVL,2021-01-01,2021-03-31,Yearly,Q4FY21,03-Jun-202,43.7594,52.0316,14.86,Lakhs,Standalone,nselib_xbrl
DVL,2021-04-01,2021-06-30,First quarter,Q1FY22,11-Aug-202,30.8828,47.5958,13.59,Lakhs,Standalone,nselib_xbrl
DVL,2021-07-01,2021-09-30,Half yearly,Q2FY22,11-Nov-202,45.5998,59.1949,16.83,Lakhs,Consolidated,nselib_xbrl
DVL,2021-10-01,2021-12-31,Third quarter,Q3FY22,11-Feb-202,9.7452,33.141,9.46,Lakhs,Standalone,nselib_xbrl
DVL,2022-01-01,2022-03-31,Yearly,Q4FY22,26-May-202,135.611,119.1267,34.01,Lakhs,Consolidated,nselib_xbrl
DVL,2022-04-01,2022-06-30,First quarter,Q1FY23,09-Aug-202,39.1313,176.1915,50.35,Lakhs,Consolidated,nselib_xbrl
DVL,2022-07-01,2022-09-30,Half yearly,Q2FY23,10-Nov-202,30.8746,53.7868,15.36,Lakhs,Standalone,nselib_xbrl
DVL,2022-10-01,2022-12-31,Third quarter,Q3FY23,11-Feb-202,36.0959,84.7125,24.25,Lakhs,Consolidated,nselib_xbrl
DVL,2023-01-01,2023-03-31,Yearly,Q4FY23,25-May-202,140.0491,65.6923,18.81,Lakhs,Consolidated,nselib_xbrl
DVL,2023-04-01,2023-06-30,First quarter,Q1FY24,08-Aug-202,40.3227,40.2162,11.56,Lakhs,Consolidated,nselib_xbrl
DVL,2023-07-01,2023-09-30,Half yearly,Q2FY24,08-Nov-202,42.8813,75.6907,21.66,Lakhs,Consolidated,nselib_xbrl
DVL,2023-10-01,2023-12-31,Third quarter,Q3FY24,09-Feb-202,56.7732,12.1588,3.54,Lakhs,Consolidated,nselib_xbrl
DVL,2024-01-01,2024-03-31,Yearly,Q4FY24,24-May-202,263.5064,24.0354,6.95,Lakhs,Consolidated,nselib_xbrl
DVL,2024-04-01,2024-06-30,First quarter,Q1FY25,12-Aug-202,161.2756,69.7794,19.98,Lakhs,Consolidated,nselib_xbrl
DVL,2024-07-01,2024-09-30,Half yearly,Q2FY25,10-Nov-202,148.3014,67.6722,19.35,Lakhs,Consolidated,nselib_xbrl
DVL,2024-10-01,2024-12-31,Third quarter,Q3FY25,08-Feb-202,126.366,92.95,26.68,Lakhs,Consolidated,nselib_xbrl
DWARKESH,2020-07-01,2020-09-30,Half yearly,Q2FY21,03-Nov-202,417.3926,17.7362,0.94,Lakhs,Standalone,nselib_xbrl
DWARKESH,2020-10-01,2020-12-31,Third quarter,Q3FY21,30-Jan-202,381.1403,7.4729,0.4,Lakhs,Standalone,nselib_xbrl
DWARKESH,2021-01-01,2021-03-31,Yearly,Q4FY21,13-May-202,599.9637,48.2312,2.56,Lakhs,Standalone,nselib_xbrl
DWARKESH,2021-04-01,2021-06-30,First quarter,Q4FY21,30-Jul-202,392.2156,27.1005,1.44,Lakhs,Standalone,nselib_xbrl
DWARKESH,2021-07-01,2021-09-30,Half yearly,Q2FY22,26-Oct-202,505.5329,39.6262,2.1,Lakhs,Standalone,nselib_xbrl
DWARKESH,2021-10-01,2021-12-31,Third quarter,Q3FY22,01-Feb-202,601.3485,28.8771,1.53,Lakhs,Standalone,nselib_xbrl
DWARKESH,2022-01-01,2022-03-31,Yearly,Q4FY22,02-May-202,474.9644,59.6112,3.17,Lakhs,Standalone,nselib_xbrl
DWARKESH,2022-04-01,2022-06-30,First quarter,Q4FY22,29-Jul-202,646.4607,39.6985,2.11,Lakhs,Standalone,nselib_xbrl
DWARKESH,2022-07-01,2022-09-30,Half yearly,Q2FY23,28-Oct-202,540.1078,7.8379,0.42,Lakhs,Standalone,nselib_xbrl
DWARKESH,2022-10-01,2022-12-31,Third quarter,Q3FY23,30-Jan-202,383.8428,10.5193,0.56,Lakhs,Standalone,nselib_xbrl
DWARKESH,2023-01-01,2023-03-31,Yearly,Q4FY23,27-Apr-202,532.5487,46.7549,2.48,Lakhs,Standalone,nselib_xbrl
DWARKESH,2023-04-01,2023-06-30,First quarter,Q4FY23,24-Jul-202,571.21,40.6199,2.16,Lakhs,Standalone,nselib_xbrl
DWARKESH,2023-07-01,2023-09-30,Half yearly,Q2FY24,27-Oct-202,445.5049,10.2626,0.55,Lakhs,Standalone,nselib_xbrl
DWARKESH,2023-10-01,2023-12-31,Third quarter,Q3FY24,30-Jan-202,312.9144,9.8072,0.52,Lakhs,Standalone,nselib_xbrl
DWARKESH,2024-01-01,2024-03-31,Yearly,Q4FY24,30-Apr-202,379.9405,22.8906,1.22,Lakhs,Standalone,nselib_xbrl
DWARKESH,2024-04-01,2024-06-30,First quarter,Q4FY24,31-Jul-202,341.2514,-9.7259,-0.52,Lakhs,Standalone,nselib_xbrl
DWARKESH,2024-07-01,2024-09-30,Half yearly,Q2FY25,28-Oct-202,246.0633,-23.9958,-1.29,Lakhs,Standalone,nselib_xbrl
DWARKESH,2024-10-01,2024-12-31,Third quarter,Q3FY25,27-Jan-202,312.7181,10.7275,0.58,Lakhs,Standalone,nselib_xbrl
DYCL,2022-04-01,2022-06-30,First quarter,Q1FY23,11-Aug-202,157.979,7.1725,3.26,Lakhs,Standalone,nselib_xbrl
DYCL,2022-07-01,2022-09-30,Half yearly,Q2FY23,12-Nov-202,173.3946,7.2203,3.28,Lakhs,Standalone,nselib_xbrl
DYCL,2022-10-01,2022-12-31,Third quarter,Q3FY23,08-Feb-202,158.7947,6.6377,3.02,Lakhs,Standalone,nselib_xbrl
DYCL,2023-01-01,2023-03-31,Yearly,Q4FY23,24-May-202,178.4619,9.983,4.54,Lakhs,Standalone,nselib_xbrl
DYCL,2023-04-01,2023-06-30,First quarter,Q1FY24,01-Aug-202,181.2715,11.3846,5.17,Lakhs,Standalone,nselib_xbrl
DYCL,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,153.5072,5.0893,2.31,Lakhs,Standalone,nselib_xbrl
DYCL,2023-10-01,2023-12-31,Third quarter,Q3FY24,06-Feb-202,192.3191,7.5236,3.42,Lakhs,Standalone,nselib_xbrl
DYCL,2024-01-01,2024-03-31,Yearly,Q4FY24,14-May-202,240.9058,13.7741,6.26,Lakhs,Standalone,nselib_xbrl
DYCL,2024-04-01,2024-06-30,First quarter,Q4FY24,31-Jul-202,208.5478,11.599,5.21,Lakhs,Standalone,nselib_xbrl
DYCL,2024-07-01,2024-09-30,Half yearly,Q2FY25,23-Oct-202,234.145,13.854,5.72,Lakhs,Standalone,nselib_xbrl
DYCL,2024-10-01,2024-12-31,Third quarter,Q3FY25,29-Jan-202,251.502,15.8029,6.52,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2020-07-01,2020-09-30,Half yearly,Q2FY21,10-Nov-202,287.81,1.69,2.67,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2020-10-01,2020-12-31,Third quarter,Q3FY21,12-Feb-202,140.41,11.54,18.2,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2021-01-01,2021-03-31,Yearly,Q4FY21,07-Jun-202,149.51,5.52,8.71,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2021-04-01,2021-06-30,First quarter,Q4FY21,23-Jul-202,132.61,8.5,13.41,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2021-07-01,2021-09-30,Half yearly,Q2FY22,29-Oct-202,304.35,-10.09,5.06,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2021-10-01,2021-12-31,Third quarter,Q3FY22,08-Feb-202,307.7,8.02,12.65,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2022-01-01,2022-03-31,Yearly,Q4FY22,25-May-202,320.91,15.02,23.69,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2022-04-01,2022-06-30,First quarter,Q1FY23,10-Aug-202,310.96,8.17,12.89,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2022-07-01,2022-09-30,Half yearly,Q2FY23,11-Nov-202,323.72,10.04,15.84,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2022-10-01,2022-12-31,Third quarter,Q3FY23,10-Feb-202,313.21,7.02,11.07,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2023-01-01,2023-03-31,Yearly,Q4FY23,29-May-202,150.05,10.37,16.24,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2023-04-01,2023-06-30,First quarter,Q1FY24,09-Aug-202,128.46,6.13,9.03,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2023-07-01,2023-09-30,Half yearly,Q2FY24,10-Nov-202,350.9,12.1,17.82,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2023-10-01,2023-12-31,Third quarter,Q3FY24,13-Feb-202,345.51,11.24,16.55,Lakhs,Consolidated,nselib_xbrl
DYNAMATECH,2024-01-01,2024-03-31,Yearly,Q4FY24,28-May-202,145.51,63.79,93.95,Lakhs,Standalone,nselib_xbrl
DYNAMATECH,2024-04-01,2024-06-30,First quarter,Q1FY25,09-Aug-202,346.28,11.39,16.77,Lakhs,Consolidated,nselib_xbrl
