date,symbol,company,deal_type,client_name,participant,direction,qty,price,value_cr,seq_id
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,1600814.0,272.56,43.6318,2607
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,1156009.0,271.37,31.3706,2608
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,1156009.0,271.56,31.3926,2609
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,MUSIGMA SECURITIES,RETAIL,SELL,1218619.0,273.37,33.3134,2610
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,MUSIGMA SECURITIES,RETAIL,BUY,1218619.0,273.1,33.2805,2611
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,NEERAJ SINGHEE,RETAIL,BUY,356856.0,269.35,9.6119,2612
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,NEERAJ SINGHEE,RETAIL,SELL,356856.0,270.57,9.6555,2613
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,3911146.0,272.26,106.4849,2614
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,3911146.0,272.41,106.5435,2615
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,BUY,665938.0,273.9,18.24,2616
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,SELL,665938.0,274.09,18.2527,2617
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,SELL,487882.0,274.47,13.3909,2618
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,BUY,487882.0,274.26,13.3807,2619
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,PUMA SECURITIES,RETAIL,SELL,401303.0,274.28,11.0069,2620
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,PUMA SECURITIES,RETAIL,BUY,401303.0,274.02,10.9965,2621
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,QE SECURITIES LLP,RETAIL,BUY,786795.0,272.34,21.4276,2622
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,QE SECURITIES LLP,RETAIL,SELL,794040.0,272.2,21.6138,2623
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,QICAP MARKETS LLP,RETAIL,BUY,461753.0,273.78,12.6419,2624
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,QICAP MARKETS LLP,RETAIL,SELL,461753.0,273.88,12.6465,2625
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,SHARE INDIA SECURITIES LIMITED,RETAIL,BUY,690361.0,274.86,18.9753,2626
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,SHARE INDIA SECURITIES LIMITED,RETAIL,SELL,692025.0,274.28,18.9809,2627
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SELL,742461.0,273.17,20.2818,2628
2026-02-24,DEEDEV,DEE Development Eng Ltd,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,BUY,742461.0,272.81,20.2551,2629
2026-02-24,DIRL,Dhanuka Infra Realty Ltd,BULK,JIGAR DOSHI,RETAIL,SELL,132000.0,14.0,0.1848,2630
2026-02-24,DIRL,Dhanuka Infra Realty Ltd,BULK,MAHENDRA KUMAR JANGID,RETAIL,BUY,138000.0,14.0,0.1932,2631
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,339650.0,455.59,15.4741,2632
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,352108.0,456.1,16.0596,2633
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,1076836.0,453.19,48.8011,2634
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,1076836.0,453.74,48.8604,2635
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,BUY,220791.0,451.28,9.9639,2636
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,SELL,220791.0,452.68,9.9948,2637
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,PRRSAAR COMMODITIES PVT LTD,RETAIL,BUY,275023.0,456.8,12.5631,2638
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,PRRSAAR COMMODITIES PVT LTD,RETAIL,SELL,275023.0,456.69,12.56,2639
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,QICAP MARKETS LLP,RETAIL,SELL,483897.0,454.79,22.0072,2640
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,QICAP MARKETS LLP,RETAIL,BUY,483897.0,454.43,21.9897,2641
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SELL,537032.0,454.27,24.3958,2642
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,BUY,537032.0,453.65,24.3625,2643
2026-02-24,EFCIL,EFC (I) Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,70513.0,247.19,1.743,2644
2026-02-24,EFCIL,EFC (I) Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,1352786.0,245.39,33.196,2645
2026-02-24,EFCIL,EFC (I) Limited,BULK,SETU SECURITIES PVT LTD,RETAIL,BUY,1200000.0,245.85,29.502,2646
2026-02-24,EMBASSY,Embassy Office Parks REIT,BULK,AMERICAN FUNDS GLOBAL BALANCED FUND,RETAIL,SELL,12500000.0,420.0,525.0,2647
2026-02-24,EMBASSY,Embassy Office Parks REIT,BULK,CAPITAL INCOME BUILDER,RETAIL,SELL,10653487.0,420.0,447.4465,2648
2026-02-24,EMBASSY,Embassy Office Parks REIT,BULK,PPFAS MUTUAL FUND,MF,BUY,56296655.0,420.0,2364.4595,2649
2026-02-24,EMBASSY,Embassy Office Parks REIT,BULK,SMALL CAP WORLD FUND INC,RETAIL,SELL,29221736.0,420.0,1227.3129,2650
2026-02-24,FILATFASH,Filatex Fashions Limited,BULK,ACHINTYA SECURITIES LIMITED,RETAIL,SELL,82544426.0,0.23,1.8985,2651
2026-02-24,FILATFASH,Filatex Fashions Limited,BULK,ACHINTYA SECURITIES LIMITED,RETAIL,BUY,85692593.0,0.23,1.9709,2652
2026-02-24,FILATFASH,Filatex Fashions Limited,BULK,PRABHAT  SETHIA,RETAIL,SELL,62046126.0,0.22,1.365,2653
2026-02-24,GREENLEAF,Greenleaf Envirotech Ltd,BULK,FORTUNE MONEY CONTROL PRIVATE LIMITED,RETAIL,BUY,39000.0,113.0,0.4407,2654
2026-02-24,GREENLEAF,Greenleaf Envirotech Ltd,BULK,R B K SHARE BROKING LTD,RETAIL,SELL,40000.0,113.1,0.4524,2655
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,376678.0,931.06,35.071,2656
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,385016.0,931.54,35.8658,2657
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,385027.0,931.43,35.8626,2658
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,385117.0,931.88,35.8883,2659
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,440160.0,933.43,41.0859,2660
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,440160.0,933.01,41.0674,2661
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,QE SECURITIES LLP,RETAIL,SELL,314069.0,930.87,29.2357,2662
2026-02-24,KRN,KRN Heat Exchange N Ref L,BULK,QE SECURITIES LLP,RETAIL,BUY,316023.0,929.85,29.3854,2663
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,CLT RESEARCH TECH PRIVATE LTD,RETAIL,BUY,471590.0,209.56,9.8826,2664
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,CLT RESEARCH TECH PRIVATE LTD,RETAIL,SELL,471590.0,209.84,9.8958,2665
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,SELL,424142.0,216.2,9.17,2666
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,BUY,430642.0,216.9,9.3406,2667
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,728576.0,214.9,15.6571,2668
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,751268.0,210.6,15.8217,2669
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,292188.0,215.34,6.292,2670
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,434259.0,214.79,9.3274,2671
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,BUY,1042180.0,211.85,22.0786,2672
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,SELL,1042180.0,212.04,22.0984,2673
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,672873.0,212.85,14.3221,2674
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,696483.0,213.18,14.8476,2675
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,MATHISYS ADVISORS LLP,RETAIL,SELL,598612.0,212.69,12.7319,2676
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,MATHISYS ADVISORS LLP,RETAIL,BUY,602015.0,212.38,12.7856,2677
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,805773.0,213.81,17.2282,2678
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,805773.0,213.66,17.2161,2679
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,1512511.0,214.19,32.3965,2680
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,1512511.0,214.09,32.3813,2681
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,QE SECURITIES LLP,RETAIL,SELL,838520.0,212.41,17.811,2682
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,QE SECURITIES LLP,RETAIL,BUY,859609.0,209.17,17.9804,2683
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,BULK,SARAVANA SECURITIES  D.SATHYAMOORTHI,RETAIL,SELL,900000.0,218.52,19.6668,2684
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,2954800.0,47.37,13.9969,2685
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,2971649.0,47.31,14.0589,2686
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,4317619.0,47.41,20.4698,2687
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,4317619.0,47.38,20.4569,2688
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,BULK,QE SECURITIES LLP,RETAIL,BUY,2962666.0,47.09,13.9512,2689
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,BULK,QE SECURITIES LLP,RETAIL,SELL,2976582.0,47.34,14.0911,2690
2026-02-24,ORTINGLOBE,ORTIN GLOBAL LIMITED,BULK,MIR ATA ALI KHAN,RETAIL,BUY,46000.0,17.97,0.0827,2691
2026-02-24,OSIAHYPER,Osia Hyper Retail Ltd,BULK,DHIRENDRA GAUTAMKUMAR CHOPRA,RETAIL,SELL,1000000.0,9.93,0.993,2692
2026-02-24,PRESS-RE,Presstonic Engineering L,BULK,FORTUNA FUNDCAP PRIVATE LIMITED,RETAIL,BUY,64000.0,2.4,0.0154,2693
2026-02-24,PRESS-RE,Presstonic Engineering L,BULK,PREKSHA JIMESH GANDHI,RETAIL,SELL,80000.0,2.41,0.0193,2694
2026-02-24,PRESS-RE,Presstonic Engineering L,BULK,REVATI HOLDINGS PRIVATE LIMITED,RETAIL,SELL,45600.0,2.41,0.011,2695
2026-02-24,PRESS-RE,Presstonic Engineering L,BULK,SARMALI HINABEN JAYESHBHAI,RETAIL,BUY,56000.0,2.4,0.0134,2696
2026-02-24,PRESS-RE,Presstonic Engineering L,BULK,SATYA PRAKASH MITTAL,RETAIL,BUY,50400.0,2.46,0.0124,2697
2026-02-24,PRIMECAB,Prime Cable Industries L,BULK,ALACRITY SECURITIES LTD,RETAIL,SELL,54400.0,74.64,0.406,2698
2026-02-24,PRIMECAB,Prime Cable Industries L,BULK,ALACRITY SECURITIES LTD,RETAIL,BUY,120000.0,74.53,0.8944,2699
2026-02-24,RATNAVEER,Ratnaveer Precision Eng L,BULK,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL,832.0,160.04,0.0133,2700
2026-02-24,RATNAVEER,Ratnaveer Precision Eng L,BULK,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY,335655.0,159.22,5.3443,2701
2026-02-24,REGAAL,Regaal Resources Limited,BULK,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,BUY,656082.0,68.5,4.4942,2702
2026-02-24,REGAAL,Regaal Resources Limited,BULK,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,SELL,656082.0,68.53,4.4961,2703
2026-02-24,REGAAL,Regaal Resources Limited,BULK,INDUBEN VITHALBHAI KAPURIYA,RETAIL,SELL,1999380.0,68.42,13.6798,2704
2026-02-24,REGAAL,Regaal Resources Limited,BULK,INDUBEN VITHALBHAI KAPURIYA,RETAIL,BUY,2025686.0,68.37,13.8496,2705
2026-02-24,REGAAL,Regaal Resources Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,878324.0,68.24,5.9937,2706
2026-02-24,REGAAL,Regaal Resources Limited,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,884042.0,67.79,5.9929,2707
2026-02-24,REGAAL,Regaal Resources Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,1031926.0,68.31,7.0491,2708
2026-02-24,REGAAL,Regaal Resources Limited,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,1044321.0,68.2,7.1223,2709
2026-02-24,REGAAL,Regaal Resources Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,2688432.0,68.34,18.3727,2710
2026-02-24,REGAAL,Regaal Resources Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,2688432.0,68.28,18.3566,2711
2026-02-24,REGAAL,Regaal Resources Limited,BULK,QE SECURITIES LLP,RETAIL,BUY,581270.0,68.24,3.9666,2712
2026-02-24,REGAAL,Regaal Resources Limited,BULK,QE SECURITIES LLP,RETAIL,SELL,600633.0,68.32,4.1035,2713
2026-02-24,REGAAL,Regaal Resources Limited,BULK,QICAP MARKETS LLP,RETAIL,SELL,882326.0,68.42,6.0369,2714
2026-02-24,REGAAL,Regaal Resources Limited,BULK,QICAP MARKETS LLP,RETAIL,BUY,882326.0,68.39,6.0342,2715
2026-02-24,REGAAL,Regaal Resources Limited,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,BUY,1318864.0,68.37,9.0171,2716
2026-02-24,REGAAL,Regaal Resources Limited,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SELL,1318864.0,68.45,9.0276,2717
2026-02-24,RNBDENIMS,R&B Denims Limited,BULK,PINE OAK GLOBAL FUND,RETAIL,BUY,828151.0,198.6,16.4471,2718
2026-02-24,RNPL,Renol Polychem Limited,BULK,MANGAL KESHAV CAPITAL LIMITED,RETAIL,BUY,48000.0,143.0,0.6864,2719
2026-02-24,RNPL,Renol Polychem Limited,BULK,SHAH RAJESH KANJI,RETAIL,BUY,3600.0,144.58,0.052,2720
2026-02-24,RNPL,Renol Polychem Limited,BULK,SHAH RAJESH KANJI,RETAIL,SELL,55200.0,143.24,0.7907,2721
2026-02-24,SADHNANIQ,Sadhana Nitrochem Limited,BULK,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL,2178943.0,2.3,0.5012,2722
2026-02-24,SANGINITA,Sanginita Chemicals Limit,BULK,DINESHSINH BHIMSINH CHAVADA,RETAIL,SELL,130000.0,14.48,0.1882,2723
2026-02-24,SANGINITA,Sanginita Chemicals Limit,BULK,SHILPA STOCK BROKER PRIVATE LIMITED,RETAIL,BUY,228383.0,14.56,0.3325,2724
2026-02-24,TAC,TAC Infosec Limited,BULK,HARISH KUMAR GUPTA,RETAIL,SELL,162600.0,417.71,6.792,2725
2026-02-24,TAC,TAC Infosec Limited,BULK,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL,221000.0,418.72,9.2537,2726
2026-02-24,TAC,TAC Infosec Limited,BULK,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,BUY,237000.0,417.69,9.8993,2727
2026-02-24,VINEETLAB,Vineet Laboratories Ltd,BULK,SIRISHA CHINTAPALLI,RETAIL,SELL,147938.0,31.53,0.4664,2728
2026-02-24,VIPULLTD,Vipul Limited,BULK,EXPERTPRO REALTY PRIVATE LIMITED,RETAIL,BUY,876509.0,11.46,1.0045,2729
2026-02-24,VIPULLTD,Vipul Limited,BULK,LLOYDS ENTERPRISES LIMITED,RETAIL,SELL,1213126.0,11.52,1.3975,2730
2026-02-25,AURIGROW,Auri Grow India Limited,BULK,DHAVAL SHANKARBHAI RABARI,RETAIL,SELL,11249873.0,0.28,0.315,2731
2026-02-25,BALCO,Solve Plastic Products L,BULK,RAJAN NAIR GANGADHARAN,RETAIL,SELL,30000.0,18.19,0.0546,2732
2026-02-25,CKKRETAIL,C K K Retail Mart Limited,BULK,CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND,RETAIL,SELL,100000.0,214.4,2.144,2733
2026-02-25,COMSYN,Commercial Syn Bags Ltd,BULK,EVERSTOCK MARKPLEX PRIVATE LIMITED,RETAIL,SELL,53221.0,152.89,0.8137,2734
2026-02-25,COMSYN,Commercial Syn Bags Ltd,BULK,EVERSTOCK MARKPLEX PRIVATE LIMITED,RETAIL,BUY,314259.0,152.69,4.7984,2735
2026-02-25,COMSYN,Commercial Syn Bags Ltd,BULK,L7 HITECH PRIVATE LIMITED,RETAIL,SELL,470731.0,195.05,9.1816,2736
2026-02-25,COMSYN,Commercial Syn Bags Ltd,BULK,L7 SECURITIES PRIVATE LIMITED,RETAIL,SELL,295000.0,195.3,5.7614,2737
2026-02-25,CONCORDBIO,Concord Biotech Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,616952.0,1217.94,75.1411,2738
2026-02-25,CONCORDBIO,Concord Biotech Limited,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,616952.0,1218.58,75.1805,2739
2026-02-25,CONTI,Continental Seed Chem Ltd,BULK,DEEPA MAITREYA SHAH,RETAIL,SELL,79992.0,16.5,0.132,2740
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,CLT RESEARCH TECH PRIVATE LTD,RETAIL,SELL,659355.0,289.64,19.0976,2741
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,CLT RESEARCH TECH PRIVATE LTD,RETAIL,BUY,659355.0,289.52,19.0896,2742
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,SELL,952372.0,290.29,27.6464,2743
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,BUY,956895.0,289.7,27.7212,2744
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,GRT STRATEGIC VENTURES LLP,RETAIL,BUY,504649.0,291.23,14.6969,2745
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,GRT STRATEGIC VENTURES LLP,RETAIL,SELL,504649.0,291.35,14.7029,2746
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,HRTI PRIVATE LIMITED,RETAIL,SELL,1176083.0,287.74,33.8406,2747
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,HRTI PRIVATE LIMITED,RETAIL,BUY,1205809.0,286.17,34.5066,2748
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,SELL,795913.0,289.63,23.052,2749
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,IRAGE BROKING SERVICES LLP,RETAIL,BUY,931401.0,285.51,26.5924,2750
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,BUY,1163109.0,289.75,33.7011,2751
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,SELL,1163109.0,290.0,33.7302,2752
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY,2414880.0,289.19,69.8359,2753
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL,2455891.0,289.54,71.1079,2754
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,BUY,709954.0,288.11,20.4545,2755
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SELL,709954.0,288.19,20.4602,2756
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,MUSIGMA SECURITIES,RETAIL,SELL,1376359.0,290.47,39.9791,2757
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,MUSIGMA SECURITIES,RETAIL,BUY,1376359.0,290.39,39.9681,2758
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,BUY,2486201.0,289.36,71.9407,2759
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SELL,2486201.0,289.5,71.9755,2760
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,BUY,474719.0,292.87,13.9031,2761
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,SELL,474719.0,293.11,13.9145,2762
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,SELL,379193.0,294.66,11.1733,2763
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,BUY,379193.0,294.32,11.1604,2764
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,QE SECURITIES LLP,RETAIL,BUY,747845.0,286.63,21.4355,2765
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,QE SECURITIES LLP,RETAIL,SELL,750015.0,287.75,21.5817,2766
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,QICAP MARKETS LLP,RETAIL,BUY,453783.0,292.63,13.2791,2767
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,QICAP MARKETS LLP,RETAIL,SELL,453783.0,292.77,13.2854,2768
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,SHARE INDIA SECURITIES LIMITED,RETAIL,SELL,448556.0,288.75,12.9521,2769
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,SHARE INDIA SECURITIES LIMITED,RETAIL,BUY,448556.0,288.79,12.9538,2770
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,BUY,392134.0,289.19,11.3401,2771
2026-02-25,DEEDEV,DEE Development Eng Ltd,BULK,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SELL,392134.0,289.12,11.3374,2772
2026-02-25,DIVYADHAN,Divyadhan Recycling Ind L,BULK,BONANZA PORTFOLIO LTD,RETAIL,BUY,300000.0,20.9,0.627,2773
2026-02-25,DIVYADHAN,Divyadhan Recycling Ind L,BULK,MARWADI SHARES AND FINANCE LTD.,RETAIL,SELL,300000.0,20.9,0.627,2774
2026-02-25,DURLAX-RE,Durlax Top Surface L,BULK,JIGNESH H DESAI HUF,RETAIL,BUY,82880.0,0.75,0.0062,2775
2026-02-25,ENVIRO,Envirotech Systems Ltd,BULK,AFFLUENCE GEMS PRIVATELIMITED,RETAIL,BUY,181000.0,102.0,1.8462,2776
2026-02-25,ENVIRO,Envirotech Systems Ltd,BULK,BONANZA PORTFOLIO LTD,RETAIL,BUY,352000.0,101.95,3.5886,2777
2026-02-25,ENVIRO,Envirotech Systems Ltd,BULK,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL,181000.0,102.0,1.8462,2778
2026-02-25,ENVIRO,Envirotech Systems Ltd,BULK,MARWADI SHARES AND FINANCE LTD.,RETAIL,SELL,222000.0,101.95,2.2633,2779
2026-02-25,ENVIRO,Envirotech Systems Ltd,BULK,NECTA BLOOM VCC - NECTA BLOOM ONE,RETAIL,SELL,130000.0,101.95,1.3254,2780
