symbol,date,source,headline,sentiment,sent_score,themes,signal_type,link,article_id,processed_at
MUTHOOTFIN,2026-07-01,MINT_COMPANIES,Prudential-HCL joint venture becomes India’s eighth standalone health insurer,BEARISH,-1.0,"FINANCIALISATION,HEALTHTECH,WEALTH_MGMT",COMPANY_SPECIFIC,https://www.livemint.com/companies/news/prudential-hcl-health-irdai-approval-11782915502104.html,https://www.livemint.com/companies/news/prudential-hcl-health-irdai-approval-11782915502104.html,2026-07-03 04:16
TATAS,2026-07-01,MINT_COMPANIES,"RBI inserts indirect public funds definition, Tata Sons listing back in focus",BULLISH,1.0,INDIA_PLUS_ONE,COMPANY_SPECIFIC,https://www.livemint.com/companies/rbi-indirect-public-funds-definition-tata-sons-listing-ipo-11782908665318.html,https://www.livemint.com/companies/rbi-indirect-public-funds-definition-tata-sons-listing-ipo-11782908665318.html,2026-07-03 04:17
INFY,2026-07-01,MINT_COMPANIES,"RBI inserts indirect public funds definition, Tata Sons listing back in focus",NEUTRAL,0.0,INDIA_PLUS_ONE,COMPANY_SPECIFIC,https://www.livemint.com/companies/rbi-indirect-public-funds-definition-tata-sons-listing-ipo-11782908665318.html,https://www.livemint.com/companies/rbi-indirect-public-funds-definition-tata-sons-listing-ipo-11782908665318.html,2026-07-03 04:17
INFY,2026-07-01,MINT_COMPANIES,Accenture continues to expand India footprint with  ₹355-crore Pune lease,NEUTRAL,0.0,"DIGITAL_INDIA,FINANCIALISATION",SECTOR,https://www.livemint.com/companies/news/accenture-continues-to-expands-india-footprint-with-355-crore-pune-lease-11782899580975.html,https://www.livemint.com/companies/news/accenture-continues-to-expands-india-footprint-with-355-crore-pune-lease-11782899580975.html,2026-07-03 04:17
PRESTIGE,2026-07-01,MINT_COMPANIES,HSBC signs 1.2 million sq ft GCC deal with Prestige Group in Bengaluru,BEARISH,-1.0,"CAPEX_CYCLE,INFRASTRUCTURE_BUILD",COMPANY_SPECIFIC,https://www.livemint.com/companies/news/hsbc-signs-1-2-million-sq-ft-gcc-deal-with-prestige-group-in-bengaluru-11782897349903.html,https://www.livemint.com/companies/news/hsbc-signs-1-2-million-sq-ft-gcc-deal-with-prestige-group-in-bengaluru-11782897349903.html,2026-07-03 04:17
HINDBANK,2026-07-01,MINT_COMPANIES,Who is Rajiv Kumar? The ex-poll panel chief who oversaw India's largest elections and is now set to lead HDFC Bank,NEUTRAL,0.0,"COMPANY_SPECIFIC,FINANCIALISATION",COMPANY_SPECIFIC,https://www.livemint.com/companies/news/who-is-rajiv-kumar-the-ex-poll-panel-chief-who-oversaw-indias-largest-elections-and-is-now-set-to-lead-hdfc-bank-11782896337746.html,https://www.livemint.com/companies/news/who-is-rajiv-kumar-the-ex-poll-panel-chief-who-oversaw-indias-largest-elections-and-is-now-set-to-lead-hdfc-bank-11782896337746.html,2026-07-03 04:17
INDIGO,2026-07-01,MINT_COMPANIES,IndiGo launches ‘IndiGo Lite’ cabin baggage-only fare to offer cheaper tickets,NEUTRAL,0.0,"TRAVEL_TOURISM,FINANCIALISATION,CONSUMER_PACKAGING",SECTOR,https://www.livemint.com/companies/news/indigo-launches-indigo-lite-cabin-baggage-only-fare-to-offer-cheaper-tickets-11782893586182.html,https://www.livemint.com/companies/news/indigo-launches-indigo-lite-cabin-baggage-only-fare-to-offer-cheaper-tickets-11782893586182.html,2026-07-03 04:17
MRF,2026-06-26,MINT_ECONOMY,Govt eases Quality Control Order rules: Which industry segments are likely to get relief?,NEUTRAL,0.0,"QUALITY_GROWTH,CAPEX_CYCLE,PREMIUMISATION",SECTOR,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,2026-07-03 04:19
TITAN,2026-06-26,MINT_ECONOMY,Govt eases Quality Control Order rules: Which industry segments are likely to get relief?,NEUTRAL,0.0,"QUALITY_GROWTH,CAPEX_CYCLE,PREMIUMISATION",SECTOR,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,2026-07-03 04:19
BLUECHIP,2026-06-26,MINT_ECONOMY,Govt eases Quality Control Order rules: Which industry segments are likely to get relief?,NEUTRAL,0.0,"QUALITY_GROWTH,CAPEX_CYCLE,PREMIUMISATION",SECTOR,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,2026-07-03 04:19
WHIRLPOOLINDIA,2026-06-26,MINT_ECONOMY,Govt eases Quality Control Order rules: Which industry segments are likely to get relief?,NEUTRAL,0.0,"QUALITY_GROWTH,CAPEX_CYCLE,PREMIUMISATION",SECTOR,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,2026-07-03 04:19
HCLTECH,2026-06-26,MINT_ECONOMY,Govt eases Quality Control Order rules: Which industry segments are likely to get relief?,NEUTRAL,0.0,"QUALITY_GROWTH,CAPEX_CYCLE,PREMIUMISATION",SECTOR,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,https://www.livemint.com/economy/govt-eases-quality-control-order-rules-which-industry-segments-are-likely-to-get-relief-11782479810184.html,2026-07-03 04:19
IRCON,2026-06-24,MINT_ECONOMY,"Global giants backing India’s shipbuilding boom, says shipping secretary",BULLISH,1.0,INFRASTRUCTURE_BUILD,SECTOR,https://www.livemint.com/economy/global-giants-backing-india-shipbuilding-boom-says-shipping-secretary-11782289535387.html,https://www.livemint.com/economy/global-giants-backing-india-shipbuilding-boom-says-shipping-secretary-11782289535387.html,2026-07-03 04:20
GRASIM,2026-06-24,MINT_ECONOMY,"Global giants backing India’s shipbuilding boom, says shipping secretary",BULLISH,1.0,INFRASTRUCTURE_BUILD,SECTOR,https://www.livemint.com/economy/global-giants-backing-india-shipbuilding-boom-says-shipping-secretary-11782289535387.html,https://www.livemint.com/economy/global-giants-backing-india-shipbuilding-boom-says-shipping-secretary-11782289535387.html,2026-07-03 04:20
JSWSTEEL,2026-06-24,MINT_ECONOMY,"Global giants backing India’s shipbuilding boom, says shipping secretary",BULLISH,1.0,INFRASTRUCTURE_BUILD,SECTOR,https://www.livemint.com/economy/global-giants-backing-india-shipbuilding-boom-says-shipping-secretary-11782289535387.html,https://www.livemint.com/economy/global-giants-backing-india-shipbuilding-boom-says-shipping-secretary-11782289535387.html,2026-07-03 04:20
IRCTC,2026-06-22,MINT_ECONOMY,RBI governor asks banks to treat MSMEs as long-term partners,BEARISH,-1.0,"DIGITAL_INDIA,FINANCIALISATION",MACRO,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,2026-07-03 04:21
PAYTM,2026-06-22,MINT_ECONOMY,RBI governor asks banks to treat MSMEs as long-term partners,BULLISH,1.0,"DIGITAL_INDIA,FINANCIALISATION",MACRO,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,2026-07-03 04:21
MINDTREE,2026-06-22,MINT_ECONOMY,RBI governor asks banks to treat MSMEs as long-term partners,BEARISH,-1.0,"DIGITAL_INDIA,FINANCIALISATION",MACRO,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,2026-07-03 04:21
HCLTECH,2026-06-22,MINT_ECONOMY,RBI governor asks banks to treat MSMEs as long-term partners,BULLISH,1.0,"DIGITAL_INDIA,FINANCIALISATION",MACRO,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,2026-07-03 04:21
INFOSYS,2026-06-22,MINT_ECONOMY,RBI governor asks banks to treat MSMEs as long-term partners,BULLISH,1.0,"DIGITAL_INDIA,FINANCIALISATION",MACRO,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,2026-07-03 04:21
TECHM,2026-06-22,MINT_ECONOMY,RBI governor asks banks to treat MSMEs as long-term partners,BULLISH,1.0,"DIGITAL_INDIA,FINANCIALISATION",MACRO,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,https://www.livemint.com/economy/rbi-governor-asks-banks-to-treat-msmes-as-long-term-partners-11782135648303.html,2026-07-03 04:21
BANDHABANK,2024-04-23,MC_BUZZING,"Bulk deals: Societe Generale, Marshall Wace active in Bandhan Bank, BoB and Manappuram Finance",BEARISH,-1.0,"INTEREST_RATE_CYCLE,BANKING_CREDIT",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,2026-07-03 04:21
BOB,2024-04-23,MC_BUZZING,"Bulk deals: Societe Generale, Marshall Wace active in Bandhan Bank, BoB and Manappuram Finance",BEARISH,-1.0,"INTEREST_RATE_CYCLE,BANKING_CREDIT",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,2026-07-03 04:21
MMFIN,2024-04-23,MC_BUZZING,"Bulk deals: Societe Generale, Marshall Wace active in Bandhan Bank, BoB and Manappuram Finance",BEARISH,-1.0,"INTEREST_RATE_CYCLE,BANKING_CREDIT",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,2026-07-03 04:21
UJIVAN,2024-04-23,MC_BUZZING,"Bulk deals: Societe Generale, Marshall Wace active in Bandhan Bank, BoB and Manappuram Finance",NEUTRAL,0.0,"INTEREST_RATE_CYCLE,BANKING_CREDIT",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,https://www.moneycontrol.com/news/buzzing-stocks/bulk-deals-societe-generale-marshall-wace-activebandhan-bank-bobmanappuram-finance_17532011.html,2026-07-03 04:21
NEUTRAL,2024-04-23,MC_BUZZING,Gainers and Losers: 10 stocks that moved the most on April 23,NEUTRAL,0.0,LARGECAP_VALUE,SECTOR,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,2026-07-03 04:21
NEUTRAL,2024-04-23,MC_BUZZING,Gainers and Losers: 10 stocks that moved the most on April 23,NEUTRAL,0.0,LARGECAP_VALUE,SECTOR,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,2026-07-03 04:21
NEUTRAL,2024-04-23,MC_BUZZING,Gainers and Losers: 10 stocks that moved the most on April 23,NEUTRAL,0.0,LARGECAP_VALUE,SECTOR,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,2026-07-03 04:21
NEUTRAL,2024-04-23,MC_BUZZING,Gainers and Losers: 10 stocks that moved the most on April 23,NEUTRAL,0.0,LARGECAP_VALUE,SECTOR,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,2026-07-03 04:21
NEUTRAL,2024-04-23,MC_BUZZING,Gainers and Losers: 10 stocks that moved the most on April 23,NEUTRAL,0.0,LARGECAP_VALUE,SECTOR,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,2026-07-03 04:21
NEUTRAL,2024-04-23,MC_BUZZING,Gainers and Losers: 10 stocks that moved the most on April 23,NEUTRAL,0.0,LARGECAP_VALUE,SECTOR,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,https://www.moneycontrol.com/news/buzzing-stocks/gainerslosers-10-stocks-that-movedmostapril-23_17531921.html,2026-07-03 04:21
IDEA,2024-04-23,MC_BUZZING,"Vodafone Idea zooms 12% after FPO sees 6x subscription; focus shifts to allotment, listing",BULLISH,1.0,"CAPEX_CYCLE,DIGITAL_INDIA",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/vodafone-idea-zooms-12-after-fpo-sees-6x-subscription-focus-shifts-to-allotment-listing_17531831.html,https://www.moneycontrol.com/news/buzzing-stocks/vodafone-idea-zooms-12-after-fpo-sees-6x-subscription-focus-shifts-to-allotment-listing_17531831.html,2026-07-03 04:22
GSPL,2024-04-23,MC_BUZZING,Gujarat State Petronet falls sharply from day#39;s high as tariff cut triggers flurry of downgrades,BEARISH,-1.0,"CAPITAL_ALLOCATION,ENERGY,MACRO",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/gujarat-state-petronet-falls-sharplyday39s-high-as-tariff-cut-triggers-flurrydowngrades_17531471.html,https://www.moneycontrol.com/news/buzzing-stocks/gujarat-state-petronet-falls-sharplyday39s-high-as-tariff-cut-triggers-flurrydowngrades_17531471.html,2026-07-03 04:22
PSPPROJ,2024-04-23,MC_BUZZING,PSP Projects share gains 4% on launching Rs 244-crore QIP,NEUTRAL,0.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/psp-projects-share-gains-4launching-rs-244-crore-qip_17531171.html,https://www.moneycontrol.com/news/buzzing-stocks/psp-projects-share-gains-4launching-rs-244-crore-qip_17531171.html,2026-07-03 04:22
TEJASNET,2024-04-23,MC_BUZZING,"Tejas Network zooms 20% to 52-week high on stellar Q4 score, Emkay raises target",BULLISH,1.0,CAPEX_CYCLE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/tejas-network-zooms-20-to-52-week-highstellar-q4-score-emkay-raises-target_17531161.html,https://www.moneycontrol.com/news/buzzing-stocks/tejas-network-zooms-20-to-52-week-highstellar-q4-score-emkay-raises-target_17531161.html,2026-07-03 04:22
MARLOGBS,2024-04-23,MC_BUZZING,Mahindra Logistics falls 1.4% on Rs 11.9 crore net loss in Q4,BEARISH,-1.0,LOGISTICS_MODERNISATION,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/mahindra-logistics-falls-14rs-119-crore-net-lossq4_17530911.html,https://www.moneycontrol.com/news/buzzing-stocks/mahindra-logistics-falls-14rs-119-crore-net-lossq4_17530911.html,2026-07-03 04:22
HATSUN,2024-04-23,MC_BUZZING,Hatsun Agro zooms 11% as Q4 net profit doubles at Rs 52 crore,BULLISH,1.0,RURAL_CONSUMPTION,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/hatsun-agro-zooms-11-as-q4-net-profit-doubles-at-rs-52-crore_17530861.html,https://www.moneycontrol.com/news/buzzing-stocks/hatsun-agro-zooms-11-as-q4-net-profit-doubles-at-rs-52-crore_17530861.html,2026-07-03 04:22
KPENERGY,2024-04-23,MC_BUZZING,KP Energy locked at 5% upper circuit on 9-MW wind power project contract,BULLISH,1.0,GREEN_ENERGY,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/kp-energy-locked-at-5-upper-circuit9-mw-wind-power-project-contract_17530841.html,https://www.moneycontrol.com/news/buzzing-stocks/kp-energy-locked-at-5-upper-circuit9-mw-wind-power-project-contract_17530841.html,2026-07-03 04:22
INOXWIND,2024-04-23,MC_BUZZING,Inox Wind share price up 6% as board to consider bonus share proposal,BULLISH,1.0,"CAPITAL_RAISE,SHARE_BUYBACK",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/inox-wind-share-price6-as-board-to-consider-bonus-share-proposal_17530831.html,https://www.moneycontrol.com/news/buzzing-stocks/inox-wind-share-price6-as-board-to-consider-bonus-share-proposal_17530831.html,2026-07-03 04:22
BAJFINANCE,2024-04-23,MC_BUZZING,UBS issues #39;sell#39; tag on Bajaj Finance before housing unit board meet over listing,BEARISH,-1.0,MICROFINANCE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/ubs-issues-39sell39-tagbajaj-finance-before-housing-unit-board-meet-over-listing_17530761.html,https://www.moneycontrol.com/news/buzzing-stocks/ubs-issues-39sell39-tagbajaj-finance-before-housing-unit-board-meet-over-listing_17530761.html,2026-07-03 04:23
WIPRO,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
RELIANCE,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
BAJAJELEC,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
HEROMOTOCO,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
TCP,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
MAHLOG,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
INDUSINDBK,2024-04-23,MC_BUZZING,"Buzzing Stocks: Wipro, Reliance, PSP Projects, Bajaj Electricals, Hero MotoCorp, TCP, Mahindra Logistics, IndusInd Bank and others",NEUTRAL,0.0,LARGECAP_VALUE,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,https://www.moneycontrol.com/news/buzzing-stocks/buzzing-stocks-wipro-reliance-psp-projects-bajaj-electricals-hero-motocorp-tcp-mahindra-logistics-indusind-bankothers_17530561.html,2026-07-03 04:23
HDFCBANK,2024-04-23,MC_NEWS,"Buy HDFC Bank; target of Rs 1,850: ICICI Securities",BULLISH,1.0,"BANKING_CREDIT,WEALTH_MGMT",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-hdfc-bank-targetrs-1850-icici-securities_17531671.html,https://www.moneycontrol.com/news/recommendations/buy-hdfc-bank-targetrs-1850-icici-securities_17531671.html,2026-07-03 04:23
TEJASNET,2024-04-23,MC_NEWS,Buy Tejas Networks; target of Rs 1100: Emkay Global Financial,BULLISH,1.0,QUALITY_GROWTH,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-tejas-networks-targetrs-1100-emkay-global-financial_17531621.html,https://www.moneycontrol.com/news/recommendations/buy-tejas-networks-targetrs-1100-emkay-global-financial_17531621.html,2026-07-03 04:23
BAJFINACE,2024-04-23,MC_NEWS,Buy Bajaj Finance; target of Rs 9000: Emkay Global Financial,BULLISH,1.0,MARGIN_LOANS,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-bajaj-finance-targetrs-9000-emkay-global-financial_17531641.html,https://www.moneycontrol.com/news/recommendations/buy-bajaj-finance-targetrs-9000-emkay-global-financial_17531641.html,2026-07-03 04:23
PERSISTENT,2024-04-23,MC_NEWS,Reduce Persistent Systems; target of Rs 3700: Emkay Global Financial,BEARISH,-1.0,QUALITY_GROWTH,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/reduce-persistent-systems-targetrs-3700-emkay-global-financial_17531581.html,https://www.moneycontrol.com/news/recommendations/reduce-persistent-systems-targetrs-3700-emkay-global-financial_17531581.html,2026-07-03 04:23
ABFRL,2024-04-23,MC_NEWS,Reduce Aditya Birla Fashion and Retail; target of Rs 230: Emkay Global Financial,BEARISH,-1.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/reduce-aditya-birla-fashionretail-targetrs-230-emkay-global-financial_17531571.html,https://www.moneycontrol.com/news/recommendations/reduce-aditya-birla-fashionretail-targetrs-230-emkay-global-financial_17531571.html,2026-07-03 04:23
WIPRO,2024-04-23,MC_NEWS,Reduce Wipro; target of Rs 410: ICICI Securities,BULLISH,1.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/reduce-wipro-targetrs-410-icici-securities_17531461.html,https://www.moneycontrol.com/news/recommendations/reduce-wipro-targetrs-410-icici-securities_17531461.html,2026-07-03 04:24
HDFCLIFE,2024-04-23,MC_NEWS,Buy HDFC Life Insurance Company; target of Rs 739: ICICI Securities,BULLISH,1.0,INVESTOR_SENTIMENT,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-hdfc-life-insurance-company-targetrs-739-icici-securities_17531391.html,https://www.moneycontrol.com/news/recommendations/buy-hdfc-life-insurance-company-targetrs-739-icici-securities_17531391.html,2026-07-03 04:24
PETRIN,2024-04-23,MC_NEWS,Buy Patel Engineering; target of Rs 80: ICICI Direct,BULLISH,1.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-patel-engineering-targetrs-80-icici-direct_17531401.html,https://www.moneycontrol.com/news/recommendations/buy-patel-engineering-targetrs-80-icici-direct_17531401.html,2026-07-03 04:24
INFY,2024-04-23,MC_NEWS,Accumulate Infosys; target of Rs 1531: KR Choksey,BULLISH,1.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/accumulate-infosys-targetrs-1531-kr-choksey_17531411.html,https://www.moneycontrol.com/news/recommendations/accumulate-infosys-targetrs-1531-kr-choksey_17531411.html,2026-07-03 04:24
JINDALDRIL,2024-04-23,MC_NEWS,Buy Jindal Drilling and Industries; target of Rs 960: Anand Rathi,BULLISH,1.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-jindal-drillingindustries-targetrs-960-anand-rathi_17531431.html,https://www.moneycontrol.com/news/recommendations/buy-jindal-drillingindustries-targetrs-960-anand-rathi_17531431.html,2026-07-03 04:24
INDUSTOWERS,2024-04-23,MC_NEWS,Sell Indus Tower; target of Rs 260: ICICI Securities,BEARISH,-1.0,,COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/sell-indus-tower-targetrs-260-icici-securities_17531381.html,https://www.moneycontrol.com/news/recommendations/sell-indus-tower-targetrs-260-icici-securities_17531381.html,2026-07-03 04:24
CUB,2024-04-23,MC_NEWS,Buy City Union Bank; target of Rs 170: ICICI Securities,BULLISH,1.0,"BANKING_CREDIT,DIVIDEND_YIELD",COMPANY_SPECIFIC,https://www.moneycontrol.com/news/recommendations/buy-city-union-bank-targetrs-170-icici-securities_17531361.html,https://www.moneycontrol.com/news/recommendations/buy-city-union-bank-targetrs-170-icici-securities_17531361.html,2026-07-03 04:24
