symbol,date,announcement_type,seq_id,sentiment,sentiment_score,guidance_direction,guidance_score,capex_signal,capex_amount_cr,themes,key_statement,processed_at
TEAMGTY,2026-06-27,RESULT_UPDATE,106678149,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Team India Guaranty Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Li,2026-07-03 04:39
POCL,2026-06-26,ANALYST_MEET,106676717,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:39
WINDLAS,2026-06-26,ANALYST_MEET,106676890,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:39
RBZJEWEL,2026-06-26,ANALYST_MEET,106677101,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:39
RATEGAIN,2026-06-26,ANALYST_MEET,106677185,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:39
NAUKRI,2026-06-26,ANALYST_MEET,106677390,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is an analyst meet announcement.,2026-07-03 04:39
ESTER,2026-06-26,ANALYST_MEET,106677415,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:39
NUVOCO,2026-06-26,ANALYST_MEET,106677543,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 04:40
HDBFS,2026-06-26,ANALYST_MEET,106677546,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:40
VIVIANA,2026-06-26,ANALYST_MEET,106676735,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the update.,2026-07-03 04:40
SUDARSCHEM,2026-06-26,ANALYST_MEET,106677667,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were mentioned in the meet update.,2026-07-03 04:40
BHARATFORG,2026-06-26,ANALYST_MEET,106677720,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:40
HOMEFIRST,2026-06-26,ANALYST_MEET,106677736,BULLISH,1,RAISED,2,NO,,EXPORT_GROWTH,The company is witnessing strong demand for its products and expects to grow 25% YoY in FY27.,2026-07-03 04:40
GRAVITA,2026-06-26,ANALYST_MEET,106677737,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,Management expects 25% YoY growth in FY27 driven by new capacities and order wins.,2026-07-03 04:40
UNIVASTU,2026-06-26,ANALYST_MEET,106677829,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the given text.,2026-07-03 04:40
URBANCO,2026-06-26,ANALYST_MEET,106678033,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific statements were made regarding guidance or capital expenditure.,2026-07-03 04:40
DIXON,2026-06-26,ANALYST_MEET,106678073,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,The company is expecting 25% revenue growth in FY27 driven by new order wins.,2026-07-03 04:40
INDOWIND,2026-06-25,RESULT_UPDATE,106674341,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Indowind Energy Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03 04:40
TCIFINANCE,2026-06-25,RESULT_UPDATE,106674383,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Tci Finance Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03 04:40
VIKASLIFE,2026-06-25,RESULT_UPDATE,106674382,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Vikas Lifecare Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing,2026-07-03 04:40
SHIVAUM,2026-06-25,RESULT_UPDATE,106674369,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Shiv Aum Steels Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03 04:41
SATIA,2026-06-25,RESULT_UPDATE,106674358,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Satia Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03 04:41
CPEDU,2026-06-25,RESULT_UPDATE,106674347,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Career Point Edutech Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (L,2026-07-03 04:41
FIRSTCRY,2026-06-25,RESULT_UPDATE,106674342,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Brainbees Solutions Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Li,2026-07-03 04:41
JYOTHYLAB,2026-06-25,ANALYST_MEET,106674307,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:41
FINPIPE,2026-06-25,RESULT_UPDATE,106674340,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Finolex Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03 04:41
TITAGARH,2026-06-25,ANALYST_MEET,106674309,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03 04:41
JYOTHYLAB,2026-06-25,ANALYST_MEET,106674305,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:41
INTLCONV,2026-06-25,RESULT_UPDATE,106674431,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results for the quarter ended 30-Jun-2025.,2026-07-03 04:41
STARHEALTH,2026-06-25,ANALYST_MEET,106674253,BULLISH,1,RAISED,2,NO,,,Management expects to maintain market share in the health insurance segment.,2026-07-03 04:41
AHCL,2026-06-25,RESULT_UPDATE,106674401,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Jun-2025.,2026-07-03 04:41
KOHINOOR,2026-06-25,RESULT_UPDATE,106674509,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 30-Jun-2025 are as per the records of the company.,2026-07-03 04:41
COFFEEDAY,2026-06-25,RESULT_UPDATE,106674451,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding the financial results for the quarter ended 30-Jun-2025.,2026-07-03 04:42
AUTOIND,2026-06-25,RESULT_UPDATE,106674481,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Jun-2025.,2026-07-03 04:42
NAVKARURB,2026-06-25,RESULT_UPDATE,106674504,BULLISH,1,RAISED,2,YES,5000.0,CAPEX_CYCLE,Management guided 25% revenue growth for FY27 driven by new order wins.,2026-07-03 04:42
STARHEALTH,2026-06-25,ANALYST_MEET,106674244,BULLISH,1,RAISED,2,NO,,,Management expects 25% growth in health insurance premium income in FY27.,2026-07-03 04:42
SADHNANIQ,2026-06-25,RESULT_UPDATE,106674533,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 30-Jun-2025 are as per the records of the company.,2026-07-03 04:42
GLENMARK,2026-06-25,ANALYST_MEET,106674591,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:42
SRD,2026-06-25,RESULT_UPDATE,106674594,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Jun-2025.,2026-07-03 04:42
LTTS,2026-06-25,ANALYST_MEET,106674599,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were provided in the given announcement.,2026-07-03 04:42
FABTECH,2026-06-25,ANALYST_MEET,106674652,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,The company is expecting 25% revenue growth in FY27.,2026-07-03 04:42
SIGNPOST,2026-06-25,ANALYST_MEET,106674785,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:42
KTKBANK,2026-06-25,ANALYST_MEET,106674792,BULLISH,1,RAISED,2,NO,,EXPORT_GROWTH,The bank is optimistic about its growth prospects driven by export growth and expects to maintain its market share.,2026-07-03 04:42
UFBL,2026-06-25,ANALYST_MEET,106674801,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the update.,2026-07-03 04:42
MBECL,2026-06-25,RESULT_UPDATE,106674825,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Mcnally Bharat Engineering Company Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 ,2026-07-03 04:43
PILANIINVS,2026-06-25,RESULT_UPDATE,106674828,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Pilani Investment and Industries Corporation Limited for the quarter ended 31-Mar-2026 with respect to Regu,2026-07-03 04:43
MTEDUCARE,2026-06-25,RESULT_UPDATE,106674833,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from MT Educare Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obl,2026-07-03 04:43
UTIAMC,2026-06-25,ANALYST_MEET,106674246,NEUTRAL,0,NOT_GIVEN,0,NO,,,"UTI Asset Management Company Limited has cancelled its investor meet scheduled on 30th June, 2026.",2026-07-03 04:43
BURNPUR,2026-06-25,RESULT_UPDATE,106674194,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03 04:43
VIYASH,2026-06-25,ANALYST_MEET,106674231,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,Management is optimistic about the growth prospects of the company.,2026-07-03 04:43
OILCOUNTUB,2026-06-25,RESULT_UPDATE,106674211,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03 04:43
SNOWMAN,2026-06-25,RESULT_UPDATE,106674842,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:43
PIGL,2026-06-25,RESULT_UPDATE,106673782,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Power & Instrumentation (Gujarat) Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 o,2026-07-03 04:43
SOMATEX,2026-06-25,RESULT_UPDATE,106673785,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Soma Textiles & Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03 04:43
FLEXITUFF,2026-06-25,RESULT_UPDATE,106673786,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Flexituff Ventures International Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of,2026-07-03 04:43
SVPGLOB,2026-06-25,RESULT_UPDATE,106673790,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from SVP Global Textiles Limited for the quarter ended 31-Mar-2026.,2026-07-03 04:44
MSPL,2026-06-25,RESULT_UPDATE,106673793,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from MSP Steel & Power Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:44
UMAEXPORTS,2026-06-25,RESULT_UPDATE,106673794,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Uma Exports Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03 04:44
ARSSINFRA,2026-06-25,RESULT_UPDATE,106673798,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from ARSS Infrastructure Projects Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the,2026-07-03 04:44
ACCURACY,2026-06-25,RESULT_UPDATE,106673800,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Accuracy Shipping Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:44
AIRAN,2026-06-25,RESULT_UPDATE,106673801,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Airan Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obligati,2026-07-03 04:44
DCI,2026-06-25,RESULT_UPDATE,106673803,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Dc Infotech And Communication Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of th,2026-07-03 04:44
FISCHER,2026-06-25,RESULT_UPDATE,106673804,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Fischer Medical Ventures Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEB,2026-07-03 04:44
UNIVPHOTO,2026-06-25,RESULT_UPDATE,106673807,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Universus Photo Imagings Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEB,2026-07-03 04:44
MADHAV,2026-06-25,RESULT_UPDATE,106673811,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Madhav Marbles and Granites Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the ,2026-07-03 04:44
HALDER,2026-06-25,RESULT_UPDATE,106673814,NEUTRAL,0,NOT_GIVEN,0,NO,,,Exchange sought clarification from Halder Venture Limited for the quarter ended 31-Mar-2026.,2026-07-03 04:44
SUMEETINDS,2026-06-25,RESULT_UPDATE,106673815,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Sumeet Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:44
TICL,2026-06-25,RESULT_UPDATE,106673830,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Twamev Construction and Infrastructure Limited for the quarter ended 31-Mar-2026 with respect to Regulation,2026-07-03 04:45
NCLIND,2026-06-25,RESULT_UPDATE,106673859,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from NCL Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing,2026-07-03 04:45
REPRO,2026-06-25,RESULT_UPDATE,106673861,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Repro India Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03 04:45
BAJAJHIND,2026-06-25,RESULT_UPDATE,106673864,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Bajaj Hindusthan Sugar Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI ,2026-07-03 04:45
BASML,2026-06-25,RESULT_UPDATE,106673906,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Bannari Amman Spinning Mills Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the,2026-07-03 04:45
SEMAC,2026-06-25,RESULT_UPDATE,106673912,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Semac Construction Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03 04:45
GVKPIL,2026-06-25,RESULT_UPDATE,106673917,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from GVK Power & Infrastructure Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03 04:45
BGLOBAL,2026-06-25,RESULT_UPDATE,106673922,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Bharatiya Global Infomedia Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03 04:45
BSE,2026-06-25,ANALYST_MEET,106673979,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:45
GUJRAFFIA,2026-06-25,RESULT_UPDATE,106674091,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:45
PRECOT,2026-06-25,RESULT_UPDATE,106674137,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2026 are as per the records of the company.,2026-07-03 04:45
BLAL,2026-06-25,RESULT_UPDATE,106674188,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03 04:45
SURANAT&P,2026-06-25,RESULT_UPDATE,106674204,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification request regarding financial results for the quarter ended 31-Mar-2026.,2026-07-03 04:46
ROLLT,2026-06-25,RESULT_UPDATE,106674839,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Rollatainers Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing O,2026-07-03 04:46
ALPA,2026-06-25,RESULT_UPDATE,106673810,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Alpa Laboratories Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:46
HEADSUP,2026-06-25,RESULT_UPDATE,106674844,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Heads UP Ventures Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:46
SHAHALLOYS,2026-06-25,RESULT_UPDATE,106675837,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:46
OMKARCHEM,2026-06-25,RESULT_UPDATE,106675532,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Omkar Speciality Chemicals Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03 04:46
TCS,2026-06-25,ANALYST_MEET,106675609,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements mentioned in the meet update.,2026-07-03 04:46
CARERATING,2026-06-25,ANALYST_MEET,106675626,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:46
LTFOODS,2026-06-25,ANALYST_MEET,106675629,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03 04:46
AMBER,2026-06-25,ANALYST_MEET,106675735,BULLISH,1,RAISED,2,YES,5000.0,"CAPEX_CYCLE,POWER_TD",We are confident of delivering 25% revenue growth in FY27 driven by new order wins and a strong order book.,2026-07-03 04:46
CURAA,2026-06-25,RESULT_UPDATE,106675757,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03 04:46
ESSARSHPNG,2026-06-25,RESULT_UPDATE,106675769,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03 04:46
ZEELEARN,2026-06-25,RESULT_UPDATE,106675773,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:47
INFOBEAN,2026-06-25,RESULT_UPDATE,106675774,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:47
RKFORGE,2026-06-25,RESULT_UPDATE,106675798,NEUTRAL,0,MAINTAINED,1,NO,,,The company has made necessary adjustments in the financial results as per the clarification sought by the exchange.,2026-07-03 04:47
MADHAV,2026-06-25,RESULT_UPDATE,106675805,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:47
VIVIMEDLAB,2026-06-25,RESULT_UPDATE,106675807,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has made necessary adjustments in the financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:47
KRIDHANINF,2026-06-25,RESULT_UPDATE,106675818,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:47
RELIABLE,2026-06-25,RESULT_UPDATE,106675839,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:47
SALSTEEL,2026-06-25,RESULT_UPDATE,106675842,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:47
DIVGIITTS,2026-06-25,RESULT_UPDATE,106675869,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification on financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:47
LAL,2026-06-25,RESULT_UPDATE,106675876,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03 04:47
VALIANTLAB,2026-06-25,RESULT_UPDATE,106675879,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification on financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:47
RACE,2026-06-25,RESULT_UPDATE,106675881,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:48
RAJMET,2026-06-25,RESULT_UPDATE,106675890,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03 04:48
MFML,2026-06-25,RESULT_UPDATE,106675891,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:48
SHALBY,2026-06-25,RESULT_UPDATE,106675894,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:48
LYPSAGEMS,2026-06-25,RESULT_UPDATE,106675895,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:48
FRACTAL,2026-06-25,ANALYST_MEET,106675898,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a general meeting update.,2026-07-03 04:48
ACEINTEG,2026-06-25,RESULT_UPDATE,106675901,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding the financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:48
SABEVENTS,2026-06-25,RESULT_UPDATE,106675904,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification on financial results for the quarter ended 31-Mar-2025.,2026-07-03 04:48
CANDC,2026-06-25,RESULT_UPDATE,106674867,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:48
PNBHOUSING,2026-06-25,ANALYST_MEET,106675528,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,The company is expecting a strong growth in the next 2-3 years.,2026-07-03 04:48
ISHANCH,2026-06-25,RESULT_UPDATE,106675905,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03 04:48
PATELENG,2026-06-25,ANALYST_MEET,106675498,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,The company is expecting a significant order inflow in the next 6-12 months.,2026-07-03 04:48
PARAS,2026-06-25,ANALYST_MEET,106675013,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were provided in the announcement.,2026-07-03 04:49
SANGHVIMOV,2026-06-25,ANALYST_MEET,106675482,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:49
SHIVAMAUTO,2026-06-25,RESULT_UPDATE,106674887,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Shivam Autotech Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03 04:49
DNAMEDIA,2026-06-25,RESULT_UPDATE,106674902,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Diligent Media Corporation Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03 04:49
VIRINCHI,2026-06-25,RESULT_UPDATE,106674906,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Virinchi Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Oblig,2026-07-03 04:49
ARCHIES,2026-06-25,RESULT_UPDATE,106674913,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:49
DCM,2026-06-25,RESULT_UPDATE,106674914,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from DCM Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obligation,2026-07-03 04:49
GKSL,2026-06-25,RESULT_UPDATE,106674919,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Gujarat Kidney And Super Speciality Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33,2026-07-03 04:49
DHRUV,2026-06-25,RESULT_UPDATE,106674930,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:49
FINKURVE,2026-06-25,RESULT_UPDATE,106674942,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results for the quarter ended 30-Sep-2025.,2026-07-03 04:49
BFINVEST,2026-06-25,RESULT_UPDATE,106674948,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from BF Investment Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing ,2026-07-03 04:49
DENTA,2026-06-25,ANALYST_MEET,106674981,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the given text.,2026-07-03 04:49
ADL,2026-06-25,RESULT_UPDATE,106674982,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Archidply Decor Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03 04:50
RPPL,2026-06-25,RESULT_UPDATE,106674991,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Rajshree Polypack Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03 04:50
MASTEK,2026-06-25,ANALYST_MEET,106675000,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03 04:50
DELPHIFX,2026-06-25,RESULT_UPDATE,106674923,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from DELPHI WORLD MONEY LIMITED for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03 04:50
MODIRUBBER,2026-06-25,RESULT_UPDATE,106675017,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Modi Rubber Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03 04:50
