run_id,stage_id,label,status,started_at,finished_at,duration_s,error
"20260710_180000","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-07-10 18:01:08 IST","2026-07-10 18:03:13 IST",125.0,""
"20260710_180000","1C_corp_actions","Corporate Actions Update","DONE","2026-07-10 18:03:13 IST","2026-07-10 18:03:24 IST",11.4,""
"20260710_180000","1D_equity_master","Equity Master Refresh","FAILED","2026-07-10 18:03:25 IST","2026-07-10 18:03:27 IST",2.1,"exit code 1. Last output: ['    raise FileNotFoundError(f' No data equity list available')', 'FileNotFoundError:  No data equity list available', 'Fetching NSE equity universe...']"
"20260710_180000","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-07-10 18:03:27 IST","2026-07-10 18:03:40 IST",13.3,""
"20260710_180000","1F_stock_history","Stock History Cache (incremental)","DONE","2026-07-10 18:03:40 IST","2026-07-10 18:05:21 IST",101.5,""
"20260710_180000","17_symbol_change","Symbol Change History","DONE","2026-07-10 18:05:21 IST","2026-07-10 18:05:24 IST",2.2,""
"20260710_180000","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-07-10 18:05:24 IST","2026-07-10 18:05:36 IST",12.1,""
"20260710_180000","5B_participant_flow","Participant Flow Scores","DONE","2026-07-10 18:05:36 IST","2026-07-10 18:05:37 IST",1.7,""
"20260710_180000","5C_participant_intelligence","Participant Intelligence","DONE","2026-07-10 18:05:37 IST","2026-07-10 18:05:39 IST",1.2,""
"20260710_180000","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-07-10 18:05:39 IST","2026-07-10 18:05:42 IST",3.1,""
"20260710_180000","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-07-10 18:05:42 IST","2026-07-10 18:05:47 IST",5.1,""
"20260710_180000","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-07-10 18:05:47 IST","2026-07-10 18:08:08 IST",141.6,""
"20260710_180000","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-07-10 18:08:09 IST","2026-07-10 18:08:10 IST",1.5,""
"20260710_180000","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-07-10 18:08:10 IST","2026-07-10 18:08:13 IST",3.0,""
"20260710_180000","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-07-10 18:08:13 IST","2026-07-10 18:08:22 IST",9.3,""
"20260710_180000","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-07-10 18:08:22 IST","2026-07-10 18:09:01 IST",38.6,""
"20260710_180000","18A_announcements","Corporate Announcements (incremental)","DONE","2026-07-10 18:09:01 IST","2026-07-10 18:09:41 IST",39.6,""
"20260710_180000","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-07-10 18:09:41 IST","2026-07-10 18:11:22 IST",101.0,""
"20260710_180000","A1_technical_indicators","Technical Indicators","DONE","2026-07-10 18:11:22 IST","2026-07-10 18:12:11 IST",49.5,""
"20260710_180000","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-07-10 18:12:11 IST","2026-07-10 18:12:14 IST",2.5,""
"20260710_180000","8A_price_momentum","Price Momentum","DONE","2026-07-10 18:12:14 IST","2026-07-10 18:12:16 IST",1.9,""
"20260710_180000","8B_bull_run_probability","Bull Run Probability","DONE","2026-07-10 18:12:16 IST","2026-07-10 18:12:17 IST",1.6,""
"20260710_180000","12_ml_scorer","ML Scorer (inference)","DONE","2026-07-10 18:12:17 IST","2026-07-10 18:12:35 IST",17.6,""
"20260710_180000","C1_trade_conviction","Trade Conviction Scores","DONE","2026-07-10 18:12:35 IST","2026-07-10 18:12:36 IST",1.7,""
"20260710_180000","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-07-10 18:12:36 IST","2026-07-10 18:12:38 IST",1.5,""
"20260710_180000","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-07-10 18:12:38 IST","2026-07-10 18:12:38 IST",0.2,""
"20260710_180000","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-07-10 18:12:38 IST","2026-07-10 18:12:38 IST",0.2,""
"20260710_180000","13A_document_builder","RAG Document Builder","DONE","2026-07-10 18:12:38 IST","2026-07-10 18:12:40 IST",1.3,""
"20260710_180000","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-07-10 18:12:40 IST","2026-07-10 18:14:12 IST",92.3,""
"20260710_180000","13C_bm25_indexer","BM25 Indexer","DONE","2026-07-10 18:14:12 IST","2026-07-10 18:14:13 IST",0.6,""
"20260710_180000","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-07-10 18:14:13 IST","2026-07-10 18:14:14 IST",1.2,""
"20260710_180000","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-07-10 18:14:14 IST","2026-07-10 18:14:15 IST",1.0,""
"20260710_180000","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-07-10 18:14:15 IST","2026-07-10 18:14:16 IST",1.0,""
"20260710_180000","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-07-10 18:14:16 IST","2026-07-10 18:14:34 IST",17.5,""
"20260710_180000","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-07-10 18:14:34 IST","2026-07-10 18:14:35 IST",1.1,""
"20260710_180000","R4_tca","TCA (execution slippage)","DONE","2026-07-10 18:14:35 IST","2026-07-10 18:14:36 IST",1.3,""
"20260710_180000","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-07-10 18:14:36 IST","2026-07-10 18:14:37 IST",1.3,""
"20260710_180000","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-07-10 18:14:37 IST","2026-07-10 18:14:39 IST",1.5,""
"20260710_180000","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-07-10 18:14:39 IST","2026-07-10 18:14:42 IST",3.2,""
"20260712_011313","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-07-12 01:13:13 IST","2026-07-12 01:13:59 IST",46.2,""
"20260712_011313","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-07-12 01:13:59 IST","2026-07-12 01:15:49 IST",109.4,""
"20260712_011313","1C_corp_actions","Corporate Actions Update","DONE","2026-07-12 01:15:49 IST","2026-07-12 01:15:58 IST",9.6,""
"20260712_011313","1D_equity_master","Equity Master Refresh","DONE","2026-07-12 01:15:58 IST","2026-07-12 01:16:00 IST",2.3,""
"20260712_011313","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-07-12 01:16:00 IST","2026-07-12 01:16:14 IST",13.5,""
"20260712_011313","1F_stock_history","Stock History Cache (incremental)","DONE","2026-07-12 01:16:14 IST","2026-07-12 01:16:46 IST",32.3,""
"20260712_011313","17_symbol_change","Symbol Change History","DONE","2026-07-12 01:16:46 IST","2026-07-12 01:16:48 IST",1.9,""
"20260712_011313","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-07-12 01:16:48 IST","2026-07-12 01:16:56 IST",7.5,""
"20260712_011313","5B_participant_flow","Participant Flow Scores","DONE","2026-07-12 01:16:56 IST","2026-07-12 01:16:57 IST",1.5,""
"20260712_011313","5C_participant_intelligence","Participant Intelligence","DONE","2026-07-12 01:16:57 IST","2026-07-12 01:16:59 IST",1.4,""
"20260712_011313","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-07-12 01:16:59 IST","2026-07-12 01:17:02 IST",3.0,""
"20260712_011313","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-07-12 01:17:02 IST","2026-07-12 01:17:08 IST",6.0,""
"20260712_011313","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-07-12 01:17:08 IST","2026-07-12 01:19:10 IST",122.3,""
"20260712_011313","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-07-12 01:19:10 IST","2026-07-12 01:19:11 IST",1.5,""
"20260712_011313","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-07-12 01:19:11 IST","2026-07-12 01:19:14 IST",2.9,""
"20260712_011313","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-07-12 01:19:14 IST","2026-07-12 01:19:24 IST",9.5,""
"20260712_011313","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-07-12 01:19:24 IST","2026-07-12 01:20:03 IST",39.6,""
"20260712_011313","18A_announcements","Corporate Announcements (incremental)","DONE","2026-07-12 01:20:04 IST","2026-07-12 01:20:45 IST",41.9,""
"20260712_011313","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-07-12 01:20:45 IST","2026-07-12 01:22:27 IST",101.1,""
"20260712_011313","A1_technical_indicators","Technical Indicators","DONE","2026-07-12 01:22:27 IST","2026-07-12 01:23:10 IST",43.8,""
"20260712_011313","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-07-12 01:23:10 IST","2026-07-12 01:23:13 IST",2.8,""
"20260712_011313","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","DONE","2026-07-12 01:23:13 IST","2026-07-12 01:23:19 IST",5.5,""
"20260712_011313","8A_price_momentum","Price Momentum","DONE","2026-07-12 01:23:19 IST","2026-07-12 01:23:21 IST",2.0,""
"20260712_011313","8B_bull_run_probability","Bull Run Probability","DONE","2026-07-12 01:23:21 IST","2026-07-12 01:23:22 IST",1.7,""
"20260712_011313","12_ml_scorer","ML Scorer (inference)","DONE","2026-07-12 01:23:22 IST","2026-07-12 01:23:42 IST",19.7,""
"20260712_011313","C1_trade_conviction","Trade Conviction Scores","DONE","2026-07-12 01:23:42 IST","2026-07-12 01:23:44 IST",2.0,""
"20260712_011313","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-07-12 01:23:44 IST","2026-07-12 01:23:46 IST",1.4,""
"20260712_011313","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-07-12 01:23:46 IST","2026-07-12 01:23:46 IST",0.2,""
"20260712_011313","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-07-12 01:23:46 IST","2026-07-12 01:23:46 IST",0.2,""
"20260712_011313","13A_document_builder","RAG Document Builder","DONE","2026-07-12 01:23:46 IST","2026-07-12 01:23:47 IST",1.5,""
"20260712_011313","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-07-12 01:23:48 IST","2026-07-12 01:25:26 IST",98.0,""
"20260712_011313","13C_bm25_indexer","BM25 Indexer","DONE","2026-07-12 01:25:26 IST","2026-07-12 01:25:26 IST",0.6,""
"20260712_011313","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-07-12 01:25:26 IST","2026-07-12 01:25:27 IST",1.2,""
"20260712_011313","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-07-12 01:25:27 IST","2026-07-12 01:25:29 IST",1.2,""
"20260712_011313","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-07-12 01:25:29 IST","2026-07-12 01:25:30 IST",1.3,""
"20260712_011313","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-07-12 01:25:30 IST","2026-07-12 01:25:48 IST",17.8,""
"20260712_011313","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-07-12 01:25:48 IST","2026-07-12 01:25:49 IST",1.2,""
"20260712_011313","R4_tca","TCA (execution slippage)","DONE","2026-07-12 01:25:49 IST","2026-07-12 01:25:50 IST",1.4,""
"20260712_011313","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-07-12 01:25:50 IST","2026-07-12 01:25:52 IST",1.4,""
"20260712_011313","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-07-12 01:25:52 IST","2026-07-12 01:25:53 IST",1.5,""
"20260712_011313","V2_chat_analytics","Chat Analytics (demand dataset)","DONE","2026-07-12 01:25:53 IST","2026-07-12 01:25:55 IST",1.3,""
"20260712_011313","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-07-12 01:25:55 IST","2026-07-12 01:25:58 IST",3.6,""
"20260713_180023","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-07-13 18:00:23 IST","2026-07-13 18:01:35 IST",72.2,""
"20260713_180023","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-07-13 18:01:35 IST","2026-07-13 18:03:32 IST",116.5,""
"20260713_180023","1C_corp_actions","Corporate Actions Update","DONE","2026-07-13 18:03:32 IST","2026-07-13 18:03:41 IST",9.6,""
"20260713_180023","1D_equity_master","Equity Master Refresh","DONE","2026-07-13 18:03:41 IST","2026-07-13 18:03:43 IST",2.1,""
"20260713_180023","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-07-13 18:03:44 IST","2026-07-13 18:03:56 IST",12.6,""
"20260713_180023","1F_stock_history","Stock History Cache (incremental)","DONE","2026-07-13 18:03:56 IST","2026-07-13 18:05:46 IST",109.8,""
"20260713_180023","17_symbol_change","Symbol Change History","DONE","2026-07-13 18:05:46 IST","2026-07-13 18:05:48 IST",2.0,""
"20260713_180023","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-07-13 18:05:48 IST","2026-07-13 18:05:58 IST",9.6,""
"20260713_180023","5B_participant_flow","Participant Flow Scores","DONE","2026-07-13 18:05:58 IST","2026-07-13 18:05:59 IST",1.5,""
"20260713_180023","5C_participant_intelligence","Participant Intelligence","DONE","2026-07-13 18:05:59 IST","2026-07-13 18:06:00 IST",1.2,""
"20260713_180023","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-07-13 18:06:00 IST","2026-07-13 18:06:02 IST",1.9,""
"20260713_180023","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-07-13 18:06:02 IST","2026-07-13 18:06:08 IST",6.0,""
"20260713_180023","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-07-13 18:06:08 IST","2026-07-13 18:08:14 IST",126.1,""
"20260713_180023","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-07-13 18:08:14 IST","2026-07-13 18:08:16 IST",1.6,""
"20260713_180023","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-07-13 18:08:16 IST","2026-07-13 18:08:19 IST",2.8,""
"20260713_180023","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-07-13 18:08:19 IST","2026-07-13 18:08:42 IST",23.8,""
"20260713_180023","7B_event_calendar","Event Calendar + Catalysts","DONE","2026-07-13 18:08:42 IST","2026-07-13 18:08:49 IST",6.4,""
"20260713_180023","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-07-13 18:08:49 IST","2026-07-13 18:09:32 IST",42.8,""
"20260713_180023","18A_announcements","Corporate Announcements (incremental)","DONE","2026-07-13 18:09:32 IST","2026-07-13 18:10:20 IST",48.4,""
"20260713_180023","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-07-13 18:10:20 IST","2026-07-13 18:12:10 IST",109.6,""
"20260713_180023","A1_technical_indicators","Technical Indicators","DONE","2026-07-13 18:12:10 IST","2026-07-13 18:12:56 IST",46.1,""
"20260713_180023","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-07-13 18:12:56 IST","2026-07-13 18:12:58 IST",2.4,""
"20260713_180023","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","DONE","2026-07-13 18:12:58 IST","2026-07-13 18:13:06 IST",7.3,""
"20260713_180023","8A_price_momentum","Price Momentum","DONE","2026-07-13 18:13:06 IST","2026-07-13 18:13:08 IST",2.0,""
"20260713_180023","8B_bull_run_probability","Bull Run Probability","DONE","2026-07-13 18:13:08 IST","2026-07-13 18:13:09 IST",1.4,""
"20260713_180023","12_ml_scorer","ML Scorer (inference)","DONE","2026-07-13 18:13:09 IST","2026-07-13 18:13:29 IST",19.8,""
"20260713_180023","C1_trade_conviction","Trade Conviction Scores","DONE","2026-07-13 18:13:29 IST","2026-07-13 18:13:32 IST",3.2,""
"20260713_180023","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-07-13 18:13:32 IST","2026-07-13 18:13:34 IST",1.7,""
"20260713_180023","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-07-13 18:13:34 IST","2026-07-13 18:13:34 IST",0.2,""
"20260713_180023","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-07-13 18:13:34 IST","2026-07-13 18:13:34 IST",0.2,""
"20260713_180023","13A_document_builder","RAG Document Builder","DONE","2026-07-13 18:13:34 IST","2026-07-13 18:13:36 IST",1.6,""
"20260713_180023","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-07-13 18:13:36 IST","2026-07-13 18:16:00 IST",144.1,""
"20260713_180023","13C_bm25_indexer","BM25 Indexer","DONE","2026-07-13 18:16:00 IST","2026-07-13 18:16:01 IST",0.7,""
"20260713_180023","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-07-13 18:16:01 IST","2026-07-13 18:16:02 IST",1.4,""
"20260713_180023","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-07-13 18:16:02 IST","2026-07-13 18:16:04 IST",1.6,""
"20260713_180023","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-07-13 18:16:04 IST","2026-07-13 18:16:06 IST",2.0,""
"20260713_180023","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-07-13 18:16:06 IST","2026-07-13 18:16:34 IST",27.8,""
"20260713_180023","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-07-13 18:16:34 IST","2026-07-13 18:16:35 IST",1.5,""
"20260713_180023","R4_tca","TCA (execution slippage)","DONE","2026-07-13 18:16:35 IST","2026-07-13 18:16:37 IST",1.8,""
"20260713_180023","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-07-13 18:16:37 IST","2026-07-13 18:16:39 IST",2.0,""
"20260713_180023","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-07-13 18:16:39 IST","2026-07-13 18:16:42 IST",2.5,""
"20260713_180023","V2_chat_analytics","Chat Analytics (demand dataset)","DONE","2026-07-13 18:16:42 IST","2026-07-13 18:16:43 IST",1.8,""
"20260713_180023","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-07-13 18:16:43 IST","2026-07-13 18:16:50 IST",6.4,""
"20260715_180000","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-07-15 18:00:00 IST","2026-07-15 18:01:11 IST",71.2,""
"20260715_180000","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-07-15 18:01:11 IST","2026-07-15 18:03:07 IST",116.1,""
"20260715_180000","1C_corp_actions","Corporate Actions Update","DONE","2026-07-15 18:03:07 IST","2026-07-15 18:03:23 IST",15.7,""
"20260715_180000","1D_equity_master","Equity Master Refresh","DONE","2026-07-15 18:03:23 IST","2026-07-15 18:03:26 IST",2.9,""
"20260715_180000","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-07-15 18:03:26 IST","2026-07-15 18:03:41 IST",14.9,""
"20260715_180000","1F_stock_history","Stock History Cache (incremental)","DONE","2026-07-15 18:03:41 IST","2026-07-15 18:06:40 IST",179.5,""
"20260715_180000","17_symbol_change","Symbol Change History","DONE","2026-07-15 18:06:40 IST","2026-07-15 18:06:44 IST",3.6,""
"20260715_180000","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-07-15 18:06:44 IST","2026-07-15 18:07:01 IST",16.7,""
"20260715_180000","5B_participant_flow","Participant Flow Scores","DONE","2026-07-15 18:07:01 IST","2026-07-15 18:07:02 IST",1.6,""
"20260715_180000","5C_participant_intelligence","Participant Intelligence","DONE","2026-07-15 18:07:02 IST","2026-07-15 18:07:04 IST",1.5,""
"20260715_180000","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-07-15 18:07:04 IST","2026-07-15 18:07:07 IST",3.0,""
"20260715_180000","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-07-15 18:07:07 IST","2026-07-15 18:07:13 IST",6.2,""
"20260715_180000","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-07-15 18:07:13 IST","2026-07-15 18:09:18 IST",124.7,""
"20260715_180000","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-07-15 18:09:18 IST","2026-07-15 18:09:20 IST",2.1,""
"20260715_180000","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-07-15 18:09:20 IST","2026-07-15 18:09:23 IST",3.3,""
"20260715_180000","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-07-15 18:09:23 IST","2026-07-15 18:09:49 IST",26.2,""
"20260715_180000","7B_event_calendar","Event Calendar + Catalysts","DONE","2026-07-15 18:09:49 IST","2026-07-15 18:09:57 IST",7.4,""
"20260715_180000","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-07-15 18:09:57 IST","2026-07-15 18:10:40 IST",43.2,""
"20260715_180000","18A_announcements","Corporate Announcements (incremental)","DONE","2026-07-15 18:10:40 IST","2026-07-15 18:11:29 IST",48.7,""
"20260715_180000","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-07-15 18:11:29 IST","2026-07-15 18:13:36 IST",126.9,""
"20260715_180000","A1_technical_indicators","Technical Indicators","DONE","2026-07-15 18:13:36 IST","2026-07-15 18:14:16 IST",40.6,""
"20260715_180000","A2_fno_intelligence","F&O Intelligence (PCR + OI signals)","DONE","2026-07-15 18:14:16 IST","2026-07-15 18:14:20 IST",3.3,""
"20260715_180000","WL1_watchlist_metrics","Watchlist Metrics (RVOL/RS/delivery)","DONE","2026-07-15 18:14:20 IST","2026-07-15 18:14:27 IST",7.6,""
"20260715_180000","8A_price_momentum","Price Momentum","DONE","2026-07-15 18:14:27 IST","2026-07-15 18:14:29 IST",2.0,""
"20260715_180000","8B_bull_run_probability","Bull Run Probability","DONE","2026-07-15 18:14:29 IST","2026-07-15 18:14:31 IST",1.8,""
"20260715_180000","12_ml_scorer","ML Scorer (inference)","DONE","2026-07-15 18:14:31 IST","2026-07-15 18:14:52 IST",20.5,""
"20260715_180000","C1_trade_conviction","Trade Conviction Scores","DONE","2026-07-15 18:14:52 IST","2026-07-15 18:14:54 IST",2.0,""
"20260715_180000","AF_astro_engine","AstroFinance Planetary Signals","DONE","2026-07-15 18:14:54 IST","2026-07-15 18:14:56 IST",1.9,""
"20260715_180000","KU_kundli_engine","Vedic Kundli Natal Charts","DONE","2026-07-15 18:14:56 IST","2026-07-15 18:14:56 IST",0.3,""
"20260715_180000","KU_gann_engine","Gann Square of 9 Price Levels","DONE","2026-07-15 18:14:56 IST","2026-07-15 18:14:56 IST",0.3,""
"20260715_180000","13A_document_builder","RAG Document Builder","DONE","2026-07-15 18:14:56 IST","2026-07-15 18:14:58 IST",1.8,""
"20260715_180000","13B_faiss_indexer","FAISS Indexer (embedding)","DONE","2026-07-15 18:14:58 IST","2026-07-15 18:16:43 IST",104.5,""
"20260715_180000","13C_bm25_indexer","BM25 Indexer","DONE","2026-07-15 18:16:43 IST","2026-07-15 18:16:43 IST",0.7,""
"20260715_180000","20_portfolio","Portfolio Intelligence Rebuild","DONE","2026-07-15 18:16:43 IST","2026-07-15 18:16:45 IST",1.8,""
"20260715_180000","R1_portfolio_risk","Portfolio Risk (VaR/ES)","DONE","2026-07-15 18:16:45 IST","2026-07-15 18:16:47 IST",1.5,""
"20260715_180000","R2a_stress_test","Stress Scenarios (2008/2020 replay)","DONE","2026-07-15 18:16:47 IST","2026-07-15 18:16:48 IST",1.2,""
"20260715_180000","R2b_factor_model","Factor Model (Barra-lite)","DONE","2026-07-15 18:16:48 IST","2026-07-15 18:17:08 IST",20.6,""
"20260715_180000","R3_monte_carlo","Monte Carlo VaR (100k paths)","DONE","2026-07-15 18:17:08 IST","2026-07-15 18:17:10 IST",1.2,""
"20260715_180000","R4_tca","TCA (execution slippage)","DONE","2026-07-15 18:17:10 IST","2026-07-15 18:17:11 IST",1.3,""
"20260715_180000","SA1_score_snapshot","Score Snapshot (history archive)","DONE","2026-07-15 18:17:11 IST","2026-07-15 18:17:12 IST",1.3,""
"20260715_180000","SA1_conviction_screener","Conviction Screener (invest list)","DONE","2026-07-15 18:17:12 IST","2026-07-15 18:17:14 IST",1.6,""
"20260715_180000","V2_chat_analytics","Chat Analytics (demand dataset)","DONE","2026-07-15 18:17:14 IST","2026-07-15 18:17:15 IST",1.6,""
"20260715_180000","9_alert_engine","Alert Engine (Telegram push)","DONE","2026-07-15 18:17:15 IST","2026-07-15 18:17:20 IST",4.7,""
"20260723_234839","1A_bhavcopy_equity","NSE Equity Bhavcopy Download","DONE","2026-07-23 23:48:39 IST","2026-07-23 23:50:05 IST",86.2,""
"20260723_234839","1B_bhavcopy_fno","NSE F&O Bhavcopy Download","DONE","2026-07-23 23:50:05 IST","2026-07-23 23:51:51 IST",105.9,""
"20260723_234839","1C_corp_actions","Corporate Actions Update","DONE","2026-07-23 23:51:51 IST","2026-07-23 23:52:03 IST",11.6,""
"20260723_234839","1D_equity_master","Equity Master Refresh","DONE","2026-07-23 23:52:03 IST","2026-07-23 23:52:06 IST",3.0,""
"20260723_234839","1E_price_adjust","Price Adjustment (adjusted OHLCV)","DONE","2026-07-23 23:52:06 IST","2026-07-23 23:52:23 IST",17.3,""
"20260723_234839","1F_stock_history","Stock History Cache (incremental)","DONE","2026-07-23 23:52:23 IST","2026-07-23 23:54:48 IST",145.2,""
"20260723_234839","17_symbol_change","Symbol Change History","DONE","2026-07-23 23:54:48 IST","2026-07-23 23:54:51 IST",3.1,""
"20260723_234839","5A_participant_acquisition","Participant Acquisition (NSE API)","DONE","2026-07-23 23:54:51 IST","2026-07-23 23:55:22 IST",30.2,""
"20260723_234839","5B_participant_flow","Participant Flow Scores","DONE","2026-07-23 23:55:22 IST","2026-07-23 23:55:24 IST",2.6,""
"20260723_234839","5C_participant_intelligence","Participant Intelligence","DONE","2026-07-23 23:55:24 IST","2026-07-23 23:55:26 IST",2.2,""
"20260723_234839","6A_sector_capital_flow","Sector Capital Flow","DONE","2026-07-23 23:55:26 IST","2026-07-23 23:55:32 IST",5.5,""
"20260723_234839","6B_sector_flow_scores","Sector Flow Scores","DONE","2026-07-23 23:55:32 IST","2026-07-23 23:55:40 IST",8.2,""
"20260723_234839","FPI_A_sector_fpi_fetch","FPI Sector AUC Fetch (fortnightly)","DONE","2026-07-23 23:55:40 IST","2026-07-23 23:57:46 IST",126.1,""
"20260723_234839","FPI_B_sector_fpi_signals","FPI Sector Signals (Z-scores)","DONE","2026-07-23 23:57:46 IST","2026-07-23 23:57:48 IST",1.9,""
"20260723_234839","6C_sector_rotation","Sector Rotation Intelligence (3-factor)","DONE","2026-07-23 23:57:48 IST","2026-07-23 23:57:52 IST",3.7,""
"20260723_234839","7A_block_bulk_deals","Block/Bulk Deals (NSE API)","DONE","2026-07-23 23:57:52 IST","2026-07-23 23:58:28 IST",36.3,""
"20260723_234839","7B_event_calendar","Event Calendar + Catalysts","DONE","2026-07-23 23:58:28 IST","2026-07-23 23:58:35 IST",7.2,""
"20260723_234839","7C_corp_action_intel","Corporate Action Intelligence","DONE","2026-07-23 23:58:35 IST","2026-07-23 23:59:21 IST",45.9,""
"20260723_234839","18A_announcements","Corporate Announcements (incremental)","DONE","2026-07-23 23:59:21 IST","2026-07-24 00:00:10 IST",49.1,""
"20260723_234839","16A_management_sentiment","Management Sentiment (Claude AI)","DONE","2026-07-24 00:00:10 IST","2026-07-24 00:01:59 IST",108.7,""
"20260723_234839","A1_technical_indicators","Technical Indicators","DONE","2026-07-24 00:01:59 IST","2026-07-24 00:02:52 IST",52.9,""
