date,sector,sector_turnover_cr,sector_weight,market_turnover_cr,symbol_count,FII_OI_Net_attr,DII_OI_Net_attr,PRO_OI_Net_attr,CLIENT_OI_Net_attr,FII_Volume_Net_attr,DII_Volume_Net_attr,PRO_Volume_Net_attr,CLIENT_Volume_Net_attr
2016-11-22,AMC,0.0,0.0,18451.058424934003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-22,AUTO,1449.6303,0.078566,18451.06,63,-11663.24,-29731.59,3497.53,37897.29,2262.94,-82.97,-30.64,-2149.34
2016-11-22,AVIATION,21.263,0.001152,18451.06,2,-171.07,-436.1,51.3,555.87,33.19,-1.22,-0.45,-31.53
2016-11-22,BANKING,3659.7649,0.19835,18451.06,27,-29445.24,-75060.94,8829.94,95676.24,5713.07,-209.46,-77.36,-5426.26
2016-11-22,CAPITAL_GOODS,235.2181,0.012748,18451.06,90,-1892.49,-4824.27,567.51,6149.24,367.19,-13.46,-4.97,-348.75
2016-11-22,CEMENT,543.2228,0.029441,18451.06,18,-4370.59,-11141.38,1310.64,14201.33,848.0,-31.09,-11.48,-805.43
2016-11-22,CHEMICALS,1055.7401,0.057218,18451.06,116,-8494.13,-21652.99,2547.19,27599.93,1648.06,-60.42,-22.32,-1565.32
2016-11-22,DEFENCE,33.1053,0.001794,18451.06,4,-266.35,-678.98,79.87,865.46,51.68,-1.89,-0.7,-49.08
2016-11-22,DIVERSIFIED,7.1297,0.000386,18451.06,6,-57.36,-146.23,17.2,186.39,11.13,-0.41,-0.15,-10.57
2016-11-22,ENERGY,927.5983,0.050273,18451.06,18,-7463.14,-19024.83,2238.02,24249.95,1448.03,-53.09,-19.61,-1375.33
2016-11-22,EXCHANGE,0.0,0.0,18451.058424934003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-22,FINANCIAL_SERVICES,949.6587,0.051469,18451.06,79,-7640.63,-19477.28,2291.25,24826.67,1482.46,-54.35,-20.07,-1408.04
2016-11-22,FMCG,1096.2706,0.059415,18451.06,92,-8820.22,-22484.26,2644.98,28659.5,1711.33,-62.74,-23.17,-1625.42
2016-11-22,HEALTHCARE,86.673,0.004697,18451.06,20,-697.34,-1777.64,209.12,2265.87,135.3,-4.96,-1.83,-128.51
2016-11-22,HOSPITALITY,160.739,0.008712,18451.06,23,-1293.25,-3296.72,387.82,4202.16,250.92,-9.2,-3.4,-238.32
2016-11-22,INFRASTRUCTURE,584.2552,0.031665,18451.06,37,-4700.72,-11982.94,1409.64,15274.02,912.05,-33.44,-12.35,-866.26
2016-11-22,INSURANCE,0.0,0.0,18451.058424934003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-22,IT,762.3068,0.041315,18451.06,43,-6133.26,-15634.74,1839.22,19928.78,1190.0,-43.63,-16.11,-1130.26
2016-11-22,LOGISTICS,159.0525,0.00862,18451.06,12,-1279.68,-3262.13,383.75,4158.07,248.29,-9.1,-3.36,-235.82
2016-11-22,MEDIA,194.0584,0.010517,18451.06,31,-1561.33,-3980.09,468.21,5073.21,302.93,-11.11,-4.1,-287.73
2016-11-22,METAL,932.7487,0.050553,18451.06,56,-7504.58,-19130.46,2250.45,24384.59,1456.07,-53.38,-19.72,-1382.97
2016-11-22,OTHER,3449.148,0.186935,18451.06,569,-27750.68,-70741.24,8321.78,90170.14,5384.29,-197.4,-72.9,-5113.98
2016-11-22,PHARMA,1076.167,0.058325,18451.06,53,-8658.48,-22071.94,2596.48,28133.94,1679.95,-61.59,-22.75,-1595.61
2016-11-22,POWER,377.3569,0.020452,18451.06,19,-3036.09,-7739.5,910.45,9865.14,589.07,-21.6,-7.98,-559.5
2016-11-22,REALTY,276.5747,0.01499,18451.06,48,-2225.23,-5672.48,667.29,7230.42,431.75,-15.83,-5.85,-410.07
2016-11-22,RETAIL,75.8783,0.004112,18451.06,9,-610.49,-1556.25,183.07,1983.67,118.45,-4.34,-1.6,-112.5
2016-11-22,TELECOM,162.4947,0.008807,18451.06,7,-1307.38,-3332.73,392.05,4248.05,253.66,-9.3,-3.43,-240.93
2016-11-22,TEXTILES,156.3599,0.008474,18451.06,67,-1258.02,-3206.91,377.25,4087.67,244.09,-8.95,-3.3,-231.83
2016-11-23,AGRICULTURE,26.1007,0.001397,18682.41,9,-171.04,-528.87,46.58,653.34,36.35,-0.18,-15.62,-20.56
2016-11-23,AMC,0.0,0.0,18682.406093035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,AUTO,1369.972,0.07333,18682.41,63,-8977.66,-27759.26,2444.66,34292.26,1908.18,-9.39,-819.75,-1079.04
2016-11-23,AVIATION,10.4902,0.000562,18682.41,2,-68.74,-212.56,18.72,262.58,14.61,-0.07,-6.28,-8.26
2016-11-23,BANKING,2359.6594,0.126304,18682.41,27,-15463.25,-47812.94,4210.72,59065.48,3286.68,-16.17,-1411.95,-1858.56
2016-11-23,CAPITAL_GOODS,362.5043,0.019404,18682.41,88,-2375.55,-7345.3,646.87,9073.98,504.92,-2.48,-216.91,-285.52
2016-11-23,CEMENT,410.3249,0.021963,18682.41,18,-2688.93,-8314.27,732.21,10270.99,571.53,-2.81,-245.53,-323.19
2016-11-23,CHEMICALS,1262.1312,0.067557,18682.41,116,-8270.96,-25574.12,2252.22,31592.86,1757.97,-8.65,-755.22,-994.1
2016-11-23,DEFENCE,57.898,0.003099,18682.41,4,-379.42,-1173.17,103.32,1449.27,80.64,-0.4,-34.64,-45.6
2016-11-23,DIVERSIFIED,12.4346,0.000666,18682.41,6,-81.49,-251.96,22.19,311.26,17.32,-0.09,-7.44,-9.79
2016-11-23,ENERGY,695.1226,0.037207,18682.41,18,-4555.26,-14085.02,1240.42,17399.86,968.21,-4.76,-415.94,-547.51
2016-11-23,EXCHANGE,0.0,0.0,18682.406093035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,FINANCIAL_SERVICES,868.8527,0.046506,18682.41,79,-5693.74,-17605.26,1550.43,21748.56,1210.19,-5.95,-519.9,-684.34
2016-11-23,FMCG,1053.032,0.056365,18682.41,92,-6900.7,-21337.22,1879.09,26358.82,1466.73,-7.21,-630.1,-829.41
2016-11-23,HEALTHCARE,99.7553,0.00534,18682.41,20,-653.71,-2021.31,178.01,2497.01,138.95,-0.68,-59.69,-78.57
2016-11-23,HOSPITALITY,131.107,0.007018,18682.41,23,-859.17,-2656.57,233.96,3281.79,182.61,-0.9,-78.45,-103.27
2016-11-23,INFRASTRUCTURE,952.7773,0.050999,18682.41,37,-6243.71,-19305.79,1700.19,23849.31,1327.09,-6.53,-570.11,-750.44
2016-11-23,INSURANCE,0.0,0.0,18682.406093035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-23,IT,884.0346,0.047319,18682.41,43,-5793.23,-17912.88,1577.52,22128.59,1231.34,-6.06,-528.98,-696.3
2016-11-23,LOGISTICS,143.8989,0.007702,18682.41,12,-942.99,-2915.77,256.78,3601.98,200.43,-0.99,-86.1,-113.34
2016-11-23,MEDIA,245.0223,0.013115,18682.41,32,-1605.67,-4964.8,437.23,6133.24,341.28,-1.68,-146.61,-192.99
2016-11-23,METAL,1188.2999,0.063605,18682.41,56,-7787.13,-24078.1,2120.47,29744.76,1655.14,-8.14,-711.04,-935.95
2016-11-23,OTHER,4158.4927,0.222589,18682.41,569,-27251.31,-84262.07,7420.66,104092.72,5792.2,-28.49,-2488.32,-3275.39
2016-11-23,PHARMA,1397.0195,0.074777,18682.41,53,-9154.91,-28307.31,2492.92,34969.3,1945.85,-9.57,-835.94,-1100.35
2016-11-23,POWER,395.2785,0.021158,18682.41,19,-2590.33,-8009.39,705.36,9894.36,550.57,-2.71,-236.52,-311.34
2016-11-23,REALTY,301.5801,0.016142,18682.41,48,-1976.31,-6110.81,538.16,7548.96,420.06,-2.07,-180.46,-237.54
2016-11-23,RETAIL,62.4192,0.003341,18682.41,9,-409.04,-1264.78,111.38,1562.44,86.94,-0.43,-37.35,-49.16
2016-11-23,TELECOM,93.6993,0.005015,18682.41,7,-614.03,-1898.6,167.2,2345.42,130.51,-0.64,-56.07,-73.8
2016-11-23,TEXTILES,140.4989,0.00752,18682.41,67,-920.71,-2846.88,250.71,3516.88,195.7,-0.96,-84.07,-110.66
2016-11-24,AGRICULTURE,67.6032,0.002849,23726.31,9,-422.0,-1074.62,178.44,1318.19,-122.47,-43.12,98.0,67.58
2016-11-24,AMC,0.0,0.0,23726.314561674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,AUTO,1505.226,0.063441,23726.31,63,-9396.15,-23927.17,3973.01,29350.31,-2726.77,-960.12,2182.12,1504.76
2016-11-24,AVIATION,15.2644,0.000643,23726.31,2,-95.29,-242.64,40.29,297.64,-27.65,-9.74,22.13,15.26
2016-11-24,BANKING,3908.7174,0.164742,23726.31,27,-24399.59,-62133.22,10316.96,76215.85,-7080.77,-2493.2,5666.46,3907.51
2016-11-24,CAPITAL_GOODS,346.83,0.014618,23726.31,89,-2165.03,-5513.23,915.45,6762.82,-628.29,-221.23,502.8,346.72
2016-11-24,CEMENT,658.4419,0.027752,23726.31,18,-4110.23,-10466.63,1737.94,12838.92,-1192.79,-419.99,954.54,658.24
2016-11-24,CHEMICALS,1501.9679,0.063304,23726.31,116,-9375.81,-23875.38,3964.41,29286.78,-2720.86,-958.04,2177.4,1501.5
2016-11-24,DEFENCE,40.4057,0.001703,23726.31,4,-252.23,-642.29,106.65,787.87,-73.2,-25.77,58.58,40.39
2016-11-24,DIVERSIFIED,17.3948,0.000733,23726.31,6,-108.58,-276.51,45.91,339.18,-31.51,-11.1,25.22,17.39
2016-11-24,ENERGY,1003.3562,0.042289,23726.31,18,-6263.3,-15949.41,2648.33,19564.38,-1817.61,-640.0,1454.56,1003.05
2016-11-24,EXCHANGE,0.0,0.0,23726.314561674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,FINANCIAL_SERVICES,1341.2213,0.056529,23726.31,80,-8372.38,-21320.14,3540.12,26152.4,-2429.67,-855.51,1944.37,1340.81
2016-11-24,FMCG,1344.064,0.056649,23726.31,91,-8390.12,-21365.33,3547.62,26207.82,-2434.82,-857.32,1948.49,1343.65
2016-11-24,HEALTHCARE,86.4965,0.003646,23726.31,20,-539.94,-1374.95,228.31,1686.59,-156.69,-55.17,125.39,86.47
2016-11-24,HOSPITALITY,242.1569,0.010206,23726.31,23,-1511.63,-3849.34,639.17,4721.8,-438.68,-154.46,351.05,242.08
2016-11-24,INFRASTRUCTURE,662.9038,0.02794,23726.31,36,-4138.08,-10537.56,1749.72,12925.92,-1200.87,-422.84,961.01,662.7
2016-11-24,INSURANCE,0.0,0.0,23726.314561674,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-24,IT,1647.4802,0.069437,23726.31,43,-10284.15,-26188.45,4348.48,32124.12,-2984.46,-1050.86,2388.35,1646.97
2016-11-24,LOGISTICS,147.6531,0.006223,23726.31,12,-921.7,-2347.1,389.73,2879.08,-267.48,-94.18,214.05,147.61
2016-11-24,MEDIA,311.332,0.013122,23726.31,31,-1943.44,-4948.95,821.75,6070.64,-563.99,-198.59,451.34,311.24
2016-11-24,METAL,1921.0896,0.080969,23726.31,56,-11992.12,-30537.76,5070.67,37459.21,-3480.12,-1225.38,2785.0,1920.5
2016-11-24,OTHER,4371.284,0.184238,23726.31,569,-27287.09,-69486.21,11537.89,85235.41,-7918.72,-2788.25,6337.04,4369.94
2016-11-24,PHARMA,1372.4886,0.057847,23726.31,53,-8567.56,-21817.17,3622.65,26762.07,-2486.31,-875.45,1989.69,1372.07
2016-11-24,POWER,473.8644,0.019972,23726.31,19,-2958.03,-7532.58,1250.75,9239.85,-858.42,-302.26,686.96,473.72
2016-11-24,REALTY,343.954,0.014497,23726.31,48,-2147.08,-5467.51,907.86,6706.74,-623.08,-219.39,498.63,343.85
2016-11-24,RETAIL,74.759,0.003151,23726.31,9,-466.67,-1188.37,197.32,1457.72,-135.43,-47.69,108.38,74.74
2016-11-24,TELECOM,198.5994,0.00837,23726.31,7,-1239.73,-3156.95,524.2,3872.48,-359.77,-126.68,287.91,198.54
2016-11-24,TEXTILES,121.7601,0.005132,23726.31,66,-760.07,-1935.51,321.38,2374.19,-220.57,-77.67,176.52,121.72
2016-11-25,AGRICULTURE,38.8815,0.002057,18899.2,9,-245.38,-771.69,98.63,918.43,59.33,4.24,-30.21,-33.36
2016-11-25,AMC,0.0,0.0,18899.199220998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,AUTO,1210.1612,0.064032,18899.2,63,-7637.15,-24018.3,3069.91,28585.54,1846.57,131.84,-940.12,-1038.29
2016-11-25,AVIATION,24.0577,0.001273,18899.2,2,-151.82,-477.48,61.03,568.27,36.71,2.62,-18.69,-20.64
2016-11-25,BANKING,2589.9438,0.13704,18899.2,27,-16344.75,-51403.11,6570.1,61177.75,3951.96,282.17,-2012.02,-2222.1
2016-11-25,CAPITAL_GOODS,254.7587,0.01348,18899.2,89,-1607.74,-5056.24,646.27,6017.72,388.73,27.76,-197.91,-218.58
2016-11-25,CEMENT,507.2227,0.026838,18899.2,18,-3201.01,-10066.94,1286.71,11981.24,773.96,55.26,-394.04,-435.18
2016-11-25,CHEMICALS,933.604,0.049399,18899.2,117,-5891.83,-18529.42,2368.34,22052.91,1424.57,101.71,-725.28,-801.01
2016-11-25,DEFENCE,32.1595,0.001702,18899.2,4,-202.95,-638.28,81.58,759.65,49.07,3.5,-24.98,-27.59
2016-11-25,DIVERSIFIED,11.4489,0.000606,18899.2,6,-72.25,-227.23,29.04,270.44,17.47,1.25,-8.89,-9.82
2016-11-25,ENERGY,636.7933,0.033694,18899.2,18,-4018.71,-12638.56,1615.4,15041.86,971.67,69.38,-494.7,-546.35
2016-11-25,EXCHANGE,0.0,0.0,18899.199220998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,FINANCIAL_SERVICES,1179.7629,0.062424,18899.2,80,-7445.31,-23414.98,2992.79,27867.49,1800.18,128.53,-916.51,-1012.2
2016-11-25,FMCG,703.6315,0.037231,18899.2,92,-4440.51,-13965.11,1784.95,16620.67,1073.66,76.66,-546.62,-603.7
2016-11-25,HEALTHCARE,92.1952,0.004878,18899.2,20,-581.83,-1829.81,233.88,2177.77,140.68,10.04,-71.62,-79.1
2016-11-25,HOSPITALITY,171.0149,0.009049,18899.2,23,-1079.25,-3394.16,433.83,4039.59,260.95,18.63,-132.85,-146.73
2016-11-25,INFRASTRUCTURE,503.2941,0.02663,18899.2,37,-3176.21,-9988.97,1276.74,11888.44,767.97,54.83,-390.99,-431.81
2016-11-25,INSURANCE,0.0,0.0,18899.199220998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-25,IT,2075.55,0.109822,18899.2,42,-13098.48,-41193.84,5265.2,49027.12,3167.05,226.12,-1612.41,-1780.77
2016-11-25,LOGISTICS,147.8344,0.007822,18899.2,12,-932.96,-2934.1,375.02,3492.03,225.58,16.11,-114.85,-126.84
2016-11-25,MEDIA,319.7209,0.016917,18899.2,31,-2017.71,-6345.56,811.06,7552.21,487.86,34.83,-248.38,-274.31
2016-11-25,METAL,1413.9418,0.074815,18899.2,56,-8923.17,-28062.77,3586.85,33399.09,2157.51,154.04,-1098.43,-1213.12
2016-11-25,OTHER,3817.2452,0.201979,18899.2,577,-24090.06,-75761.59,9683.49,90168.16,5824.68,415.88,-2965.46,-3275.09
2016-11-25,PHARMA,1308.1389,0.069217,18899.2,53,-8255.47,-25962.88,3318.45,30899.9,1996.07,142.52,-1016.24,-1122.35
2016-11-25,POWER,346.2555,0.018321,18899.2,19,-2185.17,-6872.2,878.37,8178.99,528.35,37.72,-268.99,-297.08
2016-11-25,REALTY,247.9149,0.013118,18899.2,47,-1564.55,-4920.41,628.9,5856.06,378.29,27.01,-192.59,-212.7
2016-11-25,RETAIL,55.8806,0.002957,18899.2,9,-352.65,-1109.07,141.76,1319.97,85.27,6.09,-43.41,-47.94
2016-11-25,TELECOM,92.3419,0.004886,18899.2,7,-582.76,-1832.73,234.25,2181.23,140.9,10.06,-71.74,-79.23
2016-11-25,TEXTILES,185.4453,0.009812,18899.2,67,-1170.32,-3680.57,470.43,4380.45,282.97,20.2,-144.06,-159.11
2016-11-28,AGRICULTURE,29.9458,0.001673,17895.59,9,-179.36,-640.13,69.7,749.8,20.22,-12.46,-10.53,2.77
2016-11-28,AMC,0.0,0.0,17895.585442111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,AUTO,1604.2555,0.089645,17895.59,63,-9608.72,-34293.19,3733.73,40168.18,1083.27,-667.59,-564.14,148.45
2016-11-28,AVIATION,31.1566,0.001741,17895.59,2,-186.61,-666.01,72.51,780.11,21.04,-12.97,-10.96,2.88
2016-11-28,BANKING,3265.7484,0.182489,17895.59,27,-19560.27,-69809.91,7600.67,81769.51,2205.2,-1359.0,-1148.4,302.2
2016-11-28,CAPITAL_GOODS,251.8677,0.014074,17895.59,90,-1508.57,-5384.02,586.19,6306.4,170.07,-104.81,-88.57,23.31
2016-11-28,CEMENT,444.3375,0.024829,17895.59,18,-2661.37,-9498.33,1034.15,11125.55,300.04,-184.9,-156.25,41.12
2016-11-28,CHEMICALS,1272.8992,0.071129,17895.59,117,-7624.06,-27209.99,2962.53,31871.51,859.53,-529.7,-447.62,117.79
2016-11-28,DEFENCE,122.8508,0.006865,17895.59,4,-735.82,-2626.11,285.92,3076.0,82.96,-51.12,-43.2,11.37
2016-11-28,DIVERSIFIED,27.1905,0.001519,17895.59,6,-162.86,-581.24,63.28,680.81,18.36,-11.31,-9.56,2.52
2016-11-28,ENERGY,648.3923,0.036232,17895.59,18,-3883.56,-13860.29,1509.06,16234.79,437.83,-269.82,-228.01,60.0
2016-11-28,EXCHANGE,0.0,0.0,17895.585442111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,FINANCIAL_SERVICES,763.1214,0.042643,17895.59,80,-4570.73,-16312.78,1776.08,19107.43,515.3,-317.56,-268.35,70.62
2016-11-28,FMCG,790.7284,0.044186,17895.59,92,-4736.09,-16902.92,1840.33,19798.67,533.94,-329.05,-278.06,73.17
2016-11-28,HEALTHCARE,87.8664,0.00491,17895.59,20,-526.28,-1878.27,204.5,2200.05,59.33,-36.56,-30.9,8.13
2016-11-28,HOSPITALITY,133.0025,0.007432,17895.59,23,-796.62,-2843.11,309.55,3330.19,89.81,-55.35,-46.77,12.31
2016-11-28,INFRASTRUCTURE,391.686,0.021887,17895.59,37,-2346.01,-8372.83,911.61,9807.24,264.49,-162.99,-137.74,36.25
2016-11-28,INSURANCE,0.0,0.0,17895.585442111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-28,IT,1111.9312,0.062134,17895.59,43,-6659.94,-23769.07,2587.9,27841.11,750.83,-462.71,-391.01,102.89
2016-11-28,LOGISTICS,183.2635,0.010241,17895.59,12,-1097.66,-3917.51,426.53,4588.65,123.75,-76.26,-64.44,16.96
2016-11-28,MEDIA,197.0557,0.011011,17895.59,31,-1180.27,-4212.34,458.63,4933.98,133.06,-82.0,-69.29,18.23
2016-11-28,METAL,1227.5253,0.068594,17895.59,56,-7352.29,-26240.06,2856.93,30735.42,828.89,-510.82,-431.66,113.59
2016-11-28,OTHER,3298.0589,0.184295,17895.59,578,-19753.8,-70500.59,7675.87,82578.52,2227.02,-1372.44,-1159.77,305.19
2016-11-28,PHARMA,1043.1164,0.058289,17895.59,53,-6247.77,-22298.06,2427.74,26118.09,704.36,-434.08,-366.81,96.53
2016-11-28,POWER,382.3944,0.021368,17895.59,19,-2290.36,-8174.21,889.98,9574.59,258.21,-159.13,-134.47,35.39
2016-11-28,REALTY,176.1312,0.009842,17895.59,48,-1054.94,-3765.05,409.93,4410.07,118.93,-73.29,-61.94,16.3
2016-11-28,RETAIL,69.6535,0.003892,17895.59,9,-417.19,-1488.94,162.11,1744.02,47.03,-28.99,-24.49,6.45
2016-11-28,TELECOM,198.5986,0.011098,17895.59,7,-1189.51,-4245.32,462.22,4972.62,134.1,-82.64,-69.84,18.38
2016-11-28,TEXTILES,142.8076,0.00798,17895.59,67,-855.35,-3052.71,332.37,3575.69,96.43,-59.43,-50.22,13.21
2016-11-29,AGRICULTURE,35.7455,0.00192,18616.02,9,-160.04,-738.2,52.92,845.33,45.77,-3.67,-27.06,-15.05
2016-11-29,AMC,0.0,0.0,18616.024066437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,AUTO,1547.2872,0.083116,18616.02,63,-6927.54,-31954.07,2290.59,36591.02,1981.32,-158.67,-1171.19,-651.46
2016-11-29,AVIATION,13.9082,0.000747,18616.02,2,-62.27,-287.23,20.59,328.91,17.81,-1.43,-10.53,-5.86
2016-11-29,BANKING,2617.1186,0.140584,18616.02,27,-11717.41,-54047.87,3874.36,61890.92,3351.25,-268.38,-1980.97,-1101.9
2016-11-29,CAPITAL_GOODS,331.947,0.017831,18616.02,90,-1486.2,-6855.26,491.41,7850.05,425.06,-34.04,-251.26,-139.76
2016-11-29,CEMENT,415.9331,0.022343,18616.02,18,-1862.22,-8589.71,615.74,9836.19,532.61,-42.65,-314.83,-175.12
2016-11-29,CHEMICALS,1295.4194,0.069586,18616.02,115,-5799.88,-26752.58,1917.73,30634.72,1658.8,-132.84,-980.54,-545.42
2016-11-29,DEFENCE,131.6943,0.007074,18616.02,4,-589.62,-2719.71,194.96,3114.37,168.64,-13.5,-99.68,-55.45
2016-11-29,DIVERSIFIED,17.947,0.000964,18616.02,6,-80.35,-370.64,26.57,424.42,22.98,-1.84,-13.58,-7.56
2016-11-29,ENERGY,867.8073,0.046616,18616.02,18,-3885.36,-17921.67,1284.69,20522.34,1111.24,-88.99,-656.87,-365.38
2016-11-29,EXCHANGE,0.0,0.0,18616.024066437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,FINANCIAL_SERVICES,1193.33,0.064102,18616.02,77,-5342.8,-24644.26,1766.6,28220.46,1528.07,-122.37,-903.27,-502.43
2016-11-29,FMCG,885.4943,0.047566,18616.02,91,-3964.55,-18286.94,1310.88,20940.61,1133.88,-90.8,-670.26,-372.82
2016-11-29,HEALTHCARE,129.4424,0.006953,18616.02,20,-579.54,-2673.2,191.63,3061.12,165.75,-13.27,-97.98,-54.5
2016-11-29,HOSPITALITY,203.4261,0.010927,18616.02,23,-910.78,-4201.09,301.15,4810.72,260.49,-20.86,-153.98,-85.65
2016-11-29,INFRASTRUCTURE,419.3718,0.022527,18616.02,37,-1877.62,-8660.73,620.83,9917.51,537.01,-43.0,-317.43,-176.57
2016-11-29,INSURANCE,0.0,0.0,18616.024066437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-29,IT,808.9351,0.043454,18616.02,43,-3621.78,-16705.86,1197.54,19130.1,1035.85,-82.95,-612.31,-340.59
2016-11-29,LOGISTICS,204.7389,0.010998,18616.02,12,-916.66,-4228.2,303.09,4841.77,262.17,-21.0,-154.97,-86.2
2016-11-29,MEDIA,201.483,0.010823,18616.02,32,-902.08,-4160.96,298.27,4764.77,258.0,-20.66,-152.51,-84.83
2016-11-29,METAL,1135.9769,0.061021,18616.02,56,-5086.02,-23459.82,1681.69,26864.15,1454.63,-116.49,-859.85,-478.29
2016-11-29,OTHER,3914.4595,0.210274,18616.02,578,-17525.89,-80840.13,5794.93,92571.09,5012.5,-401.41,-2962.97,-1648.12
2016-11-29,PHARMA,1114.723,0.05988,18616.02,53,-4990.86,-23020.89,1650.23,26361.52,1427.41,-114.31,-843.77,-469.34
2016-11-29,POWER,431.4458,0.023176,18616.02,19,-1931.68,-8910.08,638.71,10203.05,552.47,-44.24,-326.57,-181.65
2016-11-29,REALTY,223.3372,0.011997,18616.02,47,-999.93,-4612.29,330.63,5281.59,285.99,-22.9,-169.05,-94.03
2016-11-29,RETAIL,73.5187,0.003949,18616.02,9,-329.16,-1518.28,108.84,1738.61,94.14,-7.54,-55.65,-30.95
2016-11-29,TELECOM,286.2272,0.015375,18616.02,7,-1281.5,-5911.07,423.73,6768.84,366.52,-29.35,-216.65,-120.51
2016-11-29,TEXTILES,115.3065,0.006194,18616.02,67,-516.25,-2381.27,170.7,2726.83,147.65,-11.82,-87.28,-48.55
2016-11-30,AGRICULTURE,14.181,0.000449,31581.53,9,-29.83,-176.06,11.87,194.03,7.59,-3.43,-0.51,-3.66
2016-11-30,AMC,0.0,0.0,31581.525954361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30,AUTO,2425.4153,0.076799,31581.53,63,-5102.19,-30112.02,2029.48,33184.73,1298.82,-586.66,-87.01,-625.14
2016-11-30,AVIATION,15.6364,0.000495,31581.53,2,-32.89,-194.13,13.08,213.94,8.37,-3.78,-0.56,-4.03
2016-11-30,BANKING,3181.4439,0.100737,31581.53,27,-6692.6,-39498.27,2662.09,43528.77,1703.67,-769.53,-114.14,-820.0
2016-11-30,CAPITAL_GOODS,354.7228,0.011232,31581.53,90,-746.21,-4403.95,296.82,4853.35,189.96,-85.8,-12.73,-91.43
2016-11-30,CEMENT,2260.9205,0.07159,31581.53,18,-4756.15,-28069.78,1891.84,30934.1,1210.73,-546.88,-81.11,-582.74
2016-11-30,CHEMICALS,4996.4894,0.158209,31581.53,116,-10510.79,-62032.42,4180.84,68362.37,2675.63,-1208.56,-179.25,-1287.82
2016-11-30,DEFENCE,97.9172,0.0031,31581.53,4,-205.98,-1215.66,81.93,1339.71,52.43,-23.68,-3.51,-25.24
2016-11-30,DIVERSIFIED,14.9742,0.000474,31581.53,6,-31.5,-185.91,12.53,204.88,8.02,-3.62,-0.54,-3.86
2016-11-30,ENERGY,1324.7522,0.041947,31581.53,18,-2786.79,-16447.06,1108.49,18125.37,709.41,-320.43,-47.53,-341.45
2016-11-30,EXCHANGE,0.0,0.0,31581.525954361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30,FINANCIAL_SERVICES,2251.2685,0.071284,31581.53,79,-4735.85,-27949.95,1883.76,30802.04,1205.56,-544.54,-80.77,-580.25
2016-11-30,FMCG,1358.5561,0.043017,31581.53,91,-2857.91,-16866.75,1136.78,18587.87,727.51,-328.61,-48.74,-350.16
2016-11-30,HEALTHCARE,117.4211,0.003718,31581.53,20,-247.01,-1457.81,98.25,1606.57,62.88,-28.4,-4.21,-30.26
2016-11-30,HOSPITALITY,188.6073,0.005972,31581.53,23,-396.76,-2341.6,157.82,2580.54,101.0,-45.62,-6.77,-48.61
2016-11-30,INFRASTRUCTURE,621.7657,0.019688,31581.53,37,-1307.97,-7719.35,520.27,8507.05,332.96,-150.39,-22.31,-160.26
2016-11-30,INSURANCE,0.0,0.0,31581.525954361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-30,IT,1372.277,0.043452,31581.53,43,-2886.77,-17037.09,1148.26,18775.61,734.86,-331.93,-49.23,-353.7
2016-11-30,LOGISTICS,206.5431,0.00654,31581.53,12,-434.49,-2564.27,172.83,2825.94,110.6,-49.96,-7.41,-53.24
2016-11-30,MEDIA,206.2629,0.006531,31581.53,31,-433.9,-2560.8,172.59,2822.11,110.45,-49.89,-7.4,-53.16
2016-11-30,METAL,1281.9825,0.040593,31581.53,55,-2696.82,-15916.07,1072.71,17540.19,686.51,-310.09,-45.99,-330.43
2016-11-30,OTHER,6686.8226,0.211732,31581.53,571,-14066.63,-83018.25,5595.23,91489.65,3580.81,-1617.42,-239.89,-1723.5
