date,sector,nse_index,FII_flow_score,DII_flow_score,PRO_flow_score,CLIENT_flow_score,Smart_Money_Score,Retail_Score,fpi_score,price_momentum_score,combined_score,rotation_signal,capital_flow_alignment,flow_rank
2017-11-20,BANKING,NIFTY BANK,41.57,-100.0,91.45,100.0,66.51,100.0,0.0,3.6,25.63,NEUTRAL,ALIGNED,5
2017-11-20,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,34.93,-100.0,83.14,79.68,59.04,79.68,39.864,-1.39,24.45,EARLY_ROTATION,DIVERGENT,6
2017-11-20,AVIATION,,48.49,-44.26,34.19,28.15,41.34,28.15,0.0,0.0,19.4,NEUTRAL,DIVERGENT,7
2017-11-20,DIVERSIFIED,NIFTY PSE,44.02,-100.0,100.0,100.0,72.01,100.0,0.0,0.0,17.61,NEUTRAL,DIVERGENT,8
2017-11-20,DEFENCE,,40.37,-17.33,15.15,6.85,27.76,6.85,0.0,0.0,16.15,NEUTRAL,DIVERGENT,9
2017-11-20,TEXTILES,,29.78,-54.81,49.48,43.65,39.63,43.65,9.372,0.0,15.19,NEUTRAL,DIVERGENT,10
2017-11-20,HOSPITALITY,,36.36,-60.97,54.0,49.36,45.18,49.36,0.0,0.0,14.54,NEUTRAL,DIVERGENT,11
2017-11-20,POWER,,34.39,-55.49,49.24,46.21,41.82,46.21,0.0,0.0,13.76,NEUTRAL,DIVERGENT,12
2017-11-20,REALTY,NIFTY REALTY,33.41,-27.64,38.67,14.69,36.04,14.69,1.023,0.0,13.72,NEUTRAL,DIVERGENT,13
2017-11-20,IT,NIFTY IT,34.97,-25.97,27.23,7.69,31.1,7.69,-49.104,6.72,13.6,PRICE_LED,ALIGNED,14
2017-11-20,AUTO,NIFTY AUTO,35.83,-31.41,30.45,4.31,33.14,4.31,-28.479,3.61,13.39,PRICE_LED,ALIGNED,15
2017-11-20,OTHER,,33.18,-79.57,60.83,67.79,47.0,67.79,0.0,0.0,13.27,NEUTRAL,DIVERGENT,16
2017-11-20,TELECOM,,25.32,-86.24,100.0,87.77,62.66,87.77,5.247,0.0,11.96,NEUTRAL,DIVERGENT,17
2017-11-20,LOGISTICS,,28.36,-69.59,60.34,50.2,44.35,50.2,0.0,0.0,11.34,NEUTRAL,DIVERGENT,18
2017-11-20,CHEMICALS,NIFTY CHEMICALS,39.55,-70.31,55.0,67.41,47.28,67.41,-14.487,-0.92,8.45,NEUTRAL,DIVERGENT,19
2017-11-20,AGRICULTURE,,19.7,-26.54,41.0,23.04,30.35,23.04,0.0,0.0,7.88,NEUTRAL,DIVERGENT,20
2017-11-20,ENERGY,NIFTY ENERGY,34.46,-33.76,39.99,14.87,37.22,14.87,-42.108000000000004,2.69,5.77,PRICE_LED,ALIGNED,21
2017-11-20,RETAIL,,8.96,-61.22,77.07,46.73,43.02,46.73,0.0,0.0,3.58,NEUTRAL,DIVERGENT,22
2017-11-20,CAPITAL_GOODS,NIFTY CONSUMER DURABLES,30.61,-67.45,65.17,60.38,47.89,60.38,2.244,-4.25,2.4,NEUTRAL,DIVERGENT,23
2017-11-20,MEDIA,NIFTY MEDIA,37.84,-43.63,42.06,24.31,39.95,24.31,-32.538,-1.31,0.47,DISTRIBUTION,DIVERGENT,24
2017-11-20,CEMENT,NIFTY CEMENT,34.56,-13.62,26.86,-15.94,30.71,-15.94,-45.045,-2.58,-8.39,DISTRIBUTION,DIVERGENT,25
2017-11-20,FMCG,NIFTY FMCG,32.68,-68.42,57.33,57.07,45.0,57.07,-55.175999999999995,-4.08,-16.44,DISTRIBUTION,DIVERGENT,26
2017-11-20,AMC,NIFTY CAPITAL MARKETS,,,,,,,0.0,4.12,,NEUTRAL,UNKNOWN,
2017-11-20,EXCHANGE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-20,INSURANCE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-21,METAL,NIFTY METAL,34.28,-54.61,45.09,37.53,39.68,37.53,-5.313,14.22,36.85,NEUTRAL,ALIGNED,1
2017-11-21,PHARMA,NIFTY PHARMA,35.69,-59.24,49.61,42.83,42.65,42.83,0.0,5.62,28.33,NEUTRAL,ALIGNED,2
2017-11-21,HEALTHCARE,NIFTY HEALTHCARE INDEX,22.94,-3.15,21.49,-7.37,22.22,-7.37,-3.531,7.36,26.34,NEUTRAL,ALIGNED,3
2017-11-21,BANKING,NIFTY BANK,37.36,-100.0,93.46,100.0,65.41,100.0,0.0,3.6,23.94,NEUTRAL,ALIGNED,4
2017-11-21,FINANCIAL_SERVICES,NIFTY FINANCIAL SERVICES,16.21,-81.36,77.71,80.61,46.96,80.61,14.949,4.86,23.87,NEUTRAL,ALIGNED,5
2017-11-21,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,29.07,-100.0,88.39,80.15,58.73,80.15,39.864,-1.39,22.11,EARLY_ROTATION,DIVERGENT,6
2017-11-21,AVIATION,,45.73,-40.79,33.72,25.39,39.72,25.39,0.0,0.0,18.29,NEUTRAL,DIVERGENT,7
2017-11-21,DIVERSIFIED,NIFTY PSE,39.67,-100.0,100.0,100.0,69.84,100.0,0.0,0.0,15.87,NEUTRAL,DIVERGENT,8
2017-11-21,DEFENCE,,35.85,-16.36,16.82,6.55,26.34,6.55,0.0,0.0,14.34,NEUTRAL,DIVERGENT,9
2017-11-21,TEXTILES,,24.11,-54.81,53.48,45.05,38.8,45.05,9.372,0.0,12.92,NEUTRAL,DIVERGENT,10
2017-11-21,HOSPITALITY,,31.49,-54.9,54.79,44.21,43.14,44.21,0.0,0.0,12.6,NEUTRAL,DIVERGENT,11
2017-11-21,AUTO,NIFTY AUTO,31.51,-33.86,35.53,9.3,33.52,9.3,-28.479,3.61,11.66,PRICE_LED,ALIGNED,12
2017-11-21,REALTY,NIFTY REALTY,28.05,-27.08,42.28,15.07,35.16,15.07,1.023,0.0,11.58,NEUTRAL,DIVERGENT,13
2017-11-21,IT,NIFTY IT,29.81,-25.35,30.92,8.78,30.36,8.78,-49.104,6.72,11.54,PRICE_LED,ALIGNED,14
2017-11-21,POWER,,27.08,-55.94,55.14,49.14,41.11,49.14,0.0,0.0,10.83,NEUTRAL,DIVERGENT,15
2017-11-21,OTHER,,26.55,-81.21,67.46,72.69,47.0,72.69,0.0,0.0,10.62,NEUTRAL,DIVERGENT,16
2017-11-21,TELECOM,,17.0,-79.79,100.0,82.02,58.5,82.02,5.247,0.0,8.64,NEUTRAL,DIVERGENT,17
2017-11-21,LOGISTICS,,20.66,-74.09,69.64,57.93,45.15,57.93,0.0,0.0,8.26,NEUTRAL,DIVERGENT,18
2017-11-21,CHEMICALS,NIFTY CHEMICALS,33.1,-62.17,56.22,59.28,44.66,59.28,-14.487,-0.92,5.87,NEUTRAL,DIVERGENT,19
2017-11-21,AGRICULTURE,,12.52,-26.77,46.26,24.47,29.39,24.47,0.0,0.0,5.01,NEUTRAL,DIVERGENT,20
2017-11-21,ENERGY,NIFTY ENERGY,29.13,-33.32,44.89,16.31,37.01,16.31,-42.108000000000004,2.69,3.64,PRICE_LED,ALIGNED,21
2017-11-21,RETAIL,,5.76,-60.42,79.33,46.81,42.54,46.81,0.0,0.0,2.3,NEUTRAL,DIVERGENT,22
2017-11-21,CAPITAL_GOODS,NIFTY CONSUMER DURABLES,21.27,-67.72,71.69,62.6,46.48,62.6,2.244,-4.25,-1.33,NEUTRAL,DIVERGENT,23
2017-11-21,MEDIA,NIFTY MEDIA,31.77,-24.63,39.29,2.8,35.53,2.8,-32.538,-1.31,-1.96,DISTRIBUTION,DIVERGENT,24
2017-11-21,CEMENT,NIFTY CEMENT,29.86,-14.43,32.51,-13.19,31.18,-13.19,-45.045,-2.58,-10.27,DISTRIBUTION,DIVERGENT,25
2017-11-21,FMCG,NIFTY FMCG,25.82,-72.55,65.44,64.49,45.63,64.49,-55.175999999999995,-4.08,-19.18,DISTRIBUTION,DIVERGENT,26
2017-11-21,AMC,NIFTY CAPITAL MARKETS,,,,,,,0.0,4.12,,NEUTRAL,UNKNOWN,
2017-11-21,EXCHANGE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-21,INSURANCE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-22,METAL,NIFTY METAL,30.37,-56.97,49.01,43.56,39.69,43.56,-5.313,14.22,35.29,NEUTRAL,ALIGNED,1
2017-11-22,PHARMA,NIFTY PHARMA,31.54,-63.14,54.39,48.83,42.96,48.83,0.0,5.62,26.67,NEUTRAL,ALIGNED,2
2017-11-22,HEALTHCARE,NIFTY HEALTHCARE INDEX,14.3,-12.92,31.73,3.32,23.02,3.32,-3.531,7.36,22.88,NEUTRAL,ALIGNED,3
2017-11-22,FINANCIAL_SERVICES,NIFTY FINANCIAL SERVICES,7.52,-78.14,80.86,79.95,44.19,79.95,14.949,4.86,20.39,NEUTRAL,ALIGNED,4
2017-11-22,BANKING,NIFTY BANK,27.93,-93.98,86.36,90.66,57.14,90.66,0.0,3.6,20.17,NEUTRAL,ALIGNED,5
2017-11-22,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,21.13,-100.0,95.63,85.29,58.38,85.29,39.864,-1.39,18.93,EARLY_ROTATION,DIVERGENT,6
2017-11-22,AVIATION,,42.96,-40.12,34.61,25.33,38.78,25.33,0.0,0.0,17.18,NEUTRAL,DIVERGENT,7
2017-11-22,DIVERSIFIED,NIFTY PSE,35.45,-100.0,100.0,100.0,67.72,100.0,0.0,0.0,14.18,NEUTRAL,DIVERGENT,8
2017-11-22,DEFENCE,,32.0,-17.89,19.09,8.84,25.54,8.84,0.0,0.0,12.8,NEUTRAL,DIVERGENT,9
2017-11-22,TEXTILES,,18.6,-57.96,58.41,49.68,38.5,49.68,9.372,0.0,10.72,NEUTRAL,DIVERGENT,10
2017-11-22,HOSPITALITY,,26.42,-57.56,59.73,49.08,43.08,49.08,0.0,0.0,10.57,NEUTRAL,DIVERGENT,11
2017-11-22,AUTO,NIFTY AUTO,26.85,-40.93,41.85,19.75,34.35,19.75,-28.479,3.61,9.8,PRICE_LED,ALIGNED,12
2017-11-22,IT,NIFTY IT,25.02,-28.41,35.12,14.03,30.07,14.03,-49.104,6.72,9.62,PRICE_LED,ALIGNED,13
2017-11-22,REALTY,NIFTY REALTY,22.15,-31.1,48.74,19.82,35.44,19.82,1.023,0.0,9.22,NEUTRAL,DIVERGENT,14
2017-11-22,POWER,,20.51,-59.81,61.05,56.14,40.78,56.14,0.0,0.0,8.2,NEUTRAL,DIVERGENT,15
2017-11-22,OTHER,,20.45,-84.5,73.06,79.46,46.76,79.46,0.0,0.0,8.18,NEUTRAL,DIVERGENT,16
2017-11-22,TELECOM,,12.42,-78.45,100.0,81.44,56.21,81.44,5.247,0.0,6.8,NEUTRAL,DIVERGENT,17
2017-11-22,LOGISTICS,,11.63,-87.45,82.8,75.39,47.22,75.39,0.0,0.0,4.65,NEUTRAL,DIVERGENT,18
2017-11-22,CHEMICALS,NIFTY CHEMICALS,27.81,-64.21,60.87,64.16,44.34,64.16,-14.487,-0.92,3.75,NEUTRAL,DIVERGENT,19
2017-11-22,AGRICULTURE,,6.32,-29.17,51.66,28.33,28.99,28.33,0.0,0.0,2.53,NEUTRAL,DIVERGENT,20
2017-11-22,ENERGY,NIFTY ENERGY,24.78,-36.67,49.83,21.86,37.3,21.86,-42.108000000000004,2.69,1.9,PRICE_LED,ALIGNED,21
2017-11-22,RETAIL,,2.63,-61.42,82.05,48.49,42.34,48.49,0.0,0.0,1.05,NEUTRAL,DIVERGENT,22
2017-11-22,MEDIA,NIFTY MEDIA,23.32,-35.07,51.57,20.49,37.44,20.49,-32.538,-1.31,-5.34,DISTRIBUTION,DIVERGENT,23
2017-11-22,CAPITAL_GOODS,NIFTY CONSUMER DURABLES,10.71,-75.47,82.54,73.2,46.62,73.2,2.244,-4.25,-5.56,NEUTRAL,DIVERGENT,24
2017-11-22,CEMENT,NIFTY CEMENT,24.72,-18.35,38.52,-7.42,31.62,-7.42,-45.045,-2.58,-12.33,DISTRIBUTION,DIVERGENT,25
2017-11-22,FMCG,NIFTY FMCG,18.41,-80.61,74.81,76.75,46.61,76.75,-55.175999999999995,-4.08,-22.15,DISTRIBUTION,DIVERGENT,26
2017-11-22,AMC,NIFTY CAPITAL MARKETS,,,,,,,0.0,4.12,,NEUTRAL,UNKNOWN,
2017-11-22,EXCHANGE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-22,INSURANCE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-23,METAL,NIFTY METAL,23.95,-57.05,53.06,48.24,38.51,48.24,-5.313,14.22,32.72,NEUTRAL,ALIGNED,1
2017-11-23,PHARMA,NIFTY PHARMA,26.86,-64.85,57.85,52.73,42.36,52.73,0.0,5.62,24.79,NEUTRAL,ALIGNED,2
2017-11-23,HEALTHCARE,NIFTY HEALTHCARE INDEX,0.44,-31.76,48.98,23.43,24.71,23.43,-3.531,7.36,17.34,NEUTRAL,ALIGNED,3
2017-11-23,FINANCIAL_SERVICES,NIFTY FINANCIAL SERVICES,-0.23,-78.84,84.83,83.42,42.3,83.42,14.949,4.86,17.29,NEUTRAL,DIVERGENT,4
2017-11-23,BANKING,NIFTY BANK,19.66,-80.54,83.63,78.99,51.64,78.99,0.0,3.6,16.86,NEUTRAL,ALIGNED,5
2017-11-23,AVIATION,,39.63,-40.34,36.25,26.24,37.94,26.24,0.0,0.0,15.85,NEUTRAL,DIVERGENT,6
2017-11-23,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,12.77,-100.0,99.05,86.06,55.91,86.06,39.864,-1.39,15.59,EARLY_ROTATION,DIVERGENT,7
2017-11-23,DIVERSIFIED,NIFTY PSE,29.45,-100.0,100.0,100.0,64.72,100.0,0.0,0.0,11.78,NEUTRAL,DIVERGENT,8
2017-11-23,TEXTILES,,13.19,-59.23,61.54,52.43,37.36,52.43,9.372,0.0,8.56,NEUTRAL,DIVERGENT,9
2017-11-23,DEFENCE,,20.91,-26.53,27.82,20.0,24.36,20.0,0.0,0.0,8.36,NEUTRAL,DIVERGENT,10
2017-11-23,HOSPITALITY,,18.56,-49.33,58.49,42.7,38.52,42.7,0.0,0.0,7.42,NEUTRAL,DIVERGENT,11
2017-11-23,AUTO,NIFTY AUTO,20.55,-43.24,46.62,26.0,33.58,26.0,-28.479,3.61,7.28,PRICE_LED,ALIGNED,12
2017-11-23,REALTY,NIFTY REALTY,16.02,-34.31,54.13,23.95,35.08,23.95,1.023,0.0,6.77,NEUTRAL,DIVERGENT,13
2017-11-23,IT,NIFTY IT,17.26,-27.13,38.24,15.7,27.75,15.7,-49.104,6.72,6.52,PRICE_LED,ALIGNED,14
2017-11-23,OTHER,,13.41,-84.96,77.01,83.33,45.21,83.33,0.0,0.0,5.36,NEUTRAL,DIVERGENT,15
2017-11-23,POWER,,13.32,-60.63,64.85,59.8,39.08,59.8,0.0,0.0,5.33,NEUTRAL,DIVERGENT,16
2017-11-23,TELECOM,,6.14,-77.85,100.0,82.03,53.07,82.03,5.247,0.0,4.29,NEUTRAL,DIVERGENT,17
2017-11-23,LOGISTICS,,4.6,-94.78,90.42,86.03,47.51,86.03,0.0,0.0,1.84,NEUTRAL,DIVERGENT,18
2017-11-23,CHEMICALS,NIFTY CHEMICALS,19.98,-64.67,65.33,67.97,42.66,67.97,-14.487,-0.92,0.62,NEUTRAL,DIVERGENT,19
2017-11-23,AGRICULTURE,,0.8,-29.08,53.86,29.32,27.33,29.32,0.0,0.0,0.32,NEUTRAL,DIVERGENT,20
2017-11-23,RETAIL,,-0.24,-62.49,84.18,50.2,41.97,50.2,0.0,0.0,-0.1,NEUTRAL,ALIGNED,21
2017-11-23,ENERGY,NIFTY ENERGY,18.7,-36.06,53.06,23.82,35.88,23.82,-42.108000000000004,2.69,-0.53,PRICE_LED,ALIGNED,22
2017-11-23,MEDIA,NIFTY MEDIA,17.33,-41.37,58.78,31.79,38.06,31.79,-32.538,-1.31,-7.73,DISTRIBUTION,DIVERGENT,23
2017-11-23,CAPITAL_GOODS,NIFTY CONSUMER DURABLES,-1.91,-83.96,93.8,85.03,45.94,85.03,2.244,-4.25,-10.6,NEUTRAL,ALIGNED,24
2017-11-23,CEMENT,NIFTY CEMENT,19.7,-18.1,42.04,-4.98,30.87,-4.98,-45.045,-2.58,-14.34,DISTRIBUTION,DIVERGENT,25
2017-11-23,FMCG,NIFTY FMCG,10.44,-83.98,80.93,83.84,45.68,83.84,-55.175999999999995,-4.08,-25.34,DISTRIBUTION,DIVERGENT,26
2017-11-23,AMC,NIFTY CAPITAL MARKETS,,,,,,,0.0,4.12,,NEUTRAL,UNKNOWN,
2017-11-23,EXCHANGE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-23,INSURANCE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-24,METAL,NIFTY METAL,19.09,-52.65,53.85,45.79,36.47,45.79,-5.313,14.22,30.78,NEUTRAL,ALIGNED,1
2017-11-24,PHARMA,NIFTY PHARMA,21.25,-62.22,59.19,52.25,40.22,52.25,0.0,5.62,22.55,NEUTRAL,ALIGNED,2
2017-11-24,BANKING,NIFTY BANK,13.25,-71.44,81.88,71.48,47.56,71.48,0.0,3.6,14.3,NEUTRAL,ALIGNED,3
2017-11-24,FINANCIAL_SERVICES,NIFTY FINANCIAL SERVICES,-7.85,-80.5,89.01,87.75,40.58,87.75,14.949,4.86,14.24,NEUTRAL,DIVERGENT,4
2017-11-24,HEALTHCARE,NIFTY HEALTHCARE INDEX,-7.38,-40.32,57.23,32.94,24.92,32.94,-3.531,7.36,14.21,NEUTRAL,DIVERGENT,5
2017-11-24,AVIATION,,35.42,-37.26,35.73,24.27,35.58,24.27,0.0,0.0,14.17,NEUTRAL,DIVERGENT,6
2017-11-24,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,5.2,-100.0,100.0,89.56,52.6,89.56,39.864,-1.39,12.56,EARLY_ROTATION,DIVERGENT,7
2017-11-24,DIVERSIFIED,NIFTY PSE,24.46,-100.0,100.0,100.0,62.23,100.0,0.0,0.0,9.78,NEUTRAL,DIVERGENT,8
2017-11-24,TEXTILES,,5.24,-63.29,67.53,58.5,36.38,58.5,9.372,0.0,5.38,NEUTRAL,DIVERGENT,9
2017-11-24,DEFENCE,,12.26,-31.88,33.74,27.27,23.0,27.27,0.0,0.0,4.9,NEUTRAL,DIVERGENT,10
2017-11-24,AUTO,NIFTY AUTO,14.27,-42.35,49.8,28.69,32.03,28.69,-28.479,3.61,4.77,PRICE_LED,ALIGNED,11
2017-11-24,REALTY,NIFTY REALTY,9.25,-36.38,58.77,27.17,34.01,27.17,1.023,0.0,4.06,NEUTRAL,DIVERGENT,12
2017-11-24,HOSPITALITY,,9.58,-52.32,65.0,49.11,37.29,49.11,0.0,0.0,3.83,NEUTRAL,DIVERGENT,13
2017-11-24,IT,NIFTY IT,9.41,-34.57,45.62,26.96,27.52,26.96,-49.104,6.72,3.38,PRICE_LED,ALIGNED,14
2017-11-24,POWER,,6.12,-55.42,64.87,56.27,35.5,56.27,0.0,0.0,2.45,NEUTRAL,DIVERGENT,15
2017-11-24,OTHER,,6.07,-84.73,80.49,86.35,43.28,86.35,0.0,0.0,2.43,NEUTRAL,DIVERGENT,16
2017-11-24,TELECOM,,1.18,-75.95,100.0,80.88,50.59,80.88,5.247,0.0,2.31,NEUTRAL,DIVERGENT,17
2017-11-24,RETAIL,,-2.85,-62.65,85.24,51.06,41.2,51.06,0.0,0.0,-1.14,NEUTRAL,ALIGNED,18
2017-11-24,LOGISTICS,,-4.99,-99.42,97.74,94.76,46.38,94.76,0.0,0.0,-2.0,NEUTRAL,ALIGNED,19
2017-11-24,CHEMICALS,NIFTY CHEMICALS,12.58,-61.48,66.93,66.81,39.76,66.81,-14.487,-0.92,-2.34,NEUTRAL,DIVERGENT,20
2017-11-24,AGRICULTURE,,-6.57,-22.36,50.47,23.23,21.95,23.23,0.0,0.0,-2.63,NEUTRAL,ALIGNED,21
2017-11-24,ENERGY,NIFTY ENERGY,13.25,-37.28,56.8,27.54,35.02,27.54,-42.108000000000004,2.69,-2.71,PRICE_LED,ALIGNED,22
2017-11-24,MEDIA,NIFTY MEDIA,11.1,-43.59,63.68,38.02,37.39,38.02,-32.538,-1.31,-10.22,DISTRIBUTION,DIVERGENT,23
2017-11-24,CEMENT,NIFTY CEMENT,15.12,-18.65,45.44,-2.13,30.28,-2.13,-45.045,-2.58,-16.17,DISTRIBUTION,DIVERGENT,24
2017-11-24,CAPITAL_GOODS,NIFTY CONSUMER DURABLES,-17.69,-90.88,100.0,95.68,41.16,95.68,2.244,-4.25,-16.92,NEUTRAL,ALIGNED,25
2017-11-24,FMCG,NIFTY FMCG,1.88,-85.27,85.83,88.59,43.86,88.59,-55.175999999999995,-4.08,-28.76,DISTRIBUTION,DIVERGENT,26
2017-11-24,AMC,NIFTY CAPITAL MARKETS,,,,,,,0.0,4.12,,NEUTRAL,UNKNOWN,
2017-11-24,EXCHANGE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-24,INSURANCE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-27,METAL,NIFTY METAL,13.84,-51.55,56.42,47.91,35.13,47.91,-5.313,14.22,28.68,NEUTRAL,ALIGNED,1
2017-11-27,PHARMA,NIFTY PHARMA,15.22,-57.05,59.25,49.07,37.24,49.07,0.0,5.62,20.14,NEUTRAL,ALIGNED,2
2017-11-27,AVIATION,,30.63,-30.79,32.88,19.26,31.76,19.26,0.0,0.0,12.25,NEUTRAL,DIVERGENT,3
2017-11-27,BANKING,NIFTY BANK,6.98,-64.97,81.63,66.85,44.3,66.85,0.0,3.6,11.79,NEUTRAL,ALIGNED,4
2017-11-27,FINANCIAL_SERVICES,NIFTY FINANCIAL SERVICES,-14.46,-80.77,91.65,89.97,38.6,89.97,14.949,4.86,11.6,NEUTRAL,DIVERGENT,5
2017-11-27,HEALTHCARE,NIFTY HEALTHCARE INDEX,-15.89,-47.59,64.99,41.44,24.55,41.44,-3.531,7.36,10.81,NEUTRAL,DIVERGENT,6
2017-11-27,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,-0.85,-100.0,100.0,90.5,49.58,90.5,39.864,-1.39,10.14,EARLY_ROTATION,ALIGNED,7
2017-11-27,DIVERSIFIED,NIFTY PSE,15.73,-100.0,100.0,100.0,57.86,100.0,0.0,0.0,6.29,NEUTRAL,DIVERGENT,8
2017-11-27,DEFENCE,,6.4,-32.26,35.77,28.84,21.08,28.84,0.0,0.0,2.56,NEUTRAL,DIVERGENT,9
2017-11-27,AUTO,NIFTY AUTO,8.25,-42.17,53.11,31.93,30.68,31.93,-28.479,3.61,2.36,PRICE_LED,ALIGNED,10
2017-11-27,TEXTILES,,-2.44,-65.5,72.03,62.55,34.8,62.55,9.372,0.0,2.3,NEUTRAL,ALIGNED,11
2017-11-27,HOSPITALITY,,3.22,-54.3,69.31,53.42,36.26,53.42,0.0,0.0,1.29,NEUTRAL,DIVERGENT,12
2017-11-27,IT,NIFTY IT,2.68,-34.6,48.68,29.56,25.68,29.56,-49.104,6.72,0.69,PRICE_LED,ALIGNED,13
2017-11-27,REALTY,NIFTY REALTY,0.61,-39.13,64.91,31.38,32.76,31.38,1.023,0.0,0.6,NEUTRAL,DIVERGENT,14
2017-11-27,TELECOM,,-3.93,-74.59,100.0,80.32,48.04,80.32,5.247,0.0,0.26,NEUTRAL,ALIGNED,15
2017-11-27,OTHER,,-1.97,-84.35,84.18,89.25,41.1,89.25,0.0,0.0,-0.79,NEUTRAL,ALIGNED,16
2017-11-27,POWER,,-2.39,-59.78,71.27,64.42,34.44,64.42,0.0,0.0,-0.96,NEUTRAL,ALIGNED,17
2017-11-27,RETAIL,,-5.98,-61.16,85.22,50.64,39.62,50.64,0.0,0.0,-2.39,NEUTRAL,ALIGNED,18
2017-11-27,ENERGY,NIFTY ENERGY,7.77,-37.34,59.85,29.93,33.81,29.93,-42.108000000000004,2.69,-4.9,PRICE_LED,ALIGNED,19
2017-11-27,LOGISTICS,,-12.35,-100.0,100.0,100.0,43.82,100.0,0.0,0.0,-4.94,NEUTRAL,ALIGNED,20
2017-11-27,AGRICULTURE,,-12.45,-19.58,50.28,21.27,18.92,21.27,0.0,0.0,-4.98,NEUTRAL,ALIGNED,21
2017-11-27,CHEMICALS,NIFTY CHEMICALS,3.17,-59.69,70.41,68.01,36.79,68.01,-14.487,-0.92,-6.1,NEUTRAL,DIVERGENT,22
2017-11-27,MEDIA,NIFTY MEDIA,4.8,-47.25,69.35,45.98,37.07,45.98,-32.538,-1.31,-12.74,DISTRIBUTION,DIVERGENT,23
2017-11-27,CEMENT,NIFTY CEMENT,9.87,-23.66,51.24,4.64,30.56,4.64,-45.045,-2.58,-18.27,DISTRIBUTION,DIVERGENT,24
2017-11-27,CAPITAL_GOODS,NIFTY CONSUMER DURABLES,-33.71,-95.45,100.0,100.0,33.14,100.0,2.244,-4.25,-23.32,NEUTRAL,ALIGNED,25
2017-11-27,FMCG,NIFTY FMCG,-7.95,-86.89,91.41,93.86,41.73,93.86,-55.175999999999995,-4.08,-32.69,DISTRIBUTION,ALIGNED,26
2017-11-27,AMC,NIFTY CAPITAL MARKETS,,,,,,,0.0,4.12,,NEUTRAL,UNKNOWN,
2017-11-27,EXCHANGE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-27,INSURANCE,,,,,,,,0.0,0.0,,NEUTRAL,UNKNOWN,
2017-11-28,METAL,NIFTY METAL,7.31,-46.56,57.65,45.62,32.48,45.62,-5.313,14.22,26.06,NEUTRAL,ALIGNED,1
2017-11-28,PHARMA,NIFTY PHARMA,9.51,-54.7,60.41,48.76,34.96,48.76,0.0,5.62,17.85,NEUTRAL,ALIGNED,2
2017-11-28,AVIATION,,24.47,-19.78,27.65,10.24,26.06,10.24,0.0,0.0,9.79,NEUTRAL,DIVERGENT,3
2017-11-28,BANKING,NIFTY BANK,1.08,-60.01,81.78,63.78,41.43,63.78,0.0,3.6,9.43,NEUTRAL,ALIGNED,4
2017-11-28,FINANCIAL_SERVICES,NIFTY FINANCIAL SERVICES,-21.64,-78.39,92.42,89.29,35.39,89.29,14.949,4.86,8.73,NEUTRAL,DIVERGENT,5
2017-11-28,HEALTHCARE,NIFTY HEALTHCARE INDEX,-24.33,-54.56,71.49,49.78,23.58,49.78,-3.531,7.36,7.43,NEUTRAL,DIVERGENT,6
2017-11-28,INFRASTRUCTURE,NIFTY INFRASTRUCTURE,-10.92,-100.0,100.0,100.0,44.54,100.0,39.864,-1.39,6.11,EARLY_ROTATION,ALIGNED,7
2017-11-28,DIVERSIFIED,NIFTY PSE,9.92,-100.0,100.0,100.0,54.96,100.0,0.0,0.0,3.97,NEUTRAL,DIVERGENT,8
2017-11-28,AUTO,NIFTY AUTO,3.24,-41.1,55.02,33.64,29.13,33.64,-28.479,3.61,0.35,PRICE_LED,ALIGNED,9
2017-11-28,TEXTILES,,-9.64,-65.47,74.17,64.14,32.26,64.14,9.372,0.0,-0.58,NEUTRAL,ALIGNED,10
2017-11-28,HOSPITALITY,,-3.45,-54.44,71.96,55.76,34.25,55.76,0.0,0.0,-1.38,NEUTRAL,ALIGNED,11
2017-11-28,IT,NIFTY IT,-3.13,-30.68,49.1,27.5,22.98,27.5,-49.104,6.72,-1.64,PRICE_LED,DIVERGENT,12
2017-11-28,TELECOM,,-8.69,-70.71,100.0,76.89,45.66,76.89,5.247,0.0,-1.64,NEUTRAL,ALIGNED,12
2017-11-28,REALTY,NIFTY REALTY,-7.71,-40.21,68.79,34.08,30.54,34.08,1.023,0.0,-2.73,NEUTRAL,ALIGNED,14
