symbol,close_now,ret_30d,ret_60d,ret_90d,ret_365d,vol_ratio,sector,sector_rel_30d,ret_30d_pct,ret_90d_pct,ret_365d_pct,vol_ratio_pct,sector_rel_pct,price_score,as_of_date
EUREKAFORB,431.65,-19.05,-12.58,-2.67,-26.91,0.452,FMCG,-13.15,3.0495552731893265,27.933333333333334,26.923076923076923,32.036050798852926,4.659042778483694,15.74,2026-06-10
EUROBOND,173.15,-7.4,1.79,7.98,,1.063,METAL,-2.27,31.13087674714104,62.22222222222222,,76.4850471118394,34.66751376535366,45.48,2026-06-10
EUROPRATIK,258.7,-4.82,8.03,6.22,,0.457,REALTY,0.89,42.35493434985176,58.31111111111112,,32.77345350266284,57.34858110969928,49.64,2026-06-10
EUROTEXIND,22.34,39.19,61.88,,56.99,5.963,FMCG,45.09,99.36467598475222,,95.2991452991453,98.52519459238017,99.40703091910208,86.17,2026-06-10
EVEREADY,334.15,-0.48,14.34,6.0,4.77,2.713,FMCG,5.42,67.85260482846252,57.51111111111111,74.51923076923077,94.59238017206063,76.13299449385853,69.18,2026-06-10
EVERESTIND,341.0,-16.41,1.81,-9.15,,0.4,INFRASTRUCTURE,-10.12,5.421431596781025,11.688888888888888,,25.747644408029497,8.21685726387124,17.34,2026-06-10
EVIETF,30.35,-1.36,2.95,5.79,4.22,0.635,OTHER,0.93,64.25243540872512,56.822222222222216,73.23717948717949,50.81933633756657,57.560355781448536,62.52,2026-06-10
EVINDIA,30.33,-1.56,3.44,5.61,4.26,0.431,OTHER,0.73,63.1723845828039,56.53333333333334,73.34401709401709,29.49610815239656,56.16264294790343,60.81,2026-06-10
EXCELINDUS,909.1,-8.45,-2.92,0.75,-27.21,0.722,CHEMICALS,-4.33,25.39178314273613,39.86666666666667,26.602564102564102,58.398197460057354,25.370605675561205,30.9,2026-06-10
EXCELSOFT,80.8,-10.78,-5.73,1.11,,0.415,IT,-6.2,17.026683608640404,41.46666666666667,,27.632117984432607,17.78907242693774,30.38,2026-06-10
EXICOM,149.53,21.02,43.7,74.97,-17.78,1.019,CAPITAL_GOODS,24.45,96.06099110546378,98.66666666666667,39.85042735042735,74.92830807046292,95.89157136806438,84.39,2026-06-10
EXIDEIND,386.35,9.54,19.06,24.03,2.17,0.191,AUTO,14.35,89.3689114781872,85.2,69.76495726495726,6.329373207701762,90.30072003388395,80.39,2026-06-10
EXPLEOSOL,793.4,-9.66,5.01,4.75,-38.61,0.342,IT,-5.08,20.224481152054214,54.266666666666666,13.141025641025642,19.827939369111018,22.29987293519695,27.61,2026-06-10
EXXARO,6.53,-4.25,-10.06,-7.24,,0.997,CAPITAL_GOODS,-0.82,44.83269800931809,15.733333333333333,,73.90413764850472,41.71961033460398,39.58,2026-06-10
FABTECH,144.8,-14.51,-5.59,-3.75,,0.501,HEALTHCARE,-11.6,7.899195256247353,24.244444444444444,,37.382220401474804,6.099110546378653,21.61,2026-06-10
FACT,901.35,2.02,5.1,1.86,-11.78,6.25,CHEMICALS,6.14,77.59423972892841,44.800000000000004,48.878205128205124,98.60712822613684,77.8271918678526,64.74,2026-06-10
FAIRCHEMOR,572.55,-5.5,10.77,4.11,-40.14,0.713,CHEMICALS,-1.38,39.05124947056332,51.6,11.752136752136751,57.64031134780827,38.564167725540024,37.59,2026-06-10
FAZE3Q,542.4,,,,-3.26,0.228,TEXTILES,,,,61.64529914529915,8.562064727570668,,50.26,2026-06-10
FCL,38.1,34.49,62.89,69.11,-85.75,0.398,CHEMICALS,38.61,98.83523930537908,98.44444444444444,1.0683760683760684,25.501843506759524,98.856416772554,75.52,2026-06-10
FDC,380.75,0.09,8.31,3.17,-18.71,0.263,PHARMA,0.47,70.20330368487929,48.55555555555556,37.95405982905983,12.02376075378943,53.76958915713681,52.97,2026-06-10
FEDDERSHOL,34.64,-3.96,,,,0.095,FINANCIAL_SERVICES,1.49,46.20923337568827,,,2.0073740270380993,60.39813638288861,47.83,2026-06-10
FEDERALBNK,311.1,6.38,6.65,15.46,50.23,0.364,BANKING,4.91,85.89580686149937,75.6888888888889,94.39102564102564,21.876280213027446,74.7988140618382,80.18,2026-06-10
FEDFINA,149.18,-2.07,4.24,16.27,28.63,1.577,FINANCIAL_SERVICES,3.38,60.29224904701398,76.93333333333334,88.03418803418803,88.07865628840639,69.35620499788226,72.75,2026-06-10
FERMENTA,327.95,16.71,,,,1.365,PHARMA,17.09,94.53621346886912,,,84.24825891028267,92.3972892842016,73.66,2026-06-10
FIBERWEB,27.99,,,,-42.87,0.179,TEXTILES,,,,10.069444444444445,5.7763211798443255,,39.8,2026-06-10
FIEMIND,2238.0,0.75,0.97,6.01,16.18,0.688,AUTO,5.56,73.23168149089369,57.599999999999994,82.74572649572649,55.94018844735764,76.53536637018212,70.86,2026-06-10
FILATEX,50.5,14.2,12.3,18.8,-3.66,0.536,TEXTILES,17.31,93.09614570097416,79.82222222222222,61.057692307692314,40.65956575174109,92.7149512918255,80.69,2026-06-10
FINCABLES,994.5,-12.19,17.31,12.01,3.39,0.355,CAPITAL_GOODS,-8.76,12.812367640830157,70.31111111111112,72.00854700854701,21.241294551413358,10.609911054637864,39.12,2026-06-10
FINEORG,4716.4,1.78,1.36,10.27,2.1,0.842,CHEMICALS,5.9,77.2554002541296,67.13333333333334,69.60470085470085,66.30479311757476,77.38246505717916,72.67,2026-06-10
FINIETF,30.28,-6.66,-2.76,0.0,0.66,0.513,OTHER,-4.36,33.75688267683185,37.111111111111114,67.76175213675214,38.8775092175338,25.18000847098687,40.37,2026-06-10
FINKURVE,64.36,-5.28,-0.31,8.55,,1.777,FINANCIAL_SERVICES,0.17,40.258365099534096,63.24444444444445,,90.08603031544449,51.77890724269377,52.17,2026-06-10
FINOPB,132.98,2.34,-1.67,-26.09,-53.8,0.73,BANKING,0.87,78.25074121135113,1.3333333333333335,4.487179487179487,59.38140106513724,57.200338839474796,40.17,2026-06-10
FINPIPE,171.0,-2.05,3.8,-7.77,-26.46,0.099,CHEMICALS,2.07,60.39813638288861,14.555555555555555,27.564102564102566,2.1302744776730846,62.7700127064803,39.81,2026-06-10
FIRSTCRY,215.92,-5.92,-11.37,-3.98,-41.67,0.313,RETAIL,-3.24,37.25116476069462,23.57777777777778,10.844017094017094,17.08316263826301,29.58492164337145,26.39,2026-06-10
FISCHER,31.82,-11.71,-22.09,-13.01,,0.788,HEALTHCARE,-8.8,14.485387547649301,6.311111111111112,,63.21179844326096,10.546378653113088,21.39,2026-06-10
FIVESTAR,430.15,-8.41,0.36,13.02,-43.88,0.597,FINANCIAL_SERVICES,-2.96,25.582380347310462,72.11111111111111,9.161324786324785,47.68537484637444,31.13087674714104,35.87,2026-06-10
FLAIR,282.4,-15.7,-10.76,-6.52,12.49,0.533,FMCG,-9.8,6.01440067767895,17.31111111111111,80.71581196581197,40.352314625153625,8.703939008894537,25.9,2026-06-10
FLEXIADD,9.56,-3.24,-1.04,0.84,,1.425,OTHER,-0.95,49.00465904277848,40.44444444444444,,85.64113068414584,40.51249470563321,47.62,2026-06-10
FLEXITUFF,6.98,-1.69,7.22,-0.43,,0.259,CHEMICALS,2.43,62.09233375688268,35.55555555555556,,11.347808275297009,64.37950021177468,50.85,2026-06-10
FLUOROCHEM,3641.0,-2.58,8.8,12.18,3.03,0.783,CHEMICALS,1.54,54.891994917407885,70.51111111111112,71.26068376068376,62.78164686603851,60.63108852181279,63.33,2026-06-10
FMCGADD,48.27,,,,,1.123,OTHER,,,,,78.67677181482998,,51.43,2026-06-10
FMCGIETF,52.46,-4.01,1.55,-0.02,-9.57,0.953,OTHER,-1.72,46.14570097416349,36.86666666666667,51.549145299145295,71.56902908643998,37.10292249047014,44.82,2026-06-10
FMGOETZE,424.7,-8.5,-5.02,9.93,-20.06,0.841,AUTO,-3.69,25.137653536637018,66.24444444444444,36.35149572649573,66.12044244162229,27.975434138077087,40.13,2026-06-10
FOCUS,93.21,11.56,41.06,39.58,,1.138,CAPITAL_GOODS,14.99,90.93604404913172,93.37777777777778,,79.02498975829579,90.80897924608216,82.74,2026-06-10
FOODSIN,53.99,-12.5,-11.95,-4.9,-44.82,1.548,FMCG,-6.6,11.965268953833123,21.066666666666666,8.386752136752136,87.58705448586645,16.306649724692925,17.96,2026-06-10
FORCEMOT,17363.0,-15.82,-23.23,-19.86,24.61,0.673,AUTO,-11.01,5.929690808979246,2.3555555555555556,87.01923076923077,54.54731667349447,6.670902160101652,23.8,2026-06-10
FORTIS,989.0,1.52,16.65,12.23,30.3,1.309,HEALTHCARE,4.43,76.45065650148243,70.71111111111111,88.67521367521367,82.916837361737,73.29521389241846,77.31,2026-06-10
FOSECOIND,4699.8,-6.75,2.2,-8.11,1.48,0.332,CHEMICALS,-2.63,33.481575603557815,14.11111111111111,68.75,18.803768947152808,32.84625158831004,34.86,2026-06-10
FRACTAL,930.2,-12.23,12.18,10.39,,0.634,IT,-7.65,12.664125370605674,67.37777777777778,,50.67595247849243,13.384159254553154,35.82,2026-06-10
FRONTSP,1476.8,-17.8,,,,0.767,AUTO,-12.99,4.193138500635324,,,61.94182712003278,4.786107581533249,27.78,2026-06-10
FSL,250.25,-4.1,13.55,14.79,-34.68,0.396,IT,0.48,45.67979669631512,74.71111111111111,17.094017094017094,25.19459238017206,53.83312155866158,47.42,2026-06-10
FUSION,167.24,-23.41,6.04,-2.02,-15.24,1.075,FINANCIAL_SERVICES,-17.96,1.3977128335451081,30.355555555555558,43.53632478632478,76.97664891437935,1.4824227022448115,20.86,2026-06-10
GABRIEL,1014.6,-9.82,8.69,14.76,66.52,0.56,AUTO,-5.01,19.864464210080474,74.66666666666667,96.26068376068376,43.87546087668988,22.72342227869547,50.47,2026-06-10
GAEL,156.94,-6.08,3.37,18.52,37.85,0.663,AGRICULTURE,-0.02,36.46759847522236,79.26666666666667,91.02564102564102,53.687013519049565,49.49174078780178,60.89,2026-06-10
GAIL,168.01,3.38,9.04,13.54,-9.54,0.948,ENERGY,3.49,80.89792460821685,72.73333333333333,51.60256410256411,71.40516181892667,70.0550614146548,70.9,2026-06-10
GALAPREC,894.6,5.01,21.05,21.89,1.19,0.246,CAPITAL_GOODS,8.44,83.60864040660736,83.6,68.32264957264957,9.913969684555509,82.88860652265988,76.76,2026-06-10
GALAXYSURF,1696.0,-9.61,-6.94,-9.43,-32.52,2.47,CHEMICALS,-5.49,20.478610758153327,11.200000000000001,19.871794871794872,93.93691110200737,20.56332062685303,21.72,2026-06-10
GALLANTT,640.8,-27.94,-2.69,22.56,42.04,0.497,METAL,-22.8,0.6776789495976281,84.04444444444444,91.82692307692307,36.99303564113068,0.6776789495976281,41.56,2026-06-10
GANDHAR,156.08,7.05,13.84,19.91,-10.07,0.242,ENERGY,7.16,86.72172808132147,81.46666666666667,51.01495726495726,9.66816878328554,80.34731046166878,73.46,2026-06-10
GANDHITUBE,849.25,-2.69,-2.53,8.45,20.12,0.346,METAL,2.44,53.24015247776366,63.06666666666667,84.66880341880342,20.21712412945514,64.44303261329945,62.01,2026-06-10
GANECOS,912.25,-12.39,-12.77,20.14,-38.78,0.599,TEXTILES,-9.28,12.28293096145701,81.77777777777779,12.68696581196581,48.07455960671856,9.61457009741635,31.13,2026-06-10
GANESHBE,106.77,13.85,15.76,36.85,6.9,0.288,ENERGY,13.96,92.6302414231258,92.57777777777778,76.20192307692307,14.338385907414994,89.96188055908515,85.02,2026-06-10
GANESHCP,200.85,-4.46,2.87,18.08,,0.729,FMCG,1.44,44.09148665819568,78.57777777777778,,59.25850061450225,60.16518424396442,57.06,2026-06-10
GANESHHOU,766.75,11.05,28.69,22.52,,0.432,REALTY,16.76,90.63955950868277,84.0,,29.659975419909873,92.16433714527741,78.03,2026-06-10
GANGAFORGE,2.42,-6.92,-10.7,-15.09,-43.19,1.678,CAPITAL_GOODS,-3.49,33.03684879288437,4.844444444444444,9.642094017094017,89.04137648504711,28.46251588310038,23.42,2026-06-10
GANGESSECU,122.91,-2.56,-0.6,2.99,-27.66,0.203,FMCG,3.34,55.209656925031766,48.08888888888889,25.747863247863243,6.964358869315854,69.01736552308344,47.2,2026-06-10
GARFIBRES,689.9,10.17,11.42,10.48,-19.98,0.779,TEXTILES,13.28,89.89834815756036,67.64444444444445,36.53846153846153,62.576812781646865,89.24184667513765,72.2,2026-06-10
GARUDA,164.25,-13.48,-4.06,-2.7,31.8,0.331,INFRASTRUCTURE,-7.18,10.27107157983905,27.755555555555556,89.58333333333334,18.72183531339615,14.73951715374841,31.6,2026-06-10
GATECH,0.52,-10.34,6.12,8.33,,0.291,FINANCIAL_SERVICES,-4.89,18.25497670478611,62.8,,14.50225317492831,23.12579415501906,36.28,2026-06-10
GATECHDVR,0.48,-17.24,2.13,9.09,-48.94,0.454,FINANCIAL_SERVICES,-11.79,4.849639983058026,64.55555555555556,6.036324786324786,32.42523555919705,5.950868276154172,21.56,2026-06-10
GATEWAY,57.7,-0.84,1.0,3.15,-8.83,1.142,LOGISTICS,3.54,66.53960186361712,48.46666666666667,52.35042735042735,79.14789020893078,70.24565861922915,60.37,2026-06-10
GAYAHWS,2.13,-11.62,-9.36,-10.88,,0.415,INFRASTRUCTURE,-5.32,14.73951715374841,9.2,,27.632117984432607,21.198644642100806,22.02,2026-06-10
GCSL,413.3,6.84,24.23,,,0.549,FINANCIAL_SERVICES,12.29,86.53113087674714,,,42.85129045473167,88.20415078356628,68.16,2026-06-10
GEECEE,330.2,5.58,5.33,22.61,-15.05,0.338,REALTY,11.3,84.92164337145277,84.08888888888889,43.6965811965812,19.274887341253585,87.25116476069462,73.54,2026-06-10
GEEKAYWIRE,22.18,-20.7,-12.61,3.55,-68.83,1.207,METAL,-15.56,2.2871664548919948,49.888888888888886,2.3504273504273505,80.64317902498975,2.583650995340957,18.16,2026-06-10
GENCON,39.33,-2.16,-8.9,-9.59,,0.922,REALTY,3.56,59.423972892842016,10.844444444444443,,70.17615731257682,70.39390088945362,47.58,2026-06-10
GENESYS,329.55,43.91,35.03,17.76,-49.47,8.29,IT,48.49,99.44938585345193,78.26666666666667,5.822649572649572,99.3035641130684,99.49174078780177,75.43,2026-06-10
GENUSPAPER,12.11,-6.56,-0.16,3.42,-36.56,0.389,CHEMICALS,-2.44,34.45573909360441,49.51111111111111,15.277777777777779,24.600573535436297,33.92630241423126,33.81,2026-06-10
GENUSPOWER,308.3,-5.83,12.24,21.79,-13.92,2.76,INFRASTRUCTURE,0.46,37.59000423549344,83.37777777777777,45.72649572649573,94.75624743957395,53.70605675561203,55.94,2026-06-10
GEOJITFSL,72.24,3.41,12.51,20.66,-10.41,0.57,FINANCIAL_SERVICES,8.86,81.04616687844134,82.39999999999999,50.69444444444444,44.8381810733306,83.60864040660736,73.89,2026-06-10
GESHIP,1367.8,-13.56,-0.37,-4.15,42.09,0.368,AUTO,-8.75,10.12282930961457,22.822222222222223,91.88034188034187,22.347398607128227,10.694620923337569,30.35,2026-06-10
GFLLIMITED,46.38,-5.08,2.23,4.01,-26.39,0.841,FINANCIAL_SERVICES,0.37,41.02075391783143,51.24444444444445,27.670940170940174,66.12044244162229,53.176620076238876,43.99,2026-06-10
GHCL,432.95,-11.83,-8.9,-5.19,-28.84,0.929,CHEMICALS,-7.71,13.934773401101227,20.4,24.09188034188034,70.31954117165097,13.172384582803897,20.29,2026-06-10
GHCLTEXTIL,94.1,4.87,10.46,28.15,3.91,0.416,TEXTILES,7.98,83.2274459974587,88.0,72.67628205128204,27.81646866038509,81.7450232952139,79.32,2026-06-10
GICHSGFIN,154.29,0.96,1.37,5.37,-18.15,6.631,FINANCIAL_SERVICES,6.41,74.20584498094028,56.00000000000001,38.91559829059829,98.81196231052847,78.44133841592546,64.46,2026-06-10
GICL,22.18,-44.89,-46.24,,,0.301,LOGISTICS,-40.51,0.21177467174925876,,,15.895124948791478,0.21177467174925876,23.4,2026-06-10
GICRE,380.05,-2.81,-4.41,3.8,2.33,0.816,FINANCIAL_SERVICES,2.64,52.308343922066925,50.46666666666667,69.97863247863248,64.8504711183941,65.24777636594663,57.95,2026-06-10
GILLANDERS,88.06,-11.88,-2.46,6.43,-34.84,0.242,FMCG,-5.98,13.765353663701822,58.84444444444444,17.01388888888889,9.66816878328554,18.720880982634476,26.22,2026-06-10
GILLETTE,7701.5,-3.14,-0.03,-3.48,-25.71,0.847,FMCG,2.76,49.61880559085133,24.977777777777778,28.60576923076923,66.5710774272839,66.285472257518,42.6,2026-06-10
GILT10BETA,25.92,-1.78,-0.19,-0.54,,0.204,OTHER,0.51,61.5417196103346,35.266666666666666,,7.005325686194183,54.02371876323592,48.81,2026-06-10
GILT5BETA,65.19,-0.28,0.88,0.12,,0.656,OTHER,2.01,68.7420584498094,37.6,,52.867677181482996,62.40999576450656,55.46,2026-06-10
GILT5YBEES,65.2,1.29,0.6,1.37,4.39,0.599,OTHER,3.58,75.81533248623464,42.82222222222222,73.5576923076923,48.07455960671856,70.52096569250318,64.93,2026-06-10
GINNIFILA,42.96,-1.76,4.22,19.9,,0.975,TEXTILES,1.36,61.66878441338416,81.37777777777778,,72.818517001229,59.65692503176621,64.52,2026-06-10
GIPCL,160.21,5.4,15.4,21.5,-18.16,0.72,CAPITAL_GOODS,8.83,84.54044896230411,83.02222222222223,38.835470085470085,58.234330192544036,83.46039813638288,73.54,2026-06-10
GKENERGY,137.01,7.64,18.07,23.9,,0.814,INFRASTRUCTURE,13.93,87.65353663701822,85.0,,64.72757066775911,89.91952562473529,78.65,2026-06-10
GKSL,124.27,-12.63,15.54,16.36,,0.772,HEALTHCARE,-9.73,11.838204150783566,77.02222222222223,,62.10569438754609,8.852181279119018,37.83,2026-06-10
GKWLIMITED,1824.4,5.33,17.13,10.54,-5.29,1.503,FINANCIAL_SERVICES,10.78,84.34985175772978,67.77777777777779,58.22649572649573,87.01351904956984,86.59466327827192,75.45,2026-06-10
GLAND,2267.8,18.17,30.19,36.04,30.73,0.382,PHARMA,18.55,95.0021177467175,92.35555555555555,88.88888888888889,23.781237197869725,93.7738246505718,89.37,2026-06-10
GLAXO,2174.9,-10.73,-9.15,-12.51,-33.82,0.656,PHARMA,-10.35,17.17492587886489,7.022222222222223,18.29594017094017,52.867677181482996,7.560355781448538,15.2,2026-06-10
GLENMARK,2144.4,-8.64,-0.87,-5.65,29.15,1.338,PHARMA,-8.26,24.290554849639985,19.066666666666666,88.30128205128204,83.7156902908644,11.944091486658195,36.91,2026-06-10
GLOBAL,102.53,-10.22,3.84,-2.41,62.95,0.448,HEALTHCARE,-7.32,18.61499364675985,29.06666666666667,96.04700854700855,31.56493240475215,14.400677678949597,36.73,2026-06-10
GLOBALVECT,162.53,-8.08,-4.74,-1.17,-24.95,0.947,AVIATION,-13.32,27.488352393053788,33.577777777777776,29.51388888888889,71.32322818517002,4.404913172384583,28.15,2026-06-10
GLOBE,2.29,-7.66,-7.66,-11.58,,0.257,TEXTILES,-4.54,29.75434138077086,8.533333333333333,,10.958623514952889,24.227022448115203,26.73,2026-06-10
GLOBUSSPR,838.9,-14.19,-10.32,-1.7,-10.82,0.472,FMCG,-8.29,8.57687420584498,31.377777777777776,50.16025641025641,34.69889389594428,11.71113934773401,24.37,2026-06-10
GLOSTERLTD,668.8,0.78,14.67,22.08,-3.51,1.388,TEXTILES,3.9,73.50698856416773,83.82222222222222,61.27136752136752,84.92421138877509,71.66454891994918,73.93,2026-06-10
GMBREW,879.8,-7.17,-11.48,-12.88,21.91,0.566,FMCG,-1.27,31.85091063108852,6.555555555555556,85.47008547008546,44.28512904547316,38.98771706903854,37.94,2026-06-10
GMDCLTD,604.3,-8.88,0.2,11.42,52.97,0.762,REALTY,-3.17,22.956374417619653,69.28888888888889,94.60470085470085,61.57312576812781,29.923761118170265,51.85,2026-06-10
GMMPFAUDLR,757.6,-15.01,-16.95,-12.89,-35.04,0.464,CAPITAL_GOODS,-11.58,7.073274036425244,6.488888888888889,16.826923076923077,33.61327324866858,6.141465480728505,10.07,2026-06-10
GMRAIRPORT,100.92,2.87,5.95,7.6,21.96,0.716,INFRASTRUCTURE,9.16,79.52138924184668,61.355555555555554,85.52350427350427,57.94756247439574,83.9686573485811,75.77,2026-06-10
GMRP&UI,104.85,-2.09,-0.04,-1.74,-0.9,0.406,INFRASTRUCTURE,4.2,60.144006776789496,31.222222222222225,65.14423076923077,26.464563703400245,72.59635747564592,54.1,2026-06-10
GNA,357.25,-7.72,-19.36,-15.16,13.29,3.29,AUTO,-2.91,29.4578568403219,4.8,81.30341880341881,96.31298648095043,31.448538754764932,37.3,2026-06-10
GNFC,493.6,1.77,14.13,16.1,-7.1,0.495,CHEMICALS,5.89,77.17069038542991,76.68888888888888,55.12820512820513,36.8701351904957,77.34011012282932,70.65,2026-06-10
GNRL,93.31,-5.48,,,,1.418,ENERGY,-5.37,39.1994917407878,,,85.41581319131504,21.050402371876324,43.65,2026-06-10
GOACARBON,389.75,-9.53,16.8,18.12,-17.77,0.26,METAL,-4.39,20.81745023295214,78.75555555555556,39.90384615384615,11.45022531749283,24.96823379923761,39.27,2026-06-10
GOCLCORP,386.25,21.83,38.12,53.15,4.65,0.324,CHEMICALS,25.95,96.3998305802626,96.84444444444445,74.03846153846155,17.82056534207292,96.44218551461246,88.12,2026-06-10
GOCOLORS,362.1,26.65,26.64,29.02,-57.96,0.656,RETAIL,29.32,97.50105887335874,88.66666666666667,3.579059829059829,52.867677181482996,97.22575180008471,74.24,2026-06-10
GODAVARIB,276.95,-8.87,-12.18,-6.13,,0.286,FMCG,-2.97,23.08343922066921,17.91111111111111,,14.154035231462517,31.067344345616267,27.92,2026-06-10
GODFRYPHLP,2234.6,-6.58,6.33,5.27,-72.6,0.311,FMCG,-0.68,34.22278695468022,55.68888888888889,2.19017094017094,16.837361736993035,42.630241423125796,33.57,2026-06-10
GODIGIT,293.65,-6.15,-8.18,-12.15,-14.86,0.835,FINANCIAL_SERVICES,-0.7,36.213468869123254,7.866666666666666,43.91025641025641,65.710774272839,42.46082168572639,33.08,2026-06-10
GODREJAGRO,560.65,-3.78,-5.35,-6.61,-26.63,0.88,AGRICULTURE,2.28,46.71749258788649,17.2,27.403846153846157,68.27120032773453,63.722998729351964,39.1,2026-06-10
GODREJCP,1027.6,1.65,-4.68,-5.85,-14.12,0.878,FMCG,7.55,76.74714104193139,18.555555555555557,45.3525641025641,68.06636624334288,81.02498941126642,56.13,2026-06-10
GODREJIND,1033.0,-9.86,15.8,16.25,-23.38,0.262,REALTY,-4.14,19.58915713680644,76.84444444444445,31.73076923076923,11.839410077836952,26.19652689538331,36.93,2026-06-10
GODREJPROP,1641.5,-8.52,-4.37,-0.58,-33.31,0.59,REALTY,-2.8,24.947056332062687,35.11111111111111,18.88354700854701,47.05038918476034,32.10504023718763,28.45,2026-06-10
GOKEX,667.05,-6.43,-1.43,9.04,-27.98,0.454,TEXTILES,-3.31,34.858110969928,64.44444444444444,25.427350427350426,32.42523555919705,29.309614570097413,39.41,2026-06-10
GOKUL,40.94,1.76,2.61,-2.01,-11.58,0.709,FMCG,7.66,77.0859805167302,30.4,49.172008547008545,57.394510446538305,81.27911901736552,59.48,2026-06-10
GOKULAGRO,232.97,-2.48,16.87,43.28,-23.18,0.559,FMCG,3.42,56.35324015247777,94.39999999999999,32.077991452991455,43.71159360917657,69.69504447268106,62.38,2026-06-10
GOLD1,121.99,-1.71,-2.08,-9.0,46.18,1.205,OTHER,0.58,61.922914019483265,11.822222222222223,92.94871794871796,80.58172879967228,54.57433290978398,55.43,2026-06-10
GOLD360,142.7,-1.69,-1.89,-8.53,45.02,3.404,OTHER,0.6,62.09233375688268,13.0,92.41452991452992,96.47685374846374,54.807285048708174,56.51,2026-06-10
GOLDADD,142.57,-1.28,-1.62,-8.57,,4.355,OTHER,1.01,64.67598475222364,12.933333333333334,,97.58295780417862,57.98390512494706,49.45,2026-06-10
GOLDBEES,121.15,-1.69,-1.89,-8.71,46.33,1.552,OTHER,0.6,62.09233375688268,12.488888888888889,93.16239316239316,87.62802130274477,54.807285048708174,56.09,2026-06-10
GOLDBETA,123.55,-1.4,-1.55,-8.45,,1.069,OTHER,0.9,64.10419313850063,13.222222222222221,,76.68988119623106,57.412113511224064,48.19,2026-06-10
GOLDBND,146.34,-1.75,-1.89,-8.82,,0.241,OTHER,0.54,61.753494282083864,12.222222222222221,,9.524784924211389,54.32020330368488,43.29,2026-06-10
GOLDCASE,23.07,-1.62,-1.83,-8.71,46.76,1.272,OTHER,0.67,62.81236764083016,12.488888888888889,93.48290598290599,82.11798443260957,55.717916137229984,56.27,2026-06-10
GOLDETF,142.24,-1.75,-1.87,-8.52,46.22,1.405,OTHER,0.54,61.753494282083864,13.066666666666665,93.05555555555556,85.21097910692339,54.32020330368488,55.9,2026-06-10
GOLDIAM,431.6,3.71,24.54,37.85,18.67,2.408,FMCG,9.61,81.57560355781447,92.88888888888889,83.81410256410257,93.85497746825072,84.54044896230411,85.91,2026-06-10
GOLDIETF,125.45,-1.6,-1.94,-8.73,46.73,1.454,OTHER,0.69,62.98178737822956,12.4,93.42948717948718,86.39901679639492,55.82380347310462,56.52,2026-06-10
GOLDTECH,41.72,-0.07,2.38,8.5,-37.18,3.789,IT,4.51,69.3985599322321,63.15555555555555,14.823717948717949,97.00942236788201,73.52816603134265,58.92,2026-06-10
GOODLUCK,1302.3,-6.3,16.9,25.38,19.78,0.368,METAL,-1.16,35.70520965692503,86.26666666666667,84.50854700854701,22.347398607128227,39.62304108428632,58.03,2026-06-10
GOODYEAR,734.8,-5.5,,,,0.916,AUTO,-0.69,39.05124947056332,,,69.76648914379354,42.52435408725116,46.03,2026-06-10
GOPAL,278.35,-14.31,5.06,-1.03,-24.46,0.753,FMCG,-8.41,8.365099534095723,33.91111111111111,30.288461538461537,60.95862351495289,11.647606946209233,22.26,2026-06-10
GOYALALUM,6.92,-0.86,,,-15.4,1.795,METAL,4.27,66.4548919949174,,43.322649572649574,90.16796394920115,72.85048708174502,59.86,2026-06-10
GPIL,277.1,-5.43,-4.3,9.2,53.59,0.241,METAL,-0.29,39.45362134688691,64.62222222222222,94.81837606837607,9.524784924211389,45.8280389665396,56.28,2026-06-10
GPPL,152.1,-3.2,-0.65,-4.75,-4.41,0.467,INFRASTRUCTURE,3.1,49.23761118170267,21.4,59.72222222222222,33.96149119213437,67.95849216433714,46.42,2026-06-10
GPTHEALTH,148.25,4.12,5.91,18.98,0.37,0.559,HEALTHCARE,7.02,82.06268530283778,80.22222222222221,67.1741452991453,43.71159360917657,79.83905124947056,76.37,2026-06-10
GPTINFRA,112.35,-3.67,0.96,3.88,-11.28,0.422,INFRASTRUCTURE,2.62,47.183396865734856,50.93333333333333,49.626068376068375,28.574354772634162,65.16306649724693,50.38,2026-06-10
GRADIENTE,2.52,,,,,0.74,MEDIA,,,,,59.975419909873004,,50.5,2026-06-10
GRANDOAK,37.93,30.66,,,,16.915,FINANCIAL_SERVICES,36.11,98.43286742905548,,,99.95903318312168,98.6022871664549,76.74,2026-06-10
GRANULES,760.8,0.69,20.39,29.79,53.73,0.896,PHARMA,1.07,72.87166454891995,89.28888888888889,94.87179487179486,68.82425235559198,58.38627700127065,79.0,2026-06-10
GRAPHITE,637.05,-12.91,-0.27,-1.83,15.05,0.651,CAPITAL_GOODS,-9.48,10.969927996611606,30.8,82.07799145299145,51.986890618598935,9.233375688267683,31.94,2026-06-10
GRASIM,3071.2,2.92,11.98,12.27,14.79,0.772,CEMENT,8.97,79.60609911054638,70.82222222222222,81.89102564102564,62.10569438754609,83.75688267683185,77.61,2026-06-10
GRAUWEIL,71.88,2.57,,,,0.402,CHEMICALS,6.69,78.8013553578992,,,26.05489553461696,79.09783989834816,63.25,2026-06-10
GRAVISSHO,29.11,5.74,,,,1.589,HOSPITALITY,10.2,85.1122405760271,,,88.16058992216304,85.47225751800084,69.52,2026-06-10
