symbol,sector,label,bull_run_score,consensus_score,consensus_label,signals_used,concall_norm,insider_norm,news_norm,deal_norm,concall_score,insider_score,insider_conviction,sentiment_7d,sentiment_label,news_count_7d,inst_net_value_cr,as_of_date
BANG,TEXTILES,NEUTRAL,28.97,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
MARKOLINES,INFRASTRUCTURE,WATCHLIST,41.8,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
MOTISONS,FMCG,WATCHLIST,41.62,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
BAJFINANCE,FINANCIAL_SERVICES,WATCHLIST,41.62,49.46,NEUTRAL,NEWS|DEALS,,,50.0,47.27979274611399,,,,0.0,NEUTRAL,1.0,0.0,2026-07-03
DYCL,CAPITAL_GOODS,WATCHLIST,41.61,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
EMSLIMITED,INFRASTRUCTURE,WATCHLIST,41.56,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
SCPL,OTHER,WATCHLIST,41.49,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
DELHIVERY,LOGISTICS,WATCHLIST,39.91,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
BHARATGEAR,AUTO,EMERGING,46.93,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
GOCOLORS,RETAIL,EMERGING,46.84,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ONWARDTEC,TEXTILES,EMERGING,46.8,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
RAMCOIND,METAL,EMERGING,46.69,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
CLSEL,AGRICULTURE,WATCHLIST,39.16,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
THOMASCOOK,HOSPITALITY,WATCHLIST,39.14,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
BHARATSE,AUTO,WATCHLIST,38.93,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
RELTD,CAPITAL_GOODS,WATCHLIST,40.94,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
WALCHANNAG,FINANCIAL_SERVICES,WATCHLIST,41.96,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
GARUDA,INFRASTRUCTURE,WATCHLIST,40.48,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
OLAELEC,AUTO,EMERGING,47.67,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
NIBE,DEFENCE,EMERGING,47.68,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
MSTCLTD,METAL,EMERGING,47.9,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ZEEL,MEDIA,EMERGING,47.9,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
SUBROS,CAPITAL_GOODS,WATCHLIST,40.99,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
LAMBODHARA,TEXTILES,WATCHLIST,41.33,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
GNRL,ENERGY,WATCHLIST,41.22,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
RIIL,LOGISTICS,WATCHLIST,39.77,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
SHANTIGOLD,CAPITAL_GOODS,WATCHLIST,39.79,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
BAJAJHCARE,PHARMA,WATCHLIST,40.9,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ITDC,CAPITAL_GOODS,WATCHLIST,40.74,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
OMAXE,REALTY,WATCHLIST,40.6,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
NARMADA,AGRICULTURE,EMERGING,47.63,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
TITAN,FMCG,WATCHLIST,41.15,49.46,NEUTRAL,NEWS|DEALS,,,50.0,47.27979274611399,,,,0.0,NEUTRAL,1.0,0.0,2026-07-03
GCSL,FINANCIAL_SERVICES,WATCHLIST,41.1,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
GICL,LOGISTICS,NEUTRAL,27.33,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ZUARI,CHEMICALS,WATCHLIST,40.54,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
AGARIND,CHEMICALS,WATCHLIST,40.63,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
KPITTECH,CAPITAL_GOODS,NEUTRAL,25.1,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ABINFRA,INFRASTRUCTURE,WATCHLIST,31.57,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
NILAINFRA,REALTY,WATCHLIST,31.37,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
EASEMYTRIP,HOSPITALITY,WATCHLIST,31.29,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
GSLSU,REALTY,NEUTRAL,24.82,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
GRMOVER,AGRICULTURE,NEUTRAL,26.59,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
BLISSGVS,PHARMA,EMERGING,48.72,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ELECTHERM,METAL,EMERGING,48.3,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
AEROENTER,METAL,EMERGING,48.22,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
SALASAR,CAPITAL_GOODS,NEUTRAL,28.2,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
ASIANTILES,CAPITAL_GOODS,NEUTRAL,28.12,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
BAJAJELEC,FMCG,NEUTRAL,27.6,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
MHLXMIRU,TEXTILES,NEUTRAL,27.49,49.46,NEUTRAL,DEALS,,,,47.27979274611399,,,,,,,0.0,2026-07-03
SBICARD,FINANCIAL_SERVICES,NEUTRAL,27.68,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TARAPUR,CAPITAL_GOODS,NEUTRAL,27.73,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GRAPHITE,CAPITAL_GOODS,NEUTRAL,27.76,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SEDEMAC,AUTO,EMERGING,48.45,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MUTHOOTMF,FINANCIAL_SERVICES,EMERGING,48.78,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FSL,IT,NEUTRAL,26.53,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SCHAND,HOSPITALITY,NEUTRAL,26.72,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
JINDALSTEL,METAL,WATCHLIST,31.28,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GUJRAFFIA,CHEMICALS,WATCHLIST,31.38,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TECHM,IT,WATCHLIST,31.69,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PERSISTENT,IT,NEUTRAL,25.22,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MARATHON,REALTY,NEUTRAL,25.6,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ASTRAL,CAPITAL_GOODS,NEUTRAL,26.37,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TITAGARH,INFRASTRUCTURE,WATCHLIST,40.53,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RBLBANK,BANKING,WATCHLIST,40.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CAMLINFINE,PHARMA,WATCHLIST,40.9,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HALDER,AGRICULTURE,WATCHLIST,39.74,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CMPDI,INFRASTRUCTURE,WATCHLIST,39.79,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BFUTILITIE,INFRASTRUCTURE,WATCHLIST,39.83,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VEDPOWER,OTHER,WATCHLIST,39.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VOGL,OTHER,WATCHLIST,39.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
KISSHT,IT,WATCHLIST,40.96,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ANTELOPUS,ENERGY,WATCHLIST,40.98,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SHRINGARMS,FMCG,WATCHLIST,40.99,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
REPRO,MEDIA,WATCHLIST,41.21,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GALAXYSURF,CHEMICALS,WATCHLIST,41.23,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SUZLON,CAPITAL_GOODS,WATCHLIST,41.35,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
COSMOFIRST,CHEMICALS,WATCHLIST,40.32,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
NH,HEALTHCARE,WATCHLIST,40.33,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MMP,METAL,WATCHLIST,40.36,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
WEALTH,FINANCIAL_SERVICES,WATCHLIST,40.5,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CEIGALL,INFRASTRUCTURE,EMERGING,47.67,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MANINDS,METAL,EMERGING,47.99,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
UFBL,HOSPITALITY,EMERGING,48.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AETHER,CHEMICALS,EMERGING,46.71,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
KDDL,FMCG,EMERGING,46.73,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
THOMASCOTT,TEXTILES,EMERGING,46.75,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PRINCEPIPE,CAPITAL_GOODS,WATCHLIST,40.0,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TIPSMUSIC,MEDIA,WATCHLIST,41.42,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
POWERICA,CAPITAL_GOODS,WATCHLIST,41.43,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SHANTI,FMCG,WATCHLIST,41.5,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CGPOWER,IT,WATCHLIST,41.72,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
LANDMARK,AUTO,WATCHLIST,41.81,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FIVESTAR,FINANCIAL_SERVICES,WATCHLIST,40.9,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
URBANCO,RETAIL,WATCHLIST,40.93,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CONCORDBIO,PHARMA,WATCHLIST,40.96,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BALKRISHNA,CHEMICALS,WATCHLIST,40.01,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BOHRAIND,OTHER,WATCHLIST,40.02,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FOSECOIND,CHEMICALS,WATCHLIST,40.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CURAA,OTHER,WATCHLIST,40.18,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
JYOTICNC,CAPITAL_GOODS,WATCHLIST,40.23,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MSPL,METAL,WATCHLIST,40.29,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HNDFDS,FMCG,WATCHLIST,38.91,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ABREL,REALTY,WATCHLIST,38.97,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
WANBURY,PHARMA,WATCHLIST,39.12,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TMCV,AUTO,WATCHLIST,39.13,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
KOHINOOR,AGRICULTURE,WATCHLIST,39.28,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PILANIINVS,FINANCIAL_SERVICES,NEUTRAL,28.41,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HEG,CAPITAL_GOODS,NEUTRAL,28.45,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SUDARSCHEM,CHEMICALS,NEUTRAL,28.47,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
NESCO,REALTY,NEUTRAL,28.73,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SRD,CHEMICALS,NEUTRAL,28.75,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
JUBLINGREA,CHEMICALS,NEUTRAL,28.76,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
INNOVISION,INFRASTRUCTURE,NEUTRAL,28.81,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
INDIAMART,RETAIL,NEUTRAL,29.58,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
LTFOODS,AGRICULTURE,NEUTRAL,29.6,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BAJEL,CAPITAL_GOODS,WATCHLIST,41.36,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PTCIL,POWER,WATCHLIST,41.36,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ALLTIME,FMCG,WATCHLIST,39.59,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
INA,POWER,WATCHLIST,38.53,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SHYAMMETL,METAL,WATCHLIST,38.67,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
IFGLEXPOR,CAPITAL_GOODS,WATCHLIST,38.75,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MODIRUBBER,AUTO,WATCHLIST,38.82,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
UTIAMC,AMC,WATCHLIST,38.83,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CREATIVEYE,MEDIA,WATCHLIST,37.68,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MUNJALAU,AUTO,WATCHLIST,37.82,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HEALTHX,HEALTHCARE,WATCHLIST,37.82,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SPLIL,TEXTILES,WATCHLIST,37.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MOBIKWIK,FINANCIAL_SERVICES,WATCHLIST,37.89,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PARASPETRO,FINANCIAL_SERVICES,WATCHLIST,37.93,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MADHAV,REALTY,WATCHLIST,38.02,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PIGL,CAPITAL_GOODS,WATCHLIST,38.1,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GRAVITA,METAL,WATCHLIST,38.14,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AAATECH,IT,WATCHLIST,38.22,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AHLUCONT,INFRASTRUCTURE,WATCHLIST,38.47,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
HOMEFIRST,FINANCIAL_SERVICES,WATCHLIST,37.04,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
KTKBANK,BANKING,WATCHLIST,37.07,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
INTLCONV,CAPITAL_GOODS,WATCHLIST,37.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SHALBY,HEALTHCARE,WATCHLIST,43.07,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BLUESTONE,FMCG,WATCHLIST,42.06,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ASHAPURMIN,METAL,WATCHLIST,42.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GVPIL,CAPITAL_GOODS,WATCHLIST,42.19,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ALIVUS,PHARMA,WATCHLIST,42.31,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SAMBHV,METAL,WATCHLIST,42.36,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
NCLIND,CEMENT,WATCHLIST,42.4,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RELIABLE,FINANCIAL_SERVICES,WATCHLIST,42.49,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FISCHER,HEALTHCARE,WATCHLIST,42.53,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RAJMET,METAL,WATCHLIST,37.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
DIXON,REALTY,WATCHLIST,37.19,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
WEL,FMCG,WATCHLIST,37.2,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BALRAMCHIN,FMCG,WATCHLIST,37.3,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GKSL,HEALTHCARE,WATCHLIST,37.41,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SHAHALLOYS,METAL,WATCHLIST,37.45,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SBIN,BANKING,WATCHLIST,37.58,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
STYRENIX,CHEMICALS,WATCHLIST,36.32,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
TORNTPOWER,POWER,WATCHLIST,36.32,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SOMATEX,TEXTILES,WATCHLIST,36.48,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GUJTHEM,PHARMA,WATCHLIST,36.52,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PRECOT,TEXTILES,WATCHLIST,36.52,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PRECAM,AUTO,WATCHLIST,36.73,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ANGELONE,FINANCIAL_SERVICES,WATCHLIST,36.91,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MSUMI,AUTO,WATCHLIST,35.71,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
MITTAL,TEXTILES,WATCHLIST,35.8,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
WONDERLA,HOSPITALITY,WATCHLIST,35.83,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
UNITECH,REALTY,WATCHLIST,35.84,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PURVA,REALTY,WATCHLIST,35.96,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
UFLEX,CHEMICALS,WATCHLIST,35.97,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
SURANAT&P,POWER,WATCHLIST,43.63,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
WINDLAS,PHARMA,WATCHLIST,43.84,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
YESBANK,BANKING,WATCHLIST,43.91,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ZYDUSWELL,FMCG,WATCHLIST,42.55,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
APTUS,FINANCIAL_SERVICES,WATCHLIST,42.64,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
NAZARA,IT,WATCHLIST,42.64,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
GEOJITFSL,FINANCIAL_SERVICES,WATCHLIST,42.66,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
PARACABLES,CAPITAL_GOODS,WATCHLIST,42.84,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
REDINGTON,IT,WATCHLIST,42.86,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ADL,REALTY,WATCHLIST,35.98,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
JMA,AUTO,WATCHLIST,36.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AKG,OTHER,WATCHLIST,36.1,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ESCORTS,AUTO,WATCHLIST,36.16,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
DNAMEDIA,MEDIA,WATCHLIST,36.27,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CARERATING,FINANCIAL_SERVICES,WATCHLIST,35.14,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ALPA,PHARMA,WATCHLIST,35.15,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
ISFT,RETAIL,WATCHLIST,35.19,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
VENTIVE,HOSPITALITY,WATCHLIST,35.28,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BBOX,IT,WATCHLIST,35.29,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
BSE,FINANCIAL_SERVICES,WATCHLIST,35.32,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
RISHABH,CAPITAL_GOODS,WATCHLIST,44.42,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
LTF,FINANCIAL_SERVICES,WATCHLIST,44.44,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
AMIRCHAND,AGRICULTURE,WATCHLIST,44.72,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
FINKURVE,FINANCIAL_SERVICES,WATCHLIST,43.08,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
CPEDU,HEALTHCARE,WATCHLIST,43.09,48.06,NEUTRAL,CONCALL,44.44444444444445,,,,0.0,,,,,,,2026-07-03
