date,FII_flow_score,DII_flow_score,PRO_flow_score,CLIENT_flow_score,FPI_flow_score,MF_flow_score,INSURANCE_flow_score,RETAIL_flow_score,FII_conviction,DII_conviction,PRO_conviction,CLIENT_conviction,Smart_Money_Score,Retail_Score,FII_DII_Divergence,Smart_Retail_Divergence,Market_Opportunity,Cash_Institutional_Score,Ensemble_Score,Market_Regime
2018-05-04,26.79,-49.99,-27.64,7.24,,,,,60.0,20.0,50.0,65.0,-0.43,7.24,76.78,-7.67,0.0,,-12.71,NEUTRAL
2018-05-07,31.8,-48.56,-30.59,1.14,,,,,65.0,20.0,45.0,60.0,0.61,1.14,80.36,-0.53,0.0,,-11.84,NEUTRAL
2018-05-08,36.16,-42.92,-37.16,-5.36,,,,,70.0,20.0,45.0,55.0,-0.5,-5.36,79.08,4.86,0.0,,-10.98,NEUTRAL
2018-05-09,29.79,-35.41,-36.44,-2.05,,,,,70.0,25.0,45.0,55.0,-3.32,-2.05,65.2,-1.27,0.0,,-10.51,NEUTRAL
2018-05-10,25.91,-30.31,-23.89,-5.22,,,,,65.0,25.0,50.0,50.0,1.01,-5.22,56.22,6.23,0.05,,-7.07,NEUTRAL
2018-05-11,28.94,-35.67,-16.24,-8.9,,,,,65.0,25.0,55.0,50.0,6.35,-8.9,64.61,15.25,0.57,,-5.74,NEUTRAL
2018-05-14,27.53,-28.96,-20.52,-9.56,,,,,65.0,30.0,55.0,50.0,3.51,-9.56,56.49,13.07,0.34,,-5.48,NEUTRAL
2018-05-15,29.6,-34.53,-17.16,-10.13,,,,,70.0,30.0,55.0,50.0,6.22,-10.13,64.13,16.35,0.63,,-5.52,NEUTRAL
2018-05-16,25.64,-27.3,-20.47,-8.16,,,,,70.0,30.0,50.0,50.0,2.59,-8.16,52.94,10.75,0.21,,-5.53,NEUTRAL
2018-05-17,15.5,-25.67,-21.76,4.71,,,,,65.0,30.0,50.0,55.0,-3.13,4.71,41.17,-7.84,0.0,,-7.98,NEUTRAL
2018-05-18,3.06,-13.78,-17.7,11.91,,,,,60.0,35.0,50.0,60.0,-7.32,11.91,16.84,-19.23,0.0,,-7.1,NEUTRAL
2018-05-21,1.04,-15.07,-5.98,10.64,,,,,60.0,35.0,55.0,60.0,-2.47,10.64,16.11,-13.11,0.0,,-5.0,NEUTRAL
2018-05-22,-2.3,-17.25,0.97,13.62,,,,,55.0,35.0,60.0,60.0,-0.66,13.62,14.95,-14.28,0.0,,-4.64,NEUTRAL
2018-05-23,-10.55,-9.37,15.41,13.59,,,,,50.0,40.0,65.0,60.0,2.43,13.59,-1.18,-11.16,0.0,,-1.13,NEUTRAL
2018-05-24,-11.26,0.03,7.35,11.81,,,,,50.0,45.0,60.0,60.0,-1.96,11.81,-11.29,-13.77,0.0,,-0.97,NEUTRAL
2018-05-25,-20.23,-3.64,25.09,18.75,,,,,50.0,45.0,65.0,60.0,2.43,18.75,-16.59,-16.32,0.0,,0.31,NEUTRAL
2018-05-28,-23.23,31.31,18.14,3.28,,,,,50.0,45.0,65.0,55.0,-2.54,3.28,-54.54,-5.82,0.0,,6.56,NEUTRAL
2018-05-29,-22.44,38.36,11.62,0.35,,,,,50.0,50.0,60.0,50.0,-5.41,0.35,-60.8,-5.76,0.0,,6.88,NEUTRAL
2018-05-30,-20.46,35.95,5.77,1.64,,,,,50.0,45.0,55.0,50.0,-7.35,1.64,-56.41,-8.99,0.0,,5.31,NEUTRAL
2018-05-31,-9.78,41.9,7.02,-16.87,,,,,50.0,50.0,55.0,45.0,-1.38,-16.87,-51.68,15.49,0.0,,9.78,NEUTRAL
2018-06-01,-6.32,36.06,6.09,-17.34,,,,,50.0,50.0,55.0,45.0,-0.12,-17.34,-42.38,17.22,0.0,,8.96,NEUTRAL
2018-06-04,-12.2,40.66,1.74,-10.86,,,,,45.0,55.0,55.0,50.0,-5.23,-10.86,-52.86,5.63,0.0,,7.55,NEUTRAL
2018-06-05,-19.4,37.62,7.1,-1.62,,,,,40.0,55.0,55.0,55.0,-6.15,-1.62,-57.02,-4.53,0.0,,6.33,NEUTRAL
2018-06-06,-20.14,32.16,12.08,0.87,,,,,40.0,50.0,60.0,60.0,-4.03,0.87,-52.3,-4.9,0.0,,6.02,NEUTRAL
2018-06-07,-13.12,22.0,15.58,-3.25,,,,,45.0,45.0,60.0,60.0,1.23,-3.25,-35.12,4.48,0.04,,6.12,NEUTRAL
2018-06-08,-20.71,20.9,16.17,7.27,,,,,40.0,45.0,60.0,65.0,-2.27,7.27,-41.61,-9.54,0.0,,4.09,NEUTRAL
2018-06-11,-19.63,21.71,13.56,6.36,,,,,40.0,45.0,60.0,65.0,-3.03,6.36,-41.34,-9.39,0.0,,3.91,NEUTRAL
2018-06-12,-21.04,37.46,3.0,2.17,,,,,40.0,50.0,55.0,60.0,-9.02,2.17,-58.5,-11.19,0.0,,4.86,NEUTRAL
2018-06-13,-17.61,42.87,0.18,-4.88,,,,,40.0,55.0,55.0,60.0,-8.72,-4.88,-60.48,-3.84,0.0,,6.36,NEUTRAL
2018-06-14,-24.54,38.92,18.26,-0.51,,,,,40.0,55.0,60.0,60.0,-3.14,-0.51,-63.46,-2.63,0.0,,8.16,NEUTRAL
2018-06-15,-13.66,32.56,12.6,-8.53,,,,,45.0,55.0,60.0,55.0,-0.53,-8.53,-46.22,8.0,0.0,,7.88,NEUTRAL
2018-06-18,-12.3,35.38,9.74,-11.09,,,,,45.0,60.0,60.0,55.0,-1.28,-11.09,-47.68,9.81,0.0,,8.2,NEUTRAL
2018-06-19,-14.29,38.5,14.55,-12.53,,,,,45.0,65.0,60.0,55.0,0.13,-12.53,-52.79,12.66,0.02,,9.69,NEUTRAL
2018-06-20,-8.21,25.57,4.49,-7.94,,,,,45.0,60.0,60.0,55.0,-1.86,-7.94,-33.78,6.08,0.0,,5.46,NEUTRAL
2018-06-21,-8.88,20.66,8.97,-5.58,,,,,40.0,55.0,65.0,60.0,0.04,-5.58,-29.54,5.62,0.0,,5.18,NEUTRAL
2018-06-22,-13.61,23.13,5.96,0.32,,,,,35.0,55.0,60.0,65.0,-3.82,0.32,-36.74,-4.14,0.0,,3.87,NEUTRAL
2018-06-25,-28.02,34.61,15.18,8.18,,,,,30.0,60.0,60.0,70.0,-6.42,8.18,-62.63,-14.6,0.0,,5.44,NEUTRAL
2018-06-26,-27.23,33.05,12.22,9.37,,,,,35.0,60.0,60.0,75.0,-7.5,9.37,-60.28,-16.87,0.0,,4.51,NEUTRAL
2018-06-27,-23.65,45.29,6.39,-1.43,,,,,40.0,65.0,60.0,70.0,-8.63,-1.43,-68.94,-7.2,0.0,,7.01,NEUTRAL
2018-06-28,-41.55,63.97,18.89,4.69,,,,,35.0,65.0,65.0,70.0,-11.33,4.69,-105.52,-16.02,0.0,,10.33,NEUTRAL
2018-06-29,-33.22,59.1,14.19,-1.53,,,,,40.0,65.0,65.0,65.0,-9.52,-1.53,-92.32,-7.99,0.0,,10.02,NEUTRAL
2018-07-02,-30.29,54.82,17.3,-3.97,,,,,45.0,65.0,65.0,65.0,-6.49,-3.97,-85.11,-2.52,0.0,,10.46,NEUTRAL
2018-07-03,-21.41,53.44,2.46,-9.17,,,,,50.0,65.0,60.0,60.0,-9.48,-9.17,-74.85,-0.31,0.0,,8.62,NEUTRAL
2018-07-04,-23.11,57.01,-2.25,-7.69,,,,,45.0,70.0,55.0,60.0,-12.68,-7.69,-80.12,-4.99,0.0,,7.91,NEUTRAL
2018-07-05,-23.91,60.98,-7.49,-7.56,,,,,45.0,75.0,55.0,60.0,-15.7,-7.56,-84.89,-8.14,0.0,,7.4,NEUTRAL
2018-07-06,-18.12,58.0,-13.52,-11.09,,,,,50.0,70.0,50.0,55.0,-15.82,-11.09,-76.12,-4.73,0.0,,6.59,NEUTRAL
2018-07-09,-16.63,54.57,-11.94,-11.51,,,,,50.0,65.0,50.0,55.0,-14.28,-11.51,-71.2,-2.77,0.0,,6.5,NEUTRAL
2018-07-10,-8.63,47.87,-18.79,-14.87,,,,,50.0,65.0,50.0,55.0,-13.71,-14.87,-56.5,1.16,0.0,,5.11,NEUTRAL
2018-07-11,-2.37,42.77,-20.32,-19.1,,,,,55.0,60.0,50.0,50.0,-11.34,-19.1,-45.14,7.76,0.0,,5.02,NEUTRAL
2018-07-12,13.41,43.52,-36.66,-34.19,,,,,60.0,60.0,45.0,45.0,-11.62,-34.19,-30.11,22.57,0.0,,5.07,NEUTRAL
2018-07-13,18.37,34.24,-27.94,-37.66,,,,,60.0,55.0,50.0,45.0,-4.78,-37.66,-15.87,32.88,0.0,,6.17,NEUTRAL
2018-07-16,20.91,34.36,-28.07,-41.01,,,,,60.0,55.0,50.0,40.0,-3.58,-41.01,-13.45,37.43,0.0,,6.8,NEUTRAL
2018-07-17,27.88,22.61,-41.6,-36.49,,,,,65.0,50.0,45.0,40.0,-6.86,-36.49,5.27,29.63,0.0,,2.22,NEUTRAL
2018-07-18,27.48,32.48,-32.18,-46.62,,,,,65.0,55.0,45.0,35.0,-2.35,-46.62,-5.0,44.27,0.0,,6.94,NEUTRAL
2018-07-19,33.69,30.3,-41.83,-49.37,,,,,70.0,55.0,40.0,30.0,-4.07,-49.37,3.39,45.3,0.0,,5.54,NEUTRAL
2018-07-20,32.76,28.17,-36.88,-48.48,,,,,70.0,55.0,45.0,30.0,-2.06,-48.48,4.59,46.42,0.0,,6.01,NEUTRAL
2018-07-23,39.6,17.68,-41.11,-48.38,,,,,70.0,50.0,45.0,30.0,-0.75,-48.38,21.92,47.63,0.0,,4.04,NEUTRAL
2018-07-24,42.33,8.63,-27.96,-50.77,,,,,70.0,45.0,50.0,25.0,7.18,-50.77,33.7,57.95,3.65,,5.75,NEUTRAL
2018-07-25,40.58,-1.97,-20.68,-43.9,,,,,65.0,40.0,50.0,30.0,9.95,-43.9,42.55,53.85,4.37,,4.48,NEUTRAL
2018-07-26,54.47,-6.98,-31.4,-54.53,,,,,70.0,40.0,45.0,30.0,11.54,-54.53,61.45,66.07,6.29,,4.02,NEUTRAL
2018-07-27,53.18,0.37,-32.09,-57.62,,,,,70.0,40.0,40.0,30.0,10.54,-57.62,52.81,68.16,6.07,,5.36,NEUTRAL
2018-07-30,56.06,-9.95,-18.44,-59.62,,,,,70.0,35.0,45.0,25.0,18.81,-59.62,66.01,78.43,11.21,,6.92,NEUTRAL
2018-07-31,55.35,-16.57,-15.13,-55.45,,,,,70.0,30.0,45.0,30.0,20.11,-55.45,71.92,75.56,11.15,,5.91,NEUTRAL
2018-08-01,61.22,-17.89,-15.64,-62.13,,,,,75.0,30.0,45.0,25.0,22.79,-62.13,79.11,84.92,14.16,,6.92,NEUTRAL
2018-08-02,52.28,-16.5,-14.99,-51.65,,,,,70.0,30.0,45.0,30.0,18.64,-51.65,68.78,70.29,9.63,,5.2,NEUTRAL
2018-08-03,47.11,-9.65,-16.24,-49.06,,,,,65.0,35.0,45.0,35.0,15.44,-49.06,56.76,64.5,7.57,,5.31,NEUTRAL
2018-08-06,45.4,-8.49,-21.24,-45.75,,,,,65.0,40.0,40.0,35.0,12.08,-45.75,53.89,57.83,5.53,,3.92,NEUTRAL
2018-08-07,37.23,-12.32,-13.05,-35.64,,,,,65.0,35.0,40.0,40.0,12.09,-35.64,49.55,47.73,4.31,,2.96,NEUTRAL
2018-08-08,34.53,-15.61,-2.56,-33.92,,,,,65.0,35.0,45.0,40.0,15.99,-33.92,50.14,49.91,5.42,,4.09,NEUTRAL
2018-08-09,29.04,-13.19,4.0,-30.83,,,,,65.0,35.0,45.0,40.0,16.52,-30.83,42.23,47.35,5.09,,4.96,NEUTRAL
2018-08-10,19.84,-4.01,10.48,-27.27,,,,,60.0,40.0,45.0,40.0,15.16,-27.27,23.85,42.43,4.13,,6.58,NEUTRAL
2018-08-13,19.24,-11.48,10.59,-21.58,,,,,60.0,35.0,45.0,45.0,14.92,-21.58,30.72,36.5,3.22,,4.59,NEUTRAL
2018-08-14,14.31,-2.89,15.92,-22.7,,,,,55.0,35.0,45.0,45.0,15.12,-22.7,17.2,37.82,3.43,,6.84,NEUTRAL
2018-08-16,13.66,-7.62,7.47,-15.63,,,,,55.0,30.0,45.0,50.0,10.56,-15.63,21.28,26.19,1.65,,3.38,NEUTRAL
2018-08-17,9.48,-5.56,9.53,-12.24,,,,,55.0,30.0,45.0,55.0,9.5,-12.24,15.04,21.74,1.16,,3.36,NEUTRAL
2018-08-20,12.41,-1.8,-0.42,-14.94,,,,,60.0,30.0,40.0,55.0,6.0,-14.94,14.21,20.94,0.9,,2.55,NEUTRAL
2018-08-21,12.42,-1.47,-4.26,-13.81,,,,,60.0,30.0,40.0,55.0,4.08,-13.81,13.89,17.89,0.56,,1.67,NEUTRAL
2018-08-23,8.48,5.03,-13.37,-9.61,,,,,55.0,35.0,35.0,60.0,-2.44,-9.61,3.45,7.17,0.0,,0.04,NEUTRAL
2018-08-24,7.72,5.31,-10.86,-9.72,,,,,55.0,35.0,40.0,60.0,-1.57,-9.72,2.41,8.15,0.0,,0.54,NEUTRAL
2018-08-27,6.08,-13.82,-4.85,2.74,,,,,55.0,30.0,45.0,60.0,0.62,2.74,19.9,-2.12,0.0,,-3.14,NEUTRAL
2018-08-28,0.96,-13.36,-10.68,11.25,,,,,55.0,30.0,45.0,65.0,-4.86,11.25,14.32,-16.11,0.0,,-5.77,NEUTRAL
2018-08-29,-2.84,-5.72,-18.75,14.15,,,,,55.0,30.0,45.0,70.0,-10.8,14.15,2.88,-24.95,0.0,,-6.83,NEUTRAL
2018-08-30,-6.55,2.97,-3.0,7.79,,,,,50.0,35.0,50.0,65.0,-4.78,7.79,-9.52,-12.57,0.0,,-1.65,NEUTRAL
2018-08-31,-20.13,0.65,9.9,22.74,,,,,45.0,30.0,55.0,70.0,-5.11,22.74,-20.78,-27.85,0.0,,-2.39,NEUTRAL
2018-09-03,-19.47,-2.28,15.46,21.84,,,,,45.0,25.0,55.0,70.0,-2.0,21.84,-17.19,-23.84,0.0,,-1.57,NEUTRAL
2018-09-04,-23.69,-4.35,13.61,29.48,,,,,45.0,25.0,55.0,70.0,-5.04,29.48,-19.34,-34.52,0.0,,-3.61,NEUTRAL
2018-09-05,-35.65,-9.33,20.37,46.19,,,,,40.0,20.0,60.0,75.0,-7.64,46.19,-26.32,-53.83,0.0,,-6.15,NEUTRAL
2018-09-06,-40.09,-6.18,18.26,50.73,,,,,35.0,20.0,60.0,75.0,-10.92,50.73,-33.91,-61.65,0.0,,-7.0,NEUTRAL
2018-09-07,-42.27,-4.21,16.49,52.92,,,,,30.0,20.0,60.0,80.0,-12.89,52.92,-38.06,-65.81,0.0,,-7.5,NEUTRAL
2018-09-10,-50.13,-8.25,31.49,60.57,,,,,25.0,20.0,65.0,85.0,-9.32,60.57,-41.88,-69.89,0.0,,-6.72,NEUTRAL
2018-09-11,-56.02,-10.61,28.29,70.83,,,,,25.0,15.0,65.0,90.0,-13.87,70.83,-45.41,-84.7,0.0,,-9.59,NEUTRAL
2018-09-12,-54.3,-8.72,18.03,70.74,,,,,30.0,15.0,60.0,90.0,-18.13,70.74,-45.58,-88.87,0.0,,-11.24,NEUTRAL
2018-09-14,-47.04,-7.3,28.9,56.57,,,,,35.0,15.0,65.0,85.0,-9.07,56.57,-39.74,-65.64,0.0,,-6.36,NEUTRAL
2018-09-17,-49.82,-0.8,25.39,57.43,,,,,35.0,20.0,65.0,85.0,-12.22,57.43,-49.02,-69.65,0.0,,-6.31,NEUTRAL
2018-09-18,-54.05,2.73,25.57,60.83,,,,,30.0,25.0,65.0,85.0,-14.24,60.83,-56.78,-75.07,0.0,,-6.44,NEUTRAL
2018-09-19,-54.55,7.71,22.23,59.66,,,,,30.0,30.0,65.0,85.0,-16.16,59.66,-62.26,-75.82,0.0,,-6.15,NEUTRAL
2018-09-21,-44.3,20.78,29.79,35.74,,,,,35.0,35.0,65.0,80.0,-7.25,35.74,-65.08,-42.99,0.0,,1.57,NEUTRAL
2018-09-24,-46.54,22.61,42.22,33.55,,,,,35.0,35.0,70.0,75.0,-2.16,33.55,-69.15,-35.71,0.0,,4.57,NEUTRAL
2018-09-25,-41.22,27.2,40.16,24.53,,,,,40.0,40.0,70.0,70.0,-0.53,24.53,-68.42,-25.06,0.0,,6.54,NEUTRAL
2018-09-26,-42.32,17.25,31.74,35.2,,,,,40.0,40.0,65.0,75.0,-5.29,35.2,-59.57,-40.49,0.0,,1.67,NEUTRAL
2018-09-27,-43.34,31.28,55.03,20.13,,,,,35.0,45.0,70.0,70.0,5.84,20.13,-74.62,-14.29,0.0,,10.74,NEUTRAL
2018-09-28,-36.07,24.04,60.85,12.79,,,,,35.0,45.0,70.0,65.0,12.39,12.79,-60.11,-0.4,0.0,,12.2,NEUTRAL
2018-10-01,-32.01,14.58,37.95,21.16,,,,,40.0,40.0,65.0,70.0,2.97,21.16,-46.59,-18.19,0.0,,5.13,NEUTRAL
2018-10-03,-25.45,18.93,39.45,9.13,,,,,40.0,45.0,65.0,65.0,7.0,9.13,-44.38,-2.13,0.0,,8.23,NEUTRAL
2018-10-04,-33.19,34.97,30.26,13.13,,,,,40.0,50.0,60.0,65.0,-1.46,13.13,-68.16,-14.59,0.0,,8.01,NEUTRAL
2018-10-05,-34.33,44.13,43.71,4.32,,,,,40.0,50.0,65.0,60.0,4.69,4.32,-78.46,0.37,0.0,,13.38,NEUTRAL
2018-10-08,-13.99,61.4,17.42,-25.02,,,,,45.0,55.0,60.0,55.0,1.72,-25.02,-75.39,26.74,0.43,,16.21,ACCUMULATION
2018-10-09,-7.23,64.89,19.0,-37.15,,,,,50.0,60.0,60.0,50.0,5.88,-37.15,-72.12,43.03,2.18,,19.16,ACCUMULATION
2018-10-10,-0.19,60.5,13.98,-42.32,,,,,55.0,60.0,55.0,45.0,6.9,-42.32,-60.69,49.22,2.92,,18.58,ACCUMULATION
2018-10-11,2.1,73.97,9.63,-52.4,,,,,55.0,65.0,55.0,40.0,5.86,-52.4,-71.87,58.26,3.07,,21.42,ACCUMULATION
2018-10-12,15.24,66.04,7.06,-64.12,,,,,60.0,65.0,55.0,35.0,11.15,-64.12,-50.8,75.27,7.15,,22.08,ACCUMULATION
2018-10-15,11.69,67.85,15.8,-63.3,,,,,55.0,65.0,60.0,35.0,13.74,-63.3,-56.16,77.04,8.7,,23.83,ACCUMULATION
2018-10-16,9.21,67.67,5.24,-56.15,,,,,55.0,65.0,55.0,35.0,7.22,-56.15,-58.46,63.37,4.05,,20.53,ACCUMULATION
2018-10-17,17.67,69.76,-3.57,-65.45,,,,,60.0,65.0,50.0,30.0,7.05,-65.45,-52.09,72.5,4.61,,20.96,ACCUMULATION
2018-10-19,10.49,74.12,13.83,-64.52,,,,,60.0,65.0,55.0,30.0,12.16,-64.52,-63.63,76.68,7.85,,24.61,ACCUMULATION
2018-10-22,13.18,79.65,12.29,-70.75,,,,,60.0,65.0,55.0,25.0,12.74,-70.75,-66.47,83.49,9.01,,26.28,ACCUMULATION
2018-10-23,2.83,67.69,4.02,-47.27,,,,,55.0,60.0,55.0,30.0,3.42,-47.27,-64.86,50.69,1.62,,18.63,ACCUMULATION
2018-10-24,10.51,62.82,-14.05,-48.08,,,,,60.0,55.0,50.0,30.0,-1.77,-48.08,-52.31,46.31,0.0,,14.82,NEUTRAL
2018-10-25,-10.04,78.98,24.49,-45.1,,,,,55.0,55.0,50.0,30.0,7.22,-45.1,-89.02,52.32,3.26,,23.36,ACCUMULATION
2018-10-26,2.22,29.08,33.83,-32.24,,,,,55.0,55.0,55.0,30.0,18.02,-32.24,-26.86,50.26,5.81,,16.28,ACCUMULATION
2018-10-29,13.14,4.92,11.25,-23.29,,,,,60.0,50.0,50.0,30.0,12.2,-23.29,8.22,35.49,2.84,,7.33,NEUTRAL
2018-10-30,8.22,5.63,6.96,-16.11,,,,,60.0,50.0,50.0,35.0,7.59,-16.11,2.59,23.7,1.22,,5.2,NEUTRAL
2018-10-31,14.95,5.73,15.22,-27.25,,,,,60.0,50.0,50.0,30.0,15.08,-27.25,9.22,42.33,4.11,,8.97,NEUTRAL
2018-11-01,21.36,3.47,-4.65,-27.26,,,,,65.0,50.0,45.0,30.0,8.36,-27.26,17.89,35.62,2.28,,5.05,NEUTRAL
2018-11-02,42.48,-3.38,-10.6,-47.06,,,,,70.0,50.0,45.0,25.0,15.94,-47.06,45.86,63.0,7.5,,7.12,NEUTRAL
2018-11-05,44.43,-14.53,-14.07,-41.32,,,,,70.0,50.0,45.0,30.0,15.18,-41.32,58.96,56.5,6.27,,3.96,NEUTRAL
2018-11-06,31.55,-25.42,8.84,-26.09,,,,,65.0,50.0,45.0,35.0,20.2,-26.09,56.97,46.29,5.27,,3.74,NEUTRAL
2018-11-07,29.43,-29.18,18.98,-24.47,,,,,65.0,45.0,50.0,35.0,24.2,-24.47,58.61,48.67,5.92,,4.8,NEUTRAL
2018-11-09,25.21,-26.71,14.62,-19.47,,,,,65.0,45.0,50.0,40.0,19.92,-19.47,51.92,39.39,3.88,,3.28,NEUTRAL
2018-11-12,27.87,-33.52,6.09,-15.92,,,,,65.0,45.0,45.0,45.0,16.98,-15.92,61.39,32.9,2.7,,0.11,NEUTRAL
2018-11-13,16.68,-28.58,9.99,-6.45,,,,,60.0,45.0,45.0,50.0,13.34,-6.45,45.26,19.79,0.86,,-0.47,NEUTRAL
2018-11-14,13.05,-21.46,10.84,-6.59,,,,,60.0,50.0,45.0,50.0,11.94,-6.59,34.51,18.53,0.79,,0.6,NEUTRAL
2018-11-15,9.2,-23.9,10.79,-0.38,,,,,55.0,50.0,45.0,55.0,9.99,-0.38,33.1,10.37,0.04,,-0.98,NEUTRAL
2018-11-16,2.52,-26.49,21.01,6.13,,,,,50.0,50.0,50.0,60.0,11.76,6.13,29.01,5.63,0.0,,-0.74,NEUTRAL
2018-11-19,16.44,-34.12,4.18,-1.04,,,,,55.0,50.0,45.0,55.0,10.31,-1.04,50.56,11.35,0.11,,-3.37,NEUTRAL
2018-11-20,9.88,-44.83,29.12,5.71,,,,,50.0,45.0,50.0,60.0,19.5,5.71,54.71,13.79,0.0,,-1.46,NEUTRAL
2018-11-21,6.54,-54.98,37.36,13.91,,,,,50.0,45.0,50.0,60.0,21.95,13.91,61.52,8.04,0.0,,-2.77,NEUTRAL
2018-11-22,9.59,-46.58,10.51,14.1,,,,,50.0,50.0,50.0,60.0,10.05,14.1,56.17,-4.05,0.0,,-6.62,NEUTRAL
2018-11-26,28.09,-67.86,-29.61,18.27,,,,,55.0,50.0,50.0,60.0,-0.76,18.27,95.95,-19.03,0.0,,-17.34,DISTRIBUTION
2018-11-27,4.57,0.86,-31.31,3.82,,,,,50.0,55.0,50.0,55.0,-13.37,3.82,3.71,-17.19,0.0,,-6.47,NEUTRAL
2018-11-28,-7.08,17.56,-1.21,-2.37,,,,,45.0,60.0,55.0,55.0,-4.14,-2.37,-24.64,-1.77,0.0,,2.32,NEUTRAL
2018-11-29,19.04,23.86,-37.68,-28.0,,,,,45.0,60.0,50.0,50.0,-9.32,-28.0,-4.82,18.68,0.0,,1.3,NEUTRAL
2018-11-30,9.01,20.65,-32.77,-15.08,,,,,45.0,60.0,55.0,55.0,-11.88,-15.08,-11.64,3.2,0.0,,-0.78,NEUTRAL
2018-12-03,8.66,16.73,-30.09,-12.99,,,,,45.0,55.0,55.0,55.0,-10.72,-12.99,-8.07,2.27,0.0,,-1.18,NEUTRAL
2018-12-04,-5.56,14.26,-18.86,2.97,,,,,40.0,55.0,60.0,60.0,-12.21,2.97,-19.82,-15.18,0.0,,-2.54,NEUTRAL
2018-12-05,-14.46,17.83,-13.31,9.68,,,,,40.0,55.0,60.0,60.0,-13.89,9.68,-32.29,-23.57,0.0,,-2.49,NEUTRAL
2018-12-06,-29.0,25.45,-7.37,20.27,,,,,40.0,55.0,65.0,60.0,-18.18,20.27,-54.45,-38.45,0.0,,-2.73,NEUTRAL
2018-12-07,-24.49,27.35,-17.16,16.03,,,,,40.0,60.0,60.0,60.0,-20.82,16.03,-51.84,-36.85,0.0,,-3.57,NEUTRAL
2018-12-10,-37.92,27.85,6.49,24.56,,,,,35.0,60.0,65.0,60.0,-15.72,24.56,-65.77,-40.28,0.0,,-0.9,NEUTRAL
2018-12-11,-35.07,23.93,-3.02,26.97,,,,,40.0,55.0,65.0,60.0,-19.05,26.97,-59.0,-46.02,0.0,,-3.54,NEUTRAL
2018-12-12,-34.09,17.41,16.81,23.87,,,,,40.0,55.0,65.0,60.0,-8.64,23.87,-51.5,-32.51,0.0,,0.03,NEUTRAL
2018-12-13,-12.47,11.14,3.3,5.76,,,,,45.0,50.0,60.0,55.0,-4.59,5.76,-23.61,-10.35,0.0,,0.49,NEUTRAL
2018-12-14,-5.06,11.24,-2.39,-1.93,,,,,50.0,50.0,60.0,50.0,-3.72,-1.93,-16.3,-1.79,0.0,,0.95,NEUTRAL
2018-12-17,-2.83,3.23,2.35,0.1,,,,,50.0,45.0,60.0,50.0,-0.24,0.1,-6.06,-0.34,0.0,,0.69,NEUTRAL
2018-12-18,-12.64,-2.13,28.19,7.73,,,,,45.0,40.0,65.0,55.0,7.78,7.73,-10.51,0.05,0.0,,3.36,NEUTRAL
2018-12-19,-6.86,2.74,2.97,5.42,,,,,50.0,45.0,60.0,50.0,-1.94,5.42,-9.6,-7.36,0.0,,-0.28,NEUTRAL
2018-12-20,-0.94,10.56,-21.12,0.05,,,,,50.0,45.0,55.0,50.0,-11.03,0.05,-11.5,-11.08,0.0,,-2.87,NEUTRAL
2018-12-21,-19.15,11.71,17.34,8.32,,,,,45.0,45.0,55.0,55.0,-0.9,8.32,-30.86,-9.22,0.0,,2.48,NEUTRAL
2018-12-24,-20.93,22.55,-5.84,9.97,,,,,40.0,45.0,50.0,60.0,-13.38,9.97,-43.48,-23.35,0.0,,-1.05,NEUTRAL
2018-12-26,-18.99,18.05,-6.76,11.64,,,,,40.0,45.0,50.0,65.0,-12.88,11.64,-37.04,-24.52,0.0,,-1.93,NEUTRAL
2018-12-27,-9.42,30.9,-36.66,-0.67,,,,,45.0,45.0,45.0,65.0,-23.04,-0.67,-40.32,-22.37,0.0,,-3.8,NEUTRAL
2018-12-28,-35.25,23.19,-6.79,28.32,,,,,45.0,45.0,45.0,65.0,-21.02,28.32,-58.44,-49.34,0.0,,-4.71,NEUTRAL
2018-12-31,-33.45,28.31,-16.36,25.18,,,,,45.0,45.0,40.0,65.0,-24.9,25.18,-61.76,-50.08,0.0,,-5.37,NEUTRAL
2019-01-01,-42.58,30.21,-5.74,31.6,,,,,40.0,45.0,45.0,70.0,-24.16,31.6,-72.79,-55.76,0.0,,-4.53,NEUTRAL
2019-01-02,-49.99,30.46,6.24,36.84,,,,,40.0,45.0,45.0,70.0,-21.88,36.84,-80.45,-58.72,0.0,,-3.32,NEUTRAL
2019-01-03,-43.79,24.89,-3.97,37.29,,,,,40.0,40.0,40.0,70.0,-23.88,37.29,-68.68,-61.17,0.0,,-5.72,NEUTRAL
2019-01-04,-27.12,10.17,-8.36,29.68,,,,,40.0,35.0,40.0,70.0,-17.74,29.68,-37.29,-47.42,0.0,,-6.33,NEUTRAL
2019-01-07,-30.02,4.56,-5.38,37.18,,,,,40.0,30.0,45.0,70.0,-17.7,37.18,-34.58,-54.88,0.0,,-7.71,NEUTRAL
2019-01-08,-20.06,6.18,-34.62,33.22,,,,,40.0,30.0,40.0,70.0,-27.34,33.22,-26.24,-60.56,0.0,,-12.12,NEUTRAL
2019-01-09,-23.98,8.49,-14.76,29.4,,,,,35.0,35.0,45.0,65.0,-19.37,29.4,-32.47,-48.77,0.0,,-7.56,NEUTRAL
2019-01-10,-13.98,13.35,-45.21,23.06,,,,,40.0,35.0,40.0,60.0,-29.6,23.06,-27.33,-52.66,0.0,,-11.46,NEUTRAL
