symbol,date,sentiment,sentiment_score,guidance_direction,guidance_score,capex_signal,capex_amount_cr,themes,key_statement,as_of_date,concall_score
KTKBANK,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
LAL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03,0.0
LANDMARK,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
LAXMIDENTL,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
LEMERITE,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Le Merite Exports Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03,0.0
LFIC,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
LT,2026-06-20,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
LTF,2026-07-02,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an analyst and institutional investor meeting.,2026-07-03,0.0
LTFOODS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
LTTS,2026-06-29,BULLISH,1,RAISED,2,NO,,"INDIA_PLUS_ONE,DIGITAL_INDIA",We are confident of delivering 15-18% revenue growth for FY27.,2026-07-03,1.6
LYPSAGEMS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03,0.0
M&M,2026-06-29,BULLISH,1,RAISED,2,YES,1500.0,"CAPEX_CYCLE,INDIA_PLUS_ONE",We expect to deliver 25% revenue growth in FY27 driven by new products and expansion plans.,2026-07-03,1.6
MACPOWER,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
MADHAV,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Madhav Marbles and Granites Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the ,2026-07-03,0.0
MADHUCON,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MAHESHWARI,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MANINDS,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MANYAVAR,2026-06-21,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MARATHON,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MASTEK,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
MASTERTR,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a regulatory clarification to the exchange regarding its financial results.,2026-07-03,0.0
MAXIND,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MBECL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MCLOUD,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Magellanic Cloud Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03,0.0
MEDANTA,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
MFML,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the clarification sought by the exchange regarding financial results for the quarter ended 31-Mar-2025.,2026-07-03,0.0
MITTAL,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03,0.0
MMP,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MMTC,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MOBIKWIK,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MODIRUBBER,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Modi Rubber Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03,0.0
MODIS,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
MONEYBOXX,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
MSPL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from MSP Steel & Power Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03,0.0
MSUMI,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MTEDUCARE,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MUNJALAU,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
MUTHOOTMF,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
NAUKRI,2026-06-26,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is an analyst meet announcement.,2026-07-03,0.4
NAVKARURB,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,5000.0,,,2026-07-03,0.0
NAZARA,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
NCLIND,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from NCL Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing,2026-07-03,0.0
NESCO,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
NH,2026-07-02,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a formal reply to the exchange regarding clarifications on financial results.,2026-07-03,0.0
NIMBSPROJ,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Nimbus Projects Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03,0.0
NIRAJISPAT,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2026 are as per the records of the company.,2026-07-03,0.0
NPST,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
NUVOCO,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
OCCLLTD,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
OILCOUNTUB,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03,0.0
OLECTRA,2026-06-20,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
OMFREIGHT,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
OMKARCHEM,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Omkar Speciality Chemicals Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03,0.0
ONEPOINT,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
ORCHASP,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Orchasp Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obliga,2026-07-03,0.0
ORIENTALTL,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Oriental Trimex Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03,0.0
ORTINGLOBE,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,Clarification sought by the exchange for quarter ended 31-Mar-2026.,2026-07-03,0.0
PACEDIGITK,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PAKKA,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PANSARI,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PARACABLES,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PARAS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals were provided in the announcement.,2026-07-03,0.0
PARASPETRO,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Paras Petrofils Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03,0.0
PATELENG,2026-06-25,BULLISH,1,RAISED,2,YES,,CAPEX_CYCLE,The company is expecting a significant order inflow in the next 6-12 months.,2026-07-03,1.6
PATELRMART,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the update.,2026-07-03,0.0
PERSISTENT,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PGIL,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
PIGL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Power & Instrumentation (Gujarat) Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 o,2026-07-03,0.0
PILANIINVS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PINELABS,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
PNB,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PNBHOUSING,2026-06-25,BULLISH,1,RAISED,2,YES,15000.0,CAPEX_CYCLE,The company is expecting a strong growth in the next 2-3 years.,2026-07-03,1.6
PNGSREVA,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
POCL,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
POLICYBZR,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
POWERICA,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
PPL,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PRECAM,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,5000.0,,,2026-07-03,0.0
PRECOT,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2026 are as per the records of the company.,2026-07-03,0.0
PREMIER,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Premier Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obliga,2026-07-03,0.0
PRINCEPIPE,2026-06-19,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
PRITI,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Priti International Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Li,2026-07-03,0.0
PTCIL,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
PURVA,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
RACE,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2025.,2026-07-03,0.0
RADICO,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
RAJMET,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03,0.0
RANASUG,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Rana Sugars Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03,0.0
RATEGAIN,2026-06-26,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
RATNAVEER,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
RBLBANK,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
RBZJEWEL,2026-06-26,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
REDINGTON,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,1500.0,,,2026-07-03,0.0
REGAAL,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
RELIABLE,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2025.,2026-07-03,0.0
REPRO,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Repro India Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03,0.0
RISHABH,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
RITES,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
RKFORGE,2026-06-25,NEUTRAL,0,MAINTAINED,1,NO,,,The company has made necessary adjustments in the financial results as per the clarification sought by the exchange.,2026-07-03,0.6
RMCL,2026-07-01,NEUTRAL,0,MAINTAINED,1,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03,0.6
ROLLT,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Rollatainers Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing O,2026-07-03,0.0
RPPL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Rajshree Polypack Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03,0.0
SABEVENTS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification on financial results for the quarter ended 31-Mar-2025.,2026-07-03,0.0
SADBHIN,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SADHNANIQ,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SAIPARENT,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
SALSTEEL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03,0.0
SAMBHV,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03,0.0
SANGHVIMOV,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
SANWARIA,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Sanwaria Consumer Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03,0.0
SATIA,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Satia Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03,0.0
SBICARD,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SBIN,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SCHAND,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SEDEMAC,2026-07-02,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company shared an investor presentation; no specific financial guidance or capex updates provided in the text.,2026-07-03,0.0
SELMC,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SEMAC,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Semac Construction Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Lis,2026-07-03,0.0
SENORES,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
SEPC,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SEYAIND,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Seya Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03,0.0
SFL,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SHAHALLOYS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03,0.0
SHALBY,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company's financial results for the quarter ended 31-Mar-2025 are as per the records of the company.,2026-07-03,0.0
SHANTI,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company clarifies discrepancy in XBRL filing of financial results.,2026-07-03,0.0
SHIVALIK,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Shivalik Rasayan Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listi,2026-07-03,0.0
SHIVAMAUTO,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Shivam Autotech Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listin,2026-07-03,0.0
SHIVAUM,2026-07-02,NEUTRAL,0,NOT_GIVEN,0,NO,,,"Company provided a regulatory clarification regarding its financial results for the quarter ended March 31, 2026.",2026-07-03,0.0
SHRINGARMS,2026-06-19,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SHYAMMETL,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,15000.0,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
SHYAMTEL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 31-Mar-2026.,2026-07-03,0.0
SIGNPOST,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SIMBHALS,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SIRCA,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or new information provided in the clarification response.,2026-07-03,0.0
SKYGOLD,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the update.,2026-07-03,0.0
SNOWMAN,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company has clarified its financial results for the quarter ended 30-Sep-2025.,2026-07-03,0.0
SOFTTECH,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SOMATEX,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Soma Textiles & Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the S,2026-07-03,0.0
SPLIL,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from SPL Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing,2026-07-03,0.0
SRD,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SSDL,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Saraswati Saree Depot Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (,2026-07-03,0.0
STARHEALTH,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
STEELXIND,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
STYRENIX,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
SUBEXLTD,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SUDARSCHEM,2026-06-26,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
SUMEETINDS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Sumeet Industries Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (List,2026-07-03,0.0
SURANAT&P,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification request regarding financial results for the quarter ended 31-Mar-2026.,2026-07-03,0.0
SUZLON,2026-07-02,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Analysts/Institutional Investor Meet.,2026-07-03,0.0
SVPGLOB,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from SVP Global Textiles Limited for the quarter ended 31-Mar-2026.,2026-07-03,0.0
SWANDEF,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TARAPUR,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TATACAP,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company announced a schedule for an Institutional Investor and Analyst meeting.,2026-07-03,0.0
TATASTEEL,2026-07-02,NEUTRAL,0,NOT_GIVEN,0,NO,15000.0,,Company provided an investor presentation without specific forward-looking guidance or capex updates.,2026-07-03,0.0
TCIFINANCE,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company provided a regulatory clarification to the exchange regarding its financial results.,2026-07-03,0.0
TCS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements mentioned in the meet update.,2026-07-03,0.0
TEAMGTY,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Team India Guaranty Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Li,2026-07-03,0.0
TECHM,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the announcement.,2026-07-03,0.0
THOMASCOTT,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TICL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Twamev Construction and Infrastructure Limited for the quarter ended 31-Mar-2026 with respect to Regulation,2026-07-03,0.0
TIINDIA,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TIPSMUSIC,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TITAGARH,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TMCV,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific guidance or key statements found in the given description.,2026-07-03,0.0
TMPV,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TNTELE,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TORNTPOWER,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
TRANSRAILL,2026-06-30,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UFBL,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UFLEX,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UMAEXPORTS,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Uma Exports Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Ob,2026-07-03,0.0
UNIECOM,2026-06-23,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UNIPARTS,2026-06-29,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
UNITECH,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UNIVAFOODS,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UNIVASTU,2026-06-26,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UNIVPHOTO,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Universus Photo Imagings Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEB,2026-07-03,0.0
URBANCO,2026-06-26,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
UTIAMC,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
VAISHALI,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
VALECHAENG,2026-06-27,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Valecha Engineering Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Li,2026-07-03,0.0
VALIANTLAB,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The company replied to the exchange's clarification on financial results for the quarter ended 31-Mar-2025.,2026-07-03,0.0
VARROC,2026-06-22,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
VEDL,2026-06-21,BULLISH,1,NOT_GIVEN,0,NO,,,No key statement available as this is a meet announcement.,2026-07-03,0.4
VEDPOWER,2026-06-21,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
VENTIVE,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,Company informed the exchange regarding participation in an Investors Conference.,2026-07-03,0.0
VIKASLIFE,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Vikas Lifecare Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing,2026-07-03,0.0
VIKRAN,2026-07-01,NEUTRAL,0,NOT_GIVEN,0,NO,,,No specific management signals or guidance provided in the meet update.,2026-07-03,0.0
VINATIORGA,2026-06-24,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
VIRINCHI,2026-06-25,NEUTRAL,0,NOT_GIVEN,0,NO,,,The Exchange has sought clarification from Virinchi Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Oblig,2026-07-03,0.0
VISL,2026-06-20,NEUTRAL,0,NOT_GIVEN,0,NO,,,,2026-07-03,0.0
