symbol,ref_date,rsi_14,macd_hist,bb_pct_b,adx_14,vs_dma_200,vol_ratio,fwd_ret_20d,fwd_ret_45d,fwd_ret_60d,is_up_10_20d,is_up_15_45d,is_up_20_60d
GODREJCP,2024-07-02,50.84,-5.8701,0.2327,26.26,17.24,1.433,0.0501,0.0653,0.0548,0.0,0,0.0
GODREJCP,2024-07-16,62.63,4.343,0.9278,33.22,21.97,0.848,-0.0442,0.0046,-0.102,0.0,0,0.0
GODREJCP,2024-07-30,51.15,-2.4246,0.4843,39.06,18.48,0.857,0.0115,-0.0358,-0.0974,0.0,0,0.0
GODREJCP,2024-08-13,40.61,-11.5985,-0.1018,29.45,12.15,1.037,0.0825,-0.0332,-0.088,0.0,0,0.0
GODREJCP,2024-08-27,55.92,3.4164,0.6682,21.68,15.67,0.874,-0.0069,-0.1223,-0.1861,0.0,0,0.0
GODREJCP,2024-09-10,61.23,4.5522,0.883,21.93,17.24,1.263,-0.1321,-0.2175,-0.1814,0.0,0,0.0
GODREJCP,2024-09-24,47.34,-5.2021,0.2364,17.14,10.97,0.916,-0.1015,-0.1426,-0.2469,0.0,0,0.0
GODREJCP,2024-10-08,23.75,-13.6847,-0.0135,28.48,-0.95,1.169,-0.0294,-0.1308,-0.1706,0.0,0,0.0
GODREJCP,2024-10-22,33.58,-0.288,0.1603,30.71,-1.93,0.439,-0.088,-0.1707,-0.1225,0.0,0,0.0
GODREJCP,2024-11-05,36.01,0.7369,0.1636,32.14,-4.94,0.429,-0.0283,-0.0888,-0.1109,0.0,0,0.0
GODREJCP,2024-11-19,29.38,-4.0681,0.1776,33.05,-10.99,1.022,-0.081,-0.0222,-0.0962,0.0,0,0.0
GODREJCP,2024-12-03,46.62,9.8071,0.6101,22.58,-7.54,0.757,-0.1206,-0.0774,-0.1409,0.0,0,0.0
GODREJCP,2024-12-17,25.46,-9.8482,0.0618,27.94,-17.87,1.085,0.047,-0.0677,-0.0421,0.0,0,0.0
GODREJCP,2024-12-31,34.15,1.3221,0.3569,37.89,-17.98,0.659,0.0405,-0.0838,0.0578,0.0,0,0.0
GODREJCP,2025-01-14,50.91,12.3642,0.7083,28.45,-13.28,0.708,-0.0607,-0.0342,0.0665,0.0,0,0.0
GODREJCP,2025-01-28,45.21,-1.6005,0.3339,20.29,-14.25,0.782,-0.0611,0.0273,0.1196,0.0,0,0.0
GODREJCP,2025-02-11,33.87,-6.1958,-0.0813,15.66,-18.04,0.587,-0.026,0.1841,0.2046,0.0,1,1.0
GODREJCP,2025-02-25,42.9,-1.3175,0.3365,11.29,-18.31,1.604,0.0827,0.1736,0.1788,0.0,1,0.0
GODREJCP,2025-03-12,46.86,5.1773,0.5702,10.52,-18.47,0.7,0.1657,0.2114,0.1538,1.0,1,0.0
GODREJCP,2025-03-27,66.84,13.4535,0.9506,20.95,-9.44,1.46,0.1013,0.0615,0.0347,1.0,0,0.0
GODREJCP,2025-04-15,68.97,9.3835,0.8505,19.07,-3.01,1.513,0.0609,-0.0183,0.0579,0.0,0,0.0
GODREJCP,2025-04-30,68.09,0.2846,0.7476,28.83,1.18,0.852,-0.0114,-0.0708,-0.0286,0.0,0,0.0
GODREJCP,2025-05-15,66.27,-2.4388,0.9401,21.62,4.44,0.815,-0.067,-0.0095,-0.0546,0.0,0,0.0
GODREJCP,2025-05-29,48.06,-7.302,0.1884,14.91,1.58,0.717,-0.0496,0.0104,0.0089,0.0,0,0.0
GODREJCP,2025-06-12,40.76,-7.338,0.1137,14.46,-1.11,0.883,0.0688,-0.0158,0.0216,0.0,0,0.0
GODREJCP,2025-06-26,39.99,-2.2331,0.2694,23.42,-1.56,1.385,0.0339,0.0612,0.0404,0.0,0,0.0
GODREJCP,2025-07-10,68.92,15.2673,1.0181,30.12,8.06,1.615,-0.0518,-0.0226,-0.1041,0.0,0,0.0
GODREJCP,2025-07-24,46.1,-3.517,0.4265,24.69,3.34,0.494,0.0268,-0.0382,-0.074,0.0,0,0.0
GODREJCP,2025-08-07,46.77,-3.5959,0.2808,17.53,3.41,1.36,0.0081,-0.0972,-0.0464,0.0,0,0.0
GODREJCP,2025-08-22,58.92,5.0351,0.8738,14.29,6.86,1.078,-0.0199,-0.1127,-0.0916,0.0,0,0.0
GODREJCP,2025-09-08,47.17,-0.9304,0.4619,15.81,4.34,1.074,-0.0627,-0.0744,-0.0795,0.0,0,0.0
GODREJCP,2025-09-22,46.87,-2.8474,0.2023,11.11,4.43,0.936,-0.0799,-0.0712,-0.0404,0.0,0,0.0
GODREJCP,2025-10-07,33.74,-7.1243,0.1778,27.17,-2.36,0.915,0.0092,-0.0208,0.0515,0.0,0,0.0
GODREJCP,2025-10-21,39.56,2.2024,0.3893,34.23,-4.16,0.607,0.0073,0.0553,0.0931,0.0,0,0.0
GODREJCP,2025-11-04,55.42,7.9842,1.0044,31.69,-1.63,1.461,-0.0269,0.0779,0.009,0.0,0,0.0
GODREJCP,2025-11-18,49.44,3.2421,0.5826,18.59,-3.4,0.831,0.0353,0.0807,0.0565,0.0,0,0.0
GODREJCP,2025-12-02,47.19,0.6876,0.3773,13.66,-4.33,0.667,0.0708,0.0126,0.0905,0.0,0,0.0
GODREJCP,2025-12-16,64.7,5.3673,1.1679,15.17,-0.47,0.832,0.0482,0.0274,-0.0599,0.0,0,0.0
GODREJCP,2025-12-30,71.35,4.2735,0.8625,29.6,1.32,0.969,-0.0316,-0.0299,-0.1694,0.0,0,0.0
GODREJCP,2026-01-13,65.46,-0.37,0.7293,45.86,2.97,1.262,-0.0265,-0.16,-0.1696,0.0,0,0.0
GODREJCP,2026-01-27,36.27,-6.7283,-0.4336,44.48,-2.65,1.408,0.0517,-0.1611,-0.0416,0.0,0,0.0
GODREJCP,2026-02-10,53.8,-0.2975,0.5518,34.11,0.39,1.008,-0.0787,-0.1216,-0.0871,0.0,0,0.0
GODREJCP,2026-02-24,59.89,4.5307,0.9418,21.66,2.95,0.599,-0.1844,-0.1155,-0.1722,0.0,0,0.0
GODREJCP,2026-03-10,35.14,-12.9889,0.087,30.73,-6.87,1.447,-0.0742,-0.0732,-0.1012,0.0,0,0.0
GODREJCP,2026-03-24,27.53,-7.7788,0.1955,43.68,-14.97,0.838,0.1173,0.0247,0.0274,1.0,0,0.0
GODREJIND,2024-03-12,41.47,-0.519,-0.0674,15.8,23.2,0.847,0.1019,0.015,0.0029,1.0,0,0.0
GODREJIND,2024-03-26,40.19,-1.1647,0.3263,19.79,15.88,0.455,0.1269,0.1006,0.0798,1.0,0,0.0
GODREJIND,2024-04-09,77.26,12.5167,1.1483,24.59,29.97,1.698,0.0079,-0.0819,0.0303,0.0,0,0.0
GODREJIND,2024-04-23,65.19,1.3864,0.7679,22.14,24.38,1.018,-0.0406,-0.0148,0.0531,0.0,0,0.0
GODREJIND,2024-05-07,54.39,-1.0193,0.5687,26.96,23.94,2.358,-0.097,0.0445,0.0345,0.0,0,0.0
GODREJIND,2024-05-21,46.39,-9.3405,0.3293,19.19,13.2,0.287,-0.0013,0.0878,0.0826,0.0,0,0.0
GODREJIND,2024-06-04,41.44,-3.9526,0.2299,18.26,7.13,1.318,0.132,0.0973,0.2729,1.0,0,1.0
GODREJIND,2024-06-18,50.16,3.4086,0.5486,16.65,8.8,1.215,0.099,0.137,0.4719,0.0,0,1.0
GODREJIND,2024-07-02,69.15,9.0171,1.1328,18.48,17.0,1.038,0.012,0.3492,0.3724,0.0,1,1.0
GODREJIND,2024-07-16,63.41,1.3959,0.6907,31.42,15.22,0.497,-0.0137,0.3622,0.2181,0.0,1,1.0
GODREJIND,2024-07-30,63.66,-1.8338,0.7763,24.04,14.47,0.582,0.1111,0.312,0.1134,1.0,1,0.0
GODREJIND,2024-08-13,50.26,-3.6102,0.4287,21.71,10.16,1.147,0.3578,0.17,0.1423,1.0,1,0.0
GODREJIND,2024-08-27,77.13,8.8098,1.1935,32.72,23.12,1.063,0.2205,0.0238,0.0177,1.0,0,0.0
GODREJIND,2024-09-10,85.41,21.6386,0.8525,58.21,42.99,1.901,-0.0904,-0.2094,-0.1059,0.0,0,0.0
GODREJIND,2024-09-24,77.21,-5.1764,0.6883,70.48,41.47,0.336,-0.179,-0.1417,-0.1059,0.0,0,0.0
GODREJIND,2024-10-08,38.76,-25.7749,-0.0029,52.39,22.8,1.023,-0.0751,0.0049,0.0625,0.0,0,0.0
GODREJIND,2024-10-22,31.22,-16.4698,0.1481,33.98,11.8,1.071,0.0156,0.1122,-0.0554,0.0,0,0.0
GODREJIND,2024-11-05,38.46,1.4573,0.2805,25.6,11.01,0.37,0.0629,0.0705,-0.1784,0.0,0,0.0
GODREJIND,2024-11-19,51.7,4.3837,0.6574,24.85,11.6,2.681,0.0722,-0.1255,-0.1867,0.0,0,0.0
GODREJIND,2024-12-03,59.57,11.691,0.8182,29.15,15.64,0.555,0.0809,-0.1747,0.0315,0.0,0,0.0
GODREJIND,2024-12-17,60.32,3.3309,0.8339,39.1,16.36,0.643,-0.1325,-0.2362,0.0243,0.0,0,0.0
GODREJIND,2024-12-31,62.4,5.1132,0.8799,54.94,20.69,1.021,-0.2849,-0.0493,-0.0054,0.0,0,0.0
GODREJIND,2025-01-14,29.42,-25.2677,-0.0252,42.72,-2.41,0.493,-0.1256,0.2492,0.1888,0.0,1,0.0
GODREJIND,2025-01-28,19.46,-14.802,0.1623,40.62,-15.06,0.861,0.3344,0.2942,0.2996,1.0,1,1.0
GODREJIND,2025-02-11,28.82,3.7584,0.1066,28.49,-14.83,0.737,0.3504,0.3983,0.3483,1.0,1,1.0
GODREJIND,2025-02-25,70.74,39.5746,1.0272,31.22,12.76,3.539,0.0423,-0.0029,0.0608,0.0,0,0.0
GODREJIND,2025-03-12,66.65,9.4609,0.7029,28.83,12.67,0.622,0.0067,0.0348,0.1453,0.0,0,0.0
GODREJIND,2025-03-27,58.59,-4.567,0.6148,27.42,13.77,0.495,-0.0655,0.0264,0.0746,0.0,0,0.0
GODREJIND,2025-04-15,54.31,-8.366,0.4849,17.14,10.02,0.722,-0.0083,0.1764,-0.0018,0.0,1,0.0
GODREJIND,2025-04-30,44.67,-7.1869,0.2241,13.04,3.83,0.75,0.0891,0.0693,0.043,0.0,0,0.0
GODREJIND,2025-05-15,51.4,3.2436,0.5469,10.17,6.8,0.935,0.1472,0.0178,-0.0161,1.0,0,0.0
GODREJIND,2025-05-29,59.59,3.6967,0.7979,10.0,10.48,1.128,0.0558,-0.028,0.0907,0.0,0,0.0
GODREJIND,2025-06-12,63.95,10.88,0.8014,24.94,19.15,2.246,-0.1226,-0.086,-0.0668,0.0,0,0.0
GODREJIND,2025-06-26,49.06,-11.7801,0.3742,28.12,14.05,0.525,-0.093,-0.0179,-0.055,0.0,0,0.0
GODREJIND,2025-07-10,33.34,-16.7427,0.1339,17.17,3.93,1.174,-0.0224,0.0966,-0.0247,0.0,0,0.0
GODREJIND,2025-07-24,40.12,0.459,0.3474,11.43,3.82,0.388,0.139,0.0571,-0.0212,1.0,0,0.0
GODREJIND,2025-08-07,39.83,2.369,0.1764,8.75,1.49,0.532,0.0879,-0.0412,-0.0008,0.0,0,0.0
GODREJIND,2025-08-22,71.89,21.7412,0.9245,25.18,16.91,1.578,-0.0853,-0.1535,-0.1796,0.0,0,0.0
GODREJIND,2025-09-08,50.35,-7.3134,0.4578,22.67,8.31,0.363,-0.083,-0.1128,-0.1335,0.0,0,0.0
GODREJIND,2025-09-22,41.77,-6.4412,0.1234,19.65,5.03,2.439,-0.0605,-0.132,-0.1384,0.0,0,0.0
GODREJIND,2025-10-07,29.28,-10.0324,-0.1844,17.29,-1.78,0.604,0.0015,-0.0793,-0.125,0.0,0,0.0
GODREJIND,2025-10-21,43.32,0.7272,0.4107,22.22,-1.45,0.84,-0.0453,-0.0901,-0.0955,0.0,0,0.0
GODREJIND,2025-11-04,47.41,7.0298,0.7567,16.76,-1.49,1.097,-0.0565,-0.079,-0.123,0.0,0,0.0
GODREJIND,2025-11-18,37.13,-0.4527,0.1036,20.54,-6.8,0.787,-0.0394,-0.0488,-0.0164,0.0,0,0.0
GODREJIND,2025-12-02,41.81,1.7989,0.3246,27.13,-8.47,0.817,-0.0741,-0.0371,0.005,0.0,0,0.0
GODREJIND,2025-12-16,39.7,0.9535,0.2657,24.22,-11.45,0.868,-0.0138,-0.0347,-0.1012,0.0,0,0.0
GODREJIND,2025-12-30,29.06,-0.6683,-0.2141,21.84,-15.14,0.807,0.0038,-0.006,-0.1824,0.0,0,0.0
GODREJIND,2026-01-13,44.96,2.294,0.3717,15.31,-11.65,0.912,0.0383,-0.1721,-0.1495,0.0,0,0.0
GODREJIND,2026-01-27,37.87,-3.4826,0.0285,18.14,-13.83,0.892,0.0812,-0.2289,-0.0446,0.0,0,0.0
GODREJIND,2026-02-10,60.13,6.1352,1.0359,17.16,-7.31,0.638,-0.1222,-0.1447,-0.0526,0.0,0,0.0
GODREJIND,2026-02-24,61.28,6.3873,0.9268,17.94,-5.87,2.509,-0.2467,-0.0583,0.0798,0.0,0,0.0
GODREJIND,2026-03-10,30.98,-11.0626,0.0789,19.0,-17.5,0.433,-0.0668,0.1962,0.1613,0.0,1,0.0
GODREJIND,2026-03-24,24.83,-10.1119,0.1287,36.78,-27.05,1.02,0.173,0.4414,0.3411,1.0,1,1.0
GODREJPROP,2024-03-12,44.26,-11.2323,0.244,19.24,25.47,0.782,0.1661,0.2169,0.1142,1.0,1,0.0
GODREJPROP,2024-03-26,48.38,-8.4914,0.4134,22.74,20.61,0.691,0.1159,0.2212,0.3593,1.0,1,1.0
GODREJPROP,2024-04-09,73.09,43.9128,1.1305,28.04,40.24,2.016,0.0283,0.056,0.2206,0.0,0,1.0
GODREJPROP,2024-04-23,54.91,-12.3619,0.5407,33.24,28.2,0.614,0.0998,0.2135,0.3335,0.0,1,1.0
GODREJPROP,2024-05-07,64.33,11.2187,0.9862,30.5,37.24,2.464,-0.0709,0.1754,0.1439,0.0,1,0.0
GODREJPROP,2024-05-21,57.61,1.6378,0.6506,29.38,33.52,0.536,0.1076,0.1301,0.0399,1.0,0,0.0
GODREJPROP,2024-06-04,42.7,-20.6979,-0.1888,20.33,20.26,1.146,0.2775,0.1326,0.1201,1.0,0,0.0
GODREJPROP,2024-06-18,63.75,23.2395,0.9918,20.54,39.69,0.891,0.0947,-0.0357,-0.0648,0.0,0,0.0
GODREJPROP,2024-07-02,68.36,19.0709,1.0072,33.05,44.39,1.217,-0.0364,-0.1237,-0.0298,0.0,0,0.0
GODREJPROP,2024-07-16,66.86,-2.4846,0.8631,35.81,42.58,0.84,-0.1424,-0.1553,-0.127,0.0,0,0.0
GODREJPROP,2024-07-30,50.72,-32.9201,0.2884,25.0,29.95,1.505,-0.0901,0.0224,-0.0859,0.0,0,0.0
GODREJPROP,2024-08-13,39.45,-27.9186,0.1967,24.62,15.43,0.594,-0.0039,0.0851,-0.023,0.0,0,0.0
GODREJPROP,2024-08-27,41.98,2.1702,0.3635,25.84,12.79,0.53,0.1065,0.0178,-0.0696,1.0,0,0.0
GODREJPROP,2024-09-10,44.61,6.4788,0.4239,22.31,10.37,0.983,0.0219,-0.0843,-0.009,0.0,0,0.0
GODREJPROP,2024-09-24,69.46,41.0142,1.2163,19.6,20.1,1.942,-0.0921,-0.0939,-0.0655,0.0,0,0.0
GODREJPROP,2024-10-08,45.81,-28.2071,0.3713,22.65,8.37,1.008,-0.0402,-0.0179,-0.056,0.0,0,0.0
GODREJPROP,2024-10-22,42.72,-13.7445,0.1528,15.07,5.13,0.878,-0.0739,-0.0149,-0.2063,0.0,0,0.0
GODREJPROP,2024-11-05,40.66,-21.5008,0.1586,13.5,1.39,0.646,0.0103,-0.0639,-0.2373,0.0,0,0.0
GODREJPROP,2024-11-19,41.08,-11.8152,0.3208,23.42,-4.28,0.976,0.1115,-0.1214,-0.2476,1.0,0,0.0
GODREJPROP,2024-12-03,52.79,26.5652,0.7372,17.27,0.92,1.414,-0.0266,-0.1651,-0.3058,0.0,0,0.0
GODREJPROP,2024-12-17,61.14,18.8327,0.9217,12.51,4.65,0.932,-0.2289,-0.3398,-0.3257,0.0,0,0.0
GODREJPROP,2024-12-31,41.1,-16.3509,0.0606,15.18,-3.71,0.449,-0.2245,-0.2552,-0.237,0.0,0,0.0
GODREJPROP,2025-01-14,24.67,-57.2556,0.014,37.19,-20.41,1.484,-0.1222,-0.0863,-0.1267,0.0,0,0.0
GODREJPROP,2025-01-28,29.41,-19.7755,0.1933,46.46,-25.07,1.701,-0.0805,-0.043,0.0003,0.0,0,0.0
GODREJPROP,2025-02-11,29.83,-1.1641,-0.0476,31.68,-29.27,1.208,-0.0039,0.0624,0.0607,0.0,0,0.0
GODREJPROP,2025-02-25,37.71,9.5381,0.265,28.19,-29.64,0.712,0.07,0.0218,0.127,0.0,0,0.0
GODREJPROP,2025-03-12,44.61,19.8802,0.5802,20.85,-27.55,0.67,-0.0013,0.0725,0.1836,0.0,0,0.0
GODREJPROP,2025-03-27,53.17,23.8169,0.7639,19.02,-22.53,1.189,0.0166,0.0874,0.1248,0.0,0,0.0
GODREJPROP,2025-04-15,46.54,-11.5644,0.3474,16.23,-25.11,1.127,0.0661,0.1808,0.1194,0.0,1,0.0
GODREJPROP,2025-04-30,57.33,14.2014,0.8304,13.15,-17.83,1.184,0.036,0.0484,0.0699,0.0,0,0.0
GODREJPROP,2025-05-15,53.54,0.4771,0.6577,11.61,-16.6,0.91,0.1116,0.0875,-0.0489,1.0,0,0.0
GODREJPROP,2025-05-29,58.09,8.0702,0.7663,19.24,-11.77,0.836,0.068,-0.061,-0.0833,0.0,0,0.0
GODREJPROP,2025-06-12,62.04,14.9372,0.7562,28.85,-4.86,1.389,-0.0555,-0.1893,-0.1777,0.0,0,0.0
GODREJPROP,2025-06-26,55.75,-12.0309,0.5102,20.75,-3.85,0.684,-0.033,-0.1837,-0.1204,0.0,0,0.0
GODREJPROP,2025-07-10,40.91,-19.9758,0.1104,17.91,-8.08,0.827,-0.0941,-0.0973,-0.0811,0.0,0,0.0
GODREJPROP,2025-07-24,49.07,4.3679,0.5329,14.97,-4.2,0.936,-0.1123,-0.1365,-0.0083,0.0,0,0.0
GODREJPROP,2025-08-07,33.3,-18.8793,0.1347,32.14,-13.63,1.046,-0.0389,0.0067,0.122,0.0,0,0.0
GODREJPROP,2025-08-22,44.2,11.3031,0.4972,36.39,-11.55,1.006,0.0247,0.1187,0.0477,0.0,0,0.0
GODREJPROP,2025-09-08,39.49,6.3785,0.315,25.97,-14.09,0.643,0.0555,0.0989,0.0679,0.0,0,0.0
GODREJPROP,2025-09-22,57.82,22.6576,0.8924,21.46,-6.39,0.967,0.0902,-0.0046,-0.0381,0.0,0,0.0
GODREJPROP,2025-10-07,55.08,5.3006,0.6885,14.81,-5.9,0.765,0.1061,-0.0146,-0.0461,1.0,0,0.0
GODREJPROP,2025-10-21,71.49,28.5762,1.0301,23.24,5.85,1.546,-0.0622,-0.1195,-0.1808,0.0,0,0.0
GODREJPROP,2025-11-04,63.89,0.4004,0.6734,35.16,6.48,0.732,-0.0853,-0.0721,-0.3381,0.0,0,0.0
GODREJPROP,2025-11-18,43.34,-17.3447,0.1278,21.74,0.07,0.767,-0.0591,-0.2121,-0.1534,0.0,0,0.0
GODREJPROP,2025-12-02,42.22,-7.1085,0.2861,26.55,-2.07,0.768,-0.0572,-0.1899,-0.1559,0.0,0,0.0
GODREJPROP,2025-12-16,41.1,-0.2641,0.1805,34.45,-5.63,0.725,-0.0716,-0.0882,-0.1721,0.0,0,0.0
GODREJPROP,2025-12-30,37.08,-0.2809,0.1073,35.41,-7.78,0.719,-0.2325,-0.1235,-0.2211,0.0,0,0.0
GODREJPROP,2026-01-13,31.78,-10.3657,-0.0828,28.84,-12.28,2.038,-0.0309,-0.1568,-0.1457,0.0,0,0.0
GODREJPROP,2026-01-27,15.82,-41.7876,0.0728,38.26,-28.57,1.878,0.1665,-0.0307,0.1891,1.0,0,0.0
GODREJPROP,2026-02-10,55.91,36.4166,0.7847,31.26,-13.45,0.961,-0.0799,-0.0626,-0.0062,0.0,0,0.0
GODREJPROP,2026-02-24,47.05,13.6821,0.5519,17.32,-15.24,0.883,-0.13,0.0304,-0.0312,0.0,0,0.0
GODREJPROP,2026-03-10,41.01,-12.7101,0.1259,21.21,-18.86,1.268,-0.042,0.0221,0.0269,0.0,0,0.0
GODREJPROP,2026-03-24,37.78,-11.0271,0.185,25.03,-23.95,0.781,0.1717,0.1426,0.1649,1.0,0,0.0
GOKEX,2024-03-12,19.48,-6.1305,-0.0097,21.52,2.27,1.54,0.0223,0.0823,-0.0166,0.0,0,0.0
GOKEX,2024-03-26,29.24,-1.347,0.2295,36.41,-6.06,0.367,0.1212,0.1375,0.161,1.0,0,0.0
GOKEX,2024-04-09,55.7,11.994,0.9218,26.96,1.06,0.429,0.054,0.0369,0.2249,0.0,0,1.0
GOKEX,2024-04-23,59.48,5.329,0.7121,17.51,1.66,0.645,0.0391,0.1085,0.1676,0.0,0,0.0
GOKEX,2024-05-07,54.62,2.5977,0.5806,19.57,2.65,1.462,-0.0873,0.1456,0.1717,0.0,0,0.0
GOKEX,2024-05-21,55.53,-1.5447,0.529,12.53,1.59,0.2,-0.0035,0.1551,0.0818,0.0,1,0.0
GOKEX,2024-06-04,35.31,-7.2758,-0.3382,13.01,-9.49,1.718,0.2734,0.3924,0.268,1.0,1,1.0
GOKEX,2024-06-18,52.31,-1.1225,0.574,17.38,-0.47,0.63,0.1276,0.1016,0.1018,1.0,0,0.0
GOKEX,2024-07-02,70.13,12.6665,0.9554,24.1,13.99,1.241,0.0082,-0.0338,0.0087,0.0,0,0.0
GOKEX,2024-07-16,57.42,-4.3556,0.6123,26.86,10.21,2.27,-0.0372,0.0225,-0.0412,0.0,0,0.0
GOKEX,2024-07-30,58.16,1.3338,0.7476,29.71,13.47,0.69,-0.0124,-0.0195,-0.1111,0.0,0,0.0
GOKEX,2024-08-13,44.68,-9.6935,0.1906,26.06,4.97,1.609,0.0148,0.0,-0.0414,0.0,0,0.0
GOKEX,2024-08-27,56.05,2.7393,0.6578,18.44,10.78,0.253,0.013,-0.1281,-0.09,0.0,0,0.0
GOKEX,2024-09-10,47.66,-1.3895,0.4794,16.03,6.24,0.587,-0.0187,-0.072,0.0432,0.0,0,0.0
GOKEX,2024-09-24,55.97,7.2759,0.7863,19.52,11.98,1.878,-0.1115,-0.0708,0.2821,0.0,0,1.0
GOKEX,2024-10-08,41.12,-7.7874,0.1203,18.08,3.37,0.895,-0.0374,0.2154,0.254,0.0,1,1.0
GOKEX,2024-10-22,33.47,-5.7785,-0.0356,16.65,-1.26,0.62,0.0111,0.3262,0.1867,0.0,1,0.0
GOKEX,2024-11-05,43.26,2.7628,0.3583,19.5,-0.46,0.868,0.1044,0.3166,0.0365,1.0,1,0.0
GOKEX,2024-11-19,49.47,1.1491,0.6186,17.5,0.37,1.494,0.4272,0.221,0.0717,1.0,1,0.0
GOKEX,2024-12-03,65.27,11.5817,0.9433,22.19,9.83,1.626,0.1795,0.0017,-0.0932,1.0,0,0.0
GOKEX,2024-12-17,88.95,28.6864,1.0316,44.68,40.49,1.856,-0.1776,-0.2778,-0.3088,0.0,0,0.0
GOKEX,2024-12-31,59.29,-14.7777,0.5218,38.03,24.5,0.382,-0.2043,-0.2894,-0.2738,0.0,0,0.0
GOKEX,2025-01-14,39.93,-21.4626,0.0496,27.53,10.73,0.942,-0.0868,-0.1506,-0.1826,0.0,0,0.0
GOKEX,2025-01-28,28.35,-20.9796,-0.1251,22.35,-3.95,0.875,-0.0339,-0.074,-0.0582,0.0,0,0.0
GOKEX,2025-02-11,38.54,-0.508,0.2699,24.82,-0.73,1.767,-0.0796,-0.0714,0.088,0.0,0,0.0
GOKEX,2025-02-25,35.72,-1.9394,-0.0503,23.56,-8.21,0.958,-0.0554,0.1489,0.1231,0.0,0,0.0
GOKEX,2025-03-12,47.57,4.3495,0.4975,25.79,-8.94,0.892,-0.0274,0.1157,0.083,0.0,0,0.0
GOKEX,2025-03-27,42.07,4.5415,0.4666,15.57,-13.28,0.603,0.032,0.1531,0.0729,0.0,1,0.0
GOKEX,2025-04-15,50.19,0.2673,0.5374,12.03,-11.1,1.15,0.2154,0.0668,0.1009,1.0,0,0.0
GOKEX,2025-04-30,50.92,5.6149,0.6229,12.04,-9.61,0.466,0.1521,0.0903,0.0902,1.0,0,0.0
GOKEX,2025-05-15,66.97,15.3439,0.9381,25.88,8.58,0.746,-0.0838,-0.0891,-0.2911,0.0,0,0.0
GOKEX,2025-05-29,54.73,-7.7924,0.5462,25.49,3.98,0.385,-0.0976,-0.1308,-0.2281,0.0,0,0.0
GOKEX,2025-06-12,48.34,-7.1525,0.2994,14.99,-0.82,0.519,-0.0114,-0.2344,-0.1799,0.0,0,0.0
GOKEX,2025-06-26,42.5,-6.5258,0.219,15.03,-6.13,1.332,0.0486,-0.2082,-0.0931,0.0,0,0.0
GOKEX,2025-07-10,51.88,3.5054,0.7105,14.21,-1.56,2.668,-0.2174,-0.1776,-0.2084,0.0,0,0.0
GOKEX,2025-07-24,51.31,1.0701,0.5925,15.65,-1.27,0.542,-0.1843,-0.2175,-0.1395,0.0,0,0.0
GOKEX,2025-08-07,22.93,-21.4425,-0.0375,30.77,-22.55,2.652,0.0599,0.0294,0.1924,0.0,0,0.0
GOKEX,2025-08-22,40.84,6.8482,0.4162,37.28,-18.54,0.506,0.0603,0.1497,0.2345,0.0,0,1.0
GOKEX,2025-09-08,51.31,10.8525,0.8424,28.99,-16.68,1.007,-0.0458,0.1378,0.1269,0.0,0,0.0
GOKEX,2025-09-22,54.62,12.0161,0.7565,26.0,-12.34,0.996,-0.0051,0.1549,0.0289,0.0,1,0.0
GOKEX,2025-10-07,44.51,-6.2824,0.2499,18.08,-18.38,0.414,0.1789,0.1279,0.0063,1.0,0,0.0
GOKEX,2025-10-21,55.08,7.3016,0.7421,21.01,-9.16,1.256,0.1702,-0.0032,-0.2489,1.0,0,0.0
GOKEX,2025-11-04,59.0,5.3508,0.7523,36.92,-0.29,0.715,0.0017,-0.2193,-0.3701,0.0,0,0.0
GOKEX,2025-11-18,67.27,5.6571,0.9467,40.28,8.74,1.047,-0.1163,-0.3979,-0.1705,0.0,0,0.0
GOKEX,2025-12-02,44.47,-8.7184,0.2299,36.4,0.94,0.541,-0.1479,-0.1958,-0.1775,0.0,0,0.0
GOKEX,2025-12-16,39.02,-9.5461,0.1456,23.27,-3.29,0.921,-0.2736,-0.0286,-0.2287,0.0,0,0.0
GOKEX,2025-12-30,25.01,-7.3449,-0.0286,31.28,-13.49,0.911,-0.262,-0.1198,-0.1906,0.0,0,0.0
GOKEX,2026-01-13,21.57,-11.8047,-0.0025,53.01,-28.93,2.71,0.2923,-0.0415,0.0324,1.0,0,0.0
GOKEX,2026-01-27,25.34,-0.8188,0.1597,60.25,-34.56,1.305,0.308,0.0691,0.4161,1.0,0,1.0
GOKEX,2026-02-10,59.19,34.4864,0.8244,49.55,-5.95,2.57,-0.1783,-0.1454,-0.1192,0.0,0,0.0
GOKEX,2026-02-24,47.13,-4.441,0.427,34.32,-12.7,0.428,-0.1614,-0.0091,-0.026,0.0,0,0.0
GOKEX,2026-03-10,42.97,-14.4778,0.2608,29.01,-20.22,0.548,-0.0278,0.0856,0.1036,0.0,0,0.0
GOKEX,2026-03-24,43.41,-0.9388,0.3796,25.11,-23.49,0.842,0.2911,0.1825,0.1933,1.0,1,0.0
GOKUL,2024-07-30,,,,,,,0.1955,0.2519,0.1758,1.0,1,0.0
GOKUL,2024-08-13,,,,,,,0.2244,0.2025,0.3622,1.0,1,1.0
GOKUL,2024-08-27,,,,,,,0.0208,0.0385,,0.0,0,
GOKUL,2025-02-11,,,,,,,-0.0844,-0.0969,-0.0876,0.0,0,0.0
