date,AGRICULTURE,AMC,AUTO,AVIATION,BANKING,CAPITAL_GOODS,CEMENT,CHEMICALS,DEFENCE,DIVERSIFIED,ENERGY,FINANCIAL_SERVICES,FMCG,HEALTHCARE,HOSPITALITY,INFRASTRUCTURE,IT,LOGISTICS,MEDIA,METAL,PHARMA,POWER,REALTY,RETAIL,TELECOM,TEXTILES,MOMENTUM,SIZE,VALUE
2025-12-09,-0.009161,0.007725,0.001069,0.013167,0.014109,0.0151,-0.001482,0.008597,0.007597,-0.008183,0.007733,0.007654,0.006506,-0.000868,-3.4e-05,0.012409,-0.001552,0.013639,0.009922,0.006087,0.004392,0.013912,0.001149,0.008233,0.008121,0.001999,0.001797,-0.002823,-0.003891
2025-12-10,-0.010159,-0.009592,-0.005972,-0.031078,-0.005447,-0.010561,-0.00298,0.001884,-0.007998,0.00327,-0.002112,-0.005416,-0.00101,-0.006902,-0.004211,-0.011479,-0.0106,-0.008525,-0.002342,0.00439,-0.002838,-0.000971,-0.010742,-0.012212,-0.01048,0.013127,3.5e-05,-0.0014,0.001872
2025-12-11,-0.011171,0.01762,0.006365,-0.000383,0.005585,0.008025,0.011673,0.001554,0.00347,0.014371,0.001932,0.006384,0.004313,-0.000127,0.002877,0.008974,0.011473,0.006355,0.003309,0.002079,0.008405,0.005272,0.007486,0.005977,0.016628,0.000136,-0.000293,0.002209,0.000431
2025-12-12,0.002383,0.036664,0.004205,0.005578,0.005602,0.014647,0.014758,0.007445,-0.004094,0.013593,0.006203,0.010224,0.008624,0.002735,0.008795,0.012576,0.007231,0.003933,0.002197,0.023111,0.002604,0.010209,0.018469,0.011533,0.008602,0.002779,0.000144,0.00217,-0.000807
2025-12-15,0.002927,-0.010827,0.006276,0.023494,0.00354,0.008294,0.00716,0.008086,-0.001055,0.004521,-0.002419,-0.003598,0.002395,-0.001581,-0.010939,0.00897,0.005441,-0.004519,0.020033,0.006862,-0.00552,-0.0009,0.004827,0.000365,-0.005555,-0.002307,0.000191,-0.001402,0.000226
2025-12-16,0.044524,-0.001214,-0.00611,0.002554,-0.008904,-0.004302,-0.012287,-0.003033,-0.014709,-0.012832,-0.008199,-0.010037,-0.002181,-0.009681,-0.006835,-0.011909,-0.009792,-0.008987,-0.011179,-0.008074,-0.004379,-0.007275,-0.007481,-0.009391,0.000174,-0.005987,-0.000108,-0.00072,0.001008
2025-12-17,-0.012141,-0.006658,-0.007828,0.000876,0.002126,-0.009083,0.005856,-0.007118,-0.02068,-0.01041,0.003505,-0.008632,-0.00744,-0.006631,-0.007001,-0.010197,-0.002763,-0.007139,-0.022216,-0.007737,-0.003622,-0.004598,-0.009033,-0.001523,-0.008108,-0.012162,-0.001345,0.000611,0.000878
2025-12-18,-0.000289,0.041582,-0.002015,0.025088,-0.001925,-0.00858,-0.008336,-0.008468,0.00116,1.9e-05,0.000608,0.003321,0.000398,-0.003518,-0.001468,-0.004814,0.003326,0.00172,-0.015394,0.002937,0.001833,-0.011279,0.002537,-7e-06,-0.003556,-0.002941,0.000218,0.001241,0.00034
2025-12-19,0.015153,-0.016757,0.018647,0.00715,0.006365,0.020641,0.003349,0.013854,0.020737,0.004538,0.007007,0.009907,0.004142,0.010788,0.011322,0.019852,0.012857,0.009639,0.001444,0.000118,0.011244,0.014812,0.011364,0.004452,0.021906,0.008064,-0.000489,0.000595,-0.001276
2025-12-22,0.008862,0.006278,0.007789,-0.004432,0.00532,0.00857,0.005875,0.012397,0.038061,0.024097,0.002493,0.004723,0.007648,0.008665,0.013403,0.024405,0.013312,0.009531,0.006373,0.015738,0.007706,0.004416,0.000933,0.008652,0.002998,0.004417,0.001426,0.001106,0.001983
2025-12-23,0.000479,-0.001417,0.002499,0.004128,-0.001363,0.000715,0.005121,0.003952,0.001356,0.000357,0.002931,0.00522,0.001004,-0.000806,0.00496,0.018478,0.000533,0.003267,-0.001761,0.013994,0.001454,0.008496,-0.001184,0.004941,0.013062,-0.004557,-0.000726,-0.001137,0.00055
2025-12-24,-0.003837,-0.00987,-0.000112,-0.013619,-0.00266,-0.001428,0.003004,-0.005178,0.009158,-0.00101,-0.003089,0.003144,-0.00324,-0.000388,0.001496,0.002766,-0.007748,-0.007189,0.005799,0.001272,-0.005923,-0.001529,1.3e-05,-0.000865,9.6e-05,-0.00661,-0.000508,-0.000572,0.000294
2025-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-26,-0.007542,-0.011078,-0.004982,-0.00071,-0.001626,-0.003175,0.004031,-0.001916,-0.001256,0.034059,0.004593,-0.003704,-0.000744,-0.002361,-0.000477,0.011569,-0.008692,0.004717,-0.00814,0.003168,-0.003154,-0.002524,0.000968,-0.009036,-0.000337,-0.001878,-0.002123,0.000529,-0.001667
2025-12-29,-0.022141,-0.00581,-0.006225,0.003152,-0.000578,-0.00581,-0.001493,0.000591,-0.005344,0.030272,-0.004976,-0.005891,-0.002848,-0.007441,-0.005605,-0.010295,-0.009526,-0.006561,0.010128,0.000368,-0.006538,-0.003626,-0.007242,-0.001154,0.007064,-0.00085,-0.001004,-5e-05,-0.001106
2025-12-30,-0.02471,-0.006054,0.007052,-0.01379,0.01024,-0.003958,-0.009553,-0.004129,-0.019144,-0.005106,-0.003956,-0.00038,-0.004487,-0.00602,-0.003494,-0.010328,-0.010275,0.002593,-0.012486,0.014366,-0.006368,-0.001283,-0.008153,0.002387,-0.008664,0.001485,-0.00113,0.000753,1e-06
2025-12-31,0.017079,0.02078,0.0146,0.00956,0.012811,0.013954,0.002591,0.01522,0.013751,-0.002407,0.015477,0.010004,0.01111,0.013951,0.011027,0.013278,0.01008,0.004713,0.00972,0.012978,0.013278,0.012507,0.012444,0.004354,-0.00153,0.000869,0.00144,-0.001592,0.001112
2026-01-01,-0.005998,-0.007744,0.003706,0.007691,0.003245,0.005691,0.002785,-0.004753,-0.004033,0.008113,0.003325,0.001993,-0.009654,0.003216,0.002283,0.00176,0.000281,0.006421,0.002688,0.002472,-0.003461,0.011461,0.007329,0.001878,0.0166,-0.004403,-9.9e-05,0.001861,-0.00106
2026-01-02,0.010994,0.015371,0.014515,-0.000668,0.015686,0.010819,0.007978,0.003218,0.006166,0.006294,0.015282,0.009006,0.002355,0.008567,0.002331,0.008651,0.003723,0.003815,0.008343,0.013582,0.007551,0.028967,0.014599,0.007757,0.003357,0.004875,-0.000522,-8e-06,0.000265
2026-01-05,-0.02572,0.008698,-0.001167,0.000514,0.002088,-0.001661,0.015192,0.000128,0.020536,-7.5e-05,-0.010139,0.000487,0.007957,8.4e-05,-0.016559,-0.008426,-0.002567,0.007261,0.012155,0.002437,-0.000348,0.000635,0.009472,-0.001559,-0.009024,-0.009256,-0.000155,-0.00055,-0.001187
2026-01-06,-0.001194,-0.005586,-0.004987,-0.023369,-0.001795,-0.005436,-0.000837,-0.00711,-0.010101,-0.018019,-0.006825,0.001719,-0.003669,0.006049,-0.009676,-0.008671,-0.00414,-0.00676,-0.013734,-0.001523,0.00866,-0.006416,-0.003573,-0.017067,0.000802,-0.005872,-0.001519,0.003157,-0.000226
2026-01-07,0.008672,0.007555,-0.000148,-0.012241,-0.002944,0.001046,0.002182,0.000255,-0.002524,0.005452,-0.002565,0.000273,0.003505,-0.002214,-0.004075,-0.003291,0.021972,0.000464,0.014258,0.001155,0.008571,-0.007997,-6.7e-05,-0.000448,-0.003858,-0.002643,-6e-05,0.001593,-0.001328
2026-01-08,-0.040259,-0.014927,-0.013395,-0.006462,-0.016401,-0.02432,-0.008045,-0.016476,-0.006495,-0.024846,-0.01629,-0.016752,-0.018159,-0.014339,-0.017181,-0.028807,-0.018395,-0.013385,-0.01295,-0.034869,-0.015936,-0.021758,-0.024157,-0.018502,-0.015735,-0.018479,-0.000747,-0.001278,-0.00102
2026-01-09,-4.5e-05,-0.021978,-0.017627,-0.013369,-0.00644,-0.022468,-0.010401,-0.012595,-0.007099,-0.020072,-0.002891,-0.014133,-0.012841,-0.008981,-0.00341,-0.019049,-0.012696,-0.015019,-0.006698,-0.009068,-0.011142,-0.017491,-0.015384,-0.008985,-0.020226,-0.017083,-0.002134,0.001211,-0.000139
2026-01-12,-0.003244,-0.016431,-0.003439,-0.003253,-0.003073,-0.008007,0.002668,-0.000664,-0.002643,0.014407,0.003498,0.002623,-0.00261,-0.005037,0.003032,-0.003652,-0.008273,-0.005893,-0.015311,0.006988,-0.006003,0.000673,-0.006641,0.000153,-0.02108,0.001632,-0.002501,0.003687,0.001483
2026-01-13,0.025505,0.024911,0.002296,-0.016641,0.004232,0.000886,0.002018,0.004555,-0.010028,-0.000809,-0.00072,0.001987,0.003676,0.005706,0.002312,-0.003992,0.009107,0.002874,0.010435,0.001384,-0.000455,-0.003168,-0.007124,0.005164,-0.008001,0.001695,0.000283,-0.001929,0.002473
2026-01-14,-0.008104,-0.016547,-0.001757,-0.007241,0.013053,0.002669,0.006433,-0.000536,-0.003537,0.0491,-0.003259,-0.000114,-0.003366,0.001253,0.00176,0.015095,-0.012666,0.007247,-0.006895,0.021006,0.004132,-0.001179,-0.005618,-0.002923,0.007205,0.010767,-0.00221,0.001465,0.002542
2026-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-16,-0.01553,0.016305,-0.008751,-0.000724,0.011428,-0.009614,0.010164,-0.00592,0.002394,-0.016961,-0.010438,0.003795,-0.001553,-0.009053,-0.012828,-0.010683,0.007729,-0.004051,-0.000534,-0.011246,-0.012466,-0.008323,-0.000621,0.002313,-0.003755,-0.007716,0.000252,0.001341,0.000423
2026-01-19,-0.021966,0.005118,-0.00338,0.03874,-0.008427,-0.008879,-0.009365,-0.008817,-0.007041,-0.012958,-0.01068,-0.003059,-0.00494,-0.015589,-0.015859,-0.006617,-0.011564,-0.006727,-0.015381,0.005562,-0.009257,-0.013037,-0.016992,-0.009903,-0.019502,-0.009936,-0.000698,0.002734,0.000504
2026-01-20,-0.052323,-0.027141,-0.024129,-0.029522,-0.021516,-0.029559,-0.013376,-0.024855,-0.039901,-0.034996,-0.022749,-0.023718,-0.021988,-0.018784,-0.025783,-0.02694,-0.026364,-0.026195,-0.025708,-0.023921,-0.021144,-0.021811,-0.040722,-0.030298,-0.030458,-0.024454,-0.002494,-0.000116,0.001216
2026-01-21,0.000918,-0.029463,-0.004863,0.01547,-0.001369,-0.008902,0.000569,-0.009457,-0.00642,0.005354,0.000127,-0.010157,-0.008341,-0.001896,-0.007593,-0.012593,-0.007791,-0.006495,-0.020094,0.004063,-0.009068,-0.007184,-0.006983,0.003106,-0.002213,0.005374,-0.000909,-0.000567,-0.000299
2026-01-22,0.035635,0.003456,0.017318,0.010366,0.0181,0.012766,0.006742,0.014314,0.019581,-0.006089,0.011939,0.008688,0.007283,-0.001963,-0.00645,0.013039,0.011202,0.015476,0.021478,0.007414,0.015502,0.015236,0.002543,-0.010174,0.005582,0.026737,0.00056,6.1e-05,-0.000537
2026-01-23,-0.012331,-0.037922,-0.018605,-0.038675,-0.018168,-0.025005,-0.024344,-0.014782,-0.024007,-0.013713,-0.013946,-0.015942,-0.011897,-0.010644,-0.023842,-0.033438,-0.016516,-0.030465,-0.008069,-0.010653,-0.013974,-0.039795,-0.028248,-0.025651,-0.023115,-0.024067,-0.005338,0.000262,-0.002284
2026-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-27,0.035425,-0.021247,0.002541,0.007986,0.009765,-0.000554,0.017944,-0.001448,0.023512,0.016248,0.01049,0.003127,-0.005636,-0.002662,-0.012861,-0.000787,-0.002028,0.024983,-0.021515,0.019068,-0.009023,0.005226,-0.002839,-0.002247,-0.006377,0.023972,0.00051,0.003929,-0.001071
2026-01-28,0.005998,0.040924,0.015772,-0.007107,0.013066,0.030624,0.006115,0.018646,0.076716,0.03516,0.030365,0.01517,0.004855,0.004011,0.01588,0.025657,0.009382,0.02108,0.023293,0.026152,0.005828,0.030363,0.020705,0.013443,0.034136,0.016155,-0.000156,0.001576,0.002601
2026-01-29,0.013465,0.007367,-0.010098,-0.033358,-0.004736,0.002847,0.000474,-0.003073,-0.007018,0.03073,0.010337,-0.004175,-0.004897,-0.007156,-0.009436,-0.003165,-0.006922,0.007337,-0.003664,0.021051,-0.004501,0.009138,0.007407,-0.001506,0.00181,-0.011753,-0.0007,0.004445,0.001007
2026-01-30,0.026885,0.007595,0.013429,0.003972,0.008666,0.012292,-0.007222,0.010792,0.029767,-0.034754,0.004121,0.001961,0.013234,0.003825,0.018947,0.007387,0.003737,0.010519,0.024714,-0.030351,0.010992,0.001645,-4.6e-05,0.005363,0.031138,0.005492,0.003418,-0.0067,-0.004692
2026-02-02,-0.0335,0.00376,-0.001728,0.020934,-0.028621,-0.005642,-0.008042,-0.012414,-0.06569,-0.01688,-0.019211,-0.020334,-0.004981,0.002291,0.001193,-0.019827,-0.003091,0.009714,-0.020006,-0.013408,-0.012696,-0.015953,0.001207,-0.011663,-0.020658,-0.003246,0.000662,-0.000733,-0.001948
2026-02-03,0.147552,0.065844,0.032242,0.048893,0.024291,0.044089,0.020197,0.040166,0.003559,0.019951,0.008468,0.027396,0.015721,0.013957,0.029513,0.024393,0.023667,0.04396,0.005549,0.025934,0.025307,0.032885,0.038126,0.030035,0.022179,0.093439,0.004824,0.002426,0.00138
2026-02-04,-0.004993,0.006312,0.012981,-0.001302,0.008983,0.012267,0.014034,0.001877,-0.011142,0.017837,0.013026,0.007635,0.005001,-0.003034,0.013253,0.016354,-0.029446,0.010685,0.012731,0.017656,-0.000329,0.02601,0.007554,0.008855,0.004633,0.002255,0.001206,0.001942,0.002906
2026-02-05,-0.028761,0.002951,-0.002899,-0.005504,-0.004418,-0.011139,-0.003079,-0.00768,-0.025722,-0.0166,-0.005141,-0.007193,-0.004707,-0.003618,0.011344,-0.013851,-0.009625,0.002363,0.001829,-0.005559,-0.005718,-0.007259,-0.002705,-0.000613,-0.002354,-0.007777,-0.001068,0.000875,-0.003655
2026-02-06,0.011648,-0.005175,-0.005104,-0.006035,-0.000192,0.004026,-0.003718,-0.000348,0.006498,0.005432,0.002635,0.001298,0.005908,0.001923,-0.004087,-0.004981,-0.018628,-0.015337,0.010909,-0.004149,-0.002803,-0.000863,0.001987,-0.006728,0.001742,-0.00664,-0.001396,0.001445,7.9e-05
2026-02-09,0.052943,-0.001393,0.016947,0.013941,0.015066,0.02528,0.021461,0.028558,0.026394,0.018196,0.011055,0.020499,0.022159,0.019738,0.019172,0.02082,0.01027,0.001202,0.049392,0.015101,0.017456,0.011598,0.024634,0.016579,0.026548,0.018562,0.001822,-0.002268,-0.001605
2026-02-10,-0.023343,0.006866,0.010649,0.002434,0.001083,0.006377,-0.008317,0.001016,0.000131,0.00819,0.003756,0.00531,0.003349,0.01007,0.01756,0.002928,0.003041,-2.8e-05,0.030377,0.004875,-8.9e-05,0.003198,0.002093,0.013784,0.000886,-0.023896,-0.00234,-0.000979,-0.002027
2026-02-11,0.022987,0.027878,0.010744,0.009371,-0.000924,0.002619,0.000469,0.006832,-0.007818,-0.00273,-0.003712,-0.002744,-0.002268,0.012648,-0.000582,-0.004954,-0.013805,-0.003956,0.016898,0.001115,0.006362,0.002813,0.003971,-0.008568,-0.002995,-0.01038,-0.001636,0.001906,-0.002064
2026-02-12,0.019643,-0.000287,-0.007494,-0.008706,-0.006334,-0.006833,-0.01067,-0.008158,-0.00477,-0.004643,-0.011491,-0.00044,-0.005052,-0.002432,-0.011515,-0.012992,-0.043284,-0.006214,-0.01385,-0.004514,-0.001896,-0.000491,-0.010492,-0.008697,-0.00577,-0.002252,-0.001171,0.002523,-0.002117
2026-02-13,0.013378,-0.031821,-0.010463,-0.009483,-0.009622,-0.01302,-0.015933,-0.014378,-0.016189,-0.036859,-0.019656,-0.016624,-0.011702,-0.012419,-0.016293,-0.012198,-0.025093,-0.014812,-0.018564,-0.028563,-0.01789,-0.019472,-0.017653,-0.013297,-0.014375,0.004687,-0.000474,-0.000473,-0.001272
2026-02-16,-0.013753,0.009251,-0.005397,-0.003907,0.006325,0.006277,0.00359,-0.003774,0.002422,0.016377,0.010465,0.002722,0.002579,0.013031,-0.005669,0.012493,-0.007649,0.005968,-0.008779,0.002678,0.002506,0.012831,0.01335,-0.007318,0.000329,-0.004243,-0.001496,0.004699,0.000611
2026-02-17,-0.005218,0.014316,0.006047,0.009998,0.017379,0.008418,0.004346,0.00969,0.012975,-0.007479,0.006103,0.005141,0.006629,0.012389,0.000916,0.003687,0.014645,0.012874,0.00987,-0.003851,0.005345,0.009527,-0.005337,-0.003645,0.0073,0.004938,0.002811,-0.003036,0.001189
2026-02-18,-0.007568,0.015694,0.000443,-0.001896,0.011872,0.009102,0.004723,0.005011,0.011289,0.009902,-0.001585,0.00419,0.010593,-0.001233,5.9e-05,0.002979,-0.005613,-0.000989,0.003275,0.010111,0.005228,-0.000805,0.007716,-0.003808,0.00922,0.000509,0.000398,0.001508,0.000634
2026-02-19,-0.023487,-0.028226,-0.013388,-0.029453,-0.012285,-0.015483,-0.022451,-0.007937,-0.013115,-0.014698,-0.003187,-0.012417,-0.013776,-0.007437,-0.014897,-0.012302,-0.004123,-0.015747,-0.020715,-0.018024,-0.009622,-0.018274,-0.017351,-0.020093,-0.016986,-0.005848,-0.001538,-0.002067,0.000306
2026-02-20,0.006952,0.015566,0.003202,0.005141,0.006209,0.00655,-0.001808,0.00023,0.0068,-0.003726,0.006669,0.001407,0.000105,-0.002143,-0.000128,0.000127,-0.016354,-0.001417,0.004128,0.002796,-0.004078,0.010585,-0.002341,-3.4e-05,-0.005424,0.00741,-0.002973,0.003494,-0.001922
2026-02-23,0.014886,0.020336,0.007534,0.004388,0.002425,0.003335,0.009383,1.5e-05,-0.011804,-0.005968,0.013951,0.006476,0.002222,0.010053,0.002469,0.006291,-0.013707,0.008687,-0.001052,-0.000557,0.013922,0.001112,-0.006547,0.002361,-0.000882,0.005901,4.8e-05,-0.00143,-0.002851
2026-02-24,-0.027889,-0.016725,-0.003118,-0.004122,0.007313,-0.001424,-0.002684,-0.005596,-0.010599,-0.002677,-0.000155,-0.007092,-0.005586,-0.002106,-0.013367,-0.005225,-0.042885,-0.001944,-0.015619,0.004555,0.003193,0.005635,-0.018336,-0.02477,-0.017892,-0.006534,-0.001755,0.001659,0.00059
2026-02-25,0.00054,-0.003177,0.012848,0.019124,0.003872,0.0063,0.001619,-4.6e-05,0.001075,0.003063,0.007507,0.008447,-0.000642,0.008643,-0.001831,0.002201,0.00018,-0.001833,0.011953,0.027242,0.016363,0.003237,-0.000841,-0.001665,-0.007816,-0.007265,0.00056,0.000523,-0.000604
2026-02-26,-0.000218,-0.023797,0.001351,-0.004615,0.009402,0.004368,-0.001002,0.005926,0.019133,-0.002463,-0.000692,-0.00044,-0.000421,0.004388,-0.001956,-0.002656,0.00032,0.004483,-0.002217,0.00468,0.004508,0.000577,-0.001853,0.005037,0.021048,-0.001216,0.000668,0.000932,0.000362
2026-02-27,-0.01508,-0.027735,-0.016435,-0.020919,-0.007706,-0.003655,-0.020197,0.001223,-0.00805,0.003247,-0.004739,-0.022318,-0.006309,-0.005712,-0.014652,-0.010915,0.003526,-0.008203,0.013629,-0.007143,-0.008997,-0.00425,-0.011229,-0.017928,0.00703,-0.007116,0.001743,-0.001355,0.001707
2026-03-02,-0.051872,-0.023504,-0.021976,-0.066359,-0.022046,-0.017455,-0.016033,-0.023724,-0.008262,-0.038363,-0.022079,-0.017688,-0.017123,-0.00683,-0.02333,-0.035746,-0.019855,-0.026669,-0.020367,-0.00821,-0.00949,-0.025133,-0.022701,-0.019325,-0.007878,-0.019004,-0.002471,0.002952,-0.000894
2026-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-04,-0.033935,-0.033734,-0.028513,-0.027452,-0.029257,-0.029287,-0.025558,-0.01986,-0.011438,-0.028521,-0.036824,-0.02256,-0.020507,-0.01007,-0.024399,-0.033899,-0.003453,-0.024756,-0.03041,-0.033452,-0.013535,-0.021493,-0.026288,-0.010758,-0.012253,-0.020856,-0.00168,3.2e-05,0.000258
2026-03-05,0.172711,0.023301,0.015877,0.024528,0.011821,0.016469,0.006948,0.015887,0.033162,0.003528,0.008198,0.012391,0.010367,0.001431,0.010761,0.015358,-0.008765,0.027227,0.016865,0.017198,0.014379,0.022265,0.012478,0.012401,0.015259,0.008186,-0.00022,0.001947,0.000125
2026-03-06,-0.087385,-0.011602,-0.006571,-0.020932,-0.016045,0.003244,-0.019716,-0.004265,0.037894,-0.004666,0.002433,-0.009204,0.000585,-0.00302,-0.001348,0.010889,-0.002306,-0.009625,-0.005957,-0.004028,-0.00256,-0.004534,-0.013719,-0.008891,-0.005884,-0.009822,0.000134,-0.001969,-0.001304
2026-03-09,-0.031681,-0.024515,-0.030275,-0.039899,-0.043969,-0.029973,-0.042835,-0.024939,-0.018001,-0.029422,-0.018781,-0.017403,-0.019991,-0.012186,-0.026553,-0.030183,-0.008734,-0.022367,-0.013059,-0.027221,-0.005461,-0.023339,-0.020673,-0.013185,-0.028536,-0.017351,-0.001516,0.002358,-0.002929
2026-03-10,-0.008111,0.041282,0.025959,0.03519,0.028113,0.021508,0.010302,0.021377,0.018301,0.024572,0.003631,0.02126,0.015434,0.001544,0.006852,0.019754,0.01677,0.009522,0.008897,0.016901,0.016682,0.016022,0.023429,0.019624,0.021089,0.009496,0.000701,-0.001975,0.004733
2026-03-11,0.006136,-0.01271,-0.01422,0.000335,-0.012982,-0.006627,-0.004207,-0.004866,-0.012736,-0.01695,0.014341,-0.010796,-0.005718,0.003593,-0.005445,-0.00864,-0.008476,-0.006053,-0.00461,0.007212,-0.001652,0.005037,-0.01386,-0.010791,-0.007297,-0.005998,-0.000652,-0.004717,0.000454
2026-03-12,0.017001,-0.008951,-0.007175,-0.020172,-0.006566,-0.00263,-0.013305,-0.000498,-0.003188,0.012574,0.018035,-0.005054,-0.0097,-0.014668,-0.004035,-0.000231,-0.003528,-0.01571,0.016964,0.008337,-0.004048,0.039553,-0.007096,-0.011222,-0.000894,0.009981,-0.000368,-0.001516,-0.000662
2026-03-13,-0.013139,-0.027649,-0.034969,-0.021682,-0.033625,-0.029415,-0.032423,-0.02953,-0.035571,-0.026235,-0.025558,-0.017514,-0.01958,-0.026142,-0.030406,-0.026615,-0.018319,-0.019134,-0.034481,-0.041979,-0.02078,-0.012609,-0.02811,-0.022804,-0.03377,-0.03081,-0.000618,-0.000278,0.001574
2026-03-16,0.000248,0.010223,-0.000696,0.010846,-0.006781,-0.006149,0.013123,-0.001929,-0.013649,0.011157,-0.014036,0.001101,0.001854,-0.009192,0.002032,-0.010027,-0.0121,-0.004163,0.002469,-0.007183,-0.006828,-0.00756,-0.009266,0.005182,0.021001,-0.003242,-0.000702,0.003534,-0.001072
2026-03-17,0.020514,0.012356,0.012228,0.010371,-0.002641,0.01495,0.009218,0.003671,0.017614,0.014809,0.009407,0.00231,-0.000317,0.007619,0.004761,0.006031,-0.008933,-0.000112,0.010503,0.030112,0.003497,0.006432,0.011478,0.008113,0.005797,0.005664,-0.00148,0.004157,-0.000374
2026-03-18,0.012722,0.027297,0.028193,0.01706,0.016363,0.025612,0.017579,0.014262,0.017947,0.068162,-6.8e-05,0.016131,0.012512,0.011283,0.023253,0.025023,0.028261,0.027863,0.020994,0.004732,0.010492,0.0133,0.027804,0.01963,0.013911,0.031952,0.002343,-0.000942,0.000229
2026-03-19,-0.032064,-0.03182,-0.030276,-0.042887,-0.03292,-0.03086,-0.040259,-0.026702,-0.031821,-0.031246,-0.007952,-0.030581,-0.027781,-0.026425,-0.036469,-0.032692,-0.02942,-0.032524,-0.024897,-0.029845,-0.024465,-0.001868,-0.038221,-0.035609,-0.019873,-0.023796,-0.000794,-0.002389,-0.001957
2026-03-20,-0.011502,-0.01166,0.010325,-0.001409,0.008667,0.008454,0.004321,0.007388,-0.010194,-0.011237,-0.000789,-0.001364,0.010735,-0.003058,-0.011318,-0.000134,0.011421,0.012143,-0.003874,0.018084,0.011235,0.002966,0.003359,0.022336,0.009287,0.022237,-0.001567,0.000912,-0.00138
2026-03-23,-0.037323,-0.029489,-0.04087,-0.049766,-0.046881,-0.041073,-0.038661,-0.032771,-0.053512,-0.039808,-0.040989,-0.0394,-0.037963,-0.01933,-0.033132,-0.04967,-0.027043,-0.03983,-0.032015,-0.0513,-0.028262,-0.039663,-0.045658,-0.037512,-0.05345,-0.01279,-0.002319,0.00131,-0.000264
2026-03-24,0.043385,0.031546,0.024803,0.0496,0.022671,0.022405,0.027681,0.024268,0.018956,0.028797,0.010526,0.022159,0.020656,0.019272,0.028329,0.04044,0.020532,0.01982,0.026175,0.025488,0.018745,0.010713,0.01922,0.022051,0.024971,0.015654,0.002114,0.000953,1e-06
2026-03-25,0.014419,0.03226,0.023503,0.03153,0.02766,0.030583,0.034121,0.024095,0.006376,0.022313,0.006824,0.022486,0.025778,0.027367,0.021706,0.031421,0.014482,0.025435,0.0084,0.025996,0.019989,0.014337,0.025539,0.020141,0.011725,0.005714,0.002515,0.000729,0.002914
2026-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-27,-0.031587,-0.03577,-0.026718,-0.043984,-0.026714,-0.019011,-0.021953,-0.021054,-0.033757,-0.024347,-0.005562,-0.020258,-0.024554,-0.016892,-0.016787,-0.029846,-0.013596,-0.022957,-0.021617,-0.015678,-0.000647,-0.014145,-0.033118,-0.021571,-0.019783,-0.01301,-0.002913,0.000164,-0.000756
2026-03-30,-0.023459,-0.017428,-0.029115,-0.03805,-0.043543,-0.026998,-0.026314,-0.021541,-0.039896,-0.025208,-0.013441,-0.031003,-0.022463,-0.016565,-0.028469,-0.035388,-0.027268,-0.024363,-0.026022,-0.011223,-0.013558,-0.02616,-0.029118,-0.02938,-0.037041,-0.023048,-0.001982,0.00082,-0.000673
2026-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-01,0.051043,0.043217,0.02999,0.064215,0.041882,0.033996,0.025878,0.031547,0.096445,0.017405,0.017255,0.02876,0.024652,0.017342,0.028139,0.049924,0.03646,0.042999,0.02902,0.034615,0.005139,0.032778,0.032814,0.044852,0.037542,0.025336,0.007337,-0.006078,0.003975
2026-04-02,0.002376,-0.026619,-0.004981,0.00496,-0.001966,-0.001361,-0.004282,-0.002255,-0.008136,-0.003065,-0.002229,-0.004305,0.000428,-0.000494,0.003031,0.002811,0.020134,-0.006377,-0.008718,0.001567,-0.007103,-9.4e-05,0.01498,0.008037,0.002216,0.00928,0.001008,-0.002138,0.002574
2026-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
