date,symbol,company,client_name,participant,record_type,leg1_dir,leg1_qty,leg1_price,leg1_seq,leg2_dir,leg2_qty,leg2_price,leg2_seq,pnl_pct,net_value_cr,gross_value_cr,qty_match_pct
2026-02-23,OSIAHYPER,Osia Hyper Retail Ltd,DHIRENDRA GAUTAMKUMAR CHOPRA,RETAIL,SELL_ONLY,SELL,1256140.0,10.79,2568,,,,,,-1.3554,1.3554,
2026-02-23,PRESS-RE,Presstonic Engineering L,PREKSHA JIMESH GANDHI,RETAIL,BUY_ONLY,BUY,376800.0,3.0,2569,,,,,,0.113,0.113,
2026-02-23,PRESS-RE,Presstonic Engineering L,SATYA PRAKASH MITTAL,RETAIL,BUY_ONLY,BUY,45600.0,3.5,2570,,,,,,0.016,0.016,
2026-02-23,PRESS-RE,Presstonic Engineering L,YERMAL GIRIDHAR RAO,RETAIL,SELL_ONLY,SELL,506400.0,3.05,2571,,,,,,-0.1545,0.1545,
2026-02-23,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY_ONLY,BUY,538349.0,162.56,2573,,,,,,8.7514,8.7514,
2026-02-23,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL_ONLY,SELL,459125.0,161.19,2572,,,,,,-7.4006,7.4006,
2026-02-23,RNBDENIMS,R&B Denims Limited,L7 HITECH PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,337713.0,196.66,2574,,,,,,6.6415,6.6415,
2026-02-23,RNBDENIMS,R&B Denims Limited,L7 HITECH PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,566391.0,195.59,2575,,,,,,-11.078,11.078,
2026-02-23,RNBDENIMS,R&B Denims Limited,NATVARSINH T CHAVDA,RETAIL,SHORT_BUILD_COVER,SELL,900000.0,195.07,2576,BUY,900000.0,196.74,2577.0,-0.86,-0.1503,35.2629,100.0
2026-02-23,RNPL,Renol Polychem Limited,SHAH RAJESH KANJI,RETAIL,BUY_ONLY,BUY,90000.0,142.2,2579,,,,,,1.2798,1.2798,
2026-02-23,RNPL,Renol Polychem Limited,SHAH RAJESH KANJI,RETAIL,SELL_ONLY,SELL,7200.0,148.31,2578,,,,,,-0.1068,0.1068,
2026-02-23,SKFINDIA,SKF India Limited,MIRAE ASSET MUTUAL FUND,MF,LONG_BUILD_SQUAREOFF,BUY,390000.0,1795.0,2580,SELL,390000.0,1795.0,2581.0,0.0,0.0,140.01,100.0
2026-02-24,AGIIL,Agi Infra Limited,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY_ONLY,BUY,759348.0,288.11,2582,,,,,,21.8776,21.8776,
2026-02-24,AGIIL,Agi Infra Limited,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL_ONLY,SELL,1089484.0,286.37,2583,,,,,,-31.1996,31.1996,
2026-02-24,ASHOKAMET,Ashoka Metcast Limited,RIMPY MITTAL,RETAIL,SHORT_BUILD_COVER,SELL,230571.0,16.53,2584,BUY,230571.0,16.7,2585.0,-1.03,-0.0039,0.7662,100.0
2026-02-24,AURIGROW,Auri Grow India Limited,DHAVAL SHANKARBHAI RABARI,RETAIL,SELL_ONLY,SELL,14973021.0,0.3,2586,,,,,,-0.4492,0.4492,
2026-02-24,BHANDARI,Bhandari Hosiery Exp Ltd,BHAVIKA MITESH SHAH,RETAIL,SELL_ONLY,SELL,1312660.0,3.57,2587,,,,,,-0.4686,0.4686,
2026-02-24,BLISSGVS,Bliss GVS Pharma Ltd,MANSUKH SECURITIES & FINANCE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,620900.0,216.22,2588,BUY,620900.0,220.81,2589.0,-2.12,-0.285,27.1352,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,CLT RESEARCH TECH PRIVATE LTD,RETAIL,SHORT_BUILD_COVER,SELL,869715.0,273.03,2590,BUY,869715.0,272.85,2591.0,0.07,0.0157,47.476,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,595999.0,273.64,2592,SELL,596999.0,274.35,2593.0,0.26,0.0698,32.6876,99.83
2026-02-24,DEEDEV,DEE Development Eng Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,804954.0,272.28,2594,SELL,804964.0,272.41,2595.0,0.05,0.0107,43.8453,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,GRT STRATEGIC VENTURES LLP,RETAIL,SHORT_BUILD_COVER,SELL,904306.0,274.38,2596,BUY,904306.0,274.24,2597.0,0.05,0.0127,49.612,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,752428.0,273.2,2598,,,,,,20.5563,20.5563,
2026-02-24,DEEDEV,DEE Development Eng Ltd,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,777627.0,273.72,2599,,,,,,-21.2852,21.2852,
2026-02-24,DEEDEV,DEE Development Eng Ltd,INDUBEN VITHALBHAI KAPURIYA,RETAIL,SHORT_BUILD_COVER,SELL,385731.0,271.22,2600,BUY,385731.0,271.7,2601.0,-0.18,-0.0185,20.9421,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,IRAGE BROKING SERVICES LLP,RETAIL,BUY_ONLY,BUY,1037624.0,272.99,2602,,,,,,28.3261,28.3261,
2026-02-24,DEEDEV,DEE Development Eng Ltd,IRAGE BROKING SERVICES LLP,RETAIL,SELL_ONLY,SELL,1063110.0,273.49,2603,,,,,,-29.075,29.075,
2026-02-24,DEEDEV,DEE Development Eng Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,962557.0,272.77,2604,BUY,962557.0,272.41,2605.0,0.13,0.0347,52.4767,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,1600814.0,272.56,2607,,,,,,43.6318,43.6318,
2026-02-24,DEEDEV,DEE Development Eng Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,1569048.0,272.79,2606,,,,,,-42.8021,42.8021,
2026-02-24,DEEDEV,DEE Development Eng Ltd,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,1156009.0,271.37,2608,SELL,1156009.0,271.56,2609.0,0.07,0.022,62.7632,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,MUSIGMA SECURITIES,RETAIL,SHORT_BUILD_COVER,SELL,1218619.0,273.37,2610,BUY,1218619.0,273.1,2611.0,0.1,0.0329,66.5939,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,NEERAJ SINGHEE,RETAIL,LONG_BUILD_SQUAREOFF,BUY,356856.0,269.35,2612,SELL,356856.0,270.57,2613.0,0.45,0.0435,19.2674,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,3911146.0,272.26,2614,SELL,3911146.0,272.41,2615.0,0.06,0.0587,213.0284,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,PACE COMMODITY BROKERS PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,665938.0,273.9,2616,SELL,665938.0,274.09,2617.0,0.07,0.0127,36.4927,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,SHORT_BUILD_COVER,SELL,487882.0,274.47,2618,BUY,487882.0,274.26,2619.0,0.08,0.0102,26.7715,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,PUMA SECURITIES,RETAIL,SHORT_BUILD_COVER,SELL,401303.0,274.28,2620,BUY,401303.0,274.02,2621.0,0.09,0.0104,22.0034,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,QE SECURITIES LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,786795.0,272.34,2622,SELL,794040.0,272.2,2623.0,-0.05,0.1862,43.0413,99.09
2026-02-24,DEEDEV,DEE Development Eng Ltd,QICAP MARKETS LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,461753.0,273.78,2624,SELL,461753.0,273.88,2625.0,0.04,0.0046,25.2884,100.0
2026-02-24,DEEDEV,DEE Development Eng Ltd,SHARE INDIA SECURITIES LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,690361.0,274.86,2626,SELL,692025.0,274.28,2627.0,-0.21,0.0056,37.9561,99.76
2026-02-24,DEEDEV,DEE Development Eng Ltd,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,742461.0,273.17,2628,BUY,742461.0,272.81,2629.0,0.13,0.0267,40.5369,100.0
2026-02-24,DIRL,Dhanuka Infra Realty Ltd,JIGAR DOSHI,RETAIL,SELL_ONLY,SELL,132000.0,14.0,2630,,,,,,-0.1848,0.1848,
2026-02-24,DIRL,Dhanuka Infra Realty Ltd,MAHENDRA KUMAR JANGID,RETAIL,BUY_ONLY,BUY,138000.0,14.0,2631,,,,,,0.1932,0.1932,
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,IRAGE BROKING SERVICES LLP,RETAIL,BUY_ONLY,BUY,352108.0,456.1,2633,,,,,,16.0596,16.0596,
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,IRAGE BROKING SERVICES LLP,RETAIL,SELL_ONLY,SELL,339650.0,455.59,2632,,,,,,-15.4741,15.4741,
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,1076836.0,453.19,2634,SELL,1076836.0,453.74,2635.0,0.12,0.0592,97.6615,100.0
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,PACE STOCK BROKING SERVICES PVT LTD,RETAIL,LONG_BUILD_SQUAREOFF,BUY,220791.0,451.28,2636,SELL,220791.0,452.68,2637.0,0.31,0.0309,19.9586,100.0
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,PRRSAAR COMMODITIES PVT LTD,RETAIL,LONG_BUILD_SQUAREOFF,BUY,275023.0,456.8,2638,SELL,275023.0,456.69,2639.0,-0.02,-0.003,25.1231,100.0
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,QICAP MARKETS LLP,RETAIL,SHORT_BUILD_COVER,SELL,483897.0,454.79,2640,BUY,483897.0,454.43,2641.0,0.08,0.0174,43.9969,100.0
2026-02-24,DOLPHIN,Dolphin Off Ent (Ind) L,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,537032.0,454.27,2642,BUY,537032.0,453.65,2643.0,0.14,0.0333,48.7582,100.0
2026-02-24,EFCIL,EFC (I) Limited,IRAGE BROKING SERVICES LLP,RETAIL,BUY_ONLY,BUY,70513.0,247.19,2644,,,,,,1.743,1.743,
2026-02-24,EFCIL,EFC (I) Limited,IRAGE BROKING SERVICES LLP,RETAIL,SELL_ONLY,SELL,1352786.0,245.39,2645,,,,,,-33.196,33.196,
2026-02-24,EFCIL,EFC (I) Limited,SETU SECURITIES PVT LTD,RETAIL,BUY_ONLY,BUY,1200000.0,245.85,2646,,,,,,29.502,29.502,
2026-02-24,EMBASSY,Embassy Office Parks REIT,AMERICAN FUNDS GLOBAL BALANCED FUND,RETAIL,SELL_ONLY,SELL,12500000.0,420.0,2647,,,,,,-525.0,525.0,
2026-02-24,EMBASSY,Embassy Office Parks REIT,CAPITAL INCOME BUILDER,RETAIL,SELL_ONLY,SELL,10653487.0,420.0,2648,,,,,,-447.4465,447.4465,
2026-02-24,EMBASSY,Embassy Office Parks REIT,PPFAS MUTUAL FUND,MF,BUY_ONLY,BUY,56296655.0,420.0,2649,,,,,,2364.4595,2364.4595,
2026-02-24,EMBASSY,Embassy Office Parks REIT,SMALL CAP WORLD FUND INC,RETAIL,SELL_ONLY,SELL,29221736.0,420.0,2650,,,,,,-1227.3129,1227.3129,
2026-02-24,FILATFASH,Filatex Fashions Limited,ACHINTYA SECURITIES LIMITED,RETAIL,BUY_ONLY,BUY,85692593.0,0.23,2652,,,,,,1.9709,1.9709,
2026-02-24,FILATFASH,Filatex Fashions Limited,ACHINTYA SECURITIES LIMITED,RETAIL,SELL_ONLY,SELL,82544426.0,0.23,2651,,,,,,-1.8985,1.8985,
2026-02-24,FILATFASH,Filatex Fashions Limited,PRABHAT  SETHIA,RETAIL,SELL_ONLY,SELL,62046126.0,0.22,2653,,,,,,-1.365,1.365,
2026-02-24,GREENLEAF,Greenleaf Envirotech Ltd,FORTUNE MONEY CONTROL PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,39000.0,113.0,2654,,,,,,0.4407,0.4407,
2026-02-24,GREENLEAF,Greenleaf Envirotech Ltd,R B K SHARE BROKING LTD,RETAIL,SELL_ONLY,SELL,40000.0,113.1,2655,,,,,,-0.4524,0.4524,
2026-02-24,KRN,KRN Heat Exchange N Ref L,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,376678.0,931.06,2656,,,,,,35.071,35.071,
2026-02-24,KRN,KRN Heat Exchange N Ref L,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,385016.0,931.54,2657,,,,,,-35.8658,35.8658,
2026-02-24,KRN,KRN Heat Exchange N Ref L,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,385027.0,931.43,2658,SELL,385117.0,931.88,2659.0,0.05,0.0257,71.7509,99.98
2026-02-24,KRN,KRN Heat Exchange N Ref L,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,440160.0,933.43,2660,BUY,440160.0,933.01,2661.0,0.04,0.0185,82.1532,100.0
2026-02-24,KRN,KRN Heat Exchange N Ref L,QE SECURITIES LLP,RETAIL,SHORT_BUILD_COVER,SELL,314069.0,930.87,2662,BUY,316023.0,929.85,2663.0,0.11,-0.1497,58.6211,99.38
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,CLT RESEARCH TECH PRIVATE LTD,RETAIL,LONG_BUILD_SQUAREOFF,BUY,471590.0,209.56,2664,SELL,471590.0,209.84,2665.0,0.13,0.0132,19.7785,100.0
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,430642.0,216.9,2667,,,,,,9.3406,9.3406,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,DIPAN MEHTA COMMODITIES PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,424142.0,216.2,2666,,,,,,-9.17,9.17,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,HRTI PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,751268.0,210.6,2669,,,,,,15.8217,15.8217,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,HRTI PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,728576.0,214.9,2668,,,,,,-15.6571,15.6571,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,IRAGE BROKING SERVICES LLP,RETAIL,BUY_ONLY,BUY,292188.0,215.34,2670,,,,,,6.292,6.292,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,IRAGE BROKING SERVICES LLP,RETAIL,SELL_ONLY,SELL,434259.0,214.79,2671,,,,,,-9.3274,9.3274,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,JUMP TRADING FINANCIAL INDIA PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,1042180.0,211.85,2672,SELL,1042180.0,212.04,2673.0,0.09,0.0198,44.177,100.0
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,672873.0,212.85,2674,,,,,,14.3221,14.3221,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,696483.0,213.18,2675,,,,,,-14.8476,14.8476,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,MATHISYS ADVISORS LLP,RETAIL,SHORT_BUILD_COVER,SELL,598612.0,212.69,2676,BUY,602015.0,212.38,2677.0,0.15,-0.0537,25.5175,99.43
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,MICROCURVES TRADING PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,805773.0,213.81,2678,BUY,805773.0,213.66,2679.0,0.07,0.0121,34.4444,100.0
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,1512511.0,214.19,2680,BUY,1512511.0,214.09,2681.0,0.05,0.0151,64.7778,100.0
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,QE SECURITIES LLP,RETAIL,BUY_ONLY,BUY,859609.0,209.17,2683,,,,,,17.9804,17.9804,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,QE SECURITIES LLP,RETAIL,SELL_ONLY,SELL,838520.0,212.41,2682,,,,,,-17.811,17.811,
2026-02-24,MOBIKWIK,One Mobikwik Systems Ltd,SARAVANA SECURITIES  D.SATHYAMOORTHI,RETAIL,SELL_ONLY,SELL,900000.0,218.52,2684,,,,,,-19.6668,19.6668,
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,2954800.0,47.37,2685,BUY,2971649.0,47.31,2686.0,0.13,-0.062,28.0558,99.43
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,4317619.0,47.41,2687,BUY,4317619.0,47.38,2688.0,0.06,0.013,40.9267,100.0
2026-02-24,MOREPENLAB,Morepan Laboratories Ltd.,QE SECURITIES LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,2962666.0,47.09,2689,SELL,2976582.0,47.34,2690.0,0.53,0.1399,28.0423,99.53
2026-02-24,ORTINGLOBE,ORTIN GLOBAL LIMITED,MIR ATA ALI KHAN,RETAIL,BUY_ONLY,BUY,46000.0,17.97,2691,,,,,,0.0827,0.0827,
2026-02-24,OSIAHYPER,Osia Hyper Retail Ltd,DHIRENDRA GAUTAMKUMAR CHOPRA,RETAIL,SELL_ONLY,SELL,1000000.0,9.93,2692,,,,,,-0.993,0.993,
2026-02-24,PRESS-RE,Presstonic Engineering L,FORTUNA FUNDCAP PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,64000.0,2.4,2693,,,,,,0.0154,0.0154,
2026-02-24,PRESS-RE,Presstonic Engineering L,PREKSHA JIMESH GANDHI,RETAIL,SELL_ONLY,SELL,80000.0,2.41,2694,,,,,,-0.0193,0.0193,
2026-02-24,PRESS-RE,Presstonic Engineering L,REVATI HOLDINGS PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,45600.0,2.41,2695,,,,,,-0.011,0.011,
2026-02-24,PRESS-RE,Presstonic Engineering L,SARMALI HINABEN JAYESHBHAI,RETAIL,BUY_ONLY,BUY,56000.0,2.4,2696,,,,,,0.0134,0.0134,
2026-02-24,PRESS-RE,Presstonic Engineering L,SATYA PRAKASH MITTAL,RETAIL,BUY_ONLY,BUY,50400.0,2.46,2697,,,,,,0.0124,0.0124,
2026-02-24,PRIMECAB,Prime Cable Industries L,ALACRITY SECURITIES LTD,RETAIL,BUY_ONLY,BUY,120000.0,74.53,2699,,,,,,0.8944,0.8944,
2026-02-24,PRIMECAB,Prime Cable Industries L,ALACRITY SECURITIES LTD,RETAIL,SELL_ONLY,SELL,54400.0,74.64,2698,,,,,,-0.406,0.406,
2026-02-24,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,BUY_ONLY,BUY,335655.0,159.22,2701,,,,,,5.3443,5.3443,
2026-02-24,RATNAVEER,Ratnaveer Precision Eng L,ARIHANT CAPITAL MARKETS LIMITED,RETAIL,SELL_ONLY,SELL,832.0,160.04,2700,,,,,,-0.0133,0.0133,
2026-02-24,REGAAL,Regaal Resources Limited,ALPHAGREP SECURITIES PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,656082.0,68.5,2702,SELL,656082.0,68.53,2703.0,0.04,0.002,8.9903,100.0
2026-02-24,REGAAL,Regaal Resources Limited,INDUBEN VITHALBHAI KAPURIYA,RETAIL,BUY_ONLY,BUY,2025686.0,68.37,2705,,,,,,13.8496,13.8496,
2026-02-24,REGAAL,Regaal Resources Limited,INDUBEN VITHALBHAI KAPURIYA,RETAIL,SELL_ONLY,SELL,1999380.0,68.42,2704,,,,,,-13.6798,13.6798,
2026-02-24,REGAAL,Regaal Resources Limited,IRAGE BROKING SERVICES LLP,RETAIL,LONG_BUILD_SQUAREOFF,BUY,878324.0,68.24,2706,SELL,884042.0,67.79,2707.0,-0.66,-0.0008,11.9866,99.35
2026-02-24,REGAAL,Regaal Resources Limited,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,1044321.0,68.2,2709,,,,,,7.1223,7.1223,
2026-02-24,REGAAL,Regaal Resources Limited,JUNOMONETA FINSOL PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,1031926.0,68.31,2708,,,,,,-7.0491,7.0491,
2026-02-24,REGAAL,Regaal Resources Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,2688432.0,68.34,2710,BUY,2688432.0,68.28,2711.0,0.09,0.0161,36.7294,100.0
2026-02-24,REGAAL,Regaal Resources Limited,QE SECURITIES LLP,RETAIL,BUY_ONLY,BUY,581270.0,68.24,2712,,,,,,3.9666,3.9666,
2026-02-24,REGAAL,Regaal Resources Limited,QE SECURITIES LLP,RETAIL,SELL_ONLY,SELL,600633.0,68.32,2713,,,,,,-4.1035,4.1035,
2026-02-24,REGAAL,Regaal Resources Limited,QICAP MARKETS LLP,RETAIL,SHORT_BUILD_COVER,SELL,882326.0,68.42,2714,BUY,882326.0,68.39,2715.0,0.04,0.0026,12.0711,100.0
2026-02-24,REGAAL,Regaal Resources Limited,SILVERLEAF CAPITAL SERVICES PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,1318864.0,68.37,2716,SELL,1318864.0,68.45,2717.0,0.12,0.0106,18.0447,100.0
2026-02-24,RNBDENIMS,R&B Denims Limited,PINE OAK GLOBAL FUND,RETAIL,BUY_ONLY,BUY,828151.0,198.6,2718,,,,,,16.4471,16.4471,
2026-02-24,RNPL,Renol Polychem Limited,MANGAL KESHAV CAPITAL LIMITED,RETAIL,BUY_ONLY,BUY,48000.0,143.0,2719,,,,,,0.6864,0.6864,
2026-02-24,RNPL,Renol Polychem Limited,SHAH RAJESH KANJI,RETAIL,BUY_ONLY,BUY,3600.0,144.58,2720,,,,,,0.052,0.052,
2026-02-24,RNPL,Renol Polychem Limited,SHAH RAJESH KANJI,RETAIL,SELL_ONLY,SELL,55200.0,143.24,2721,,,,,,-0.7907,0.7907,
2026-02-24,SADHNANIQ,Sadhana Nitrochem Limited,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,2178943.0,2.3,2722,,,,,,-0.5012,0.5012,
2026-02-24,SANGINITA,Sanginita Chemicals Limit,DINESHSINH BHIMSINH CHAVADA,RETAIL,SELL_ONLY,SELL,130000.0,14.48,2723,,,,,,-0.1882,0.1882,
2026-02-24,SANGINITA,Sanginita Chemicals Limit,SHILPA STOCK BROKER PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,228383.0,14.56,2724,,,,,,0.3325,0.3325,
2026-02-24,TAC,TAC Infosec Limited,HARISH KUMAR GUPTA,RETAIL,SELL_ONLY,SELL,162600.0,417.71,2725,,,,,,-6.792,6.792,
2026-02-24,TAC,TAC Infosec Limited,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,237000.0,417.69,2727,,,,,,9.8993,9.8993,
2026-02-24,TAC,TAC Infosec Limited,MANSI SHARE AND STOCK BROKING PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,221000.0,418.72,2726,,,,,,-9.2537,9.2537,
2026-02-24,VINEETLAB,Vineet Laboratories Ltd,SIRISHA CHINTAPALLI,RETAIL,SELL_ONLY,SELL,147938.0,31.53,2728,,,,,,-0.4664,0.4664,
2026-02-24,VIPULLTD,Vipul Limited,EXPERTPRO REALTY PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,876509.0,11.46,2729,,,,,,1.0045,1.0045,
2026-02-24,VIPULLTD,Vipul Limited,LLOYDS ENTERPRISES LIMITED,RETAIL,SELL_ONLY,SELL,1213126.0,11.52,2730,,,,,,-1.3975,1.3975,
2026-02-25,AURIGROW,Auri Grow India Limited,DHAVAL SHANKARBHAI RABARI,RETAIL,SELL_ONLY,SELL,11249873.0,0.28,2731,,,,,,-0.315,0.315,
2026-02-25,BALCO,Solve Plastic Products L,RAJAN NAIR GANGADHARAN,RETAIL,SELL_ONLY,SELL,30000.0,18.19,2732,,,,,,-0.0546,0.0546,
2026-02-25,CKKRETAIL,C K K Retail Mart Limited,CRAFT EMERGING MARKET FUND PCC- CITADEL CAPITAL FUND,RETAIL,SELL_ONLY,SELL,100000.0,214.4,2733,,,,,,-2.144,2.144,
2026-02-25,COMSYN,Commercial Syn Bags Ltd,EVERSTOCK MARKPLEX PRIVATE LIMITED,RETAIL,BUY_ONLY,BUY,314259.0,152.69,2735,,,,,,4.7984,4.7984,
2026-02-25,COMSYN,Commercial Syn Bags Ltd,EVERSTOCK MARKPLEX PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,53221.0,152.89,2734,,,,,,-0.8137,0.8137,
2026-02-25,COMSYN,Commercial Syn Bags Ltd,L7 HITECH PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,470731.0,195.05,2736,,,,,,-9.1816,9.1816,
2026-02-25,COMSYN,Commercial Syn Bags Ltd,L7 SECURITIES PRIVATE LIMITED,RETAIL,SELL_ONLY,SELL,295000.0,195.3,2737,,,,,,-5.7614,5.7614,
2026-02-25,CONCORDBIO,Concord Biotech Limited,NK SECURITIES RESEARCH PRIVATE LIMITED,RETAIL,LONG_BUILD_SQUAREOFF,BUY,616952.0,1217.94,2738,SELL,616952.0,1218.58,2739.0,0.05,0.0395,150.3216,100.0
2026-02-25,CONTI,Continental Seed Chem Ltd,DEEPA MAITREYA SHAH,RETAIL,SELL_ONLY,SELL,79992.0,16.5,2740,,,,,,-0.132,0.132,
2026-02-25,DEEDEV,DEE Development Eng Ltd,CLT RESEARCH TECH PRIVATE LTD,RETAIL,SHORT_BUILD_COVER,SELL,659355.0,289.64,2741,BUY,659355.0,289.52,2742.0,0.04,0.0079,38.1872,100.0
2026-02-25,DEEDEV,DEE Development Eng Ltd,ELIXIR WEALTH MANAGEMENT PRIVATE LIMITED,RETAIL,SHORT_BUILD_COVER,SELL,952372.0,290.29,2743,BUY,956895.0,289.7,2744.0,0.2,-0.0748,55.3677,99.53
